date,stock_count,benchmark_return,selected_return,selected_excess,turnover
2023-01-18,4842,0.04511107565612774,0.034587036079693496,-0.010524039576434246,0.311340206185567
2023-02-01,4845,0.013755718092179714,0.0037701746496360132,-0.0099855434425437,0.2845360824742268
2023-02-08,4851,-0.010385611074966964,-0.010583968480705648,-0.00019835740573868367,0.2962962962962963
2023-02-15,4860,0.010892801021852918,0.008462834918940638,-0.00242996610291228,0.257201646090535
2023-02-22,4868,0.0036005439580607335,-0.0011770831839810984,-0.004777627142041832,0.2731006160164271
2023-03-01,4869,-0.007556790504715502,-0.013662226804176851,-0.0061054362994613495,0.2874743326488707
2023-03-08,4872,-0.029902067150463455,-0.025903371665351123,0.003998695485112332,0.360655737704918
2023-03-15,4881,0.0266211178556326,0.04531168965472883,0.01869057179909623,0.40081799591002043
2023-03-22,4882,-0.015225394870764046,-0.017077753787725143,-0.0018523589169610975,0.34560327198364005
2023-03-29,4896,0.020733930836780573,0.04623728486073569,0.025503354023955115,0.24897959183673468
2023-04-06,4897,-0.0021481057086321,0.0043967752165282445,0.0065448809251603445,0.29387755102040813
2023-04-13,4897,-0.039720091758902225,-0.034487318273548874,0.005232773485353351,0.24693877551020404
2023-04-20,4900,0.0015469007761685282,0.0008707536839119179,-0.0006761470922566103,0.36734693877551017
2023-04-27,4886,-0.008472153601442252,-0.010323773655088693,-0.0018516200536464415,0.3271983640081799
2023-05-09,4876,0.007016097120456906,0.011321204023200497,0.00430510690274359,0.2827868852459017
2023-05-16,4887,0.0010824852465479184,0.007497268228915694,0.006414782982367776,0.24744376278118607
2023-05-23,4892,0.0028493108301598786,-0.03026918804472461,-0.03311849887488449,0.3040816326530612
2023-05-30,4889,4.7538628273292574e-05,-0.005965685976845749,-0.006013224605119042,0.21472392638036808
2023-06-06,4895,0.01365580922646387,0.004869553582155416,-0.008786255644308454,0.19387755102040816
2023-06-13,4902,-0.006941264100708755,-0.0053320369024273786,0.001609227198281376,0.1731160896130346
2023-06-20,4907,0.020025382041780157,0.03203031791244208,0.012004935870661926,0.1894093686354379
2023-06-29,4914,-0.0012520502224709286,0.005162767150249857,0.006414817372720786,0.21341463414634143
2023-07-06,4919,0.007420672089872956,0.0075187883216426155,9.811623176965954e-05,0.33536585365853655
2023-07-13,4923,-0.016970992476730284,-0.014002804104140634,0.00296818837258965,0.3265720081135902
2023-07-20,4933,0.013072991485967047,0.013867816394867508,0.0007948249089004614,0.3421052631578947
2023-07-27,4934,0.004728895107090222,-0.0039787250232176125,-0.008707620130307835,0.3502024291497976
2023-08-03,4940,-0.02794389949879408,-0.02711648963852216,0.0008274098602719208,0.2995951417004049
2023-08-10,4946,-0.012619502152834815,-0.01845011533835323,-0.005830613185518415,0.35757575757575755
2023-08-17,4955,-0.03908817309725948,-0.0385801268244084,0.0005080462728510801,0.2842741935483871
2023-08-24,4958,0.047500229030155154,0.055476648520033055,0.0079764194898779,0.3245967741935484
2023-08-31,4965,-0.00010327423147971346,0.006082404810136927,0.00618567904161664,0.24949698189134806
2023-09-07,4971,-0.007921046455447635,-0.006018569477503321,0.0019024769779443142,0.31726907630522083
2023-09-14,4980,0.0011958968611982292,0.00331273702960006,0.0021168401684018307,0.3132530120481928
2023-09-21,4990,0.001141967272824911,0.0013451759251674508,0.00020320865234253987,0.24248496993987978
2023-09-28,4992,-0.006892764090469885,-0.013300054861158496,-0.0064072907706886105,0.238
2023-10-13,5001,-0.060148244376643116,-0.05909691089889327,0.0010513334777498481,0.2674650698602794
2023-10-20,5013,0.07054838921456598,0.06396048523943747,-0.006587903975128512,0.2729083665338645
2023-10-27,5022,0.020843248003340854,0.021433780634267124,0.0005905326309262708,0.2743538767395626
2023-11-03,5028,0.009941707775849233,0.0050662263100105034,-0.00487548146583873,0.24254473161033796
2023-11-10,5031,0.02189900810422093,0.014055370260541203,-0.007843637843679729,0.3035714285714286
2023-11-17,5037,-0.017221218353536325,-0.014747120776322084,0.0024740975772142414,0.29761904761904767
2023-11-24,5046,0.0029983188074209468,-0.006521331096205956,-0.009519649903626904,0.2633663366336634
2023-12-01,5050,-0.01465492207729547,-0.02079313413659955,-0.0061382120593040795,0.23564356435643563
2023-12-08,5052,-0.021725095630142015,-0.026950785878312164,-0.005225690248170149,0.21146245059288538
2023-12-15,5056,-0.017807479771645155,-0.010969045336271214,0.006838434435373941,0.19762845849802368
2023-12-22,5055,0.030028059781281275,0.023842740052190416,-0.006185319729090859,0.19762845849802368
2023-12-29,5058,-0.03739951399952262,-0.031169739897274937,0.006229774102247683,0.21936758893280628
2024-01-08,5061,-0.005919777399212832,0.0018457685354591894,0.007765545934672022,0.24654832347140043
2024-01-15,5062,-0.09592415732985361,-0.07453313271479939,0.021391024615054224,0.25246548323471396
2024-01-22,5065,-0.01568521754546149,-0.012014843673751626,0.0036703738717098634,0.42603550295857984
2024-01-29,5069,-0.15020771404811337,-0.1261571301155045,0.024050583932608866,0.3412228796844181
2024-02-05,5070,0.1185639502971679,0.13246791250412385,0.013903962206955944,0.26429980276134124
2024-02-20,5073,0.02813026071949243,0.03796136284300631,0.009831102123513877,0.3110236220472441
2024-02-27,5072,0.04596348584928912,0.04044999112901288,-0.005513494720276235,0.3996062992125984
2024-03-05,5074,0.03582152452852071,0.043927398257447216,0.008105873728926509,0.4035433070866141
2024-03-12,5076,0.038017180077330036,0.04858813020206252,0.010570950124732484,0.3031496062992126
2024-03-19,5080,-0.06769315322250567,-0.04765405081913567,0.02003910240337,0.34842519685039375
2024-03-26,5083,0.04918088010525461,0.050459407829240153,0.0012785277239855466,0.29862475442043224
2024-04-02,5089,-0.036147386642039314,-0.017678309521050987,0.018469077120988327,0.2612966601178782
2024-04-11,5091,-0.04968981144743573,-0.001115315837449897,0.04857449560998583,0.2941176470588235
2024-04-18,5092,0.03795326017043857,-0.005810701669953871,-0.04376396184039244,0.20980392156862748
2024-04-25,5088,0.03723098884850729,0.019915574960846363,-0.01731541388766093,0.20628683693516703
2024-05-07,5078,-0.012507498570018982,0.010527411953124515,0.0230349105231435,0.25393700787401574
2024-05-14,5078,0.0166866871167464,-0.0033809744483606877,-0.020067661565107087,0.15944881889763785
2024-05-21,5080,-0.03212447111709658,-0.023087112066778336,0.009037359050318241,0.22047244094488194
2024-05-28,5080,-0.04301036405096484,-0.04526120262585563,-0.0022508385748907928,0.29527559055118113
2024-06-04,5079,-0.002456341819693439,-0.011422668888319405,-0.008966327068625966,0.31299212598425197
2024-06-12,5086,-0.015854771402516645,-0.01978692229385209,-0.003932150891335445,0.2573673870333988
2024-06-19,5086,-0.02899271538523592,-0.0346755105994952,-0.005682795214259285,0.212180746561886
2024-06-26,5082,-0.021534528521924792,-0.00995756089980749,0.011576967622117303,0.168958742632613
2024-07-03,5074,0.025351830110762034,0.017621771787296174,-0.00773005832346586,0.17716535433070868
2024-07-10,5081,-0.026247720336678357,-0.014606709563530058,0.011641010773148299,0.17092337917485267
2024-07-17,5080,-0.0187047331624948,-0.019631571761625954,-0.0009268385991311537,0.29527559055118113
2024-07-24,5074,0.05874548995808236,0.06532968808246989,0.0065841981243875275,0.405511811023622
2024-07-31,5071,-0.019842847084257757,-0.004720241865481573,0.015122605218776185,0.38779527559055116
2024-08-07,5073,-0.0039561084577414704,-0.020839023713638848,-0.016882915255897378,0.3307086614173228
2024-08-14,5075,-0.04226563604797012,-0.04202665288935569,0.00023898315861443226,0.21850393700787396
2024-08-21,5074,0.011470977683346841,0.013006740181770421,0.0015357624984235797,0.1633858267716536
2024-08-28,5071,0.015268572643226166,0.011722109965966312,-0.0035464626772598543,0.14370078740157477
2024-09-04,5068,-0.022171839291495563,-0.026943416740596752,-0.004771577449101189,0.2287968441814595
2024-09-11,5070,0.0011812640638387726,-0.0018407438849380052,-0.003022007948776778,0.1637080867850098
2024-09-20,5072,0.2635668753654977,0.29330853486587244,0.029741659500374718,0.17322834645669294
2024-09-27,5076,-0.024422632406827644,-0.02265906430734335,0.0017635680994842959,0.3976377952755905
2024-10-11,5071,0.03428848415722557,0.03499624163641287,0.0007077574791873043,0.6909448818897638
2024-10-18,5076,0.060650091132221244,0.07515544488410414,0.014505353751882895,0.21259842519685035
2024-10-25,5073,-0.013695756802404509,-0.012553242433046322,0.0011425143693581871,0.14960629921259838
2024-11-01,5071,0.09024561429197041,0.09435604191487262,0.004110427622902216,0.19291338582677164
2024-11-08,5077,-0.0767010917764588,-0.08903947047480654,-0.012338378698347738,0.25196850393700787
2024-11-15,5076,0.027599186744374,0.04199423984590144,0.01439505310152744,0.27362204724409445
2024-11-22,5081,0.04768216831996619,0.0537313305338326,0.0060491622138664075,0.4577603143418467
2024-11-29,5084,0.011197599182038232,0.01578639539921081,0.004588796217172576,0.33595284872298625
2024-12-06,5084,0.008693509655350486,0.025413216341887184,0.016719706686536696,0.2023575638506876
2024-12-13,5084,-0.05642989516461496,-0.09398171787964069,-0.037551822715025725,0.20432220039292726
2024-12-20,5089,0.0002865684495971578,-0.013894687374009625,-0.014181255823606782,0.2612966601178782
2024-12-27,5087,-0.06163914362831309,-0.06441992647182349,-0.002780782843510396,0.41846758349705304
2025-01-06,5084,0.021947103984915166,0.02377877479957606,0.0018316708146608948,0.4027504911591355
2025-01-13,5088,0.011661184323562628,0.007263060910230513,-0.0043981234133321145,0.44990176817288796
2025-01-20,5092,-8.154071065719548e-05,-0.011725421523727483,-0.011643880813070287,0.29607843137254897
2025-01-27,5094,0.06174980212994969,0.06560249239693038,0.0038526902669806865,0.28431372549019607
2025-02-11,5099,0.003070113151117692,0.007777852272988991,0.0047077391218712985,0.3196078431372549
2025-02-18,5101,0.032343631711965734,0.03349384828141677,0.0011502165694510375,0.3522504892367906
2025-02-25,5099,-0.013703613615939976,-0.018464476158465117,-0.0047608625425251405,0.30000000000000004
2025-03-04,5097,0.027534717080834225,0.021548805965319003,-0.005985911115515222,0.27254901960784317
2025-03-11,5098,0.01203816127504685,0.014179839304322059,0.0021416780292752083,0.23921568627450984
2025-03-18,5102,-0.026322043951843798,-0.04353562145058228,-0.017213577498738485,0.3972602739726028
2025-03-25,5102,-0.015316973962573694,-0.014505868816707377,0.0008111051458663168,0.37769080234833663
2025-04-01,5103,-0.07402897395063106,-0.0901749612733089,-0.016145987322677843,0.38747553816046965
2025-04-09,5105,0.019175183267939603,0.026719885320818103,0.0075447020528785005,0.5088062622309197
2025-04-16,5104,0.016615820837615924,0.00621834170418901,-0.010397479133426915,0.2857142857142857
2025-04-23,5104,0.03377246935996312,0.022743579589048667,-0.011028889770914454,0.22700587084148727
2025-04-30,5074,0.01955227666823354,0.01724889185459388,-0.0023033848136396577,0.36811023622047245
2025-05-12,5101,0.016852765706143975,0.017857138863717096,0.0010043731575731206,0.324853228962818
2025-05-19,5095,-0.013869316751965703,-0.010413822180869848,0.0034554945710958546,0.33333333333333337
2025-05-26,5093,0.019971807528116108,0.022990037672228684,0.0030182301441125763,0.24117647058823533
2025-06-03,5090,0.015419294174119604,0.011898129928301247,-0.0035211642458183572,0.22003929273084477
2025-06-10,5103,-0.010149930630995218,-0.016521685191347293,-0.006371754560352076,0.2367906066536204
2025-06-17,5114,0.02089729159887451,0.002846562580800662,-0.01805072901807385,0.26953125
2025-06-24,5116,0.016129075033093437,0.0205274530147724,0.004398377981678962,0.34765625
2025-07-01,5116,0.015327490227558454,0.02125815434393931,0.005930664116380855,0.34765625
2025-07-08,5117,0.00927256588485599,0.004553927617148651,-0.00471863826770734,0.322265625
2025-07-15,5123,0.02163639323540963,0.02667761675412279,0.00504122351871316,0.20272904483430798
2025-07-22,5119,0.017410567365827946,0.023427013857937017,0.0060164464921090705,0.1875
2025-07-29,5128,0.023969788185231027,0.035991923538161094,0.012022135352930067,0.2222222222222222
2025-08-05,5121,0.02271545632874826,0.03193431433172131,0.009218858002973049,0.2651072124756335
2025-08-12,5129,0.028356017480705636,0.0200293060295677,-0.008326711451137937,0.24756335282651076
2025-08-19,5125,-0.006050018979527683,-0.005138338282168368,0.000911680697359315,0.2729044834307992
2025-08-26,5127,-0.020924475791838006,-0.017126562466876053,0.003797913324961953,0.21442495126705652
2025-09-02,5129,0.020937294739302607,0.012719906325702714,-0.008217388413599893,0.41520467836257313
2025-09-09,5133,0.029585660751087983,0.0395447396525308,0.00995907890144282,0.4046692607003891
2025-09-16,5137,-0.013447274865181963,-0.0025832832611462314,0.010863991604035731,0.21206225680933855
2025-09-23,5137,0.008191502420086406,0.011119697319896212,0.002928194899809805,0.29182879377431903
2025-09-30,5131,-0.013391062515593716,-0.04128766271393243,-0.027896600198338714,0.23735408560311289
2025-10-15,5133,0.006747983708786974,-0.0040106105011850504,-0.010758594209972026,0.2782101167315175
2025-10-22,5137,0.007276269852626604,0.02109376387414301,0.013817494021516406,0.3638132295719845
2025-10-29,5136,0.02168962192354838,0.01604869081980145,-0.0056409311037469295,0.27626459143968873
2025-11-05,5137,0.01506557675792387,0.016167996586144394,0.0011024198282205237,0.2976653696498055
2025-11-12,5143,-0.030706386218235317,-0.04081836799132062,-0.0101119817730853,0.31650485436893205
2025-11-19,5141,-0.009693340190150999,-0.013827560285843305,-0.004134220095692306,0.2640776699029126
2025-11-26,5131,-0.0020623740653839934,-0.009198413435711645,-0.007136039370327651,0.2704280155642024
2025-12-03,5136,0.0008235082740096229,0.00711512845997905,0.006291620185969427,0.23735408560311289
2025-12-10,5132,-0.005701713888789735,-0.007582558356754886,-0.0018808444679651506,0.2704280155642024
2025-12-17,5137,0.03926232336550417,0.04529550773916491,0.006033184373660738,0.2490272373540856
2025-12-24,5137,0.013988468064056278,0.018646327188436333,0.004657859124380055,0.2490272373540856
2025-12-31,5144,0.06260023868449874,0.06515938854871964,0.0025591498642209,0.3572815533980582
2026-01-09,5144,0.0002729460925252617,-0.014128053729970011,-0.014400999822495273,0.37669902912621356
2026-01-16,5145,0.015344350201788964,0.011853986720677747,-0.0034903634811112166,0.3378640776699029
2026-01-23,5154,-0.04011086527989072,-0.03742830327976936,0.0026825620001213607,0.2848837209302325
2026-01-30,5148,0.0387612042879133,0.03912354325517091,0.00036233896725761106,0.2834951456310679
2026-02-06,5151,0.004469261307660341,0.014471107675313587,0.010001846367653246,0.2887596899224806
2026-02-13,5155,-0.02808513655151464,-0.012370432613927947,0.015714703937586692,0.3527131782945736
2026-03-02,5151,0.03432696518103132,0.03389778192581824,-0.0004291832552130795,0.23643410852713176
2026-03-09,5159,-0.03293526828662224,-0.057165425857640506,-0.02423015757101827,0.3236434108527132
2026-03-16,5160,-0.053607454291063915,-0.04736545138447661,0.006242002906587302,0.32751937984496127
2026-03-23,5164,0.008256652758389946,-0.0064494643721776995,-0.014706117130567645,0.44874274661508706
2026-03-30,5158,0.0317337452289578,0.023948252783110253,-0.007785492445847544,0.374031007751938
2026-04-07,5166,0.0062731557221900845,0.005367330291073771,-0.0009058254311163135,0.3539651837524178
2026-04-14,5173,0.026815005091186176,0.02528936593852611,-0.0015256391526600674,0.31660231660231664
2026-04-21,5169,-0.004604345147725072,-0.0022493436648964313,0.0023550014828286406,0.2998065764023211
2026-04-28,5156,0.0505314848660035,0.040791680319272834,-0.009739804546730665,0.28682170542635654
2026-05-08,5159,-0.021931399591152385,-0.03171442971874564,-0.009783030127593257,0.3468992248062015
2026-05-15,5162,-0.007231678255117667,-0.0106269112793466,-0.003395233024228934,0.2727272727272727
2026-05-22,5169,-0.03672273716507583,-0.017078373825499774,0.01964436333957606,0.20889748549323017
2026-05-29,5167,-0.04709472706838814,-0.03631141971188222,0.010783307356505921,0.23210831721470015
2026-06-05,5175,0.023310203408007813,0.03462473533527993,0.01131453192727212,0.22972972972972971
2026-06-12,5171,0.004366463480107701,0.009621474029297118,0.005255010549189417,0.19111969111969107
2026-06-22,5168,-0.03405604012393291,-0.02924780864558131,0.0048082314783515975,0.20889748549323017
2026-06-29,5168,-0.013827522701463799,0.0035857414292316814,0.01741326413069548,0.2746615087040619
2026-07-06,5174,-0.02595566647326143,0.007721865540668235,0.033677532013929666,0.35328185328185324
2026-07-13,5178,-0.05953718028965342,-0.008840481288750441,0.050696699000902984,0.24517374517374513
2026-07-20,5183,0.0048996988872653776,0.03870338488750294,0.03380368600023756,0.35838150289017345
2026-07-27,5178,0.050652323298695276,0.0877302467599685,0.03707792346127323,0.35328185328185324
2026-08-03,5184,0.04356407616897591,0.04224442809868965,-0.0013196480702862626,0.47013487475915217
2026-08-10,5191,0.019724435738570946,0.026001972104586265,0.006277536366015319,0.3730769230769231
2026-08-17,5189,-0.02490281741323555,-0.03559617428070876,-0.010693356867473212,0.2813102119460501
2026-08-24,5191,0.027963917047149074,0.01857183355201695,-0.009392083495132125,0.27692307692307694
