name,formula,direction,periods,rank_ic,ic_mean,gross_return,gross_excess,turnover,annual_cost,net_excess,max_drawdown,monthly_excess_win_rate
RSQR60-ALPHA158-20260918,"Rsquare(CLOSE,60)",1,241,0.004256164804176148,0.003844930949359425,0.1536309422566054,0.03572792650191438,0.2958605029239184,0.08946821608419293,-0.053740289582278555,-0.30415714700213425,0.5166666666666667
