variant,scope,label_offset,date,stock_count,rank_ic,ic,benchmark,group_1_return,group_1_excess,turnover_1,group_1_count,group_2_return,group_2_excess,turnover_2,group_2_count,group_3_return,group_3_excess,turnover_3,group_3_count,group_4_return,group_4_excess,turnover_4,group_4_count,group_5_return,group_5_excess,turnover_5,group_5_count,group_6_return,group_6_excess,turnover_6,group_6_count,group_7_return,group_7_excess,turnover_7,group_7_count,group_8_return,group_8_excess,turnover_8,group_8_count,group_9_return,group_9_excess,turnover_9,group_9_count,group_10_return,group_10_excess,turnover_10,group_10_count,group_return,excess,turnover,selected_count
raw_high_right__raw_return,raw_parser_sensitivity,0,2024-01-08,5092,-0.16344659289599534,-0.0038046543744382592,0.003869184809213727,0.01221722423321948,0.008348039424005754,,509,0.007910020831469048,0.004040836022255322,,509,0.007771493613389927,0.0039023088041762,,509,0.005461506471736906,0.001592321662523179,,509,0.005123381293028159,0.0012541964838144316,,510,0.007013744268403221,0.003144559459189494,,509,0.0024120529490929674,-0.0014571318601207597,,509,-0.0006665218507455488,-0.004535706659959276,,509,-0.006053371150739611,-0.009922555959953339,,509,-0.0024876577218307726,-0.0063568425310445,,510,-0.0024876577218307726,-0.0063568425310445,,510
raw_high_right__raw_return,raw_parser_sensitivity,0,2024-01-15,5093,-0.04600584004583704,0.0357528733953377,-0.10250800425670038,-0.09272433152429921,0.009783672732401175,0.01964636542239684,509,-0.09920831454013289,0.0032996897165674943,0.058939096267190516,509,-0.10273523562899406,-0.0002272313722936764,0.08447937131630645,509,-0.1057613966581471,-0.003253392401446717,0.0980392156862745,510,-0.11041872149954789,-0.007910717242847504,0.10019646365422397,509,-0.1043017563528037,-0.0017937520961033154,0.10412573673870329,509,-0.10761695494581802,-0.005108950689117639,0.10588235294117643,510,-0.10290077078821207,-0.0003927665315116846,0.0982318271119843,509,-0.10318204677623381,-0.0006740425195334299,0.07465618860510803,509,-0.09622642590637069,0.006281578350329692,0.025490196078431393,510,-0.09622642590637069,0.006281578350329692,0.025490196078431393,510
raw_high_right__raw_return,raw_parser_sensitivity,0,2024-01-22,5097,-0.40398645828037016,-0.015050973320075068,0.019657716035542554,0.05052499759176697,0.030867281556224417,0.029469548133595258,509,0.048128810084045744,0.02847109404850319,0.07843137254901966,510,0.038054891785348814,0.01839717574980626,0.11764705882352944,510,0.034558692679598754,0.0149009766440562,0.12770137524557956,509,0.026198160905252264,0.00654044486970971,0.12352941176470589,510,0.017537551727800103,-0.0021201643077424503,0.1333333333333333,510,0.008808596454322623,-0.01084911958121993,0.13752455795677798,509,-0.0030954881763829174,-0.02275320421192547,0.1215686274509804,510,-0.0010822533107045468,-0.0207399693462471,0.09019607843137256,510,-0.022988330486369227,-0.042646046521911785,0.03725490196078429,510,-0.022988330486369227,-0.042646046521911785,0.03725490196078429,510
raw_high_right__raw_return,raw_parser_sensitivity,0,2024-01-29,5100,0.0428047437259202,0.04693802022057775,-0.1994156528966786,-0.19320022465908882,0.006215428237589776,0.04313725490196074,510,-0.20553311086461298,-0.006117457967934392,0.11960784313725492,510,-0.20627961802907258,-0.006863965132393984,0.15490196078431373,510,-0.20416121333192452,-0.004745560435245932,0.17647058823529416,510,-0.20964358038199005,-0.010227927485311455,0.1823529411764706,510,-0.20842099769077313,-0.009005344794094539,0.20196078431372544,510,-0.20481884236992692,-0.005403189473248332,0.18039215686274512,510,-0.2036016769520592,-0.004186024055380599,0.1333333333333333,510,-0.197521244877758,0.0018944080189206014,0.0980392156862745,510,-0.1609760198095796,0.038439633087098996,0.04313725490196074,510,-0.1609760198095796,0.038439633087098996,0.04313725490196074,510
raw_high_right__raw_return,raw_parser_sensitivity,0,2024-02-05,5100,0.26569063785399694,-0.016464559122491788,0.12851008660021218,0.08190254899887367,-0.04660753760133851,0.07058823529411762,510,0.09861667949554533,-0.029893407104666855,0.1823529411764706,510,0.11263067920630922,-0.015879407393902964,0.2647058823529411,510,0.12273179403583262,-0.005778292564379561,0.292156862745098,510,0.1287514124654814,0.00024132586526923183,0.27450980392156865,510,0.1311570097072722,0.002646923107060023,0.29803921568627456,510,0.1386738692176272,0.010163782617415018,0.30980392156862746,510,0.14920013901611942,0.02069005241590724,0.2705882352941177,510,0.1628985842771541,0.03438849767694191,0.21372549019607845,510,0.15853814958190635,0.030028062981694165,0.0862745098039216,510,0.15853814958190635,0.030028062981694165,0.0862745098039216,510
raw_high_right__raw_return,raw_parser_sensitivity,0,2024-02-20,5104,-0.060764153976816414,-0.026498058000934455,0.11546096177909164,0.11945501755892568,0.003994055779834041,0.06274509803921569,510,0.12821260512918722,0.012751643350095584,0.1843137254901961,510,0.11239686849010112,-0.003064093288990516,0.22896281800391394,511,0.11067000526176513,-0.004790956517326514,0.22352941176470587,510,0.1163042551184107,0.0008432933393190539,0.2524461839530333,511,0.12556185729797362,0.010100895518881978,0.2549019607843137,510,0.11678064678727765,0.0013196850081860084,0.22941176470588232,510,0.11864726981088489,0.0031863080317932474,0.19569471624266144,511,0.11775760681354423,0.0022966450344525935,0.1333333333333333,510,0.0888737242081185,-0.026587237570973143,0.048923679060665415,511,0.0888737242081185,-0.026587237570973143,0.048923679060665415,511
raw_high_right__raw_return,raw_parser_sensitivity,0,2024-02-27,5103,0.17060912613232687,0.01951800163740238,-0.027855728108955313,-0.04492419956057982,-0.017068471451624503,0.056862745098039236,510,-0.03974576776965316,-0.011890039660697849,0.16666666666666663,510,-0.030379623443055843,-0.00252389533410053,0.2196078431372549,510,-0.029014297071608366,-0.0011585689626530532,0.2250489236790607,511,-0.031544664960438,-0.0036889368514826867,0.23333333333333328,510,-0.0279555194570865,-9.979134813118545e-05,0.2450980392156863,510,-0.028843575340580706,-0.0009878472316253925,0.22309197651663404,511,-0.023205162983778265,0.004650565125177048,0.1843137254901961,510,-0.019079277906282274,0.00877645020267304,0.14901960784313728,510,-0.003907940383805628,0.023947787725149685,0.05870841487279843,511,-0.003907940383805628,0.023947787725149685,0.05870841487279843,511
raw_high_right__raw_return,raw_parser_sensitivity,0,2024-03-05,5104,-0.12183448556106913,-0.009948810877506084,0.04454003594526798,0.05152033842082966,0.006980302475561681,0.033333333333333326,510,0.05471326903914326,0.01017323309387528,0.09215686274509804,510,0.04447400993994919,-6.602600531879083e-05,0.12915851272015655,511,0.042636214979849506,-0.0019038209654184748,0.1588235294117647,510,0.046554921803525384,0.0020148858582574036,0.16634050880626228,511,0.04804337773728082,0.0035033417920128374,0.1686274509803921,510,0.042833355590963136,-0.0017066803543048445,0.16274509803921566,510,0.04401589384625814,-0.0005241420990098403,0.13502935420743645,511,0.03788708497715176,-0.006652950968116224,0.1098039215686275,510,0.03274223250143469,-0.011797803443833292,0.048923679060665415,511,0.03274223250143469,-0.011797803443833292,0.048923679060665415,511
raw_high_right__raw_return,raw_parser_sensitivity,0,2024-03-12,5103,-0.010647556172841124,-0.016930567725514593,0.02759665356380721,0.016605065393040356,-0.010991588170766856,0.025490196078431393,510,0.026165403741958526,-0.0014312498218486853,0.08431372549019611,510,0.02837148627090701,0.0007748327070997985,0.11960784313725492,510,0.029186454923959354,0.0015898013601521425,0.12915851272015655,511,0.03266956312855754,0.005072909564750327,0.12352941176470589,510,0.033163159445156125,0.005566505881348913,0.11764705882352944,510,0.034836268028150305,0.007239614464343094,0.12720156555773,511,0.029291470494174677,0.0016948169303674654,0.1098039215686275,510,0.02800449518557794,0.0004078416217707277,0.09019607843137256,510,0.017675310061253162,-0.00992134350255405,0.03913894324853229,511,0.017675310061253162,-0.00992134350255405,0.03913894324853229,511
raw_high_right__raw_return,raw_parser_sensitivity,0,2024-03-19,5105,-0.29451524498760484,0.0011009367418138357,-0.025997548830140035,-0.010668375394028302,0.015329173436111733,0.03137254901960784,510,-0.009731719829065228,0.01626582900107481,0.07827788649706457,511,-0.013824026309434535,0.0121735225207055,0.0980392156862745,510,-0.016674627890708615,0.00932292093943142,0.12524461839530332,511,-0.01986155755513459,0.006135991275005446,0.14117647058823535,510,-0.028947745343151216,-0.002950196513011181,0.14677103718199613,511,-0.03304547851890829,-0.007047929688768252,0.15294117647058825,510,-0.03689476173495337,-0.010897212904813332,0.136986301369863,511,-0.04211107737110769,-0.016113528540967655,0.10196078431372546,510,-0.04819561497134277,-0.022198066141202732,0.043052837573385516,511,-0.04819561497134277,-0.022198066141202732,0.043052837573385516,511
