rank,weight,train_ic,train_rank_ic,valid_ic,valid_rank_ic,test_ic,test_rank_ic,formula
11,0.002513566520065069,0.0025135669857263565,-0.00016496666648890823,-0.0017112226923927665,-0.004583179950714111,0.002978820353746414,-0.007050315383821726,"Mul(Rank($book_to_market_ratio_lf),TsMinDiff(Pow(2.0,TsCov($ps_ratio_ttm,Abs(Abs($cash_flow_from_operating_activities_ttm)),50)),20))"
12,0.0027884042356163263,0.002797236666083336,0.0049462406896054745,0.006913990247994661,-0.005767232272773981,0.006048405077308416,-0.000106832456367556,"Less($net_profit_deduct_non_recurring_pnl_ttm,1.0)"
13,0.002690639579668641,0.0026906386483460665,0.007133400999009609,-0.01934821531176567,0.0001021035059238784,-0.0039907582104206085,-0.016962628811597824,"Pow(0.5,$close)"
14,0.006285004783421755,0.006285004783421755,-0.030324114486575127,0.0025434927083551884,-0.020370308309793472,0.004448313266038895,-0.00729646161198616,"Sub(30.0,$pb_ratio_ttm)"
15,0.011103158816695213,0.011103158816695213,0.0053440057672560215,0.00543693732470274,-0.0185153279453516,0.006601473316550255,0.004972098860889673,"SLog1p(Less(Abs($low),Greater($ps_ratio_ttm,2.0)))"
16,0.0023295809514820576,0.0023295811843127012,0.020222680643200874,-0.006228863727301359,0.008008042350411415,-0.0025470496620982885,0.014971813187003136,"Pow($book_to_market_ratio_lf,Less(TsMad($ps_ratio_ttm,50),$cash_flow_from_operating_activities_ttm))"
17,0.014648142270743847,0.014648142270743847,0.019074689596891403,0.018252385780215263,0.019534975290298462,0.009654133580625057,0.010864483192563057,"TsSkew(Pow($book_to_market_ratio_lf,2.0),30)"
18,0.000907741894479841,0.0009077417780645192,0.021339543163776398,0.001420898362994194,0.031438056379556656,0.006961640901863575,0.0254969522356987,"TsMaxDiff($ps_ratio_ttm,40)"
19,0.005420040339231491,0.005420038942247629,0.052442342042922974,-0.0018237474141642451,0.013308731839060783,-0.002627770649269223,0.020866921171545982,"Div($book_to_market_ratio_ttm,Mul(Pow($low,2.0),SLog1p(TsRank($ev_ttm,20))))"
20,0.0018903494346886873,0.0017157308757305145,0.0002972519723698497,0.004383775405585766,-0.0020186854526400566,-0.002094804774969816,-0.0034016158897429705,"TsMad(Inv(Div($total_liabilities_ttm,$cash_flow_from_operating_activities_ttm)),30)"
21,0.010928303934633732,0.010940207168459892,-0.006085550412535667,0.028042703866958618,-0.000370997644495219,0.0044011687859892845,-0.010102899745106697,Inv(Log($profit_from_operation_ttm))
22,0.0004109345027245581,0.0004109340952709317,0.0031222417019307613,-0.005620800424367189,-0.0009718913934193552,0.0041043441742658615,0.006158493459224701,"Log(TsEMA(TsMad(SLog1p(TsStd($book_to_market_ratio_lf,40)),10),10))"
23,0.00289543136022985,0.0045420024544000626,0.0032368283718824387,0.025466501712799072,-0.018367091193795204,0.0112873874604702,-0.00047943511162884533,"TsWMA(TsMed(Sign($ps_ratio_ttm),50),50)"
24,0.0032070064917206764,0.004016070161014795,0.0031605318654328585,0.0009185110684484243,-0.011695855297148228,0.0020571548957377672,-8.27601834316738e-05,"Less(TsMad($equity_parent_company_ttm,20),1.0)"
25,0.0016537206247448921,0.0016546436818316579,0.03049580380320549,0.001441408065147698,0.016210954636335373,-0.0050053843297064304,0.015511251986026764,"TsCorr($volume,Rank(Less(Less(-2.0,Pow(Abs($net_profit_deduct_non_recurring_pnl_ttm),Less(Sub(0.5,$volume),-5.0))),2.0)),50)"
26,0.005445403512567282,0.005445403046905994,0.0012082284083589911,0.002443835139274597,-0.02039284259080887,0.002297357888892293,-0.003828580491244793,"TsMed(Less($revenue_ttm,Less(0.5,$book_to_market_ratio_lf)),20)"
