formula,source,gp_net_excess,corr_size,finite_share,raw_net,raw_turnover,neutralised_net,neutralised_turnover,net_kept
"TsSum(TsMean(oper_roe_lyr,30),10)",net-scale-mining-20260923,-0.1083569812685251,-0.3354554198728191,0.9734182885387703,-0.03772200831258647,0.018602197095216787,-0.05116026413731264,0.07612939525347365,1.3562444425908868
"Div(Pow(TsMin(open,20),Constant(-0.01)),Constant(-10.0))",net-scale-mining-20260923,-0.1183488252371549,-0.21344769270607505,0.9036731541550819,0.01349838321505346,0.030114773569115075,-0.013688166260107904,0.06500428635000527,-1.0140596871514802
"Log(TsMinDiff(Log(Inv(amount)),20))",ic-frontier-mining-20260923,-0.085130586540699,0.06154875668068211,0.8024142724745135,-0.08864410627195524,0.7704322093518644,-0.09222386859983223,0.7793011857442117,1.0403835345453705
"TsMaxDiff(TsMaxDiff(Ref(ratio_ep_ttm,50),20),20)",net-scale-mining-20260923,-0.1542166758745908,0.021710672589116572,0.8265616311399443,-0.16458495123610004,0.888092335368693,-0.07184037530903634,0.7898569080419623,0.4364941920235468
"Sub(TsMaxDiff(TsMed(TsDiv(Constant(2.0),40),40),40),market_cap)",net-scale-mining-20260923,0.2011601302027702,0.9999989678068222,0.8530892801977139,0.2169957292741524,0.08638982189633132,-0.14115464588419038,0.25988718108763836,-0.6504950413372219
"TsMinMaxDiff(TsDelta(amount,10),10)",net-scale-mining-20260923,-0.2339276251673698,-0.6304752693851973,0.8452517763361139,0.14272139507634535,0.2671486137902743,-0.07754595473747525,0.18450276172084257,-0.5433379816389401
"TsMed(TsMinDiff(ratio_pcf_ocf_ttm,30),10)",ic-frontier-mining-20260923,-0.1145060339927673,0.11609732141526553,0.8365461847389557,-0.13518247088744223,0.32252572775812444,-0.13498629423050595,0.36934595349187094,0.9985488010712601
"TsMinDiff(TsMaxDiff(TsMax(open,40),50),30)",ic-frontier-mining-20260923,-0.1106593917131424,-0.011547634901962221,0.8809036144578314,-0.1537912875360582,0.5993901888347677,-0.15397283159745173,0.39806976831732127,1.0011804573867746
"TsMinDiff(TsMinMaxDiff(TsEMA(TsDelta(TsEMA(current_assets,20),20),10),20),30)",net-scale-mining-20260923,-0.1302249117851257,-0.2954918775569435,0.9500926784059315,-0.05748554297616862,0.4968390128170657,-0.11264220469164615,0.3255644943227973,1.9594875312971027
"Greater(TsStd(TsSum(amount,40),30),Constant(0.01))",net-scale-mining-20260923,-0.2177500099897384,-0.46892889310358304,0.825497374111832,0.08308011293763369,0.39125704636723124,-0.11841703457136885,0.2530926153670406,-1.4253355030976156
"Ref(Sub(Div(Mul(Constant(10.0),book_to_market_ratio_lf),amount),Ref(Constant(30.0),40)),30)",net-scale-mining-20260923,0.0494839804530143,0.4929520830620862,0.8467732468334878,0.06641786476601137,0.3431769939284134,0.024242188616326515,0.35442040276476267,0.3649950009945546
"Greater(Constant(2.0),TsStd(TsDelta(ratio_ep_ttm,20),50))",ic-frontier-mining-20260923,-0.0422156537175178,-0.02166130437002322,0.8237936360827927,-0.02982236969775439,0.23038951220692055,0.018125025113766083,0.46266323757612,-0.6077660929517243
"Rank(TsEMA(ratio_sp_ttm,40))",ic-frontier-mining-20260923,-0.0084546308085322,-0.018327291797590836,0.8355498918751931,-0.09430534459774247,0.04112874459084359,-0.0912082492251928,0.09137717507077106,0.96715885631127
"TsWMA(TsMinMaxDiff(book_to_market_ratio_lf,10),10)",net-scale-mining-20260923,-0.1522086729526519,0.08004616724430041,0.8449181340747607,-0.1594933049710958,0.5167852207621619,-0.16840722921096946,0.5149482931614463,1.0558890182975962
"TsMax(TsCorr(Constant(-0.5),high,10),10)",net-scale-mining-20260923,-0.0294266401290893,,0.9039110287303058,,,,,
"TsDelta(TsMean(ratio_bm_ttm,40),20)",ic-frontier-mining-20260923,0.0087728731870651,-0.008477617037302126,0.8283982082174852,-0.18350376480908448,0.32382711152547006,-0.17474261817483008,0.3272667264453699,0.9522563112349798
"Greater(Constant(5.0),TsEMA(TsStd(Add(ratio_bm_ttm,Constant(-5.0)),10),20))",ic-frontier-mining-20260923,-0.1151958925724029,0.07986880911783069,0.8408928019771393,-0.12155909922715094,0.3725171332531481,-0.12976877232921477,0.37213277215762824,1.0675364752968666
"TsDiv(TsPctChange(ratio_sp_ttm,30),30)",net-scale-mining-20260923,-0.1854284709513187,0.0041873656151351114,0.8279301822675316,-0.18824222968704707,0.9199937680620963,-0.1490338367964758,0.9121620114167067,0.7917130871443923
"TsIr(TsPctChange(market_cap,30),10)",net-scale-mining-20260923,-0.1897444831609726,-0.013615841935373707,0.8394902687673773,-0.020360373111387498,0.6482817584600019,-0.04223130999054636,0.6420312702251916,2.074191359829576
"TsCov(Constant(5.0),TsMinDiff(TsMinDiff(open,30),30),20)",ic-frontier-mining-20260923,-0.0296713872559368,,0.8903707136237258,,,,,
"Sub(amount,TsSum(TsDiv(gr_total_asset_lyr,20),10))",ic-frontier-mining-20260923,-0.3373751579761505,-0.6415169395627385,0.8530877355576151,0.12931315275811484,0.4096300523557091,-0.09153770426813818,0.2605363570168938,-0.7078762083804648
"Div(TsSum(amount,40),Constant(2.0))",net-scale-mining-20260923,-0.1910916754603386,-0.6589143910447783,0.8371949335804757,0.159108148896824,0.14595983144626823,-0.0845798044904692,0.1238934283348235,-0.5315868802251995
"Greater(Constant(2.0),Greater(Constant(2.0),TsMinDiff(turnover,30)))",ic-frontier-mining-20260923,-0.3925506304264068,0.101381671946678,0.8412279888785913,-0.3967771300473277,0.6293211416871094,-0.39917444425598886,0.6368116440027909,1.0060419667040166
"Sub(Less(TsVar(Constant(-30.0),10),TsPctChange(ratio_pcf_ocf_ttm,10)),market_cap)",net-scale-mining-20260923,0.2028651937186718,0.9999989742891944,0.8487025023169602,0.2199501675568267,0.08561355164443099,-0.1427363667804047,0.2593010452429413,-0.6489486612622247
"Sub(TsMaxDiff(ratio_ep_ttm,40),Ref(Constant(-5.0),10))",net-scale-mining-20260923,-0.0864611902177333,0.003966858322547913,0.8358418288538769,-0.08865915140005216,0.704939872365011,-0.019007184193764334,0.6349767866476124,0.21438491000211796
"TsRank(TsKurt(amount,50),40)",ic-frontier-mining-20260923,-0.1266405954256653,-0.006869164335294943,1.0,-0.05506778302010419,0.20690992884251105,-0.14837276878038713,0.6997013987040738,2.694366118320381
"Greater(market_cap,TsSum(TsMax(Constant(-1.0),10),10))",ic-frontier-mining-20260923,-0.1113473932743072,-0.9999989678068222,0.8530892801977139,0.2169957292741524,0.08638982189633132,-0.14115464588419038,0.25988718108763836,-0.6504950413372219
"Greater(turnover,gr_total_asset_lyr)",ic-frontier-mining-20260923,-0.0906546283185482,-0.11047815576323819,0.8530892801977139,0.03383883556316268,0.2891893927728315,-0.037119910177651434,0.40820680110815205,-1.0969618061580277
