id,name,report,formula,handler,direction,cycle,platform_net_excess_pct,platform_periods_full_window,recent_start,recent_end,recent_periods,recent_stock_count_mean,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,fidelity
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-MA63,OSR4-RET40-BP-CFP-MA63,osr4-ret40-value-refine-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63)) + RANK(MA(ratio_cfp_ttm,63))) / 3",reversal_bm_cfp_ma63,1,5,2.589456,241,2026-06-05 00:00:00,2026-08-24 00:00:00,12,5173.416666666667,0.07526505822631076,0.05443451159003898,31.444315821106965,21.605881789131082,6.53361865303324,24.910697168073725,
