expression,topic,depth,retriever_objective,train_ic,train_icir,train_rank_ic,train_periods,train_gross_excess,train_turnover,train_annual_cost,train_net_excess,train_absolute_max_drawdown,train_excess_max_drawdown,valid_ic,valid_icir,valid_rank_ic,valid_periods,valid_gross_excess,valid_turnover,valid_annual_cost,valid_net_excess,valid_absolute_max_drawdown,valid_excess_max_drawdown,test_ic,test_icir,test_rank_ic,test_periods,test_gross_excess,test_turnover,test_annual_cost,test_net_excess,test_absolute_max_drawdown,test_excess_max_drawdown
Rank($ratio_ep_ttm),fundamental value,0,-0.0020164930326146777,0.006607201416045427,0.04762195920570274,0.026417896151542664,728,0.006839561707352939,0.051206111907958984,0.015484728240966797,-0.008645166533613857,0.21080249547958374,0.1990058422088623,-0.017605511471629143,-0.11434340911497907,0.005506699904799461,241,-0.15079481772014072,0.0391865074634552,0.011849999856948852,-0.16264481757708957,0.13561391830444336,0.12832558155059814,0.004046895075589418,0.030965106018302137,0.029923148453235626,242,0.03217655550688505,0.04885736107826233,0.014774465990066528,0.01740208951681852,0.09886801242828369,0.10269403457641602
Rank($book_to_market_ratio_lf),fundamental value,0,-0.04468468236479465,0.00972398929297924,0.07781760018627412,0.03461680933833122,728,-0.04606089714455278,0.04938282072544098,0.014933364987373353,-0.06099426213192614,0.37898123264312744,0.23700398206710815,-0.005987493321299553,-0.046415847605442546,0.027589643374085426,241,-0.051626990522657124,0.050622791051864624,0.015308332014083862,-0.06693532253674099,0.21406883001327515,0.14268672466278076,-0.003891322063282132,-0.029099123719391714,0.029100535437464714,242,-0.012795350980013609,0.04491724818944931,0.01358297585248947,-0.02637832683250308,0.16809815168380737,0.08978158235549927
"TsRank($close,20)",interday price movements,0,-0.08554344806119453,0.014971790835261345,0.10628108941567348,0.03531000390648842,728,-0.14338464181717128,0.7369095683097839,0.22284145345687867,-0.3662260952740499,0.5440711975097656,0.43501144647598267,0.021130606532096863,0.17334572557447475,0.04639698565006256,241,-0.03894062467983791,0.6963459253311157,0.2105750078201294,-0.2495156324999673,0.18032294511795044,0.09024786949157715,0.023530080914497375,0.16119598347077135,0.04918357729911804,242,-0.08050284124910832,0.7021276354789734,0.21232339696884153,-0.29282623821794984,0.28801316022872925,0.18051695823669434
