id,name,report,formula,handler,direction,cycle,platform_net_excess_pct,platform_periods_full_window,recent_start,recent_end,recent_periods,recent_stock_count_mean,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,fidelity
size-only-20260911-candidates.report:SIZE-ONLY-20260911,SIZE-ONLY-20260911,size-only-20260911-candidates.report.csv,RANK(MARKET_CAP),size_only,0,10,21.433287999999997,120,2026-06-12 00:00:00,2026-08-10 00:00:00,5,5195.6,-0.12599919898605477,-0.11621498657189137,48.89093150074188,8.574844933226435,1.2965165539038372,47.59441494683804,
