id,name,report,formula,handler,direction,cycle,platform_net_excess_pct,platform_periods_full_window,recent_start,recent_end,recent_periods,recent_stock_count_mean,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,fidelity
osr2-ret40-turn-bias-composite-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-EQ,OSR2-RET40-TURN-BIAS-EQ,osr2-ret40-turn-bias-composite-cycle10-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504))) / 2",reversal_turn_eq,1,10,7.395975999999998,120,2026-06-12 00:00:00,2026-08-10 00:00:00,5,5022.8,0.17501241885965096,0.15628585272147705,36.99045439054363,43.88399728738176,6.635260389852123,30.35519400069151,
