key,name,in_pool,platform_net_pct,platform_si,local_s_i,local_rank_ic,local_ic_ir,local_win,local_turnover,local_net,corr_size,net_size_neutral,add6_net,add6_turn,NC2,NC3,dNA,dNC2,dNC3,dNC_exp,dComb2,dComb_exp,dNC_turn,dNC_perf,dNB_steady,dNB_first,corr_pool,add6_sr,add6_dd,T2,T3,NA6,NC1,dNC1,dComb3,dpoints_exp,dpoints2
ltmom_exhigh252_21,NONHT-LTMOM-EXHIGH-252-21,False,-2.933592,0.001239801006,0.0030903879122006536,0.03146500751325682,0.19321309959952404,0.5083333333333333,0.18495801500671508,-0.0040750646931667425,0.24231430632979903,-0.0871577995711007,0.2280616030572889,0.1325331020806052,0.9407180535427412,0.7097985626040857,-0.03339785889791533,-0.059281946457258816,0.007697792415880866,-0.05146541093076351,-0.033356447685349566,-0.029839006698426596,0.0,-0.059281946457258816,-0.04453047853055375,-0.053114889397777754,0.2576637135958627,1.1202660125926711,0.2810303299559421,0.2650662041612104,0.3975993062418156,0.20561914339208467,0.9407180535427412,-0.059281946457258816,-0.003215565192436709,-1312.9162947307702,-1467.6836981553809
cash_conversion,NONHT-CASH-CONVERSION,False,-0.02025599999999983,0.00019148868,6.753108347216977e-05,0.009685744791963758,0.020916641390820095,0.3333333333333333,0.06909601303915694,-0.004119060753484725,-0.11083704412612616,0.018749925332560025,0.22312957234209888,0.14426740373125813,0.9458013628258146,0.6555890924519978,-0.03969547729109965,-0.05419863717418538,-0.04651167773620701,-0.053301569007773275,-0.03232848218660339,-0.03192480151171795,0.0,-0.05419863717418538,-0.052927303054799535,-0.053114889397777754,-0.04070621704742976,1.119191348118548,0.2652268869927932,0.28853480746251625,0.4328022111937744,0.19932152499890035,0.9458013628258146,-0.05419863717418538,-0.028869350439513164,-1404.6912665155896,-1422.4532162105493
value_bm,F-B08-260921-T10,False,2.5085040000000003,0.004756155096,0.0036038765657411664,0.05992161892740437,0.12443416043124828,0.48333333333333334,0.05678597077220715,0.029421019283925688,0.0560183038953674,0.02100036795006189,0.21545180854397095,0.13619563532200032,0.9374805669878525,0.6883337816013086,-0.032328090869705894,-0.06251943301214746,-0.013766988586896178,-0.05683002274772064,-0.03459936302940758,-0.03203912841041551,0.0,-0.06251943301214746,-0.04310412115960788,-0.053114889397777754,0.4392408158943029,1.1050827688400093,0.24271274496084227,0.27239127064400065,0.408586905966001,0.2066889114202941,0.9374805669878525,-0.06251943301214746,-0.012660763038044476,-1409.7216500582824,-1522.3719732939335
quality_asset_turnover_tsrank378,REPORT-HIST-ASSETTURN-6Q-10D-20260910,False,-1.27048,0.000399807408,0.0001316120412948867,0.00341430658114544,0.10279259788536284,0.375,0.2999084506845119,-0.029973811391981235,-0.0015709788824995353,-0.048930556667504656,0.23639247224334559,0.16541426201414458,0.9176485072212192,0.6117656714808128,-0.039561975295635626,-0.08235149277878084,-0.09033509870739198,-0.07368099553264396,-0.04497056680957856,-0.04106884304881697,-0.08589341928152339,0.003541926502742543,-0.052749300394180854,-0.053114889397777754,-0.063696683510355,1.1343126301900814,0.26724669552825764,0.33082852402828916,0.49624278604243377,0.19945502699436438,1.0,0.0,-0.04856318947745358,-1807.0290941479468,-1978.7049396214566
paper_composite,paper-derived-composite,False,11.202328,0.011437750344,0.010633541099872183,0.0694216664051473,0.2588843378628043,0.5916666666666667,0.09436335941571303,0.11600408315158241,0.537472003904885,-0.0020236011438516024,0.21784069425893188,0.13307123606097357,0.8957166159537291,0.6731106153874677,-0.017682956423599627,-0.10428338404627091,-0.028990154800737078,-0.09549666419331715,-0.05046411410554186,-0.04651009017171259,0.0,-0.10428338404627091,-0.023577275231466188,-0.053114889397777754,0.7232684523572847,1.0943624215976966,0.2697453747985197,0.26614247212194714,0.3992137081829207,0.22133404586640038,0.8957166159537291,-0.10428338404627091,-0.01658216094505166,-2046.443967555354,-2220.4210206438415
t10_size_plus_impact_downside,T10-ADD-DOWNSIDE-IMPACT-20260911,False,19.39004,0.031610675250000005,0.03408500620631501,0.11194665589517608,0.440205441164931,0.6916666666666667,0.2762584551977267,0.2187171092238739,0.6834117184749838,0.07026354694776707,0.2394099193725158,0.1748940690261616,0.8644759271637052,0.5763172847758035,0.03117426254815625,-0.13552407283629475,-0.12578348541240136,-0.11858523939121457,-0.05475098026670139,-0.047128505216415206,-0.1371574392127105,0.0016333663764157569,0.041565683397541686,-0.053114889397777754,0.8181550503628672,1.1266727559945624,0.2728172832192537,0.3497881380523232,0.5246822070784849,0.27019126483815625,1.0,0.0,-0.05036771592594941,-2073.654229522269,-2409.043131734861
paper_composite_nomcap,PAPER-DERIVED-COMPOSITE-NOMCAP,False,-0.11499999999999999,0.00276284,0.002197188544636707,0.04445672578542562,0.1005215291485379,0.49166666666666664,0.061205736877463335,0.004258602156887956,-0.04993666225817171,-0.0027364741457223344,0.21358653809251232,0.13725128060082267,0.9041699925741338,0.658769804271476,-0.035258690913673535,-0.09583000742586623,-0.0433309659167288,-0.08970336928175004,-0.050175241524374525,-0.04741825435952218,0.0,-0.09583000742586623,-0.047011587884898065,-0.053114889397777754,0.2759346487210236,1.0998624606398126,0.2559967300638638,0.27450256120164535,0.411753841802468,0.20375831137632647,0.9041699925741338,-0.09583000742586623,-0.026550672845262746,-2086.403191818976,-2207.710627072479
t10_size_plus_impact_g13,T10-ADD-G13-20260911,False,19.622616,0.030609687605,0.033019765365521536,0.11030228996393013,0.4328053372344721,0.6916666666666667,0.27031271463265377,0.2261392820395543,0.7105193222518402,0.07147952253481327,0.23865653542519433,0.17401188185178745,0.8630658930066143,0.5753772620044096,0.0289550107965032,-0.1369341069933857,-0.12672350818379519,-0.11977601323687781,-0.055829345987722934,-0.04810820379729425,-0.1356794223004809,-0.001254684692904795,0.03860668106200427,-0.053114889397777754,0.8328459338508464,1.1245046463898303,0.27371971823078833,0.3480237637035749,0.5220356455553623,0.2679720130865032,1.0,0.0,-0.05123457652340724,-2116.760967080947,-2456.491223459809
momentum120,HT13-MOMENTUM-120D-D0,False,2.291336000000001,0.010719859850000001,0.012300878129445903,0.0730513991250046,0.3015879747590544,0.5583333333333333,0.35658877360298624,0.0279182702519016,0.07065943177030395,-0.0386869933514118,0.23611409101349037,0.16952153422996696,0.8826453551928687,0.5884302367952458,-0.014209337611987727,-0.11735464480713131,-0.11367053339295907,-0.10353079586796687,-0.05565145768560664,-0.04943072566298262,-0.11318383877402888,-0.004170806033102437,-0.018945783482650302,-0.053114889397777754,0.2536700910310818,1.1176213585750054,0.26631837583837026,0.3390430684599339,0.5085646026899009,0.22480766467801228,0.9975159652883282,-0.002484034711671801,-0.05399360754922916,-2174.9519291712354,-2448.6641381666923
t10_size_plus_impact_aggregate,T10-ADD-AGG-IMPACT-20260911,False,19.759592,0.032016046951,0.034726148927553886,0.11126729966570571,0.4406070029058609,0.7083333333333334,0.27219980449740105,0.2260940820492591,0.695208916091489,0.07194091040353842,0.23717003456657068,0.17394536474544575,0.8559919995685777,0.5706613330457185,0.032509976550737285,-0.14400800043142226,-0.1314394371424863,-0.12660821616456175,-0.05830160488399255,-0.050471701963905324,-0.13537033865073095,-0.008637661780691308,0.04334663540098305,-0.053114889397777754,0.8266448511022446,1.120721748439619,0.2731567515374945,0.3478907294908915,0.5218360942363373,0.2715269788407373,0.992638937227598,-0.007361062772402005,-0.05264575140397143,-2220.7548864118344,-2565.270614895672
fnet01_raw,F-NET01-PLAT-20260914 (raw 口径),False,13.63,,0.010459828253918274,0.0808519036910583,0.23521857475672445,0.55,0.12423927426677393,0.1512283755414861,0.6120633564132248,0.11058860227956516,0.2159904063578073,0.14576202895416357,0.8876578516383099,0.6089774257447003,-0.0180448581860036,-0.1123421483616901,-0.09312334444350456,-0.11009931394443795,-0.05416293839996128,-0.05315366291219775,0.0,-0.1123421483616901,-0.024059810914671464,-0.053114889397777754,0.813349670773182,1.0888413539967245,0.2671751494122917,0.29152405790832714,0.4372860868624907,0.2209721441039964,0.8876578516383099,-0.1123421483616901,-0.04551447663677782,-2338.761168136701,-2383.1692895982965
t10_size_plus_impact_wc,T10-SIZE-PLUS-IMPACT-WC,False,17.443168,0.031779545036,0.03532630812590317,0.11397212391568011,0.4481287061104407,0.6916666666666667,0.28261508526720863,0.19737425680125648,0.5863456032947421,0.06476696914661714,0.23510339151094856,0.17804021521893817,0.8273749249468767,0.5515832832979178,0.03376030821396492,-0.1726250750531233,-0.150517486890287,-0.1520111642198544,-0.07092922213111252,-0.061652962256141475,-0.15433718057960472,-0.018287894473518584,0.045013744285286594,-0.053114889397777754,0.7314137459522745,1.1173289034215774,0.2725688002958524,0.35608043043787635,0.5341206456568145,0.2727773105039649,0.9820400646952983,-0.017959935304701746,-0.060980807457836184,-2712.7303392702247,-3120.885773768951
turn_bias,HT13-TURN-BIAS-1M,False,4.962135999999999,0.014489505492000001,0.016786101126590947,0.07848116392590244,0.37744765645721473,0.5666666666666667,0.2618770320046995,0.05372056902039761,0.07289570379462978,0.03307994998079411,0.22511826779552957,0.16584396382029687,0.8501532137833938,0.5667688091889292,-0.004865123034602209,-0.1498467862166062,-0.13533196099927558,-0.13768238409827604,-0.06840407840439322,-0.06293009745114464,-0.09079663220123241,-0.05905015401537378,-0.006486830712802927,-0.053114889397777754,0.2598618207866506,1.1080850172908627,0.2681191530146424,0.33168792764059374,0.4975318914608906,0.2341518792553978,0.9399518588560152,-0.06004814114398482,-0.06187240705659447,-2768.924287850364,-3009.779449793302
book_to_market_lf_div_oper_main_profit_ttm,F-N34-260921-T10,False,11.775072,0.004586702,0.007443409003061303,0.0441055851935362,0.2700214576598215,0.625,0.06214700205150506,0.10357719551674585,0.7572243354545328,0.040143016686085435,0.21644368065857822,0.13126016921105957,0.8522295758959254,0.649267467060464,-0.024329064958622304,-0.1477704241040746,-0.052833303127740816,-0.13669126208613647,-0.07136250383855808,-0.06637688093048588,0.0,-0.1477704241040746,-0.03243875327816309,-0.053114889397777754,0.6879380894068409,1.0669807264548474,0.27979668996140294,0.26252033842211914,0.39378050763317873,0.2146879373313777,0.8522295758959254,-0.1477704241040746,-0.028640799399207828,-2920.5827609413786,-3139.9501688965556
t10_size_plus_impact,T10-SIZE-PLUS-IMPACT,False,18.157232,0.035246483999999995,0.03494368290358251,0.11406061268305234,0.43765806469786883,0.7,0.3080090460414191,0.20083592955380575,0.6054679017156352,0.05727853008960487,0.23692130167027908,0.18380911307806824,0.8102836395348778,0.5401890930232519,0.03296317233413021,-0.1897163604651222,-0.16191167716495292,-0.16517652964892293,-0.07877972774247899,-0.06773680387518927,-0.18159700405241552,-0.008119356412706669,0.04395089644550698,-0.053114889397777754,0.7376287172971366,1.1195213132387776,0.2718102248526646,0.3676182261561365,0.5514273392342047,0.2719801746241302,0.9929167808305003,-0.0070832191694997215,-0.06626762025740279,-2980.4193705083276,-3466.3080206690756
chip250,NONHT-CHIP-COST-250,False,4.279336,0.009270568553999999,0.012706069565582437,0.07837719182035675,0.2903541067483804,0.5583333333333333,0.2433674611767964,0.060693586287701724,0.12471645121122639,-0.012156808422117513,0.23857480043105525,0.185554626154218,0.8275446748030921,0.5516964498687281,-0.01336518878670323,-0.17245532519690787,-0.1504043203194767,-0.14977368200975227,-0.08027793409594924,-0.07007119466172917,-0.18036232952915898,0.00790700433225111,-0.017820251715604307,-0.053114889397777754,0.294841806926014,1.1197086535719147,0.25851100303924157,0.371109252308436,0.556663878462654,0.22565181350329677,1.0,0.0,-0.07035498190110523,-3083.1325651160837,-3532.2291002217667
t10_size_plus_impact_fscore,T10-ADD-FSCORE-20260911,False,17.476064,0.038184424668,0.03410548450354533,0.11569024843782641,0.436740731316778,0.675,0.31865687321302916,0.1961385452564856,0.5574345968935539,0.06001671641848782,0.23484300982722237,0.18575551903167825,0.7982892433559238,0.5321928289039491,0.031216925667386097,-0.20171075664407623,-0.16990794128425568,-0.17581175135266935,-0.08452645535635711,-0.07287190297522395,-0.1897177606502316,-0.011992995993844624,0.04162256755651478,-0.053114889397777754,0.7022767074516658,1.118352150354197,0.26872694404119535,0.3715110380633565,0.5572665570950348,0.2702339279573861,0.9885775515799022,-0.011422448420097764,-0.07021518844443786,-3206.3637309098535,-3719.164035679713
t10_size_plus_impact_dd120,T10-ADD-DD120-20260911,False,16.834384,0.029485456000000004,0.029368773802708307,0.10732948853922707,0.4156434196868369,0.6583333333333333,0.32327688644830815,0.19166311399597757,0.5367928144020148,0.05618617547264285,0.23969659304450847,0.19106085924537147,0.7980796926003682,0.5320531284002454,0.02134877837397564,-0.20192030739963185,-0.1700476417879594,-0.1746568594799527,-0.08659438265503921,-0.07432583109118357,-0.20679156027842616,0.004871252878794308,0.02846503783196752,-0.053114889397777754,0.6390318433192334,1.123938456833278,0.2673370306765359,0.38212171849074295,0.5731825777361144,0.26036578066397564,1.0,0.0,-0.07225168312978664,-3270.336568012077,-3810.1528368217255
t10_size_plus_wc_mcap,T10-SIZE-PLUS-WC-MCAP,False,14.581016,0.02985811812,0.030048383106818028,0.1094897105036843,0.42769908498445347,0.6416666666666667,0.32291844728062546,0.16465904050785307,0.4322414528549345,0.057837269837595004,0.2304182636266008,0.18793243766220347,0.7622861617864746,0.5081907745243164,0.022764631090870846,-0.23771383821352543,-0.19390999566388845,-0.21012504704355728,-0.10241830097791227,-0.09000334495142664,-0.19565444452985847,-0.04205939368366696,0.030352841454494517,-0.053114889397777754,0.5694033407288264,1.1051994470534625,0.27078191456341827,0.37586487532440693,0.5637973129866104,0.26178163338087085,0.9550553105379798,-0.04494468946202024,-0.08270657183057567,-3960.1471778627724,-4506.40524302814
skew60_low,NONHT-SKEW-LOW-60D,False,-0.4400720000000007,0.007043778408000001,0.005985251379468285,0.0442988469559334,0.2615047186255642,0.5166666666666667,0.3638101182659855,-0.0007546467189980255,0.09080072998161491,-0.019527625592401412,0.22220296470508183,0.1738193160084793,0.7918208999433675,0.527880599962245,-0.027366893341107756,-0.20817910005663254,-0.17422017022595981,-0.18955509481915578,-0.09915397369370621,-0.09077317133684165,-0.12960167886878415,-0.07857742118784838,-0.03648919112147703,-0.053114889397777754,0.18179706613966726,1.0974770231748745,0.268942811784474,0.3476386320169586,0.5214579480254379,0.21165010894889225,0.9175584481958311,-0.0824415518041689,-0.0838724552699035,-3994.0195388210327,-4362.774842523073
reversal_chip_turn_paper,COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ,False,12.774432000000001,0.034046325,0.028790393072166003,0.11108454227199108,0.39368432138997517,0.6583333333333333,0.3602111128891254,0.12584230289605933,0.272306007949268,0.042245426376933036,0.23126215806838604,0.19441986539613615,0.7569147821743114,0.5046098547828743,0.02014381851867919,-0.2430852178256886,-0.19749091540533048,-0.21162882040292852,-0.10535958431782405,-0.09120420547758207,-0.22471499516234122,-0.01837022266334737,0.026858424691572236,-0.053114889397777754,0.5185169898442898,1.113550104531404,0.26188984539729054,0.3888397307922723,0.5832595961884084,0.2591608208086792,0.9810618004445023,-0.018938199555497692,-0.08484214822866293,-4012.985041013611,-4635.821709984259
t10_nomcap_plus_impact,T10-NOMCAP-PLUS-IMPACT,False,14.225216,0.033668843940000005,0.030588380031453255,0.11217541167821272,0.4305528407016024,0.6333333333333333,0.3466206607389558,0.16755850554303575,0.3495413153569772,0.06099691081962707,0.23090031250059584,0.19420389353521292,0.7507537066639075,0.5005024711092717,0.02388962468386091,-0.2492462933360925,-0.20159829907893312,-0.21788900424005064,-0.10738290706446946,-0.09327212697125059,-0.2228314989247696,-0.026414794411322884,0.031852832911814566,-0.053114889397777754,0.5588320026352996,1.1082136214655995,0.26355305481581137,0.38840778707042584,0.5826116806056387,0.2629066269738609,0.9719952861341598,-0.028004713865840247,-0.08594130964874774,-4103.973586735026,-4724.847910836656
reversal_chip_turn_size_eq,COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ,False,16.383983999999998,0.032900570064000004,0.02810617553049909,0.10957483185733848,0.41594936691931084,0.6166666666666667,0.3590894832998754,0.16784466449960506,0.44348824759317196,0.03430999217214465,0.23348174360311819,0.19505140662132234,0.7479298833652869,0.4986199222435246,0.018718365306873097,-0.2520701166347131,-0.20348084794468024,-0.22020727432026466,-0.10968787942424635,-0.09534960038274448,-0.22621332726467303,-0.0258567893700401,0.024957820409164166,-0.053114889397777754,0.5643371698950422,1.1078245125941781,0.26932428165745603,0.3901028132426447,0.585154219863967,0.2577353675968731,0.9725651720301384,-0.02743482796986163,-0.08782270851373153,-4195.382416840757,-4826.26669466684
reversal_turn_paper,OSR2-RET40-TURN-BIAS-PAPER-EQ,False,11.643647999999999,0.032826086496,0.02921511537880635,0.11266265872350077,0.40944470925983434,0.6333333333333333,0.37651473357484394,0.11666655461829104,0.3124912390221525,0.04220802296472914,0.22592580762028086,0.19356900340548178,0.7291072891324291,0.486071526088286,0.021028656657513245,-0.27089271086757094,-0.2160292440999188,-0.23979700209241328,-0.11769598855890429,-0.10370291961008332,-0.21682705265041596,-0.05406565821715498,0.028038208876684345,-0.053114889397777754,0.561681839640423,1.1040179149913467,0.26750421911816724,0.38713800681096355,0.5807070102164453,0.26004565894751325,0.9408838088869116,-0.05911619111308841,-0.09300742851346083,-4562.928462843666,-5178.623496591788
drawdown120,OSR2-DD120,False,4.246232,0.003869999775,0.0034572408311114872,0.038483228983952664,0.19963910527553827,0.45,0.2737640263875408,0.043194748799497036,0.09229939493508997,0.008227197598038388,0.23804316574232054,0.20409003661430836,0.7434471738691915,0.4956314492461277,-0.032633581983517734,-0.25655282613080854,-0.20646932094207715,-0.2207940215484313,-0.12197548815556741,-0.10588402609349762,-0.25927167674428614,0.002718850613477597,-0.04351144264469031,-0.053114889397777754,0.058580805266994274,1.1106540444747353,0.25943178200395645,0.4081800732286167,0.6122701098429251,0.20638342030648227,1.0,0.0,-0.0994379108206383,-4658.897148113895,-5366.921478844966
reversal_turn_paper_nomcap,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,False,5.224711999999999,0.022301372939999998,0.019636881544120067,0.10009298919719727,0.331582619659202,0.5916666666666667,0.3735805941322601,0.04831660947563187,0.026162549835382735,0.0344345842423502,0.22083762499548004,0.19614876291878336,0.7124506381881367,0.47496709212542443,0.0010740028352501374,-0.2875493618118633,-0.2271336780627804,-0.25494112993065776,-0.12918241224828847,-0.114508707901746,-0.22565146619979176,-0.06189789561207154,0.001432003780333535,-0.053114889397777754,0.34766315733577485,1.1006791703455723,0.2584144973491739,0.3922975258375667,0.5884462887563501,0.24009100512525014,0.9316420754753382,-0.06835792452466183,-0.10199535456120123,-5038.383147676824,-5684.0261389246925
reversal_chip_eq,COMBO-DIRECT-OSR2-CHIP-EQ,False,7.8760639999999995,0.020861070614999998,0.018511496427102758,0.09167668953859888,0.34127580710305533,0.5916666666666667,0.4214475430814905,0.07048395753838346,0.08841701277194475,0.021810372129062477,0.23959446383590124,0.21709813252924473,0.702199227404237,0.4681328182694913,-0.0012705494918692495,-0.297800772595763,-0.2339679519187135,-0.25562791233808546,-0.1342644575664672,-0.11528667045051227,-0.3020056927818727,0.00420492018610974,-0.0016940659891589993,-0.053114889397777754,0.2505445672006687,1.1191775281781804,0.2648199737477186,0.43419626505848946,0.6512943975877342,0.23774645279813075,1.0,0.0,-0.10553968826179494,-5072.61349982254,-5907.636132924557
reversal_chip_turn_eq,COMBO-DIRECT-OSR2-CHIP-TURN-EQ,False,8.662416,0.02515759813,0.02066255785915171,0.09885319620271016,0.36886351477933643,0.5666666666666667,0.3928377980273773,0.08228375760239601,0.0990269443700071,0.042428972226898835,0.2281370322348226,0.2057469608463158,0.6980509616758985,0.46536730778393237,0.0032108284915660368,-0.30194903832410147,-0.23673346240427245,-0.2640890605557643,-0.13523490154753243,-0.11819791155178067,-0.263681003086532,-0.0382680352375695,0.004281104655421364,-0.053114889397777754,0.294126281889305,1.0995527416909847,0.26078954779355024,0.4114939216926316,0.6172408825389474,0.24222783078156604,0.9574790925377612,-0.0425209074622388,-0.1058878923836094,-5200.708108278349,-5950.335668091427
