key,name,s_i,seat_turn,seat_net,corr_size,corr_pool,net_size_neutral,T1,T2,T3,NC2,NC3,NA6,add6_net,add6_sr,add6_dd,dNA,dNB_steady,dNB_first,dNB_first_extra,dNC_turn_K1,dNC_perf_K1,dNC_K1,dComb_K1,dpoints_K1,dNC_turn_K2,dNC_perf_K2,dNC_K2,dComb_K2,dpoints_K2,dNC_turn_K3,dNC_perf_K3,dNC_K3,dComb_K3,dpoints_K3,dpoints_mean,pts_NA,pts_NB,pts_NB_first_extra,pts_NC_turn_K1,pts_NC_perf_K1,pts_NC_turn_K2,pts_NC_perf_K2,pts_NC_turn_K3,pts_NC_perf_K3,dpoints_turn_cost,dpoints_turn_cost_K2,dpoints_nb_first,sign_positive_all,n_positive,dd_lo_local,dd_hi_local,dd_positive_all_local,dd_lo_platform,dd_hi_platform,dd_positive_all_platform,dNC_check_K1,dNC_check_K2,dNC_check_K3,turn_bucket,size_pass
cash_conversion,NONHT-CASH-CONVERSION,6.753108347216977e-05,0.0690960130391569,-0.0041190607534847,-0.1108370441261261,-0.0407062170474297,0.01874992533256,0.1442674037312581,0.2885348074625162,0.4328022111937744,0.9458013628258146,0.6555890924519978,0.1993215249989003,0.2231295723420988,1.119191348118548,0.2652268869927932,-0.0396954772910996,-0.0529273030547995,-0.0531148893977777,-0.00018758634297819793,-0.0006885510624814312,-0.05261301794529218,-0.053301569007773615,-0.05044935758089787,-2219.771733559506,-0.0007730615804380765,-0.006723534813178885,-0.007496596393616961,-0.029837119904527375,-1312.8332757992046,-0.0009632982730630089,-0.008378077035912158,-0.009341375308975167,-0.030667270416438568,-1349.3598983232969,-1627.3216358940026,-349.3202001616765,-815.0804670439122,-2.8888296818642476,-13.633311037132337,-1041.7377553167853,-15.306619292673915,-133.12598930094194,-19.073305806647575,-165.88592531106073,-16.00441204548461,-15.306619292673915,-2.8888296818642476,False,0,,,False,,,False,1.3877787807814457e-17,6.158268339717665e-17,6.765421556309548e-17,<=30%,True
quality_roic,REPORT-ROIC-TTM-10D-20260910,0.0003397175131927,0.0863224004778938,-0.0969217005413371,-0.3338690912166975,-0.3008719202804814,-0.0158337392759754,0.1452016704857963,0.2904033409715927,0.4356050114573891,0.953546966412982,0.6567052315739424,0.1998885800608181,0.220068842921465,1.1254077384614032,0.2558161764595975,-0.0391284222291818,-0.0521712296389091,-0.0531148893977777,-0.0009436597588685994,-0.0012007510366718749,-0.045128872887025516,-0.04632962392369739,-0.04693394558511837,-2065.093605745208,-0.0013374708226222712,-0.007404770346863168,-0.008742241169485439,-0.03001962334572299,-1320.8634272118115,-0.0016665985819319736,-0.009226952506835629,-0.010893551088767602,-0.030987712809399964,-1363.4593636135985,-1583.1387988568729,-344.33011561679984,-803.4369364392,-14.532360286576429,-23.774870526103122,-893.5516831631052,-26.48192228792097,-146.61445286789072,-32.998651922253075,-182.69365963534545,-27.75181491209239,-26.48192228792097,-14.532360286576429,False,0,,,False,,,False,6.938893903907228e-18,3.9898639947466563e-17,1.734723475976807e-18,<=30%,True
paper_composite_nomcap,PAPER-DERIVED-COMPOSITE-NOMCAP,0.0021971885446367,0.0612057368774633,0.0042586021568879,-0.0499366622581717,0.2759346487210236,-0.0027364741457223,0.1372512806008226,0.2745025612016453,0.411753841802468,0.9041699925741338,0.658769804271476,0.2037583113763264,0.2135865380925123,1.0998624606398126,0.2559967300638638,-0.0352586909136735,-0.047011587884898,-0.0531148893977777,-0.0061033015128796955,0.0032716439220180546,-0.09297501320376811,-0.08970336928175006,-0.06387231011923653,-2810.381645246407,0.003646247946917012,-0.020228206350192048,-0.01658195840327504,-0.03096767522392277,-1362.5777098526019,0.0027132925720014882,-0.013245138073948691,-0.010531845501947204,-0.028245124418325242,-1242.7854744063106,-1805.248276501773,-310.2764800403268,-723.9784534274291,-93.9908432983473,64.77854965595748,-1840.9052614346085,72.19570934895684,-400.51848573380255,53.72319292562947,-262.2537338641841,63.56581731018125,72.19570934895684,-93.9908432983473,False,0,,,False,,,False,4.163336342344337e-17,3.8163916471489756e-17,3.469446951953614e-18,<=30%,True
quality_asset_turnover_tsrank378,REPORT-HIST-ASSETTURN-6Q-10D-20260910,0.0001316120412948,0.2999084506845119,-0.0299738113919812,-0.0015709788824995,-0.063696683510355,-0.0489305566675046,0.1654142620141445,0.3308285240282891,0.4962427860424337,0.9176485072212192,0.6117656714808128,0.1994550269943643,0.2363924722433455,1.1343126301900814,0.2672466955282576,-0.0395619752956356,-0.0527493003941808,-0.0531148893977777,-0.00036558900359690005,-0.07699086493887605,0.003309869406232407,-0.07368099553264364,-0.05953109818678003,-2619.3683202183215,-0.012522099413715126,-0.00038604623755821965,-0.012908145651273345,-0.03218331574016341,-1416.0658925671898,-0.015603565156503416,-0.0004810453440870236,-0.01608461050059044,-0.0336127249223561,-1478.9598965836683,-1838.1313697897267,-348.14538260159327,-812.3392260703841,-5.63007065539226,-1524.4191257897457,65.53541424340166,-247.9375683915595,-7.643715503652749,-308.95059009876763,-9.524697812923067,-693.7690947600244,-247.9375683915595,-5.63007065539226,False,0,,,False,,,False,2.636779683484747e-16,4.5102810375396984e-17,5.898059818321144e-17,<=30%,True
t10_size_plus_impact_dd120,T10-ADD-DD120-20260911,0.0293687738027083,0.3232768864483081,0.1916631139959775,0.5367928144020148,0.6390318433192334,0.0561861754726428,0.1910608592453714,0.3821217184907429,0.5731825777361144,0.7980796926003682,0.5320531284002454,0.2603657806639756,0.2396965930445084,1.123938456833278,0.2673370306765359,0.0213487783739756,0.0284650378319675,-0.0531148893977777,-0.08157992722974519,-0.17927692209100296,0.004620062611050453,-0.1746568594799525,-0.06436306784999488,-2831.9749853997746,-0.10613929493024742,9.118299563664761e-05,-0.10604811193461078,-0.033489131454591106,-1473.5217840020086,-0.02904719644452908,2.177157857765268e-05,-0.02902542486595143,0.0011710777263056003,51.52741995744641,-1417.9897831481123,187.86924969098527,438.36158261229946,-1256.3308793380759,-3549.6830574018586,91.47723969879897,-2101.558039618899,1.8054233136056228,-575.1344896016758,0.43107725583752304,-2075.458528874144,-2101.558039618899,-1256.3308793380759,False,1,,inf,True,,,False,1.942890293094024e-16,1.249000902703301e-16,3.122502256758253e-17,30-40%,False
t10_size_plus_wc_mcap,T10-SIZE-PLUS-WC-MCAP,0.030048383106818,0.3229184472806254,0.164659040507853,0.4322414528549345,0.5694033407288264,0.057837269837595,0.1879324376622034,0.3758648753244069,0.5637973129866104,0.7622861617864746,0.5081907745243164,0.2617816333808708,0.2304182636266008,1.1051994470534623,0.2707819145634182,0.0227646310908708,0.0303528414544945,-0.0531148893977777,-0.0834677308522722,-0.16911125680667163,-0.04101379023688567,-0.21012504704355728,-0.07937985044235354,-3492.713419463556,-0.11202337609717347,-0.023405703310222205,-0.13542907940739568,-0.04576666500608083,-2013.7332602675565,-0.02685209025927479,-0.005546151208503999,-0.03239824146777879,0.000597212066746778,26.27733093685823,-1826.7231162647513,200.32875359966306,467.43375839921526,-1285.4030551249919,-3348.4028847720983,-812.0730466903364,-2218.062846724035,-463.4329255423997,-531.6713871336409,-109.81379392837918,-2032.7123728765912,-2218.062846724035,-1285.4030551249919,False,1,,inf,True,,,False,2.7755575615628914e-17,1.1102230246251565e-16,1.3877787807814457e-17,30-40%,True
chip250,NONHT-CHIP-COST-250,0.0127060695655824,0.2433674611767964,0.0606935862877017,0.1247164512112263,0.294841806926014,-0.0121568084221175,0.185554626154218,0.371109252308436,0.556663878462654,0.8275446748030921,0.5516964498687281,0.2256518135032967,0.2385748004310552,1.1197086535719147,0.2585110030392415,-0.0133651887867032,-0.0178202517156043,-0.0531148893977777,-0.0352946376821734,-0.15724927109191053,0.00747558908215833,-0.14977368200975222,-0.07630828276219064,-3357.564441536388,-0.08666387804172718,-0.0035649764177873335,-0.09022885445951451,-0.049513110364583675,-2178.576856041682,-0.026369612757607554,-0.0008398251334422464,-0.027209437891049803,-0.021154372908774557,-930.7924079860805,-2155.6445685213835,-117.61366132298815,-274.4318764203062,-543.5374203054703,-3113.5355676198287,148.01666382673494,-1715.944785226198,-70.5865330721892,-522.1183326006295,-16.628537642156477,-1783.8662284822187,-1715.944785226198,-543.5374203054703,False,0,,,False,,,False,2.7755575615628914e-17,1.3877787807814457e-17,3.469446951953614e-18,<=30%,True
t10_nomcap_plus_impact,T10-NOMCAP-PLUS-IMPACT,0.0305883800314532,0.3466206607389558,0.1675585055430357,0.3495413153569772,0.5588320026352996,0.060996910819627,0.1942038935352129,0.3884077870704258,0.5826116806056387,0.7507537066639075,0.5005024711092717,0.2629066269738609,0.2309003125005958,1.1082136214655995,0.2635530548158113,0.0238896246838609,0.0318528329118145,-0.0531148893977777,-0.08496772230959221,-0.19209444556833816,-0.02579455867171214,-0.2178890042400503,-0.08212363545211539,-3613.4399598930772,-0.13459802742917,-0.020829864043334617,-0.1554278914725046,-0.054016134706719815,-2376.709927095672,-0.029682763128996526,-0.00501126132865503,-0.03469402445765156,0.0003141054499640524,13.820639798418306,-1992.1097490634436,210.22869721797593,490.5336268419433,-1308.5029235677198,-3803.4700222530955,-510.73226169990033,-2665.0409430975656,-412.4313080580254,-587.7187099541312,-99.22297430736958,-2352.0765584349306,-2665.0409430975656,-1308.5029235677198,False,1,,0.07625,False,,,False,0.0,0.0,6.245004513516506e-17,30-40%,True
reversal_chip_turn_paper,COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ,0.028790393072166,0.3602111128891254,0.1258423028960593,0.272306007949268,0.5185169898442898,0.042245426376933,0.1944198653961361,0.3888397307922723,0.5832595961884084,0.7569147821743114,0.5046098547828743,0.2591608208086792,0.231262158068386,1.113550104531404,0.2618898453972905,0.0201438185186791,0.0268584246915722,-0.0531148893977777,-0.0799733140893499,-0.19370227401272308,-0.01792654639020553,-0.2116288204029286,-0.08180375683553179,-3599.365300763399,-0.13343526921120108,-0.018281236486572563,-0.15171650569777362,-0.054843215218212046,-2413.10146960133,-0.029867588738921456,-0.004400383596096834,-0.03426797233501829,-0.0019913752049721418,-87.62050901877424,-2033.3624264611674,177.2656029643761,413.61974025021186,-1231.5890369759884,-3835.305025451917,-354.9456185260695,-2642.018330381781,-361.9684824341367,-591.3782570306448,-87.12759520271732,-2356.2338709547807,-2642.018330381781,-1231.5890369759884,False,0,,,False,,,False,1.942890293094024e-16,2.7755575615628914e-16,6.938893903907228e-18,30-40%,True
reversal_chip_turn_size_eq,COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ,0.028106175530499,0.3590894832998754,0.167844664499605,0.4434882475931719,0.5643371698950422,0.0343099921721446,0.1950514066213223,0.3901028132426447,0.585154219863967,0.7479298833652869,0.4986199222435246,0.2577353675968731,0.2334817436031181,1.107824512594178,0.269324281657456,0.018718365306873,0.0249578204091641,-0.0531148893977777,-0.0780727098069418,-0.1949514817242581,-0.025255792596006747,-0.22020727432026485,-0.08661436323953714,-3811.031982539634,-0.13442029779872347,-0.016479177280590656,-0.15089947507931414,-0.05542585358110933,-2438.7375575688106,-0.03020157383803244,-0.003972606676253827,-0.03417418051428627,-0.0028994710268467876,-127.57672518125865,-2125.7820884299013,164.7216147004824,384.3504343011271,-1202.3197310269036,-3860.0393381403105,-500.0646934009336,-2661.521896414725,-326.287710155695,-597.9911619930423,-78.65761218982578,-2373.184132182693,-2661.521896414725,-1202.3197310269036,False,0,,,False,,,False,5.551115123125783e-17,5.551115123125783e-17,6.938893903907228e-17,30-40%,True
reversal_turn_paper,OSR2-RET40-TURN-BIAS-PAPER-EQ,0.0292151153788063,0.3765147335748439,0.116666554618291,0.3124912390221525,0.561681839640423,0.0422080229647291,0.1935690034054817,0.3871380068109635,0.5807070102164453,0.7291072891324291,0.486071526088286,0.2600456589475132,0.2259258076202808,1.1040179149913467,0.2675042191181672,0.0210286566575132,0.0280382088766843,-0.0531148893977777,-0.081153098274462,-0.18696461493196379,-0.05283238716044954,-0.2397970020924133,-0.09388954650324384,-4131.140046142729,-0.14003279118892456,-0.030918502964060797,-0.17095129415298535,-0.06290897793050126,-2767.995028942056,-0.02904896088536527,-0.007427087609652467,-0.03647604849501774,-0.002395117384415838,-105.38516491429688,-2334.840079999694,185.05217858611616,431.78841670093817,-1249.7577134267146,-3701.899375652883,-1046.0812657769009,-2772.6492655407064,-612.1863586884037,-575.1694255302324,-147.05633467111886,-2349.906022241274,-2772.6492655407064,-1249.7577134267146,False,0,,,False,,,False,1.942890293094024e-16,5.551115123125783e-17,4.163336342344337e-17,30-40%,True
skew60_low,NONHT-SKEW-LOW-60D,0.0059852513794682,0.3638101182659855,-0.000754646718998,0.0908007299816149,0.1817970661396672,-0.0195276255924014,0.1738193160084793,0.3476386320169586,0.5214579480254379,0.7918208999433675,0.527880599962245,0.2116501089488922,0.2222029647050818,1.0974770231748745,0.268942811784474,-0.0273668933411077,-0.036489191121477,-0.0531148893977777,-0.0166256982763007,-0.11325849561532224,-0.07629659920383376,-0.189555094819156,-0.10354438822935869,-4555.953082091783,-0.06627980330854882,-0.04354971408066996,-0.10982951738921878,-0.06766787838588695,-2977.3866489790257,-0.019499387345349905,-0.009960127620165331,-0.029459514965515236,-0.031501377295220345,-1386.060600989695,-2973.1334440201676,-240.82866140174778,-561.9335432707458,-256.0357534550307,-2242.5182131833803,-1510.6726642359085,-1312.3401055092668,-862.2843387972653,-386.08786943792813,-197.21052687927357,-1313.6487293768585,-1312.3401055092668,-256.0357534550307,False,0,,,False,,,False,0.0,8.326672684688674e-17,3.469446951953614e-17,30-40%,True
reversal_turn_paper_nomcap,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,0.01963688154412,0.3735805941322601,0.0483166094756318,0.0261625498353827,0.3476631573357748,0.0344345842423502,0.1961487629187833,0.3922975258375667,0.5884462887563501,0.7124506381881367,0.4749670921254244,0.2400910051252501,0.22083762499548,1.1006791703455725,0.2584144973491739,0.0010740028352501,0.0014320037803335,-0.0531148893977777,-0.0545468931781112,-0.19439928358939118,-0.060541846341266276,-0.25494112993065743,-0.11400750657862911,-5016.330289459681,-0.1570099077594484,-0.04030504016623237,-0.19731494792568077,-0.0880757246763896,-3875.3318857611425,-0.03860926920468073,-0.018590153803425526,-0.057199423008106265,-0.025023738463481077,-1101.0444923931673,-3330.902222537997,9.451224950200881,22.052858217135896,-840.0221549429124,-3849.1058150699455,-1198.7285575570722,-3108.7961736370785,-798.0397952914009,-764.4635302526785,-368.0850453078254,-2574.1218396532345,-3108.7961736370785,-840.0221549429124,False,0,,,False,,,False,1.6653345369377348e-16,2.7755575615628914e-17,1.3183898417423734e-16,30-40%,True
reversal_chip_eq,COMBO-DIRECT-OSR2-CHIP-EQ,0.0185114964271027,0.4214475430814905,0.0704839575383834,0.0884170127719447,0.2505445672006687,0.0218103721290624,0.2170981325292447,0.4341962650584894,0.6512943975877342,0.702199227404237,0.4681328182694913,0.2377464527981307,0.2395944638359012,1.1191775281781804,0.2648199737477186,-0.0012705494918692,-0.0016940659891589,-0.0531148893977777,-0.051420823408618796,-0.25967556022576954,0.004047647887684156,-0.25562791233808535,-0.11587959354671787,-5098.702116055586,-0.19780977929678645,-0.0016794417983127714,-0.19948922109509926,-0.09061718248737413,-3987.1560294444616,-0.057816023570474696,-0.0020927225268492907,-0.05990874609732398,-0.027805968738375247,-1223.4626244885108,-3436.440256662853,-11.180835528448961,-26.088616233047055,-791.8806804927293,-5141.576092470237,80.14342817614629,-3916.6336300763714,-33.252947606592876,-1144.757266695399,-41.43590603161596,-3400.9889964140025,-3916.6336300763714,-791.8806804927293,False,0,,,False,,,False,5.551115123125783e-17,5.551115123125783e-17,8.326672684688674e-17,>40%,True
reversal_chip_turn_eq,COMBO-DIRECT-OSR2-CHIP-TURN-EQ,0.0206625578591517,0.3928377980273773,0.082283757602396,0.0990269443700071,0.294126281889305,0.0424289722268988,0.2057469608463158,0.4114939216926316,0.6172408825389474,0.6980509616758985,0.4653673077839323,0.242227830781566,0.2281370322348226,1.0995527416909847,0.2607895477935502,0.003210828491566,0.0042811046554213,-0.0531148893977777,-0.057395994053199,-0.22656428788512897,-0.03752477267063518,-0.26408906055576414,-0.11669952492238321,-5134.779096584862,-0.18080606580165645,-0.02719955107532486,-0.20800561687698133,-0.09146197526693095,-4024.3269117449618,-0.04890206386213801,-0.02161881140704218,-0.07052087526918019,-0.02959384154342043,-1302.129027910499,-3487.078345413441,28.2552907257808,65.92901169348801,-883.8983084192645,-4485.972900125554,-742.9904988785765,-3579.960102872798,-538.5511112914322,-968.2608644703325,-428.05246585943513,-3011.397955822895,-3579.960102872798,-883.8983084192645,False,0,,,False,,,False,5.551115123125783e-17,2.7755575615628914e-17,8.326672684688674e-17,30-40%,True
drawdown120,OSR2-DD120,0.0034572408311114,0.2737640263875408,0.043194748799497,0.0922993949350899,0.0585808052669942,0.0082271975980383,0.2040900366143083,0.4081800732286167,0.6122701098429251,0.7434471738691915,0.4956314492461277,0.2063834203064822,0.2380431657423205,1.1106540444747353,0.2594317820039564,-0.0326335819835177,-0.0435114426446903,-0.0531148893977777,-0.0096034467530874,-0.22339194265353732,0.002597921105106268,-0.22079402154843103,-0.1211130310191391,-5328.973364842121,-0.15993571597555553,-0.007349477569242431,-0.16728519354479798,-0.09703405841750423,-4269.498570370186,-0.03424546093694999,-0.0018097339899639344,-0.03605519492691392,-0.03798055903945641,-1671.144597736082,-3756.5388443161296,-287.17552145495574,-670.0762167282305,-147.89307999754593,-4423.160464540038,51.43883788110411,-3166.7271763159997,-145.51965587100014,-678.0601265516098,-35.8327330012859,-2755.982589135883,-3166.7271763159997,-147.89307999754593,False,0,,,False,,,False,2.7755575615628914e-16,2.220446049250313e-16,2.0816681711721685e-17,<=30%,True
momentum20,WF6AA4-D0-CLOSE20-MOM-20260912,0.0223952271366193,0.704491911210923,-0.0129304485859092,0.0278752602487722,0.0876467104678999,-0.0481360481412704,0.2300746154062746,0.4601492308125493,0.6902238462188239,0.6463422302306251,0.4308948201537501,0.2458375584429569,0.2358306198809595,1.1155682857545757,0.2680907333940129,0.0068205561529569,0.0090940748706092,-0.0531148893977777,-0.0622089642683869,-0.2954623877682611,-0.008341897290955832,-0.303804285059217,-0.13216489084134306,-5815.255197019094,-0.24012033355371398,-0.008346907919353962,-0.24846724147306795,-0.10726322122757598,-4719.581734013343,-0.11053845200229559,-0.01040093336364378,-0.12093938536593937,-0.04987568597936812,-2194.530183092197,-4243.122371374878,60.02089414602072,140.04875300738166,-958.0180497331581,-5850.15527781157,-165.16956636092547,-4754.382604363537,-165.26877680320845,-2188.661349645453,-205.93848060014682,-4264.399743940186,-4754.382604363537,-958.0180497331581,False,0,,,False,,,False,5.551115123125783e-17,1.3877787807814457e-16,1.249000902703301e-16,>40%,True
momentum20_open,WF6AA4-D0-OPEN20-MOM-20260912,0.0198963885306736,0.7132733293461354,-0.0126524766728757,0.0222141101705084,0.0813385298675031,-0.0467895930251987,0.229285375798304,0.4585707515966081,0.6878561273949122,0.649618530228493,0.4330790201523287,0.24063164468057,0.2354908591164879,1.1157960015325812,0.266473212148717,0.0016146423905699,0.0021528565207599,-0.0531148893977777,-0.0552677459185376,-0.29380916851922034,-0.007040874840718737,-0.30085004335993915,-0.13430609125159265,-5909.468015070077,-0.23831551482369004,-0.008807043891146617,-0.24712255871483668,-0.11012872316129657,-4845.663819097049,-0.10828949951284633,-0.010974300606588284,-0.1192638001194346,-0.05259228179336563,-2314.060398908088,-4356.397411025071,14.208853037015121,33.15399041970245,-851.1232871454789,-5817.421536680563,-139.409321846231,-4718.647193509063,-174.37946904470303,-2144.1320903543574,-217.29115201044803,-4226.7336068479935,-4718.647193509063,-851.1232871454789,False,0,,,False,,,False,5.551115123125783e-17,1.1102230246251565e-16,9.71445146547012e-17,>40%,True
reversal_turn_eq,OSR2-RET40-TURN-BIAS-EQ,0.0203673756244461,0.4620542399528347,0.0739033192045889,0.0732647665537236,0.2539470220751942,0.046917944292303,0.2123193635861311,0.4246387271722622,0.6369580907583934,0.6436657987457762,0.4291105324971841,0.2416128677925962,0.222518554845024,1.08611469934153,0.2678652266389058,0.0025958655025962,0.0034611540034616,-0.0531148893977777,-0.0565760434012393,-0.23941905215194606,-0.07600785864242897,-0.31542691079437507,-0.14021153285573798,-6169.307445652471,-0.21167091064444282,-0.039568746049259286,-0.25123965669370213,-0.11132726851043517,-4898.399814459148,-0.07511554870994322,-0.04927849390689343,-0.12439404261683665,-0.05424674217584569,-2386.8566557372105,-4484.854638616277,22.843616422846562,53.301771653308634,-871.2710683790851,-4740.497232608532,-1504.9556011200937,-4191.084030759968,-783.4611717753338,-1487.2878644568757,-975.7141793564899,-3472.956375941792,-4191.084030759968,-871.2710683790851,False,0,,,False,,,False,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,>40%,True
weighted_reversal_lowturn,HT-WREV-LOWTURN-21D,0.0258815132511981,0.555085300069609,0.0519907561221119,0.0805509410354751,0.2613403072512377,0.021899740525348,0.2212651965213001,0.4425303930426003,0.6637955895639005,0.6162671729328763,0.4108447819552508,0.2531006545149962,0.219624027399015,1.08901396614021,0.2632099658874158,0.0140836522249961,0.0187782029666615,-0.0531148893977777,-0.07189309236443919,-0.2622386093321378,-0.07656293345236552,-0.3388015427845033,-0.14307159276969575,-6295.150081866613,-0.24026157853086694,-0.04161962047989317,-0.28188119901076014,-0.11745743807151132,-5168.1272751464985,-0.1107144548538319,-0.05186146815251053,-0.16257592300634244,-0.06377006386952336,-2805.882810259028,-4756.386722424046,123.93613957996568,289.1843256865871,-1107.1536224123633,-5192.324464776328,-1515.9460823568372,-4757.179254911165,-824.0684855018848,-2192.1462061058714,-1026.8570694197085,-4047.2166419311216,-4757.179254911165,-1107.1536224123633,False,0,,,False,,,False,0.0,5.551115123125783e-17,1.6653345369377348e-16,>40%,True
fscore_eq,NONHT-FSCORELIKE-REV40,0.009912687824484,0.42507140295121,0.015375480884896,-0.0578558340665062,0.0540302590688071,0.0280505454281415,0.2173845241856204,0.4347690483712409,0.6521535725568613,0.6667713038228325,0.444514202548555,0.2198322682093417,0.2282881089733712,1.1125526666677854,0.2626415050399893,-0.0191847340806582,-0.0255796454408777,-0.0531148893977777,-0.027535243956899998,-0.26006395822936995,-0.02941166276159184,-0.28947562099096186,-0.14305385216637168,-6294.369495320354,-0.21365179448513988,-0.021523504002320958,-0.23517529848746083,-0.11861870703979621,-5219.223109751033,-0.07755647667141782,-0.026820055168116384,-0.10437653183953421,-0.059759262048229234,-2629.4075301220864,-4714.333378397824,-168.82565990979217,-393.92653978951654,-424.04275693625993,-5149.266372941525,-582.3509226795185,-4230.305530805769,-426.16537924595497,-1535.618238094073,-531.0370923287044,-3638.396713947123,-4230.305530805769,-424.04275693625993,False,0,,,False,,,False,2.220446049250313e-16,2.7755575615628914e-16,2.914335439641036e-16,>40%,True
fscore_interact,NONHT-FSCORELIKE-REV40-INTERACT,0.0102110627657412,0.4256684131436923,0.0211520807666373,-0.0417154105609545,0.087509372719437,0.0287001137059234,0.2186393894881268,0.4372787789762536,0.6559181684643804,0.6494877953808575,0.4329918635872383,0.2204538826702943,0.2248573024401586,1.1058679757528216,0.2622636270458077,-0.0185631196197056,-0.0247508261596075,-0.0531148893977777,-0.028364063238170197,-0.26072169522480954,-0.04563687801544505,-0.3063585732402546,-0.15023677103791833,-6610.4179256684065,-0.2229274785884335,-0.028830704737797083,-0.2517581833262306,-0.12566659557660753,-5529.330205370731,-0.08911474150346038,-0.03592542791917207,-0.12504016942263246,-0.06864348931998836,-3020.313530079488,-5053.353887039541,-163.35545265340926,-381.1627228579555,-436.806573867821,-5162.289565451229,-903.6101847058119,-4413.964076050984,-570.8479538083823,-1764.4718817685155,-711.323472799607,-3780.2418410902424,-4413.964076050984,-436.806573867821,False,0,,,False,,,False,0.0,0.0,5.551115123125783e-17,>40%,True
reversal40,OSR2-RET40,0.0177937648545152,0.5494255803565917,0.0411848480276393,0.046364200930792,0.1670539629931383,0.0153011668522553,0.2388348757021774,0.4776697514043549,0.7165046271065324,0.5985484876035192,0.3990323250690127,0.2362511786885733,0.231835487199871,1.0992933691310294,0.2724099309729434,-0.0027658236014266,-0.0036877648019021,-0.0531148893977777,-0.0494271245958756,-0.30951586673873044,-0.03912198886605733,-0.3486378556047877,-0.15873091742310552,-6984.160366616643,-0.2705843204769089,-0.018701618433670436,-0.2892859389105793,-0.13202255491071174,-5808.992416071316,-0.1484990837764138,-0.023303753797244975,-0.17180283757365877,-0.0791551593090975,-3482.8270096002902,-5425.326597429416,-24.339247692554082,-56.79157794929233,-761.1777187764842,-6128.414161426863,-774.6153795479352,-5357.569545442796,-370.2920449866746,-2940.281858772993,-461.4143251854505,-4808.7551885475505,-5357.569545442796,-761.1777187764842,False,0,,,False,,,False,1.1102230246251565e-16,1.1102230246251565e-16,2.7755575615628914e-17,>40%,True
weighted_reversal,HT-WREV-21D,0.0207007781106272,0.7065915223231862,-0.014377971190708,0.0534328271804163,0.1612559826335619,-0.0499205674540969,0.2546570127806505,0.509314025561301,0.7639710383419516,0.5836396656496405,0.3890931104330937,0.2423074563054734,0.2331992141476323,1.1125566959174809,0.2604697623290568,0.0032904540154734,0.0043872720206312,-0.0531148893977777,-0.0575021614184089,-0.3483992876858704,-0.008418727350941959,-0.35681801503681243,-0.15837447075625,-6968.476713275,-0.3029859718731531,-0.012087229521986832,-0.31507320139513995,-0.13958930461749738,-6141.929403169885,-0.18887420475539726,-0.015061681526131371,-0.20393588628152864,-0.0895775128163723,-3941.4105639203813,-5683.938893455089,28.95599533616592,67.56398911772047,-885.533285843497,-6898.305896180234,-166.69080154865077,-5999.122243088432,-239.32714453533927,-3739.709254156866,-298.2212942174012,-5545.7124644751775,-5999.122243088432,-885.533285843497,False,0,,,False,,,False,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,>40%,True
exp_weighted_reversal63,HT13-EXPWRET-3M,0.0223082754214286,0.6243359843864419,-0.0231462090892586,0.0582423321248521,0.1830007402358649,-0.0622557754454483,0.2556065776666269,0.5112131553332538,0.7668197329998807,0.5452998028563464,0.363533201904231,0.2456564090363097,0.2266830920176712,1.0913612879008732,0.2699296347819432,0.0066394067463097,0.0088525423284129,-0.0531148893977777,-0.0619674317261906,-0.3393723507908883,-0.05701068268820888,-0.39638303347909715,-0.17394609390138727,-7653.628131661039,-0.31557036888600365,-0.026720815935582978,-0.3422911848215866,-0.1496047620055075,-6582.60952824233,-0.20455539784113896,-0.03329633304373401,-0.23785173088487296,-0.10260700773398639,-4514.708340295401,-6250.315333399591,58.42677936752536,136.32915185755866,-954.2984485833351,-6719.572545659588,-1128.811517226536,-6248.293303942873,-529.072155524543,-4050.1968772545515,-659.2673942659334,-5672.687575619005,-6248.293303942873,-954.2984485833351,False,0,,,False,,,False,5.551115123125783e-17,0.0,5.551115123125783e-17,>40%,True
