key,name,s_i,seat_turn,corr_size,corr_pool,seat_net,size_neutral_net,pool_turn,T2,T3,dNA,dNB_steady,dNB_first,Tstar_K1,NC6_2_K1,NC6_3_K1,dNC2_K1,dNC3_K1,dNC_exp_K1,dComb_K1,dpoints_K1,Tstar_K2,NC6_2_K2,NC6_3_K2,dNC2_K2,dNC3_K2,dNC_exp_K2,dComb_K2,dpoints_K2,Tstar_K3,NC6_2_K3,NC6_3_K3,dNC2_K3,dNC3_K3,dNC_exp_K3,dComb_K3,dpoints_K3,dpoints_mean,turn_bucket,size_pass,gate_pass
reversal_turn_paper,OSR2-RET40-TURN-BIAS-PAPER-EQ,0.0292151153788063,0.3765147335748439,0.3124912390221525,0.561681839640423,0.116666554618291,0.0422080229647291,0.1935690034054817,0.3871380068109635,0.5807070102164453,0.0210286566575132,0.0280382088766843,-0.0531148893977777,0.3012407605865208,0.7291072891324288,0.48607152608828585,-0.27089271086757116,-0.21602924409991897,-0.2397970020924135,-0.09388954650324394,-4131.140046142733,0.34080343733333335,0.8152097195888311,0.543473146392554,-0.18479028041116885,-0.2508362138966779,-0.17095129415298546,-0.06290897793050132,-2767.995028942058,0.42466909615544246,1.0,0.6772122126149301,0.0,-0.3125625406599637,-0.03647604849501776,-0.0023951173844158485,-105.38516491429733,-2334.8400799996957,30-40%,True,False
skew60_low,NONHT-SKEW-LOW-60D,0.0059852513794682,0.3638101182659855,0.0908007299816149,0.1817970661396672,-0.000754646718998,-0.0195276255924014,0.1738193160084793,0.3476386320169586,0.5214579480254379,-0.0273668933411077,-0.036489191121477,-0.0531148893977777,0.3012407605865208,0.7918208999433672,0.5278805999622449,-0.20817910005663276,-0.17422017022595992,-0.189555094819156,-0.10354438822935869,-4555.953082091783,0.34080343733333335,0.8875860094215922,0.5917240062810615,-0.11241399057840784,-0.20258535400817035,-0.10982951738921878,-0.06766787838588695,-2977.3866489790257,0.42466909615544246,1.0,0.737336750142801,0.0,-0.25243800313209286,-0.029459514965515236,-0.031501377295220345,-1386.060600989695,-2973.1334440201676,30-40%,True,False
reversal_turn_paper_nomcap,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,0.01963688154412,0.3735805941322601,0.0261625498353827,0.3476631573357748,0.0483166094756318,0.0344345842423502,0.1961487629187833,0.3922975258375667,0.5884462887563501,0.0010740028352501,0.0014320037803335,-0.0531148893977777,0.3012407605865208,0.7124506381881367,0.47496709212542443,-0.2875493618118633,-0.2271336780627804,-0.25494112993065765,-0.11400750657862921,-5016.330289459685,0.34080343733333335,0.7839916570989609,0.5226611047326405,-0.2160083429010391,-0.27164825555659133,-0.19731494792568088,-0.08807572467638966,-3875.3318857611453,0.42466909615544246,0.9769180470089682,0.6512786980059787,-0.023081952991031773,-0.33849605526891513,-0.05719942300810646,-0.02502373846348116,-1101.0444923931711,-3330.902222538001,30-40%,True,False
reversal_chip_eq,COMBO-DIRECT-OSR2-CHIP-EQ,0.0185114964271027,0.4214475430814905,0.0884170127719447,0.2505445672006687,0.0704839575383834,0.0218103721290624,0.2170981325292447,0.4341962650584894,0.6512943975877342,-0.0012705494918692,-0.0016940659891589,-0.0531148893977777,0.3012407605865208,0.702199227404237,0.46813281826949127,-0.297800772595763,-0.23396795191871356,-0.25562791233808535,-0.11587959354671787,-5098.702116055586,0.34080343733333335,0.781417029308057,0.5209446862053713,-0.218582970691943,-0.27336467408386056,-0.19948922109509926,-0.09061718248737413,-3987.1560294444616,0.42466909615544246,0.9737098491531748,0.6491398994354497,-0.026290150846825178,-0.34063485383944414,-0.059908746097323995,-0.027805968738375254,-1223.4626244885112,-3436.440256662853,>40%,True,False
reversal_chip_turn_eq,COMBO-DIRECT-OSR2-CHIP-TURN-EQ,0.0206625578591517,0.3928377980273773,0.0990269443700071,0.294126281889305,0.082283757602396,0.0424289722268988,0.2057469608463158,0.4114939216926316,0.6172408825389474,0.003210828491566,0.0042811046554213,-0.0531148893977777,0.3012407605865208,0.6980509616758986,0.4653673077839324,-0.30194903832410136,-0.2367334624042724,-0.26408906055576414,-0.11669952492238321,-5134.779096584862,0.34080343733333335,0.7713324872335963,0.5142216581557308,-0.22866751276640374,-0.280087702133501,-0.20800561687698133,-0.09146197526693095,-4024.3269117449618,0.42466909615544246,0.9611436808028418,0.6407624538685611,-0.03885631919715815,-0.3490122994063327,-0.07052087526918019,-0.02959384154342043,-1302.129027910499,-3487.078345413441,30-40%,True,False
drawdown120,OSR2-DD120,0.0034572408311114,0.2737640263875408,0.0922993949350899,0.0585808052669942,0.043194748799497,0.0082271975980383,0.2040900366143083,0.4081800732286167,0.6122701098429251,-0.0326335819835177,-0.0435114426446903,-0.0531148893977777,0.3012407605865208,0.7434471738691915,0.4956314492461277,-0.25655282613080854,-0.20646932094207715,-0.22079402154843134,-0.12111303101913924,-5328.973364842127,0.34080343733333335,0.8195508689176496,0.5463672459450998,-0.1804491310823504,-0.24794211434413205,-0.16728519354479826,-0.09703405841750436,-4269.498570370191,0.42466909615544246,1.0,0.680818498545554,0.0,-0.30895625472933985,-0.03605519492691396,-0.03798055903945642,-1671.1445977360825,-3756.5388443161332,<=30%,True,False
momentum20,WF6AA4-D0-CLOSE20-MOM-20260912,0.0223952271366193,0.704491911210923,0.0278752602487722,0.0876467104678999,-0.0129304485859092,-0.0481360481412704,0.2300746154062746,0.4601492308125493,0.6902238462188239,0.0068205561529569,0.0090940748706092,-0.0531148893977777,0.3012407605865208,0.6463422302306253,0.43089482015375025,-0.3536577697693747,-0.2712059500344546,-0.3038042850592171,-0.13216489084134309,-5815.255197019096,0.34080343733333335,0.7234205575757078,0.4822803717171386,-0.2765794424242922,-0.3120289885720932,-0.24846724147306815,-0.10726322122757606,-4719.581734013346,0.42466909615544246,0.9014414782015874,0.600960985467725,-0.09855852179841262,-0.3888137678071688,-0.12093938536593957,-0.04987568597936821,-2194.5301830922012,-4243.122371374881,>40%,True,False
momentum20_open,WF6AA4-D0-OPEN20-MOM-20260912,0.0198963885306736,0.7132733293461354,0.0222141101705084,0.0813385298675031,-0.0126524766728757,-0.0467895930251987,0.229285375798304,0.4585707515966081,0.6878561273949122,0.0016146423905699,0.0021528565207599,-0.0531148893977777,0.3012407605865208,0.649618530228493,0.4330790201523287,-0.35038146977150697,-0.26902175003587614,-0.3008500433599392,-0.13430609125159268,-5909.468015070078,0.34080343733333335,0.7250128402971184,0.4833418935314123,-0.27498715970288157,-0.3109674667578195,-0.24712255871483685,-0.11012872316129664,-4845.6638190970525,0.42466909615544246,0.9034255933543462,0.6022837289028975,-0.09657440664565375,-0.38749102437199634,-0.11926380011943472,-0.052592281793365676,-2314.0603989080896,-4356.397411025074,>40%,True,False
reversal_turn_eq,OSR2-RET40-TURN-BIAS-EQ,0.0203673756244461,0.4620542399528347,0.0732647665537236,0.2539470220751942,0.0739033192045889,0.046917944292303,0.2123193635861311,0.4246387271722622,0.6369580907583934,0.0025958655025962,0.0034611540034616,-0.0531148893977777,0.3012407605865208,0.643665798745776,0.42911053249718395,-0.356334201254224,-0.2729902376910209,-0.31542691079437507,-0.14021153285573798,-6169.307445652471,0.34080343733333335,0.7201376502688588,0.4800917668459058,-0.2798623497311412,-0.314217593443326,-0.25123965669370213,-0.11132726851043517,-4898.399814459148,0.42466909615544246,0.8973507058500219,0.5982338039000145,-0.10264929414997814,-0.3915409493748794,-0.12439404261683668,-0.05424674217584571,-2386.856655737211,-4484.854638616277,>40%,True,False
fscore_eq,NONHT-FSCORELIKE-REV40,0.009912687824484,0.42507140295121,-0.0578558340665062,0.0540302590688071,0.015375480884896,0.0280505454281415,0.2173845241856204,0.4347690483712409,0.6521535725568613,-0.0191847340806582,-0.0255796454408777,-0.0531148893977777,0.3012407605865208,0.6667713038228322,0.4445142025485549,-0.33322869617716777,-0.25758656763964993,-0.2894756209909621,-0.14305385216637176,-6294.369495320358,0.34080343733333335,0.7391599808860773,0.49277332059071827,-0.26084001911392274,-0.30153603969851356,-0.2351752984874611,-0.11861870703979634,-5219.2231097510385,0.42466909615544246,0.921054093389752,0.6140360622598348,-0.07894590661024803,-0.3757386910150591,-0.10437653183953456,-0.059759262048229386,-2629.407530122093,-4714.33337839783,>40%,True,False
weighted_reversal_lowturn,HT-WREV-LOWTURN-21D,0.0258815132511981,0.555085300069609,0.0805509410354751,0.2613403072512377,0.0519907561221119,0.021899740525348,0.2212651965213001,0.4425303930426003,0.6637955895639005,0.0140836522249961,0.0187782029666615,-0.0531148893977777,0.3012407605865208,0.6162671729328759,0.4108447819552506,-0.3837328270671241,-0.29125598823295423,-0.33880154278450336,-0.14307159276969578,-6295.1500818666145,0.34080343733333335,0.6838540003966763,0.45590266693111753,-0.3161459996033237,-0.3384066933581143,-0.2818811990107602,-0.11745743807151135,-5168.127275146499,0.42466909615544246,0.8521382956789076,0.5680921971192717,-0.14786170432109236,-0.4216825561556221,-0.1625759230063426,-0.06377006386952343,-2805.882810259031,-4756.3867224240485,>40%,True,False
fscore_interact,NONHT-FSCORELIKE-REV40-INTERACT,0.0102110627657412,0.4256684131436923,-0.0417154105609545,0.087509372719437,0.0211520807666373,0.0287001137059234,0.2186393894881268,0.4372787789762536,0.6559181684643804,-0.0185631196197056,-0.0247508261596075,-0.0531148893977777,0.3012407605865208,0.6494877953808575,0.43299186358723835,-0.35051220461914245,-0.2691089066009665,-0.3063585732402546,-0.15023677103791833,-6610.4179256684065,0.34080343733333335,0.7195236459674633,0.47968243064497545,-0.2804763540325367,-0.31462692964425637,-0.2517581833262306,-0.12566659557660753,-5529.330205370731,0.42466909615544246,0.8965856060207787,0.5977237373471859,-0.10341439397922125,-0.39205101592770797,-0.12504016942263246,-0.06864348931998836,-3020.313530079488,-5053.353887039541,>40%,True,False
reversal40,OSR2-RET40,0.0177937648545152,0.5494255803565917,0.046364200930792,0.1670539629931383,0.0411848480276393,0.0153011668522553,0.2388348757021774,0.4776697514043549,0.7165046271065324,-0.0027658236014266,-0.0036877648019021,-0.0531148893977777,0.3012407605865208,0.598548487603519,0.3990323250690126,-0.401451512396481,-0.30306844511919223,-0.3486378556047878,-0.15873091742310558,-6984.160366616646,0.34080343733333335,0.6750858063175535,0.45005720421170226,-0.32491419368244645,-0.34425215607752957,-0.2892859389105794,-0.1320225549107118,-5808.992416071319,0.42466909615544246,0.8412124051314639,0.5608082700876424,-0.1587875948685361,-0.4289664831872514,-0.17180283757365888,-0.07915515930909756,-3482.8270096002925,-5425.326597429419,>40%,True,False
weighted_reversal,HT-WREV-21D,0.0207007781106272,0.7065915223231862,0.0534328271804163,0.1612559826335619,-0.014377971190708,-0.0499205674540969,0.2546570127806505,0.509314025561301,0.7639710383419516,0.0032904540154734,0.0043872720206312,-0.0531148893977777,0.3012407605865208,0.5836396656496405,0.3890931104330937,-0.41636033435035946,-0.31300765975511113,-0.35681801503681243,-0.15837447075625,-6968.476713275,0.34080343733333335,0.6445502675554925,0.4297001783703283,-0.3554497324445075,-0.3646091819189035,-0.31507320139513995,-0.13958930461749738,-6141.929403169885,0.42466909615544246,0.8031626138847264,0.5354417425898176,-0.19683738611527357,-0.45433301068507626,-0.20393588628152864,-0.0895775128163723,-3941.4105639203813,-5683.938893455089,>40%,True,False
max_return21_low,NONHT-MAX-LOW-21D,0.0093129543119555,0.5186389754024963,-0.0263936931674976,0.2127887302849667,-0.0474865525855669,-0.0358896923500797,0.216062428078456,0.4321248561569121,0.6481872842353682,-0.0204341788984258,-0.0272455718645678,-0.0531148893977777,0.3012407605865208,0.596826918976298,0.39788461265086533,-0.403173081023702,-0.3042161575373395,-0.3609762373273472,-0.17606209272959011,-7746.732080101965,0.34080343733333335,0.6602517681310468,0.4401678454206978,-0.3397482318689532,-0.354141514868534,-0.30752233096377857,-0.15200783486598424,-6688.344734103306,0.42466909615544246,0.8227279742281524,0.5484853161521015,-0.17727202577184764,-0.44128943712279234,-0.18741293947150547,-0.09795860869446135,-4310.1787825563,-6248.418532253857,>40%,True,False
exp_weighted_reversal63,HT13-EXPWRET-3M,0.0223082754214286,0.6243359843864419,0.0582423321248521,0.1830007402358649,-0.0231462090892586,-0.0622557754454483,0.2556065776666269,0.5112131553332538,0.7668197329998807,0.0066394067463097,0.0088525423284129,-0.0531148893977777,0.3012407605865208,0.5452998028563463,0.3635332019042309,-0.45470019714365373,-0.33856756828397394,-0.39638303347909715,-0.17394609390138727,-7653.628131661039,0.34080343733333335,0.612320565451944,0.4082137103012961,-0.387679434548056,-0.3860956499879357,-0.3422911848215866,-0.1496047620055075,-6582.60952824233,0.42466909615544246,0.7630017558582678,0.5086678372388452,-0.2369982441417322,-0.4811069160360486,-0.23785173088487296,-0.10260700773398639,-4514.708340295401,-6250.315333399591,>40%,True,False
reversal20,OSR2-RET20,0.0176478507025011,0.704491911210923,0.0278752945536982,0.087646754577771,-0.0129304485859092,-0.0574401920599321,0.2700894402584345,0.540178880516869,0.8102683207753035,-0.0030698114181227,-0.0040930818908302,-0.0531148893977777,0.3012407605865208,0.5357348887037502,0.3571565924691668,-0.4642651112962498,-0.344944177719038,-0.40032976101803464,-0.1821949334035307,-8016.577069755352,0.34080343733333335,0.5965109904626557,0.3976739936417705,-0.40348900953734435,-0.39663536664746135,-0.3556423709000407,-0.16208560785043344,-7131.766745419071,0.42466909615544246,0.7433017259118676,0.4955344839412451,-0.2566982740881324,-0.49424026933364873,-0.2544884061746079,-0.11656632372398866,-5128.918243855501,-6759.087353009974,>40%,True,False
rsi14,OSR-RSI14-20D,0.0087971086189712,0.6755741384697773,0.0140770094391686,0.0823673053510462,-0.0464936730129488,-0.0696661295093573,0.2877873484860724,0.5755746969721449,0.8633620454582174,-0.0215088574254765,-0.0286784765673021,-0.0531148893977777,0.3012407605865208,0.4432338251149361,0.29548921674329076,-0.5567661748850639,-0.40661155344491406,-0.4917698187186208,-0.23563565670703038,-10367.968895109336,0.34080343733333335,0.49492870996601,0.3299524733106734,-0.50507129003399,-0.4643568869785584,-0.44730973888715464,-0.21562862078287062,-9487.659314446308,0.42466909615544246,0.6167218545893673,0.41114790305957827,-0.38327814541063265,-0.5786268502153156,-0.3613851075064594,-0.17696253666155776,-7786.351613108542,-9213.993274221395,>40%,True,False
alpha13,HT13-ALPHA13,0.0065227386252739,0.8565407109493296,-0.0828286055153591,0.0162698163486631,-0.1009941800262037,-0.091941678292167,0.3070016663526015,0.614003332705203,0.9210049990578044,-0.0262471282456792,-0.0349961709942389,-0.0531148893977777,0.3012407605865208,0.3858440049952286,0.2572293366634858,-0.6141559950047715,-0.44487143352471903,-0.5494110756976057,-0.26473306956104203,-11648.25506068585,0.34080343733333335,0.43896332535172405,0.29264221690114944,-0.561036674648276,-0.5016671433880824,-0.5029251266142004,-0.24381439247350964,-10727.833268834424,0.42466909615544246,0.5469843851374536,0.3646562567583025,-0.4530156148625464,-0.6251184965165913,-0.42027840045860054,-0.20662336570348971,-9091.428090953548,-10489.17214015794,>40%,True,False
alpha44,HT13-ALPHA44,0.0034671863900901,0.8755437736302036,-0.0202905904740115,0.0528281809095082,-0.0993921187957153,-0.0848819343631594,0.3332148437632114,0.6664296875264228,0.9996445312896344,-0.0326128620689789,-0.0434838160919718,-0.0531148893977777,0.3012407605865208,0.33458703580067706,0.223058023867118,-0.6654129641993229,-0.4790427463210868,-0.6046507113985738,-0.2938347281753442,-12928.728039715144,0.34080343733333335,0.381270783327481,0.2541805222183206,-0.618729216672519,-0.5401288380709113,-0.5651003791537271,-0.27603707866516314,-12145.631461267178,0.42466909615544246,0.47509473558447113,0.31672982372298064,-0.5249052644155289,-0.6730449295519132,-0.4867971171677956,-0.24080061077149395,-10595.226873945734,-11889.862124976018,>40%,True,False
max5_low21,NONHT-MAX5-LOW-21D,0.0004394663574077,0.8806580555705715,-0.0405596257191701,0.0015165487276176,-0.1206366779152487,-0.0931436363917231,0.3200658923661812,0.6401317847323625,0.960197677098544,-0.0389206121370671,-0.0518941495160895,-0.0531148893977777,0.3012407605865208,0.33638675480791586,0.2242578365386105,-0.6636132451920842,-0.4778429336495943,-0.6027111542244727,-0.2971670941590575,-13075.35214299853,0.34080343733333335,0.3783634440902964,0.25224229606019755,-0.6216365559097037,-0.5420670642290343,-0.5682336186496411,-0.28165220315038325,-12392.696938616864,0.42466909615544246,0.4714719519185163,0.31431463461234416,-0.5285280480814837,-0.6754601186625497,-0.4907013911245951,-0.24676270076411255,-10857.558833620953,-12108.535971745448,>40%,True,False
