id,name,report,formula,handler,direction,cycle,platform_net_excess_pct,platform_periods_full_window,recent_start,recent_end,recent_periods,recent_stock_count_mean,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,fidelity
high-potential-5-20260910-candidates.report:NEW-VALUE-EVEBITDA,NEW-VALUE-EVEBITDA,high-potential-5-20260910-candidates.report.csv,RANK(-ratio_ev_ebitda_ttm),ev_ebitda_proxy,1,10,3.3196399999999997,120,2026-06-12 00:00:00,2026-08-10 00:00:00,5,5127.4,0.007047885923748659,0.01570199321702929,1.4891547596624772,1.0221592676026459,0.15455048126152005,1.334604278400957,
