factor_id,factor_name,report,handler,formula,direction,platform_factor_direction,platform_factor_id,platform_run_id,configured_cycle,platform_rank_ic,platform_ic_mean,platform_ic_ir,platform_ic_p_value,platform_monotonicity,platform_gross_excess_pct,platform_turnover_pct,platform_annual_cost_pct,platform_net_excess_pct,platform_long_sharpe,platform_long_max_drawdown_pct,platform_long_monthly_win_rate_pct,local_net_excess_pct,local_net_positive,high_threshold,high_neighbor_count,high_neighbor_names,high_neighbors,nearest_factor,nearest_correlation,nearest_abs_correlation,neighbor_rows_written
t10-additions-20260911-candidates.report:T10-ADD-G13-20260911,T10-ADD-G13-20260911,t10-additions-20260911-candidates.report.csv,t10_size_plus_impact_g13,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)) / 6",1,1,6aa3c613ecb163ea7228d06e,6aa3c61451cdfe29b2e0bcdd,10,0.1043,0.069,0.4295,0.0,1.0,23.64,26.57,4.017384,19.622616,1.0722,30.32,61.67,,,0.8,11,T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.998728); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.997828); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.976706); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.937088); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (+0.933128); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (+0.926238); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (+0.921770); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (+0.885883); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.873917); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.873917); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.833062),"T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.76%, rho=+0.998728); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.39%, rho=+0.997828); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (net=18.16%, rho=+0.976706); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (net=17.44%, rho=+0.937088); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (net=18.09%, rho=+0.933128); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (net=17.48%, rho=+0.926238); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (net=16.83%, rho=+0.921770); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (net=14.23%, rho=+0.885883); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.873917); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.873917); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (net=14.58%, rho=+0.833062)",T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.998728),0.9987282214398131,0.9987282214398131,11
t10-nomcap-plus-impact-20260911-candidates.report:T10-NOMCAP-PLUS-IMPACT,T10-NOMCAP-PLUS-IMPACT,t10-nomcap-plus-impact-20260911-candidates.report.csv,t10_nomcap_plus_impact,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 4",1,1,6aa3c06bd5536b11c13ee096,6aa3c06cd5536b11c13ee097,10,0.1132,0.0692,0.4635,0.0,0.97,19.49,34.82,5.264784,14.225216,0.9571,33.66,61.67,,,0.8,17,COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.968719); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.968719); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.952999); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (+0.945362); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (+0.929900); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (+0.928555); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (+0.917579); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (+0.913448); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.911259); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.907902); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.901036); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.892009); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (+0.885883); OSR2-RET40-TURN-BIAS-EQ [osr2-ret40-turn-bias-composite-cycle10-candidates] (+0.871111); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+0.860999); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (+0.860999); COMBO-DIRECT-OSR2-CHIP-EQ [combo-direct-20260909-candidates] (+0.828802),"COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.968719); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.968719); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (net=18.16%, rho=+0.952999); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (net=16.83%, rho=+0.945362); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (net=8.66%, rho=+0.929900); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (net=12.77%, rho=+0.928555); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (net=18.09%, rho=+0.917579); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (net=17.48%, rho=+0.913448); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (net=14.58%, rho=+0.911259); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (net=17.44%, rho=+0.907902); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.39%, rho=+0.901036); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.76%, rho=+0.892009); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (net=19.62%, rho=+0.885883); OSR2-RET40-TURN-BIAS-EQ [osr2-ret40-turn-bias-composite-cycle10-candidates] (net=7.40%, rho=+0.871111); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (net=11.64%, rho=+0.860999); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (net=7.70%, rho=+0.860999); COMBO-DIRECT-OSR2-CHIP-EQ [combo-direct-20260909-candidates] (net=7.88%, rho=+0.828802)",COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.968719),0.9687185637679088,0.9687185637679088,17
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-IMPACT,T10-SIZE-PLUS-IMPACT,t10-newdirections-20260911-candidates.report.csv,t10_size_plus_impact,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 5",1,1,6aa368586df2a192a47e7c5d,6aa368586df2a192a47e7c5e,10,0.1113,0.0721,0.4524,0.0,0.99,22.79,30.64,4.6327679999999996,18.157232,1.0453,29.97,61.67,,,0.8,15,T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.982418); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.978563); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (+0.976706); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (+0.968230); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (+0.956581); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.955453); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.955010); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.955010); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (+0.952999); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (+0.952093); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.903611); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (+0.865616); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+0.824737); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (+0.824737); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (+0.805750),"T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.39%, rho=+0.982418); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.76%, rho=+0.978563); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (net=19.62%, rho=+0.976706); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (net=16.83%, rho=+0.968230); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (net=18.09%, rho=+0.956581); T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (net=17.44%, rho=+0.955453); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.955010); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.955010); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (net=14.23%, rho=+0.952999); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (net=17.48%, rho=+0.952093); T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (net=14.58%, rho=+0.903611); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (net=12.77%, rho=+0.865616); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (net=11.64%, rho=+0.824737); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (net=7.70%, rho=+0.824737); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (net=8.66%, rho=+0.805750)",T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.982418),0.9824182392495905,0.9824182392495905,15
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-IMPACT-WC,T10-SIZE-PLUS-IMPACT-WC,t10-newdirections-20260911-candidates.report.csv,t10_size_plus_impact_wc,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK((CURRENT_ASSETS-INVENTORY-CURRENT_LIABILITIES)/(ABS(MARKET_CAP)+1))) / 6",1,1,6aa3690aecb163ea7228cffa,6aa3690a6df2a192a47e7c60,10,0.1052,0.0669,0.4421,0.0,1.0,21.58,27.36,4.136832,17.443168,1.026,28.76,65.0,,,0.8,14,T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.960693); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.955453); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.942568); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.939331); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (+0.937088); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (+0.929950); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (+0.920693); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (+0.918366); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (+0.907902); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.906949); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.906949); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (+0.837497); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+0.807917); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (+0.807917),"T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (net=14.58%, rho=+0.960693); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (net=18.16%, rho=+0.955453); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.39%, rho=+0.942568); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.76%, rho=+0.939331); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (net=19.62%, rho=+0.937088); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (net=18.09%, rho=+0.929950); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (net=17.48%, rho=+0.920693); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (net=16.83%, rho=+0.918366); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (net=14.23%, rho=+0.907902); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.906949); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.906949); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (net=12.77%, rho=+0.837497); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (net=11.64%, rho=+0.807917); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (net=7.70%, rho=+0.807917)",T10-SIZE-PLUS-WC-MCAP [t10-newdirections-20260911-candidates] (+0.960693),0.9606926110353403,0.9606926110353403,14
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-WC-MCAP,T10-SIZE-PLUS-WC-MCAP,t10-newdirections-20260911-candidates.report.csv,t10_size_plus_wc_mcap,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK((CURRENT_ASSETS-INVENTORY-CURRENT_LIABILITIES)/(ABS(MARKET_CAP)+1))) / 5",1,1,6aa368b9ecb163ea7228cff9,6aa368baa7f535324660b9a5,10,0.1032,0.064,0.4395,0.0,0.99,19.43,32.07,4.848984,14.581016,0.9569,28.72,61.67,,,0.8,16,T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.960693); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (+0.936281); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (+0.936281); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (+0.911259); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (+0.903611); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (+0.903498); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (+0.894390); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (+0.883441); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (+0.880958); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (+0.861622); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.843842); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (+0.839560); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (+0.839560); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (+0.835382); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (+0.833062); OSR2-RET40-TURN-BIAS-EQ [osr2-ret40-turn-bias-composite-cycle10-candidates] (+0.801220),"T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (net=17.44%, rho=+0.960693); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ [combo-direct-4factor-size-20260909-candidates] (net=16.38%, rho=+0.936281); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD [combo-direct-4factor-size-2026-ytd-candidates] (net=10.73%, rho=+0.936281); T10-NOMCAP-PLUS-IMPACT [t10-nomcap-plus-impact-20260911-candidates] (net=14.23%, rho=+0.911259); T10-SIZE-PLUS-IMPACT [t10-newdirections-20260911-candidates] (net=18.16%, rho=+0.903611); T10-ADD-DD120-20260911 [t10-additions-20260911-candidates] (net=16.83%, rho=+0.903498); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ [combo-direct-4factor-paper-20260909-candidates] (net=12.77%, rho=+0.894390); T10-ADD-BM-20260911 [t10-additions-20260911-candidates] (net=18.09%, rho=+0.883441); T10-ADD-FSCORE-20260911 [t10-more-additions-20260911-candidates] (net=17.48%, rho=+0.880958); COMBO-DIRECT-OSR2-CHIP-TURN-EQ [combo-direct-3factor-20260909-candidates] (net=8.66%, rho=+0.861622); T10-ADD-DOWNSIDE-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.39%, rho=+0.843842); OSR2-RET40-TURN-BIAS-PAPER-EQ [osr2-ret40-turn-bias-paper-composite-cycle10-candidates] (net=11.64%, rho=+0.839560); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD [osr2-ret40-turn-bias-paper-2026-ytd-candidates] (net=7.70%, rho=+0.839560); T10-ADD-AGG-IMPACT-20260911 [t10-more-additions-20260911-candidates] (net=19.76%, rho=+0.835382); T10-ADD-G13-20260911 [t10-additions-20260911-candidates] (net=19.62%, rho=+0.833062); OSR2-RET40-TURN-BIAS-EQ [osr2-ret40-turn-bias-composite-cycle10-candidates] (net=7.40%, rho=+0.801220)",T10-SIZE-PLUS-IMPACT-WC [t10-newdirections-20260911-candidates] (+0.960693),0.9606926110353403,0.9606926110353403,16
verify-field-scan-20260910-candidates.report:VERIFY-E260910-04,VERIFY-E260910-04,verify-field-scan-20260910-candidates.report.csv,book_to_market_lf_minus_size,RANK(book_to_market_ratio_lf) - RANK(MARKET_CAP),1,1,6aa28cf2a7f535324660b832,6aa28cf3cffa1665a210157a,5,0.0681,0.0413,0.2692,0.0,0.99,19.89,7.05,2.1319199999999996,17.75808,1.0014,39.04,63.33,,,0.8,5,VERIFY10-E260910-04 [verify-field-scan-cycle10-20260910-candidates] (+1.000000); VERIFY-F260910-12 [verify-field-scan-20260910-candidates] (+0.900770); VERIFY10-F260910-12 [verify-field-scan-cycle10-20260910-candidates] (+0.900770); paper-derived-composite [paper-derived-composite-cycle10-candidates] (+0.816668); paper-derived-composite [paper-derived-full] (+0.816668),"VERIFY10-E260910-04 [verify-field-scan-cycle10-20260910-candidates] (net=16.74%, rho=+1.000000); VERIFY-F260910-12 [verify-field-scan-20260910-candidates] (net=15.59%, rho=+0.900770); VERIFY10-F260910-12 [verify-field-scan-cycle10-20260910-candidates] (net=15.05%, rho=+0.900770); paper-derived-composite [paper-derived-composite-cycle10-candidates] (net=11.20%, rho=+0.816668); paper-derived-composite [paper-derived-full] (net=11.41%, rho=+0.816668)",VERIFY10-E260910-04 [verify-field-scan-cycle10-20260910-candidates] (+1.000000),1.0,1.0,5
verify-field-scan-20260910-candidates.report:VERIFY-F260910-12,VERIFY-F260910-12,verify-field-scan-20260910-candidates.report.csv,book_to_market_lf_plus_impact,"RANK(book_to_market_ratio_lf) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28d3851cdfe29b2e0ba93,6aa28d3951cdfe29b2e0ba94,5,0.0656,0.0375,0.2602,0.0001,0.99,17.37,5.89,1.7811359999999998,15.588864000000001,0.963,35.67,63.33,,,0.8,3,VERIFY10-F260910-12 [verify-field-scan-cycle10-20260910-candidates] (+1.000000); VERIFY-E260910-04 [verify-field-scan-20260910-candidates] (+0.900770); VERIFY10-E260910-04 [verify-field-scan-cycle10-20260910-candidates] (+0.900770),"VERIFY10-F260910-12 [verify-field-scan-cycle10-20260910-candidates] (net=15.05%, rho=+1.000000); VERIFY-E260910-04 [verify-field-scan-20260910-candidates] (net=17.76%, rho=+0.900770); VERIFY10-E260910-04 [verify-field-scan-cycle10-20260910-candidates] (net=16.74%, rho=+0.900770)",VERIFY10-F260910-12 [verify-field-scan-cycle10-20260910-candidates] (+1.000000),1.0,1.0,3
verify-field-scan-20260910-candidates.report:VERIFY-G260910-13,VERIFY-G260910-13,verify-field-scan-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28d80cffa1665a210157c,6aa28d80cffa1665a210157d,5,0.045,0.0346,0.2731,0.0,0.99,16.4,5.62,1.6994879999999999,14.700511999999998,0.8539,42.66,65.0,,,0.8,3,VERIFY10-G260910-13 [verify-field-scan-cycle10-20260910-candidates] (+1.000000); H03-T10-SINGLE [h03-t10-single-20260911-candidates] (+0.965583); SIZE-ONLY-20260911 [size-only-20260911-candidates] (-0.805576),"VERIFY10-G260910-13 [verify-field-scan-cycle10-20260910-candidates] (net=13.94%, rho=+1.000000); H03-T10-SINGLE [h03-t10-single-20260911-candidates] (net=16.44%, rho=+0.965583); SIZE-ONLY-20260911 [size-only-20260911-candidates] (net=21.43%, rho=-0.805576)",VERIFY10-G260910-13 [verify-field-scan-cycle10-20260910-candidates] (+1.000000),1.0,1.0,3
verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-E260910-04,VERIFY10-E260910-04,verify-field-scan-cycle10-20260910-candidates.report.csv,book_to_market_lf_minus_size,RANK(book_to_market_ratio_lf) - RANK(MARKET_CAP),1,1,6aa28e090f6165ec8f7f378b,6aa28e0a5d52c44d2f55c2da,10,0.0823,0.0528,0.3162,0.0007,0.99,18.23,9.85,1.48932,16.74068,0.9567,29.62,65.0,,,0.8,5,VERIFY-E260910-04 [verify-field-scan-20260910-candidates] (+1.000000); VERIFY-F260910-12 [verify-field-scan-20260910-candidates] (+0.900770); VERIFY10-F260910-12 [verify-field-scan-cycle10-20260910-candidates] (+0.900770); paper-derived-composite [paper-derived-composite-cycle10-candidates] (+0.816668); paper-derived-composite [paper-derived-full] (+0.816668),"VERIFY-E260910-04 [verify-field-scan-20260910-candidates] (net=17.76%, rho=+1.000000); VERIFY-F260910-12 [verify-field-scan-20260910-candidates] (net=15.59%, rho=+0.900770); VERIFY10-F260910-12 [verify-field-scan-cycle10-20260910-candidates] (net=15.05%, rho=+0.900770); paper-derived-composite [paper-derived-composite-cycle10-candidates] (net=11.20%, rho=+0.816668); paper-derived-composite [paper-derived-full] (net=11.41%, rho=+0.816668)",VERIFY-E260910-04 [verify-field-scan-20260910-candidates] (+1.000000),1.0,1.0,5
verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-F260910-12,VERIFY10-F260910-12,verify-field-scan-cycle10-20260910-candidates.report.csv,book_to_market_lf_plus_impact,"RANK(book_to_market_ratio_lf) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28e555d52c44d2f55c2dc,6aa28e56a7f535324660b838,10,0.0804,0.0493,0.3148,0.0008,0.99,16.41,9.02,1.363824,15.046176,0.9458,25.85,66.67,,,0.8,3,VERIFY-F260910-12 [verify-field-scan-20260910-candidates] (+1.000000); VERIFY-E260910-04 [verify-field-scan-20260910-candidates] (+0.900770); VERIFY10-E260910-04 [verify-field-scan-cycle10-20260910-candidates] (+0.900770),"VERIFY-F260910-12 [verify-field-scan-20260910-candidates] (net=15.59%, rho=+1.000000); VERIFY-E260910-04 [verify-field-scan-20260910-candidates] (net=17.76%, rho=+0.900770); VERIFY10-E260910-04 [verify-field-scan-cycle10-20260910-candidates] (net=16.74%, rho=+0.900770)",VERIFY-F260910-12 [verify-field-scan-20260910-candidates] (+1.000000),1.0,1.0,3
