cycle,factor_count,components,component_names,component_handlers,max_pair_abs_correlation,mean_pair_abs_correlation,train_net_excess_pct,test_net_excess_pct,full_net_excess_pct,train_delta_vs_best_component_pct,test_delta_vs_best_component_pct,full_delta_vs_best_component_pct,train_gross_excess_pct,test_gross_excess_pct,full_gross_excess_pct,train_turnover_pct,test_turnover_pct,full_turnover_pct,train_sharpe_after_cost,test_sharpe_after_cost,full_sharpe_after_cost,train_periods,test_periods,full_periods,eligible_0.70,eligible_0.80,eligible_0.85,threshold,ranking,rank
5,2,"C5-006,C5-011",F-GFN-N02-20260916 | VERIFY-F260910-12,book_to_market_lf_div_oper_main_profit_ttm | book_to_market_lf_plus_impact,0.5534398351114147,0.5534398351114147,14.86500227017735,13.629947392103913,14.378231602834479,-0.5099325478239525,3.0489789644121554,1.5165607642781183,16.44574141210904,15.163993681799182,15.940488157422585,5.227311977287339,5.072904397140434,5.166192310145857,0.3112270628678909,1.7544324152155442,0.8810597173133385,146,95,241,True,True,True,0.7,test_net_excess_diagnostic,1
5,3,"C5-005,C5-006,C5-012",HT13-TURN-BIAS-1M-POS | F-GFN-N02-20260916 | VERIFY-E260910-04,turn_signal | book_to_market_lf_div_oper_main_profit_ttm | book_to_market_lf_minus_size,0.6434530694446723,0.2575015872312927,14.743544965617389,13.476977360007202,14.24399486720288,-2.813243422962504,2.1179979398228514,-0.8698589138944968,18.13898145990688,17.04332211096032,17.707082546421724,11.228295285348846,11.793468091776187,11.452009521226335,0.3525891684030014,1.838097156675013,0.9323377297570724,146,95,241,True,True,True,0.7,test_net_excess_diagnostic,2
5,2,"C5-006,C5-012",F-GFN-N02-20260916 | VERIFY-E260910-04,book_to_market_lf_div_oper_main_profit_ttm | book_to_market_lf_minus_size,0.6434530694446723,0.6434530694446723,15.625637066251308,13.11738088953719,14.636827720083003,-1.931151322328585,1.7584014693528385,-0.4770260610143744,17.399531119454046,14.938556556348233,16.429437412005697,5.866051763236565,6.022406305592083,5.927942102918958,0.33027349195039496,1.709238239503894,0.8744493478959925,146,95,241,True,True,True,0.7,test_net_excess_diagnostic,3
5,3,"C5-005,C5-006,C5-011",HT13-TURN-BIAS-1M-POS | F-GFN-N02-20260916 | VERIFY-F260910-12,turn_signal | book_to_market_lf_div_oper_main_profit_ttm | book_to_market_lf_plus_impact,0.5534398351114147,0.24671102789393015,14.633828115512475,12.838789826106103,13.926111745718048,-0.7411067024888265,2.257821398414345,1.0644409071616874,17.93853155657338,16.221828324477208,17.261822813630907,10.928252119910402,11.187296621597566,11.030790568494902,0.35888466481055065,1.8406975665697924,0.9423706022210411,146,95,241,True,True,True,0.7,test_net_excess_diagnostic,4
5,2,"C5-005,C5-006",HT13-TURN-BIAS-1M-POS | F-GFN-N02-20260916,turn_signal | book_to_market_lf_div_oper_main_profit_ttm,0.04815737689829466,0.04815737689829466,11.828456149734667,12.355992166821942,12.03615908732335,3.602823757232919,1.7750237391301837,2.8820587230307524,15.531377694511693,16.20926402170983,15.79859429651926,12.245110928495466,12.742301107433502,12.441915374325104,0.2550991482992496,1.7656089345282888,0.8554871491604205,146,95,241,True,True,True,0.7,test_net_excess_diagnostic,5
5,3,"C5-005,C5-006,C5-009",HT13-TURN-BIAS-1M-POS | F-GFN-N02-20260916 | OSR2-RET40,turn_signal | book_to_market_lf_div_oper_main_profit_ttm | reversal40,0.36698695404712944,0.14749600530570647,9.924827437748808,11.932622166147286,10.715630647199667,1.6991950452470608,1.3516537384555285,1.5615302829070696,17.282627139052643,19.686865792163594,18.23035606870219,24.331348218597334,25.642340033122714,24.850282478513634,0.18165652933072107,1.6934192949246698,0.7795963873218078,146,95,241,True,True,True,0.7,test_net_excess_diagnostic,6
5,2,"C5-006,C5-014",F-GFN-N02-20260916 | paper-derived-composite,book_to_market_lf_div_oper_main_profit_ttm | paper_composite,0.44778628071506493,0.44778628071506493,15.337048080010817,11.46387167630723,13.810170527197476,1.3436718371144227,0.882903248615472,4.265920363476182,17.03645687194087,13.22828731331004,15.535311195302162,5.619738068551763,5.834707794321458,5.704830251668935,0.32787235949312715,1.6938600265081745,0.8659368526375494,146,95,241,True,True,True,0.7,test_net_excess_diagnostic,7
5,3,"C5-005,C5-006,C5-008",HT13-TURN-BIAS-1M-POS | F-GFN-N02-20260916 | OSR2-DD60,turn_signal | book_to_market_lf_div_oper_main_profit_ttm | drawdown60,0.04815737689829466,0.038928661202421125,7.495379679615244,11.392695054715253,9.03078226147818,-0.7302527128865037,0.8117266270234946,-0.12331810281441768,13.974444403711782,18.40970943489577,15.72278539110796,21.425478584975327,23.20441263287208,22.129639978934456,0.09798771377626778,1.5967482211924733,0.7000177902628303,146,95,241,True,True,True,0.7,test_net_excess_diagnostic,8
5,3,"C5-005,C5-006,C5-007",HT13-TURN-BIAS-1M-POS | F-GFN-N02-20260916 | OSR2-DD120,turn_signal | book_to_market_lf_div_oper_main_profit_ttm | drawdown120,0.14879888727399476,0.08284740954532085,11.305488254126416,11.162388079601701,11.248199570542544,3.0798558616246687,0.5814196519099433,2.094099206249947,16.382027351729544,16.774648012235602,16.536794832012017,16.787497015883357,18.559060623789353,17.48874094401281,0.22231157230579465,1.6338740061386703,0.7805096700789388,146,95,241,True,True,True,0.7,test_net_excess_diagnostic,9
5,3,"C5-005,C5-006,C5-014",HT13-TURN-BIAS-1M-POS | F-GFN-N02-20260916 | paper-derived-composite,turn_signal | book_to_market_lf_div_oper_main_profit_ttm | paper_composite,0.44778628071506493,0.1919979511139672,14.602863103021276,11.119493159273103,13.229590274685604,0.609486860124882,0.5385247315813455,3.68534011096431,18.034332674403178,14.64849613567556,16.699666818888144,11.347452286315812,11.669983387574264,11.475120847230617,0.3534539582554141,1.7830772749491484,0.9109906927107225,146,95,241,True,True,True,0.7,test_net_excess_diagnostic,10
