raw_formula,formula,signature,scale_signature,gp_fitness,distinct_fields,historical_exact_match,historical_scale_match,formula_length,full_net_excess,full_gross_excess,full_turnover,full_annual_cost,size_rank_corr,decision,used_fields,train_periods,train_net_excess,train_gross_excess,train_turnover,train_annual_cost,valid_periods,valid_net_excess,valid_gross_excess,valid_turnover,valid_annual_cost,test_periods,test_net_excess,test_gross_excess,test_turnover,test_annual_cost,duplicate_of
"Div(ratio_sp_ttm,current_liabilities)",(RATIO_SP_TTM/CURRENT_LIABILITIES),"DIV(RATIO_SP_TTM,CURRENT_LIABILITIES)","DIV(RATIO_SP_TTM,CURRENT_LIABILITIES)",0.10572133315727424,2,False,False,34,0.10572133315727424,0.11906085508987617,0.044112175703048706,0.013339521932601928,-0.7454139590263367,reject_size_exposure,"current_liabilities,ratio_sp_ttm",146.0,0.11822617107882893,0.13171416374102032,0.044603150337934494,0.013487992662191391,48.0,0.1527857519567013,0.16641481518745424,0.045069653540849686,0.013629063230752943,47.0,0.018619360612301114,0.031393433187870266,0.04224230349063873,0.012774072575569152,
"Div(Div(ratio_sp_ttm,TsMax(Constant(0.01),30)),current_liabilities)","((RATIO_SP_TTM/TS_MAX(0.01,30))/CURRENT_LIABILITIES)","DIV(DIV(RATIO_SP_TTM,MAX_TS(0.01,30)),CURRENT_LIABILITIES)","DIV(RATIO_SP_TTM,CURRENT_LIABILITIES)",0.10572133315727424,2,False,False,52,0.10572133315727424,0.11906085508987617,0.044112175703048706,0.013339521932601928,-0.7454139590263367,reject_size_exposure,"current_liabilities,ratio_sp_ttm",146.0,0.11822617107882893,0.13171416374102032,0.044603150337934494,0.013487992662191391,48.0,0.1527857519567013,0.16641481518745424,0.045069653540849686,0.013629063230752943,47.0,0.018619360612301114,0.031393433187870266,0.04224230349063873,0.012774072575569152,
"Div(ratio_sp_ttm,Abs(current_liabilities))",(RATIO_SP_TTM/ABS(CURRENT_LIABILITIES)),"DIV(RATIO_SP_TTM,ABS(CURRENT_LIABILITIES))","DIV(RATIO_SP_TTM,ABS(CURRENT_LIABILITIES))",0.10572133315727424,2,False,False,39,0.10572133315727424,0.11906085508987617,0.044112175703048706,0.013339521932601928,-0.7454139590263367,reject_size_exposure,"current_liabilities,ratio_sp_ttm",146.0,0.11822617107882893,0.13171416374102032,0.044603150337934494,0.013487992662191391,48.0,0.1527857519567013,0.16641481518745424,0.045069653540849686,0.013629063230752943,47.0,0.018619360612301114,0.031393433187870266,0.04224230349063873,0.012774072575569152,
"Div(Div(ratio_sp_ttm,oper_roe_lyr),current_liabilities)",((RATIO_SP_TTM/OPER_ROE_LYR)/CURRENT_LIABILITIES),"DIV(DIV(RATIO_SP_TTM,OPER_ROE_LYR),CURRENT_LIABILITIES)","DIV(RATIO_SP_TTM,MUL(CURRENT_LIABILITIES,OPER_ROE_LYR))",0.09363523001631266,3,False,False,49,0.09363523001631266,0.10423997507055766,0.03506860136985779,0.010604745054244994,-0.2994498014450073,eligible_local_screen,"current_liabilities,oper_roe_lyr,ratio_sp_ttm",146.0,0.11182737763205619,0.12231180275956245,0.034670718014240265,0.010484425127506256,48.0,0.12400123541951179,0.1347739040851593,0.035623904317617416,0.010772668665647507,47.0,0.005921046974430693,0.01691837006426872,0.03636680915951729,0.010997323089838027,
"Div(TsSum(Div(ratio_sp_ttm,oper_roe_lyr),10),current_liabilities)","(SUM((RATIO_SP_TTM/OPER_ROE_LYR),10)/CURRENT_LIABILITIES)","DIV(SUM(DIV(RATIO_SP_TTM,OPER_ROE_LYR),10),CURRENT_LIABILITIES)","DIV(SUM(DIV(RATIO_SP_TTM,OPER_ROE_LYR),10),CURRENT_LIABILITIES)",0.09021735794523199,3,False,False,57,0.09021735794523199,0.09909615259447534,0.029361093416810036,0.008878794649243354,-0.3046855032444,reject_nonpositive_valid_or_test_net,"current_liabilities,oper_roe_lyr,ratio_sp_ttm",146.0,0.10796624626754081,0.1167756439888314,0.029131606221199036,0.008809397721290588,48.0,0.12487040812075138,0.13405536711215973,0.03037354163825512,0.009184958991408348,47.0,-0.0004058666851926365,0.008473883822877356,0.02936425432562828,0.008879750508069993,
"Div(Div(ratio_sp_ttm,TsMax(TsMax(TsMax(TsMax(TsMax(TsMax(current_liabilities,40),40),40),40),40),40)),TsMax(TsMax(TsMax(TsMax(TsMax(TsMax(current_liabilities,40),40),40),40),40),40))","((RATIO_SP_TTM/TS_MAX(TS_MAX(TS_MAX(TS_MAX(TS_MAX(TS_MAX(CURRENT_LIABILITIES,40),40),40),40),40),40))/TS_MAX(TS_MAX(TS_MAX(TS_MAX(TS_MAX(TS_MAX(CURRENT_LIABILITIES,40),40),40),40),40),40))","DIV(DIV(RATIO_SP_TTM,MAX_TS(CURRENT_LIABILITIES,40)),MAX_TS(CURRENT_LIABILITIES,40))","DIV(RATIO_SP_TTM,MUL(MAX_TS(CURRENT_LIABILITIES,40),MAX_TS(CURRENT_LIABILITIES,40)))",0.08673299140141218,2,False,False,188,0.08673299140141218,0.09457646702335089,0.02593741938471794,0.007843475621938706,-0.702475905418396,reject_size_exposure,"current_liabilities,ratio_sp_ttm",146.0,0.07819255963053605,0.08620327449824712,0.026490459218621254,0.008010714867711067,48.0,0.15597567616403105,0.1637577272951603,0.025734296068549156,0.007782051131129265,47.0,0.042398491636679525,0.04993357182817256,0.024917593225836754,0.0075350801914930345,
"Div(book_to_market_ratio_lyr,current_liabilities)",(BOOK_TO_MARKET_RATIO_LYR/CURRENT_LIABILITIES),"DIV(BOOK_TO_MARKET_RATIO_LYR,CURRENT_LIABILITIES)","DIV(BOOK_TO_MARKET_RATIO_LYR,CURRENT_LIABILITIES)",0.0856757593044107,2,False,False,46,0.0856757593044107,0.09582391814077544,0.03355872631072998,0.010148158836364747,-0.6488964557647705,reject_size_exposure,"book_to_market_ratio_lyr,current_liabilities",146.0,0.08226273138147512,0.09255753935199895,0.034043677151203156,0.010294807970523834,48.0,0.1519203211426735,0.16245331764221194,0.03483133763074875,0.010532996499538422,47.0,0.02843787850712208,0.037923543250307126,0.031367938965559006,0.009485664743185044,
"Div(Abs(Mul(book_to_market_ratio_lyr,Constant(10.0))),current_liabilities)",(ABS((BOOK_TO_MARKET_RATIO_LYR*10))/CURRENT_LIABILITIES),"DIV(ABS(MUL(10,BOOK_TO_MARKET_RATIO_LYR)),CURRENT_LIABILITIES)","DIV(ABS(MUL(10,BOOK_TO_MARKET_RATIO_LYR)),CURRENT_LIABILITIES)",0.08450315189314582,2,False,False,56,0.08450315189314582,0.09469276582551696,0.03369581326842308,0.010189613932371139,-0.6575449705123901,reject_size_exposure,"book_to_market_ratio_lyr,current_liabilities",146.0,0.08087073799624835,0.09120948167696391,0.03418896719813347,0.010338743680715561,48.0,0.1518013109922409,0.16234704852104187,0.03487347066402435,0.010545737528800964,47.0,0.026869022014420083,0.0364194688644815,0.03158216550946236,0.009550446850061416,
"Div(ratio_sp_ttm,TsMax(TsMax(TsMax(TsMax(TsMax(TsWMA(TsMed(oper_main_profit_ttm,10),30),40),40),40),40),40))","(RATIO_SP_TTM/TS_MAX(TS_MAX(TS_MAX(TS_MAX(TS_MAX(WMA(TS_MEDIAN(OPER_MAIN_PROFIT_TTM,10),30),40),40),40),40),40))","DIV(RATIO_SP_TTM,MAX_TS(WMA(MEDIAN(OPER_MAIN_PROFIT_TTM,10),30),40))","DIV(RATIO_SP_TTM,MAX_TS(WMA(MEDIAN(OPER_MAIN_PROFIT_TTM,10),30),40))",0.0843520903927162,2,False,False,112,0.0843520903927162,0.09823144669354704,0.04589734226465225,0.013879356300830842,-0.35372844338417053,eligible_local_screen,"oper_main_profit_ttm,ratio_sp_ttm",146.0,0.10368980077954189,0.11752454320045368,0.045749809592962265,0.013834742420911789,48.0,0.10725363523364068,0.12112509682774544,0.04587123543024063,0.013871461594104767,47.0,0.0012714703506611757,0.01491898498002519,0.04513067007064819,0.013647514629364014,
"Div(ratio_sp_ttm,TsMax(TsMax(TsMax(TsMax(TsMax(TsSum(oper_main_profit_ttm,10),40),40),40),40),40))","(RATIO_SP_TTM/TS_MAX(TS_MAX(TS_MAX(TS_MAX(TS_MAX(SUM(OPER_MAIN_PROFIT_TTM,10),40),40),40),40),40))","DIV(RATIO_SP_TTM,MAX_TS(SUM(OPER_MAIN_PROFIT_TTM,10),40))","DIV(RATIO_SP_TTM,MAX_TS(SUM(OPER_MAIN_PROFIT_TTM,10),40))",0.08410313870248953,2,False,False,98,0.08410313870248953,0.09719163194236914,0.043282054364681244,0.013088493239879607,-0.35658207535743713,reject_nonpositive_valid_or_test_net,"oper_main_profit_ttm,ratio_sp_ttm",146.0,0.10449473805109116,0.11755860652009102,0.043200623244047165,0.013063868468999864,48.0,0.10605561498999597,0.1194520153105259,0.04430026561021805,0.013396400320529937,47.0,-0.0014535656736252168,0.011190030200684323,0.04181083291769028,0.01264359587430954,
"Div(Div(TsSum(book_to_market_ratio_lyr,10),oper_roe_lyr),current_liabilities)","((SUM(BOOK_TO_MARKET_RATIO_LYR,10)/OPER_ROE_LYR)/CURRENT_LIABILITIES)","DIV(DIV(SUM(BOOK_TO_MARKET_RATIO_LYR,10),OPER_ROE_LYR),CURRENT_LIABILITIES)","DIV(SUM(BOOK_TO_MARKET_RATIO_LYR,10),MUL(CURRENT_LIABILITIES,OPER_ROE_LYR))",0.08144590770507007,3,False,False,69,0.08144590770507007,0.08921163319552093,0.025680309161543846,0.007765725490450859,-0.27113452553749084,eligible_local_screen,"book_to_market_ratio_lyr,current_liabilities,oper_roe_lyr",146.0,0.09363246463231029,0.10149601779571951,0.02600381337106228,0.007863553163409233,48.0,0.10016463232040407,0.10793304964900018,0.02568921074271202,0.007768417328596115,47.0,0.024283926415633643,0.031931909474920715,0.025290949270129204,0.0076479830592870715,
"Div(TsSum(book_to_market_ratio_lyr,10),current_liabilities)","(SUM(BOOK_TO_MARKET_RATIO_LYR,10)/CURRENT_LIABILITIES)","DIV(SUM(BOOK_TO_MARKET_RATIO_LYR,10),CURRENT_LIABILITIES)","DIV(SUM(BOOK_TO_MARKET_RATIO_LYR,10),CURRENT_LIABILITIES)",0.08061335523033292,2,False,False,54,0.08061335523033292,0.088765528192164,0.026958243921399117,0.008152172961831093,-0.6503480672836304,reject_size_exposure,"book_to_market_ratio_lyr,current_liabilities",146.0,0.0755390113982844,0.08384485514196631,0.027466414496302605,0.008305843743681908,48.0,0.14392196478545669,0.1523927986621857,0.028012016788125038,0.008470833876729011,47.0,0.031661641708967535,0.03907000498568758,0.024498555809259415,0.0074083632767200465,
"Div(book_to_market_ratio_lyr,TsMax(current_liabilities,40))","(BOOK_TO_MARKET_RATIO_LYR/TS_MAX(CURRENT_LIABILITIES,40))","DIV(BOOK_TO_MARKET_RATIO_LYR,MAX_TS(CURRENT_LIABILITIES,40))","DIV(BOOK_TO_MARKET_RATIO_LYR,MAX_TS(CURRENT_LIABILITIES,40))",0.08038854773314168,2,False,False,57,0.08038854773314168,0.09066645891339947,0.033987801522016525,0.010277911180257797,-0.6505062580108643,reject_size_exposure,"book_to_market_ratio_lyr,current_liabilities",146.0,0.07850653472224327,0.08892302121201606,0.034446053206920624,0.010416486489772798,48.0,0.14752776124477388,0.1580925911664963,0.034936606884002686,0.010564829921722411,47.0,0.01750089192593351,0.02722146136963621,0.03214474022388458,0.009720569443702698,
"Div(Div(book_to_market_ratio_lf,oper_roe_lyr),current_liabilities)",((BOOK_TO_MARKET_RATIO_LF/OPER_ROE_LYR)/CURRENT_LIABILITIES),"DIV(DIV(BOOK_TO_MARKET_RATIO_LF,OPER_ROE_LYR),CURRENT_LIABILITIES)","DIV(BOOK_TO_MARKET_RATIO_LF,MUL(CURRENT_LIABILITIES,OPER_ROE_LYR))",0.07935857645087717,3,False,False,60,0.07935857645087717,0.08876835152321337,0.03111698105931282,0.009409775072336196,-0.27132201194763184,eligible_local_screen,"book_to_market_ratio_lf,current_liabilities,oper_roe_lyr",146.0,0.09064079185503804,0.10018235265392147,0.03155278041958809,0.009541560798883438,48.0,0.10964367502033712,0.11903748437762261,0.03106418438255787,0.0093938093572855,47.0,0.013187681646549954,0.022398981673920407,0.030460648238658905,0.009211300027370454,
"Div(ratio_sp_ttm,TsMax(TsMax(TsMax(TsMax(TsSum(oper_main_profit_ttm,50),40),40),40),40))","(RATIO_SP_TTM/TS_MAX(TS_MAX(TS_MAX(TS_MAX(SUM(OPER_MAIN_PROFIT_TTM,50),40),40),40),40))","DIV(RATIO_SP_TTM,MAX_TS(SUM(OPER_MAIN_PROFIT_TTM,50),40))","DIV(RATIO_SP_TTM,MAX_TS(SUM(OPER_MAIN_PROFIT_TTM,50),40))",0.07914725433501466,2,False,False,87,0.07914725433501466,0.0938487269571708,0.04861598089337349,0.014701472622156143,-0.3237926959991455,reject_nonpositive_valid_or_test_net,"oper_main_profit_ttm,ratio_sp_ttm",146.0,0.10147135013962447,0.11602674477720915,0.048132918775081635,0.014555394637584686,48.0,0.0961012623667717,0.11112577021121979,0.04968421906232834,0.015024507844448089,47.0,-0.00782389687261683,0.0073107628587712635,0.050048477947711945,0.015134659731388092,
"Div(ratio_sp_ttm,TsMax(TsMax(TsMax(oper_main_profit_ttm,40),40),40))","(RATIO_SP_TTM/TS_MAX(TS_MAX(TS_MAX(OPER_MAIN_PROFIT_TTM,40),40),40))","DIV(RATIO_SP_TTM,MAX_TS(OPER_MAIN_PROFIT_TTM,40))","DIV(RATIO_SP_TTM,MAX_TS(OPER_MAIN_PROFIT_TTM,40))",0.07869564026643626,2,False,False,68,0.07869564026643626,0.09275253284026973,0.046484433114528656,0.014056892573833467,-0.2952401638031006,reject_nonpositive_valid_or_test_net,"oper_main_profit_ttm,ratio_sp_ttm",146.0,0.10187485387439597,0.11594831992502082,0.04653923958539963,0.014073466050624846,48.0,0.08766224376261235,0.10221769697964192,0.048133112490177155,0.014555453217029573,47.0,-0.0028814925335823235,0.011030934116941817,0.0460067018866539,0.01391242665052414,
"Div(ratio_sp_ttm,TsMax(TsMax(TsVar(oper_main_profit_ttm,50),40),40))","(RATIO_SP_TTM/TS_MAX(TS_MAX(VAR(OPER_MAIN_PROFIT_TTM,50),40),40))","DIV(RATIO_SP_TTM,MAX_TS(VAR(OPER_MAIN_PROFIT_TTM,50),40))","DIV(RATIO_SP_TTM,MAX_TS(VAR(OPER_MAIN_PROFIT_TTM,50),40))",0.07827178751502294,2,False,False,65,0.07827178751502294,0.09698711806807775,0.061889320611953735,0.01871533055305481,-0.7145185470581055,reject_nonpositive_valid_or_test_net,"oper_main_profit_ttm,ratio_sp_ttm",146.0,0.09523279082105585,0.11416265507266947,0.06259875744581223,0.018929864251613616,48.0,0.10818485940098764,0.12612501829862596,0.05932592228055,0.01794015889763832,47.0,-0.004772761630251051,0.01387543575243747,0.061667319387197495,0.01864819738268852,
"Div(Div(book_to_market_ratio_lf,Constant(5.0)),current_liabilities)",((BOOK_TO_MARKET_RATIO_LF/5)/CURRENT_LIABILITIES),"DIV(DIV(BOOK_TO_MARKET_RATIO_LF,5),CURRENT_LIABILITIES)","DIV(BOOK_TO_MARKET_RATIO_LF,CURRENT_LIABILITIES)",0.07788785883668052,2,False,False,49,0.07788785883668052,0.08788609484913933,0.033062949776649475,0.009998236012458802,-0.6371233463287354,reject_size_exposure,"book_to_market_ratio_lf,current_liabilities",146.0,0.06951008917093277,0.07967743277549744,0.03362216800451279,0.010167343604564668,48.0,0.15184310742616655,0.16225748956203462,0.0344390943646431,0.010414382135868072,47.0,0.028205132497498335,0.03743157418484384,0.03051071986556053,0.009226441687345504,
"Div(ratio_bm_ttm,current_liabilities)",(RATIO_BM_TTM/CURRENT_LIABILITIES),"DIV(RATIO_BM_TTM,CURRENT_LIABILITIES)","DIV(RATIO_BM_TTM,CURRENT_LIABILITIES)",0.07788785883668052,2,False,False,34,0.07788785883668052,0.08788609484913933,0.033062949776649475,0.009998236012458802,-0.6371233463287354,reject_size_exposure,"current_liabilities,ratio_bm_ttm",146.0,0.06951008917093277,0.07967743277549744,0.03362216800451279,0.010167343604564668,48.0,0.15184310742616655,0.16225748956203462,0.0344390943646431,0.010414382135868072,47.0,0.028205132497498335,0.03743157418484384,0.03051071986556053,0.009226441687345504,
"Div(book_to_market_ratio_lf,current_liabilities)",(BOOK_TO_MARKET_RATIO_LF/CURRENT_LIABILITIES),"DIV(BOOK_TO_MARKET_RATIO_LF,CURRENT_LIABILITIES)","DIV(BOOK_TO_MARKET_RATIO_LF,CURRENT_LIABILITIES)",0.07788785883668052,2,False,False,45,0.07788785883668052,0.08788609484913933,0.033062949776649475,0.009998236012458802,-0.6371233463287354,reject_size_exposure,"book_to_market_ratio_lf,current_liabilities",146.0,0.06951008917093277,0.07967743277549744,0.03362216800451279,0.010167343604564668,48.0,0.15184310742616655,0.16225748956203462,0.0344390943646431,0.010414382135868072,47.0,0.028205132497498335,0.03743157418484384,0.03051071986556053,0.009226441687345504,
"Div(Div(ratio_ep_ttm,oper_roe_lyr),current_liabilities)",((RATIO_EP_TTM/OPER_ROE_LYR)/CURRENT_LIABILITIES),"DIV(DIV(RATIO_EP_TTM,OPER_ROE_LYR),CURRENT_LIABILITIES)","DIV(RATIO_EP_TTM,MUL(CURRENT_LIABILITIES,OPER_ROE_LYR))",0.07750044349718886,3,False,False,49,0.07750044349718886,0.08979138210106688,0.04064463824033737,0.01229093860387802,-0.5248139500617981,reject_size_exposure,"current_liabilities,oper_roe_lyr,ratio_ep_ttm",146.0,0.07378595578311241,0.08624899403689659,0.0412137508392334,0.012463038253784179,48.0,0.14824666095972064,0.16003608629107477,0.038986194878816605,0.011789425331354141,47.0,0.01652407118957093,0.029056051817346124,0.04144173488020897,0.012531980627775193,
"Div(Div(Div(ratio_ep_ttm,oper_roe_lyr),oper_roe_lyr),current_liabilities)",(((RATIO_EP_TTM/OPER_ROE_LYR)/OPER_ROE_LYR)/CURRENT_LIABILITIES),"DIV(DIV(DIV(RATIO_EP_TTM,OPER_ROE_LYR),OPER_ROE_LYR),CURRENT_LIABILITIES)","DIV(RATIO_EP_TTM,MUL(CURRENT_LIABILITIES,OPER_ROE_LYR,OPER_ROE_LYR))",0.07593184921931924,3,False,False,64,0.07593184921931924,0.08728558542322816,0.037545423954725266,0.01135373620390892,-0.16967548429965973,eligible_local_screen,"current_liabilities,oper_roe_lyr,ratio_ep_ttm",146.0,0.08164050750340501,0.09346250638569871,0.03909391164779663,0.011821998882293702,48.0,0.1208450256228447,0.13194941729307175,0.036720871925354004,0.01110439167022705,47.0,0.012002387899160385,0.022483617067337036,0.03466014936566353,0.010481229168176651,
"Div(Div(Div(ratio_sp_ttm,current_liabilities),oper_roe_lyr),current_liabilities)",(((RATIO_SP_TTM/CURRENT_LIABILITIES)/OPER_ROE_LYR)/CURRENT_LIABILITIES),"DIV(DIV(DIV(RATIO_SP_TTM,CURRENT_LIABILITIES),OPER_ROE_LYR),CURRENT_LIABILITIES)","DIV(RATIO_SP_TTM,MUL(CURRENT_LIABILITIES,CURRENT_LIABILITIES,OPER_ROE_LYR))",0.07543411653587184,3,False,False,71,0.07543411653587184,0.08357005059966408,0.026904543861746788,0.008135934063792228,-0.2966262996196747,eligible_local_screen,"current_liabilities,oper_roe_lyr,ratio_sp_ttm",146.0,0.07956586159471779,0.08790653307143956,0.027581585571169853,0.008340671476721764,48.0,0.1329886958152056,0.14123541712760926,0.027270903810858727,0.00824672131240368,47.0,0.003646923139184079,0.011206922125309072,0.02499999664723873,0.0075599989861249925,
"Div(Div(Div(ratio_sp_ttm,oper_roe_lyr),current_liabilities),current_liabilities)",(((RATIO_SP_TTM/OPER_ROE_LYR)/CURRENT_LIABILITIES)/CURRENT_LIABILITIES),"DIV(DIV(DIV(RATIO_SP_TTM,OPER_ROE_LYR),CURRENT_LIABILITIES),CURRENT_LIABILITIES)","DIV(RATIO_SP_TTM,MUL(CURRENT_LIABILITIES,CURRENT_LIABILITIES,OPER_ROE_LYR))",0.07543411653587184,3,False,False,71,0.07543411653587184,0.08357005059966408,0.026904543861746788,0.008135934063792228,-0.2966262996196747,reject_scale_invariant_batch_duplicate,"current_liabilities,oper_roe_lyr,ratio_sp_ttm",146.0,0.07956586159471779,0.08790653307143956,0.027581585571169853,0.008340671476721764,48.0,0.1329886958152056,0.14123541712760926,0.027270903810858727,0.00824672131240368,47.0,0.003646923139184079,0.011206922125309072,0.02499999664723873,0.0075599989861249925,(((RATIO_SP_TTM/CURRENT_LIABILITIES)/OPER_ROE_LYR)/CURRENT_LIABILITIES)
"Div(Div(ratio_ep_ttm,oper_roe_lyr),oper_main_profit_ttm)",((RATIO_EP_TTM/OPER_ROE_LYR)/OPER_MAIN_PROFIT_TTM),"DIV(DIV(RATIO_EP_TTM,OPER_ROE_LYR),OPER_MAIN_PROFIT_TTM)","DIV(RATIO_EP_TTM,MUL(OPER_MAIN_PROFIT_TTM,OPER_ROE_LYR))",0.07526509758342848,3,False,False,50,0.07526509758342848,0.09452703068365201,0.06369686871767044,0.01926193310022354,-0.22619430720806122,reject_nonpositive_valid_or_test_net,"oper_main_profit_ttm,oper_roe_lyr,ratio_ep_ttm",146.0,0.09773014364552826,0.11789283033919662,0.06667555123567581,0.020162686693668365,48.0,0.09130290700793267,0.11004674434661865,0.061983589082956314,0.01874383733868599,47.0,-0.01150154475087815,0.00609389213805503,0.058185968548059464,0.01759543688893318,
"Div(TsMean(ratio_bm_ttm,50),TsMax(TsMax(TsMax(TsMax(TsMax(TsMax(current_liabilities,40),40),40),40),40),40))","(MA(RATIO_BM_TTM,50)/TS_MAX(TS_MAX(TS_MAX(TS_MAX(TS_MAX(TS_MAX(CURRENT_LIABILITIES,40),40),40),40),40),40))","DIV(MA(RATIO_BM_TTM,50),MAX_TS(CURRENT_LIABILITIES,40))","DIV(MA(RATIO_BM_TTM,50),MAX_TS(CURRENT_LIABILITIES,40))",0.07417843575979666,2,False,False,107,0.07417843575979666,0.07921562026645139,0.016657356172800064,0.005037184506654739,-0.6511008739471436,reject_size_exposure,"current_liabilities,ratio_bm_ttm",146.0,0.065487204900139,0.07062088496064486,0.016976455226540565,0.0051336800605058675,48.0,0.13332148582935333,0.1384485751390457,0.016954660415649414,0.0051270893096923825,47.0,0.04068105786563234,0.04542088128150778,0.01567401923239231,0.0047398234158754346,
"Div(ratio_sp_ttm,TsMax(TsMax(TsEMA(oper_main_profit_ttm,30),40),40))","(RATIO_SP_TTM/TS_MAX(TS_MAX(EMA(OPER_MAIN_PROFIT_TTM,30),40),40))","DIV(RATIO_SP_TTM,MAX_TS(EMA(OPER_MAIN_PROFIT_TTM,30),40))","DIV(RATIO_SP_TTM,MAX_TS(EMA(OPER_MAIN_PROFIT_TTM,30),40))",0.07291203714928193,2,False,False,65,0.07291203714928193,0.0910542275401072,0.05999401584267616,0.01814219039082527,-0.25674766302108765,reject_nonpositive_valid_or_test_net,"oper_main_profit_ttm,ratio_sp_ttm",146.0,0.10286264428545351,0.12100038038541193,0.059979286044836044,0.018137736099958418,48.0,0.0668095437169075,0.08429891914129257,0.05783523619174957,0.01748937542438507,47.0,-0.01214310698306307,0.004929072394015941,0.056455619633197784,0.01707217937707901,
"Div(Div(Div(ratio_ep_ttm,oper_roe_lyr),oper_roe_lyr),oper_main_profit_ttm)",(((RATIO_EP_TTM/OPER_ROE_LYR)/OPER_ROE_LYR)/OPER_MAIN_PROFIT_TTM),"DIV(DIV(DIV(RATIO_EP_TTM,OPER_ROE_LYR),OPER_ROE_LYR),OPER_MAIN_PROFIT_TTM)","DIV(RATIO_EP_TTM,MUL(OPER_MAIN_PROFIT_TTM,OPER_ROE_LYR,OPER_ROE_LYR))",0.07264982552896893,3,False,False,65,0.07264982552896893,0.08791521317731296,0.05048077926039696,0.01526538764834404,-0.35834676027297974,reject_nonpositive_valid_or_test_net,"oper_main_profit_ttm,oper_roe_lyr,ratio_ep_ttm",146.0,0.09609924875236538,0.11199547281003978,0.052566878497600555,0.015896224057674407,48.0,0.09163117244839669,0.10675801858305932,0.05002263933420181,0.01512684613466263,47.0,-0.020045014458767912,-0.006131089526288052,0.046011656522750854,0.013913924932479858,
"Div(Div(Div(ratio_ep_ttm,oper_roe_lyr),oper_main_profit_ttm),oper_roe_lyr)",(((RATIO_EP_TTM/OPER_ROE_LYR)/OPER_MAIN_PROFIT_TTM)/OPER_ROE_LYR),"DIV(DIV(DIV(RATIO_EP_TTM,OPER_ROE_LYR),OPER_MAIN_PROFIT_TTM),OPER_ROE_LYR)","DIV(RATIO_EP_TTM,MUL(OPER_MAIN_PROFIT_TTM,OPER_ROE_LYR,OPER_ROE_LYR))",0.07264982552896893,3,False,False,65,0.07264982552896893,0.08791521317731296,0.05048077926039696,0.01526538764834404,-0.35834673047065735,reject_nonpositive_valid_or_test_net,"oper_main_profit_ttm,oper_roe_lyr,ratio_ep_ttm",146.0,0.09609924875236538,0.11199547281003978,0.052566878497600555,0.015896224057674407,48.0,0.09163117244839669,0.10675801858305932,0.05002263933420181,0.01512684613466263,47.0,-0.020045014458767912,-0.006131089526288052,0.046011656522750854,0.013913924932479858,
"Div(TsSum(Div(Div(ratio_sp_ttm,oper_roe_lyr),current_liabilities),10),current_liabilities)","(SUM(((RATIO_SP_TTM/OPER_ROE_LYR)/CURRENT_LIABILITIES),10)/CURRENT_LIABILITIES)","DIV(SUM(DIV(DIV(RATIO_SP_TTM,OPER_ROE_LYR),CURRENT_LIABILITIES),10),CURRENT_LIABILITIES)","DIV(SUM(DIV(DIV(RATIO_SP_TTM,OPER_ROE_LYR),CURRENT_LIABILITIES),10),CURRENT_LIABILITIES)",0.07260624336074745,3,False,False,79,0.07260624336074745,0.07934158570538913,0.022272957488894463,0.006735342344641685,-0.3024555444717407,eligible_local_screen,"current_liabilities,oper_roe_lyr,ratio_sp_ttm",146.0,0.07614783184875364,0.08305479394246454,0.022840483114123344,0.006906962093710899,48.0,0.12346962639391423,0.13009120970964433,0.02189677022397518,0.006621583315730095,47.0,0.009691536513668428,0.01597751762638701,0.02078697457909584,0.006285981112718581,
"Div(Div(Constant(-1.0),oper_roe_lyr),current_liabilities)",(((-1)/OPER_ROE_LYR)/CURRENT_LIABILITIES),"DIV(DIV(MUL(-1,1),OPER_ROE_LYR),CURRENT_LIABILITIES)","DIV(1,MUL(CURRENT_LIABILITIES,OPER_ROE_LYR))",0.07177841710245461,2,False,False,41,0.07177841710245461,0.07708639861142487,0.017552848905324936,0.005307981508970261,0.23510415852069855,eligible_local_screen,"current_liabilities,oper_roe_lyr",146.0,0.04944123922492544,0.05491948470677415,0.01811589114367962,0.005478245481848717,48.0,0.1634476906388998,0.16861966475844384,0.01710308901965618,0.005171974119544029,47.0,0.04736261598670736,0.05246450824940458,0.016871336847543716,0.00510189226269722,
"Div(Div(book_to_market_ratio_lf,oper_roe_lyr),oper_main_profit_ttm)",((BOOK_TO_MARKET_RATIO_LF/OPER_ROE_LYR)/OPER_MAIN_PROFIT_TTM),"DIV(DIV(BOOK_TO_MARKET_RATIO_LF,OPER_ROE_LYR),OPER_MAIN_PROFIT_TTM)","DIV(BOOK_TO_MARKET_RATIO_LF,MUL(OPER_MAIN_PROFIT_TTM,OPER_ROE_LYR))",0.07160220815497316,3,False,False,61,0.07160220815497316,0.08736900768834031,0.05213888734579086,0.015766799533367157,-0.3003721237182617,reject_nonpositive_valid_or_test_net,"book_to_market_ratio_lf,oper_main_profit_ttm,oper_roe_lyr",146.0,0.09299665197166677,0.10935282380613562,0.05408786982297897,0.01635617183446884,48.0,0.09230524787306786,0.10797515362501145,0.051818471401929855,0.01566990575194359,47.0,-0.01655655584867964,-0.001965742050967318,0.048250045627355576,0.014590813797712324,
