factor_id,factor_name,handler,formula,platform_net_excess_pct,local_net_excess_pct,local_net_positive,high_threshold,high_neighbor_count,high_neighbors,nearest_factor,nearest_correlation,nearest_abs_correlation,neighbor_rows_written
osr3-ret40-value-candidates.report:OSR3-RET40-BP-REV2,OSR3-RET40-BP-REV2,reversal_bm_rev2,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm)) / 3",2.477648000000002,,,0.8,9,OSR3-RET40-BP-INTERACT (+0.985756); OSR4-RET40-BP-CFP-REV3 (+0.952036); OSR3-RET40-BP-EQ (+0.940773); OSR3-RET40-BP-MA63 (+0.917731); OSR4-RET40-BP-CFP-REV2 (+0.914059); OSR2-RET40 (+0.907752); OSR2-RET40 (+0.907752); COMBO-DIRECT-OSR2-CHIP-EQ (+0.828925); OSR3-RET40-BP-TSRANK756 (+0.820810),OSR3-RET40-BP-INTERACT,0.9857560176145608,0.9857560176145608,9
osr3-ret40-value-candidates.report:OSR3-RET40-BP-TSRANK756,OSR3-RET40-BP-TSRANK756,reversal_bm_tsrank756,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756))) / 2",1.6427359999999993,,,0.8,6,OSR4-RET40-BP-CFP-TSRANK756 (+0.869653); COMBO-DIRECT-OSR2-CHIP-EQ (+0.842487); OSR3-RET40-BP-INTERACT (+0.837724); OSR3-RET40-BP-REV2 (+0.820810); OSR2-RET40 (+0.812266); OSR2-RET40 (+0.812266),OSR4-RET40-BP-CFP-TSRANK756,0.8696532759744203,0.8696532759744203,6
osr3-ret40-value-candidates.report:OSR3-RET40-BP-VAL2,OSR3-RET40-BP-VAL2,reversal_bm_val2,"(RANK(1 - RETURNS(CLOSE,40)) + 2 * RANK(ratio_bm_ttm)) / 3",3.1676159999999998,,,0.8,4,OSR3-RET40-BP-MA63 (+0.956769); OSR3-RET40-BP-EQ (+0.944494); HT13-VALUE-BP (+0.907927); OSR4-RET40-BP-CFP-SP (+0.813557),OSR3-RET40-BP-MA63,0.9567686087649627,0.9567686087649627,4
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-MA63,OSR4-RET40-BP-CFP-MA63,reversal_bm_cfp_ma63,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63)) + RANK(MA(ratio_cfp_ttm,63))) / 3",2.589456,,,0.8,1,OSR4-RET40-BP-CFP-VAL3 (+0.864713),OSR4-RET40-BP-CFP-VAL3,0.864712867124092,0.864712867124092,1
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-PCF,OSR4-RET40-BP-CFP-PCF,reversal_bm_cfp_pcf,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + 1 - RANK(ratio_pcf_ocf_ttm)) / 4",2.6685920000000003,,,0.8,3,OSR3-RET40-BP-CFP (+0.879124); OSR4-RET40-BP-CFP-VAL2 (+0.856506); OSR4-RET40-BP-CFP-SP (+0.848855),OSR3-RET40-BP-CFP,0.8791241551696015,0.8791241551696015,3
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV2,OSR4-RET40-BP-CFP-REV2,reversal_bm_cfp_rev2,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 4",2.3675200000000007,,,0.8,7,OSR4-RET40-BP-CFP-REV3 (+0.981831); OSR3-RET40-BP-REV2 (+0.914059); OSR3-RET40-BP-INTERACT (+0.892870); OSR3-RET40-BP-EQ (+0.880339); OSR3-RET40-BP-MA63 (+0.861697); OSR2-RET40 (+0.809362); OSR2-RET40 (+0.809362),OSR4-RET40-BP-CFP-REV3,0.981830706957961,0.981830706957961,7
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV3,OSR4-RET40-BP-CFP-REV3,reversal_bm_cfp_rev3,"(3 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 5",1.6346559999999997,,,0.8,8,OSR4-RET40-BP-CFP-REV2 (+0.981831); OSR3-RET40-BP-REV2 (+0.952036); OSR3-RET40-BP-INTERACT (+0.947385); OSR2-RET40 (+0.903276); OSR2-RET40 (+0.903276); OSR3-RET40-BP-EQ (+0.866102); OSR3-RET40-BP-MA63 (+0.839674); COMBO-DIRECT-OSR2-CHIP-EQ (+0.808653),OSR4-RET40-BP-CFP-REV2,0.981830706957961,0.981830706957961,8
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-SP,OSR4-RET40-BP-CFP-SP,reversal_bm_cfp_sp,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + RANK(ratio_sp_ttm)) / 4",2.8768000000000002,,,0.8,5,OSR3-RET40-BP-CFP (+0.906791); OSR4-RET40-BP-CFP-VAL2 (+0.903931); OSR4-RET40-BP-CFP-PCF (+0.848855); OSR3-RET40-BP-VAL2 (+0.813557); OSR3-RET40-BP-MA63 (+0.800315),OSR3-RET40-BP-CFP,0.90679069354184,0.90679069354184,5
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-TSRANK756,OSR4-RET40-BP-CFP-TSRANK756,reversal_bm_cfp_tsrank756,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756)) + RANK(TS_RANK(ratio_cfp_ttm,756))) / 3",2.461280000000002,,,0.8,1,OSR3-RET40-BP-TSRANK756 (+0.869653),OSR3-RET40-BP-TSRANK756,0.8696532759744203,0.8696532759744203,1
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-VAL2,OSR4-RET40-BP-CFP-VAL2,reversal_bm_cfp_val2,"(RANK(1 - RETURNS(CLOSE,40)) + 2 * RANK(ratio_bm_ttm) + 2 * RANK(ratio_cfp_ttm)) / 5",3.5587040000000005,,,0.8,3,OSR3-RET40-BP-CFP (+0.961428); OSR4-RET40-BP-CFP-SP (+0.903931); OSR4-RET40-BP-CFP-PCF (+0.856506),OSR3-RET40-BP-CFP,0.9614277501278048,0.9614277501278048,3
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-VAL3,OSR4-RET40-BP-CFP-VAL3,reversal_bm_cfp_val3,"(RANK(1 - RETURNS(CLOSE,40)) + 3 * RANK(ratio_bm_ttm) + 3 * RANK(ratio_cfp_ttm)) / 7",3.30728,,,0.8,1,OSR4-RET40-BP-CFP-MA63 (+0.864713),OSR4-RET40-BP-CFP-MA63,0.864712867124092,0.864712867124092,1
size-only-20260911-candidates.report:SIZE-ONLY-20260911,SIZE-ONLY-20260911,size_only,RANK(MARKET_CAP),21.433287999999997,,,0.8,2,VERIFY-G260910-13 (-0.805576); VERIFY10-G260910-13 (-0.805576),VERIFY-G260910-13,-0.8055761556037307,0.8055761556037307,2
t10-more-additions-20260911-candidates.report:T10-ADD-AGG-IMPACT-20260911,T10-ADD-AGG-IMPACT-20260911,t10_size_plus_impact_aggregate,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1),60) / (SUM(AMOUNT,60) + 1))) / 6",19.759592,,,0.8,11,T10-ADD-DOWNSIDE-IMPACT-20260911 (+0.999403); T10-ADD-G13-20260911 (+0.998728); T10-SIZE-PLUS-IMPACT (+0.978563); T10-SIZE-PLUS-IMPACT-WC (+0.939331); T10-ADD-BM-20260911 (+0.936370); T10-ADD-FSCORE-20260911 (+0.929318); T10-ADD-DD120-20260911 (+0.922019); T10-NOMCAP-PLUS-IMPACT (+0.892009); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ (+0.875798); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD (+0.875798); T10-SIZE-PLUS-WC-MCAP (+0.835382),T10-ADD-DOWNSIDE-IMPACT-20260911,0.9994033584758258,0.9994033584758258,11
t10-additions-20260911-candidates.report:T10-ADD-BM-20260911,T10-ADD-BM-20260911,t10_size_plus_impact_bm,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(book_to_market_ratio_lf)) / 6",18.092280000000002,,,0.8,14,T10-SIZE-PLUS-IMPACT (+0.956581); T10-ADD-DOWNSIDE-IMPACT-20260911 (+0.940802); T10-ADD-AGG-IMPACT-20260911 (+0.936370); T10-ADD-G13-20260911 (+0.933128); T10-SIZE-PLUS-IMPACT-WC (+0.929950); T10-ADD-FSCORE-20260911 (+0.919977); T10-NOMCAP-PLUS-IMPACT (+0.917579); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ (+0.913453); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD (+0.913453); T10-ADD-DD120-20260911 (+0.913030); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ (+0.895247); T10-SIZE-PLUS-WC-MCAP (+0.883441); OSR2-RET40-TURN-BIAS-PAPER-EQ (+0.867864); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD (+0.867864),T10-SIZE-PLUS-IMPACT,0.9565808263288768,0.9565808263288768,14
t10-additions-20260911-candidates.report:T10-ADD-DD120-20260911,T10-ADD-DD120-20260911,t10_size_plus_impact_dd120,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(1-CLOSE/TS_MAX(CLOSE,120))) / 6",16.834384,,,0.8,15,T10-SIZE-PLUS-IMPACT (+0.968230); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ (+0.965092); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD (+0.965092); T10-NOMCAP-PLUS-IMPACT (+0.945362); T10-ADD-DOWNSIDE-IMPACT-20260911 (+0.929794); T10-ADD-AGG-IMPACT-20260911 (+0.922019); T10-ADD-G13-20260911 (+0.921770); T10-SIZE-PLUS-IMPACT-WC (+0.918366); T10-ADD-FSCORE-20260911 (+0.917089); T10-ADD-BM-20260911 (+0.913030); T10-SIZE-PLUS-WC-MCAP (+0.903498); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ (+0.873419); COMBO-DIRECT-OSR2-CHIP-TURN-EQ (+0.847210); OSR2-RET40-TURN-BIAS-PAPER-EQ (+0.800711); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD (+0.800711),T10-SIZE-PLUS-IMPACT,0.9682297397533414,0.9682297397533414,15
t10-more-additions-20260911-candidates.report:T10-ADD-DOWNSIDE-IMPACT-20260911,T10-ADD-DOWNSIDE-IMPACT-20260911,t10_size_plus_impact_downside,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(SUM((ABS(CLOSE / DELAY(CLOSE,1) - 1) - (CLOSE / DELAY(CLOSE,1) - 1)) / 2,60) / (SUM(AMOUNT,60) + 1))) / 6",19.39004,,,0.8,11,T10-ADD-AGG-IMPACT-20260911 (+0.999403); T10-ADD-G13-20260911 (+0.997828); T10-SIZE-PLUS-IMPACT (+0.982418); T10-SIZE-PLUS-IMPACT-WC (+0.942568); T10-ADD-BM-20260911 (+0.940802); T10-ADD-FSCORE-20260911 (+0.933438); T10-ADD-DD120-20260911 (+0.929794); T10-NOMCAP-PLUS-IMPACT (+0.901036); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ (+0.885441); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD (+0.885441); T10-SIZE-PLUS-WC-MCAP (+0.843842),T10-ADD-AGG-IMPACT-20260911,0.9994033584758258,0.9994033584758258,11
t10-more-additions-20260911-candidates.report:T10-ADD-FSCORE-20260911,T10-ADD-FSCORE-20260911,t10_size_plus_impact_fscore,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK((IF(oper_roa_net_ttm > 0,1,0) + IF(cfd_ocf_to_debt_ttm > 0,1,0) + IF(oper_roa_net_ttm > oper_roa_net_lyr,1,0) + IF(cfd_surplus_cash_multi_ttm > 1,1,0) + IF(fin_debt_to_asset_ttm < fin_debt_to_asset_lyr,1,0) + IF(fin_current_ratio_ttm > fin_current_ratio_lyr,1,0) + IF(oper_gross_margin_ttm > oper_gross_margin_lyr,1,0) + IF(oper_total_asset_turnover_ttm > oper_total_asset_turnover_lyr,1,0)) / 8)) / 6",17.476064,,,0.8,14,T10-SIZE-PLUS-IMPACT (+0.952093); T10-ADD-DOWNSIDE-IMPACT-20260911 (+0.933438); T10-ADD-AGG-IMPACT-20260911 (+0.929318); T10-ADD-G13-20260911 (+0.926238); T10-SIZE-PLUS-IMPACT-WC (+0.920693); T10-ADD-BM-20260911 (+0.919977); T10-ADD-DD120-20260911 (+0.917089); T10-NOMCAP-PLUS-IMPACT (+0.913448); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ (+0.912415); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD (+0.912415); T10-SIZE-PLUS-WC-MCAP (+0.880958); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ (+0.844128); OSR2-RET40-TURN-BIAS-PAPER-EQ (+0.818097); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD (+0.818097),T10-SIZE-PLUS-IMPACT,0.9520927665848401,0.9520927665848401,14
t10-additions-20260911-candidates.report:T10-ADD-G13-20260911,T10-ADD-G13-20260911,t10_size_plus_impact_g13,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)) / 6",19.622616,,,0.8,11,T10-ADD-AGG-IMPACT-20260911 (+0.998728); T10-ADD-DOWNSIDE-IMPACT-20260911 (+0.997828); T10-SIZE-PLUS-IMPACT (+0.976706); T10-SIZE-PLUS-IMPACT-WC (+0.937088); T10-ADD-BM-20260911 (+0.933128); T10-ADD-FSCORE-20260911 (+0.926238); T10-ADD-DD120-20260911 (+0.921770); T10-NOMCAP-PLUS-IMPACT (+0.885883); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ (+0.873917); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD (+0.873917); T10-SIZE-PLUS-WC-MCAP (+0.833062),T10-ADD-AGG-IMPACT-20260911,0.9987282214398131,0.9987282214398131,11
t10-nomcap-plus-impact-20260911-candidates.report:T10-NOMCAP-PLUS-IMPACT,T10-NOMCAP-PLUS-IMPACT,t10_nomcap_plus_impact,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 4",14.225216,,,0.8,17,COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ (+0.968719); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD (+0.968719); T10-SIZE-PLUS-IMPACT (+0.952999); T10-ADD-DD120-20260911 (+0.945362); COMBO-DIRECT-OSR2-CHIP-TURN-EQ (+0.929900); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ (+0.928555); T10-ADD-BM-20260911 (+0.917579); T10-ADD-FSCORE-20260911 (+0.913448); T10-SIZE-PLUS-WC-MCAP (+0.911259); T10-SIZE-PLUS-IMPACT-WC (+0.907902); T10-ADD-DOWNSIDE-IMPACT-20260911 (+0.901036); T10-ADD-AGG-IMPACT-20260911 (+0.892009); T10-ADD-G13-20260911 (+0.885883); OSR2-RET40-TURN-BIAS-EQ (+0.871111); OSR2-RET40-TURN-BIAS-PAPER-EQ (+0.860999); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD (+0.860999); COMBO-DIRECT-OSR2-CHIP-EQ (+0.828802),COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ,0.9687185637679088,0.9687185637679088,17
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-IMPACT,T10-SIZE-PLUS-IMPACT,t10_size_plus_impact,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 5",18.157232,,,0.8,15,T10-ADD-DOWNSIDE-IMPACT-20260911 (+0.982418); T10-ADD-AGG-IMPACT-20260911 (+0.978563); T10-ADD-G13-20260911 (+0.976706); T10-ADD-DD120-20260911 (+0.968230); T10-ADD-BM-20260911 (+0.956581); T10-SIZE-PLUS-IMPACT-WC (+0.955453); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ (+0.955010); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD (+0.955010); T10-NOMCAP-PLUS-IMPACT (+0.952999); T10-ADD-FSCORE-20260911 (+0.952093); T10-SIZE-PLUS-WC-MCAP (+0.903611); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ (+0.865616); OSR2-RET40-TURN-BIAS-PAPER-EQ (+0.824737); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD (+0.824737); COMBO-DIRECT-OSR2-CHIP-TURN-EQ (+0.805750),T10-ADD-DOWNSIDE-IMPACT-20260911,0.9824182392495905,0.9824182392495905,15
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-IMPACT-WC,T10-SIZE-PLUS-IMPACT-WC,t10_size_plus_impact_wc,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1)) + RANK((CURRENT_ASSETS-INVENTORY-CURRENT_LIABILITIES)/(ABS(MARKET_CAP)+1))) / 6",17.443168,,,0.8,14,T10-SIZE-PLUS-WC-MCAP (+0.960693); T10-SIZE-PLUS-IMPACT (+0.955453); T10-ADD-DOWNSIDE-IMPACT-20260911 (+0.942568); T10-ADD-AGG-IMPACT-20260911 (+0.939331); T10-ADD-G13-20260911 (+0.937088); T10-ADD-BM-20260911 (+0.929950); T10-ADD-FSCORE-20260911 (+0.920693); T10-ADD-DD120-20260911 (+0.918366); T10-NOMCAP-PLUS-IMPACT (+0.907902); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ (+0.906949); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD (+0.906949); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ (+0.837497); OSR2-RET40-TURN-BIAS-PAPER-EQ (+0.807917); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD (+0.807917),T10-SIZE-PLUS-WC-MCAP,0.9606926110353403,0.9606926110353403,14
t10-newdirections-20260911-candidates.report:T10-SIZE-PLUS-WC-MCAP,T10-SIZE-PLUS-WC-MCAP,t10_size_plus_wc_mcap,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504)) + RANK(-ZSCORE(RANK(MARKET_CAP))) + RANK((CURRENT_ASSETS-INVENTORY-CURRENT_LIABILITIES)/(ABS(MARKET_CAP)+1))) / 5",14.581016,,,0.8,16,T10-SIZE-PLUS-IMPACT-WC (+0.960693); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ (+0.936281); COMBO-DIRECT-OSR2-CHIP-TURN-SIZE-EQ-2026YTD (+0.936281); T10-NOMCAP-PLUS-IMPACT (+0.911259); T10-SIZE-PLUS-IMPACT (+0.903611); T10-ADD-DD120-20260911 (+0.903498); COMBO-DIRECT-OSR2-CHIP-TURN-PAPER-EQ (+0.894390); T10-ADD-BM-20260911 (+0.883441); T10-ADD-FSCORE-20260911 (+0.880958); COMBO-DIRECT-OSR2-CHIP-TURN-EQ (+0.861622); T10-ADD-DOWNSIDE-IMPACT-20260911 (+0.843842); OSR2-RET40-TURN-BIAS-PAPER-EQ (+0.839560); OSR2-RET40-TURN-BIAS-PAPER-EQ-2026-YTD (+0.839560); T10-ADD-AGG-IMPACT-20260911 (+0.835382); T10-ADD-G13-20260911 (+0.833062); OSR2-RET40-TURN-BIAS-EQ (+0.801220),T10-SIZE-PLUS-IMPACT-WC,0.9606926110353403,0.9606926110353403,16
verify-field-scan-20260910-candidates.report:VERIFY-E260910-04,VERIFY-E260910-04,book_to_market_lf_minus_size,RANK(book_to_market_ratio_lf) - RANK(MARKET_CAP),17.75808,,,0.8,5,VERIFY10-E260910-04 (+1.000000); VERIFY-F260910-12 (+0.900770); VERIFY10-F260910-12 (+0.900770); paper-derived-composite (+0.816668); paper-derived-composite (+0.816668),VERIFY10-E260910-04,1.0,1.0,5
verify-field-scan-20260910-candidates.report:VERIFY-F260910-12,VERIFY-F260910-12,book_to_market_lf_plus_impact,"RANK(book_to_market_ratio_lf) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",15.588864000000001,,,0.8,3,VERIFY10-F260910-12 (+1.000000); VERIFY-E260910-04 (+0.900770); VERIFY10-E260910-04 (+0.900770),VERIFY10-F260910-12,1.0,1.0,3
verify-field-scan-20260910-candidates.report:VERIFY-G260910-13,VERIFY-G260910-13,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",14.700511999999998,,,0.8,3,VERIFY10-G260910-13 (+1.000000); H03-T10-SINGLE (+0.965583); SIZE-ONLY-20260911 (-0.805576),VERIFY10-G260910-13,1.0,1.0,3
verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-E260910-04,VERIFY10-E260910-04,book_to_market_lf_minus_size,RANK(book_to_market_ratio_lf) - RANK(MARKET_CAP),16.74068,,,0.8,5,VERIFY-E260910-04 (+1.000000); VERIFY-F260910-12 (+0.900770); VERIFY10-F260910-12 (+0.900770); paper-derived-composite (+0.816668); paper-derived-composite (+0.816668),VERIFY-E260910-04,1.0,1.0,5
verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-F260910-12,VERIFY10-F260910-12,book_to_market_lf_plus_impact,"RANK(book_to_market_ratio_lf) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",15.046176,,,0.8,3,VERIFY-F260910-12 (+1.000000); VERIFY-E260910-04 (+0.900770); VERIFY10-E260910-04 (+0.900770),VERIFY-F260910-12,1.0,1.0,3
verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-G260910-13,VERIFY10-G260910-13,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",13.944184,,,0.8,3,VERIFY-G260910-13 (+1.000000); H03-T10-SINGLE (+0.965583); SIZE-ONLY-20260911 (-0.805576),VERIFY-G260910-13,1.0,1.0,3
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,asset_growth,RANK(gr_total_asset_lyr),0.76496,,,0.8,0,,paper-derived-composite,-0.4775407711883769,0.4775407711883769,1
paper-derived-composite-cycle10-candidates.report:paper-derived-composite,paper-derived-composite,paper_composite,ZSCORE(RANK(book_to_market_ratio_lyr))+ZSCORE(RANK(oper_roe_lyr))-ZSCORE(RANK(gr_total_asset_lyr))-ZSCORE(RANK(MARKET_CAP)),11.202328,,,0.8,3,paper-derived-composite (+1.000000); VERIFY-E260910-04 (+0.816668); VERIFY10-E260910-04 (+0.816668),paper-derived-composite,1.0,1.0,3
paper-derived-full.report:paper-derived-composite,paper-derived-composite,paper_composite,ZSCORE(RANK(book_to_market_ratio_lyr))+ZSCORE(RANK(oper_roe_lyr))-ZSCORE(RANK(gr_total_asset_lyr))-ZSCORE(RANK(MARKET_CAP)),11.408832,,,0.8,3,paper-derived-composite (+1.000000); VERIFY-E260910-04 (+0.816668); VERIFY10-E260910-04 (+0.816668),paper-derived-composite,1.0,1.0,3
