factor_id,factor_name,report,handler,formula,platform_net_excess_pct,platform_rank_ic,platform_direction,visible_composite,assignment_status,assigned_cluster,high_correlation_clusters,high_correlation_links,heuristic_components,nearest_base_factor,nearest_base_rho,nearest_base_abs_rho,reason
turnover-cost-cycle10-candidates.report:OSR-RSI14-20D,OSR-RSI14-20D,turnover-cost-cycle10-candidates.report.csv,rsi14,"RANK(1 - RSI(CLOSE,14) / 100)",-4.676759999999999,0.0664,1,False,new_independent_cluster,N01,N01,"[{""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""0.9038012681211764""}, {""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""0.9038012681211764""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""0.8110935495275533""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""0.8110935495275533""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""0.8110935495275533""}, {""cluster"": ""N01"", ""factor"": ""OSR-MA20-20D"", ""rho"": ""0.8777619391786947""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""OSR-Z20-20D"", ""rho"": ""0.8727316460402229""}, {""cluster"": ""N01"", ""factor"": ""OSR2-MODERATE-RSI35"", ""rho"": ""0.80362523088053""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""0.8110935495275533""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""0.8110935495275533""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""0.8110935495275533""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-CLOSE20-MOM-20260912"", ""rho"": ""-0.8110935555945081""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-CLOSE20-MOM-20260911"", ""rho"": ""-0.8110935555945081""}]",,OSR2-DD60,0.6868591533373413,0.6868591533373413,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-candidates.report:OSR-Z20-20D,OSR-Z20-20D,oversold-rebound-candidates.report.csv,zscore20_low,"RANK(1 - TS_ZSCORE(CLOSE,20))",-19.489344000000003,0.0491,1,False,new_independent_cluster,N01,N01,"[{""cluster"": ""N01"", ""factor"": ""OSR-RET10-20D"", ""rho"": ""0.8017776709121881""}, {""cluster"": ""N01"", ""factor"": ""OSR-MA20-20D"", ""rho"": ""0.8841879105108095""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""0.8727316460402229""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""0.8727316460402229""}]",,OSR2-DD60,0.5297646265622862,0.5297646265622862,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-recovery-candidates.report:OSR2-MODERATE-RSI35,OSR2-MODERATE-RSI35,oversold-rebound-recovery-candidates.report.csv,rsi35,"RANK(IF(RSI(CLOSE,14)<50,-ABS(RSI(CLOSE,14)-35),-99999))",-18.051167999999997,0.0389,1,False,new_independent_cluster,N01,N01,"[{""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""0.80362523088053""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""0.80362523088053""}]",,OSR2-RET40,0.5500529721879971,0.5500529721879971,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-recovery-candidates.report:OSR2-RET20,OSR2-RET20,oversold-rebound-recovery-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",-8.544832,0.0637,1,False,new_independent_cluster,N01,N01,"[{""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""0.8792842515086297""}, {""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""0.8792842515086297""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""OSR-MA20-20D"", ""rho"": ""0.8000388306627346""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""0.8110935495275533""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""0.8110935495275533""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-CLOSE20-MOM-20260912"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-OPEN20-MOM-20260912"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-CLOSE20-MOM-20260911"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-OPEN20-MOM-20260911"", ""rho"": ""-0.9692924575305732""}]",,OSR2-RET40,0.6084004421195814,0.6084004421195814,no 0.80 edge to existing base clusters; formed a new connected component
turnover-cost-cycle10-candidates.report:OSR2-RET20,OSR2-RET20,turnover-cost-cycle10-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",-0.10252000000000017,0.0881,1,False,new_independent_cluster,N01,N01,"[{""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""0.8792842515086297""}, {""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""0.8792842515086297""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""OSR-MA20-20D"", ""rho"": ""0.8000388306627346""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""0.8110935495275533""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""0.8110935495275533""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-CLOSE20-MOM-20260912"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-OPEN20-MOM-20260912"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-CLOSE20-MOM-20260911"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-OPEN20-MOM-20260911"", ""rho"": ""-0.9692924575305732""}]",,OSR2-RET40,0.6084004421195814,0.6084004421195814,no 0.80 edge to existing base clusters; formed a new connected component
workflow-6aa40282-singles.report:WF6AA4-CLOSE20-MOM-20260911,WF6AA4-CLOSE20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",-42.833712000000006,-0.088,1,False,new_independent_cluster,N01,N01,"[{""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""-0.8792842536530596""}, {""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""-0.8792842536530596""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""OSR-MA20-20D"", ""rho"": ""-0.8000388356928299""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""-0.8110935555945081""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""-0.8110935555945081""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-CLOSE20-MOM-20260912"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-OPEN20-MOM-20260912"", ""rho"": ""0.9692924574409743""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-OPEN20-MOM-20260911"", ""rho"": ""0.9692924574409743""}]",,OSR2-RET40,-0.6084004421268058,0.6084004421268058,no 0.80 edge to existing base clusters; formed a new connected component
workflow-6aa40282-singles-d0.report:WF6AA4-D0-CLOSE20-MOM-20260912,WF6AA4-D0-CLOSE20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",-0.10252000000000017,-0.088,0,False,new_independent_cluster,N01,N01,"[{""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""-0.8792842536530596""}, {""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""-0.8792842536530596""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""OSR-MA20-20D"", ""rho"": ""-0.8000388356928299""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""-0.8110935555945081""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""-0.9999999997927121""}, {""cluster"": ""N01"", ""factor"": ""OSR-RSI14-20D"", ""rho"": ""-0.8110935555945081""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-OPEN20-MOM-20260912"", ""rho"": ""0.9692924574409743""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-CLOSE20-MOM-20260911"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-OPEN20-MOM-20260911"", ""rho"": ""0.9692924574409743""}]",,OSR2-RET40,-0.6084004421268058,0.6084004421268058,no 0.80 edge to existing base clusters; formed a new connected component
workflow-6aa40282-singles-d0.report:WF6AA4-D0-OPEN20-MOM-20260912,WF6AA4-D0-OPEN20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",-0.23581600000000158,-0.0843,0,False,new_independent_cluster,N01,N01,"[{""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""-0.8372572838018466""}, {""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""-0.8372572838018466""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-CLOSE20-MOM-20260912"", ""rho"": ""0.9692924574409743""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-CLOSE20-MOM-20260911"", ""rho"": ""0.9692924574409743""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-OPEN20-MOM-20260911"", ""rho"": ""1.0""}]",,OSR2-RET40,-0.5896880156182305,0.5896880156182305,no 0.80 edge to existing base clusters; formed a new connected component
workflow-6aa40282-singles.report:WF6AA4-OPEN20-MOM-20260911,WF6AA4-OPEN20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",-41.562712000000005,-0.0843,1,False,new_independent_cluster,N01,N01,"[{""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""-0.8372572838018466""}, {""cluster"": ""N01"", ""factor"": ""F-A18"", ""rho"": ""-0.8372572838018466""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""DLS14-STREV-20D"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""HT13-REVERSAL-20D"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""OSR2-RET20"", ""rho"": ""-0.9692924575305732""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-CLOSE20-MOM-20260912"", ""rho"": ""0.9692924574409743""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-D0-OPEN20-MOM-20260912"", ""rho"": ""1.0""}, {""cluster"": ""N01"", ""factor"": ""WF6AA4-CLOSE20-MOM-20260911"", ""rho"": ""0.9692924574409743""}]",,OSR2-RET40,-0.5896880156182305,0.5896880156182305,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-GROWTH-NP,HT13-GROWTH-NP,huatai-series13-candidates.report.csv,growth_net_profit,gr_net_profit_ttm,-4.437024,-0.0042,1,False,new_independent_cluster,N02,N02,"[{""cluster"": ""N02"", ""factor"": ""NEW-GROWTH-REV-TTM"", ""rho"": ""0.9496615342914781""}]",,NONHT-CHIP-COST-250,-0.25449023821471706,0.25449023821471706,no 0.80 edge to existing base clusters; formed a new connected component
high-potential-5-20260910-candidates.report:NEW-GROWTH-REV-TTM,NEW-GROWTH-REV-TTM,high-potential-5-20260910-candidates.report.csv,growth_revenue,RANK(gr_revenue_ttm),-2.219848,-0.0004,1,False,new_independent_cluster,N02,N02,"[{""cluster"": ""N02"", ""factor"": ""HT13-GROWTH-NP"", ""rho"": ""0.9496615342914781""}]",,NONHT-CHIP-COST-250,-0.24910988291690986,0.24910988291690986,no 0.80 edge to existing base clusters; formed a new connected component
high-potential-5-20260910-candidates.report:NEW-GROWTH-ROE-TTM,NEW-GROWTH-ROE-TTM,high-potential-5-20260910-candidates.report.csv,growth_roe,RANK(gr_roe_ttm),-2.431872,0.0113,1,False,new_independent_cluster,N03,,[],,NONHT-CHIP-COST-250,-0.11757548160464744,0.11757548160464744,no 0.80 edge to existing base clusters; formed a new connected component
high-potential-5-20260910-candidates.report:NEW-HIST-ROE-6Q,NEW-HIST-ROE-6Q,high-potential-5-20260910-candidates.report.csv,quality_roe_tsrank756,"TS_RANK(oper_roe_ttm,756)",-2.711384,-0.0022,1,False,new_independent_cluster,N04,,[],,NONHT-CHIP-COST-250,-0.19212896863157897,0.19212896863157897,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-VALUE-EP,HT13-VALUE-EP,huatai-series13-candidates.report.csv,value_ep,ratio_ep_ttm,-3.876608,0.0174,1,False,new_independent_cluster,N05,,[],,NEW-VALUE-EVEBITDA,-0.3902520405443099,0.3902520405443099,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-VALUE-OCFP-LOW-PCF,HT13-VALUE-OCFP-LOW-PCF,huatai-series13-candidates.report.csv,value_pcf,ratio_pcf_ocf_ttm,-2.8355360000000003,-0.013,0,False,new_independent_cluster,N06,,[],,HT13-VALUE-SP,-0.2747757311862475,0.2747757311862475,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-GROWTH-OCF,HT13-GROWTH-OCF,huatai-series13-candidates.report.csv,growth_ocf,gr_ocf_ttm,-0.6043680000000002,0.0034,1,False,new_independent_cluster,N07,,[],,NONHT-CHIP-COST-250,-0.05711156809647724,0.05711156809647724,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-TURN-STD-1M,HT13-TURN-STD-1M,huatai-series13-candidates.report.csv,turnover_std21,"STDDEV(TURNOVER,21)",-4.2477279999999995,-0.0671,0,False,new_independent_cluster,N08,,[],,HT13-TURN-BIAS-1M,0.5456054197380504,0.5456054197380504,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-VOL-STD-1M,HT13-VOL-STD-1M,huatai-series13-candidates.report.csv,volatility21,"STDDEV(RETURNS(CLOSE,1),21)",-8.233471999999999,-0.0722,0,False,new_independent_cluster,N09,N09,"[{""cluster"": ""N09"", ""factor"": ""NONHT-MAX-LOW-21D"", ""rho"": ""-0.8691839573671195""}, {""cluster"": ""N09"", ""factor"": ""OSR-SCALED-RET5-20D"", ""rho"": ""-0.9842174596135217""}]",,NONHT-RESVOL-LOW,-0.5900203351374744,0.5900203351374744,no 0.80 edge to existing base clusters; formed a new connected component
nonhuatai-factor-6-20260909.report:NONHT-MAX-LOW-21D,NONHT-MAX-LOW-21D,nonhuatai-factor-6-20260909.report.csv,max_return21_low,"RANK(-TS_MAX(RETURNS(CLOSE,1),21))",-5.908552,0.0862,1,False,new_independent_cluster,N09,N09,"[{""cluster"": ""N09"", ""factor"": ""HT13-VOL-STD-1M"", ""rho"": ""-0.8691839573671195""}, {""cluster"": ""N09"", ""factor"": ""OSR-SCALED-RET5-20D"", ""rho"": ""0.8710807854849905""}]",,HT13-TURN-BIAS-1M,-0.49939240536466883,0.49939240536466883,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-candidates.report:OSR-SCALED-RET5-20D,OSR-SCALED-RET5-20D,oversold-rebound-candidates.report.csv,scaled_reversal5,"RANK((1 - RETURNS(CLOSE,5)) / (STDDEV(RETURNS(CLOSE,1),20) + 0.0001))",-8.780608,0.0767,1,False,new_independent_cluster,N09,N09,"[{""cluster"": ""N09"", ""factor"": ""HT13-VOL-STD-1M"", ""rho"": ""-0.9842174596135217""}, {""cluster"": ""N09"", ""factor"": ""NONHT-MAX-LOW-21D"", ""rho"": ""0.8710807854849905""}]",,NONHT-RESVOL-LOW,0.5756314377992556,0.5756314377992556,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-QUALITY-ROE,HT13-QUALITY-ROE,huatai-series13-candidates.report.csv,quality_roe,oper_roe_ttm,-11.205248,-0.0069,1,False,new_independent_cluster,N10,N10,"[{""cluster"": ""N10"", ""factor"": ""REPORT-ROIC-TTM-10D-20260910"", ""rho"": ""0.9623922256539326""}]",,SIZE-ONLY-20260911,0.3773891448695466,0.3773891448695466,no 0.80 edge to existing base clusters; formed a new connected component
report-backed-20260910-candidates.report:REPORT-ROIC-TTM-10D-20260910,REPORT-ROIC-TTM-10D-20260910,report-backed-20260910-candidates.report.csv,quality_roic,RANK(oper_roic_ttm),-9.5036,-0.0062,1,False,new_independent_cluster,N10,N10,"[{""cluster"": ""N10"", ""factor"": ""HT13-QUALITY-ROE"", ""rho"": ""0.9623922256539326""}]",,paper-derived-asset-growth,0.34576232035907406,0.34576232035907406,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-QUALITY-CASH-DEBT,HT13-QUALITY-CASH-DEBT,huatai-series13-candidates.report.csv,quality_cash_debt,cfd_ocf_to_debt_ttm,-3.1094399999999998,0.0042,1,False,new_independent_cluster,N11,,[],,SIZE-ONLY-20260911,0.1486134948297536,0.1486134948297536,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-HIST-EP-2Q,HT13-HIST-EP-2Q,huatai-series13-candidates.report.csv,value_ep_tsrank126,"TS_RANK(ratio_ep_ttm,126)",-12.172351999999998,0.0211,1,False,new_independent_cluster,N12,,[],,OSR2-RET40,0.2022484236524529,0.2022484236524529,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-HIST-ROA-6Q,HT13-HIST-ROA-6Q,huatai-series13-candidates.report.csv,quality_roa_tsrank756,"TS_RANK(oper_roa_net_ttm,756)",-4.744400000000001,-0.0008,1,False,new_independent_cluster,N13,,[],,NONHT-CHIP-COST-250,-0.16569368355578037,0.16569368355578037,no 0.80 edge to existing base clusters; formed a new connected component
huatai-series13-candidates.report:HT13-ALPHA44,HT13-ALPHA44,huatai-series13-candidates.report.csv,alpha44,"-1 * CORR(HIGH, RANK(VOLUME), 5)",-18.108976000000002,0.0454,1,False,new_independent_cluster,N14,N14,"[{""cluster"": ""N14"", ""factor"": ""HT13-ALPHA44"", ""rho"": ""1.0""}]",,OSR2-RET40,0.14968463226507248,0.14968463226507248,no 0.80 edge to existing base clusters; formed a new connected component
turnover-cost-cycle10-candidates.report:HT13-ALPHA44,HT13-ALPHA44,turnover-cost-cycle10-candidates.report.csv,alpha44,"-1 * CORR(HIGH, RANK(VOLUME), 5)",-9.623712,0.0396,1,False,new_independent_cluster,N14,N14,"[{""cluster"": ""N14"", ""factor"": ""HT13-ALPHA44"", ""rho"": ""1.0""}]",,OSR2-RET40,0.14968463226507248,0.14968463226507248,no 0.80 edge to existing base clusters; formed a new connected component
literature-rankic-optimization-20260909-python.report:NONHT-MAX5-LOW-21D,NONHT-MAX5-LOW-21D,literature-rankic-optimization-20260909-python.report.csv,max5_low21,literature-rankic-optimization-20260909-max5.py,-11.930792,0.0155,1,False,new_independent_cluster,N15,,[],,HT13-VALUE-BP,0.07781674016143882,0.07781674016143882,no 0.80 edge to existing base clusters; formed a new connected component
nonhuatai-factor-6-20260909.report:NONHT-SKEW-LOW-60D,NONHT-SKEW-LOW-60D,nonhuatai-factor-6-20260909.report.csv,skew60_low,"RANK(-TS_SKEW(RETURNS(CLOSE,1),60))",-0.4400720000000007,0.0474,1,False,new_independent_cluster,N16,,[],,HT13-TURN-BIAS-1M,-0.2253308665825138,0.2253308665825138,no 0.80 edge to existing base clusters; formed a new connected component
nonhuatai-factor-6-20260909.report:NONHT-CASH-CONVERSION,NONHT-CASH-CONVERSION,nonhuatai-factor-6-20260909.report.csv,cash_conversion,RANK(cfd_surplus_cash_multi_ttm),-0.02025599999999983,0.012,1,False,new_independent_cluster,N17,,[],,NEW-VALUE-EVEBITDA,-0.35151152093977056,0.35151152093977056,no 0.80 edge to existing base clusters; formed a new connected component
nonhuatai-factor-6-20260909.report:NONHT-LOW-BETA,NONHT-LOW-BETA,nonhuatai-factor-6-20260909.report.csv,beta_low,RANK(-beta),-15.45632,0.0096,1,False,new_independent_cluster,N18,,[],,NONHT-RESVOL-LOW,0.42965099882436764,0.42965099882436764,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-candidates.report:OSR-RET5-20D,OSR-RET5-20D,oversold-rebound-candidates.report.csv,reversal5,"RANK(1 - RETURNS(CLOSE,5))",-30.170239999999996,0.0326,1,False,new_independent_cluster,N19,,[],,OSR2-DD60,0.4025739201915161,0.4025739201915161,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-candidates.report:OSR-DD20-20D,OSR-DD20-20D,oversold-rebound-candidates.report.csv,drawdown20,"RANK(1 - CLOSE / TS_MAX(CLOSE,20))",-12.631472,0.0133,1,False,new_independent_cluster,N20,,[],,OSR2-DD60,0.6548290639546891,0.6548290639546891,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-candidates.report:OSR-MFI14-20D,OSR-MFI14-20D,oversold-rebound-candidates.report.csv,mfi14,"RANK(1 - MFI(CLOSE,HIGH,LOW,VOLUME,14) / 100)",-21.91344,0.0318,1,False,new_independent_cluster,N21,,[],,OSR2-DD60,0.4569900316614536,0.4569900316614536,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-recovery-candidates.report:OSR2-MODERATE-BIAS5,OSR2-MODERATE-BIAS5,oversold-rebound-recovery-candidates.report.csv,moderate_bias5,"RANK(-ABS(MIN(BIAS(CLOSE,20),0)+5))",-22.130256,0.0211,1,False,new_independent_cluster,N22,,[],,OSR2-DD60,0.2747007432986894,0.2747007432986894,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-recovery-candidates.report:OSR2-MODERATE-DD60,OSR2-MODERATE-DD60,oversold-rebound-recovery-candidates.report.csv,moderate_drawdown60,"RANK(-ABS((1 - CLOSE / TS_MAX(CLOSE,60)) - 0.10))",-31.44832,-0.0077,1,False,new_independent_cluster,N23,,[],,OSR2-DD60,-0.3906145394357223,0.3906145394357223,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-recovery-candidates.report:OSR2-RSI-CROSS30,OSR2-RSI-CROSS30,oversold-rebound-recovery-candidates.report.csv,rsi_cross30,"RANK(1 - RSI(CLOSE,14) / 100) * AS_FLOAT(CROSS(RSI(CLOSE,14),30))",-25.603664,0.0018,1,False,new_independent_cluster,N24,,[],,OSR2-RET40,0.08908085388083076,0.08908085388083076,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-recovery-candidates.report:OSR2-PRICE-CROSS-MA5,OSR2-PRICE-CROSS-MA5,oversold-rebound-recovery-candidates.report.csv,ma20_cross5,"RANK(1 - CLOSE / MA(CLOSE,20)) * AS_FLOAT(CROSS(CLOSE,MA(CLOSE,5)))",-30.042975999999996,0.0006,1,False,new_independent_cluster,N25,,[],,OSR2-DD60,-0.013555051859672576,0.013555051859672576,no 0.80 edge to existing base clusters; formed a new connected component
oversold-rebound-recovery-candidates.report:OSR2-SMOOTH-RSI28,OSR2-SMOOTH-RSI28,oversold-rebound-recovery-candidates.report.csv,smooth_rsi28,"RANK(MA(1 - RSI(CLOSE,28) / 100,10))",-1.856224,0.0578,1,False,new_independent_cluster,N26,,[],,OSR2-RET40,0.7998775199348545,0.7998775199348545,no 0.80 edge to existing base clusters; formed a new connected component
paper-derived-full.report:paper-derived-roe,paper-derived-roe,paper-derived-full.report.csv,quality_roe_lyr,RANK(oper_roe_lyr),-13.295488,-0.0114,1,False,new_independent_cluster,N27,,[],,paper-derived-asset-growth,0.5136001779582093,0.5136001779582093,no 0.80 edge to existing base clusters; formed a new connected component
paper-derived-full.report:paper-derived-profitability,paper-derived-profitability,paper-derived-full.report.csv,profitability,RANK(profitability),-4.4671520000000005,0.0287,1,False,new_independent_cluster,N28,,[],,paper-derived-asset-growth,0.3988796657182275,0.3988796657182275,no 0.80 edge to existing base clusters; formed a new connected component
report-backed-20260910-candidates.report:REPORT-HIST-NETMARGIN-6Q-10D-20260910,REPORT-HIST-NETMARGIN-6Q-10D-20260910,report-backed-20260910-candidates.report.csv,quality_net_margin_tsrank378,"TS_RANK(oper_net_margin_ttm,378)",-4.215712,0.0056,1,False,new_independent_cluster,N29,,[],,NONHT-CHIP-COST-250,-0.22569890925026098,0.22569890925026098,no 0.80 edge to existing base clusters; formed a new connected component
