id,name,formula,handler,direction,cycle,platform_five_year_net_pct,five_year_local_net_pct,five_year_local_gross_pct,five_year_turnover_pct,five_year_rank_ic,five_year_periods,five_year_period_coverage,five_year_alignment_quality,five_year_fidelity,five_year_turnover_alignment,five_year_top20_overlap,five_year_status,five_year_reason,recent_2026_local_net_pct,recent_2026_local_gross_pct,recent_2026_turnover_pct,recent_2026_rank_ic,recent_2026_periods,recent_2026_start,recent_2026_end,recent_2026_status,recent_2026_reason,june_2026_local_net_pct,june_2026_local_gross_pct,june_2026_turnover_pct,june_2026_rank_ic,june_2026_periods,june_2026_start,june_2026_end,june_2026_status,june_2026_reason
osr2-ret40-turn-bias-composite-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-EQ,OSR2-RET40-TURN-BIAS-EQ,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504))) / 2",reversal_turn_eq,1,10,7.395975999999998,4.989673652263361,11.978965758087986,46.22547689037449,0.09450534013869433,120,1.0,aligned,direct local market-data reconstruction,comparable,18,available,,-3.1410009905588017,3.32105788511236,42.738484627454774,0.07224558915969666,15,2026-01-09,2026-08-10,available,,30.35519400069151,36.99045439054363,43.88399728738176,0.17501241885965096,5,2026-06-12,2026-08-10,available,
oversold-rebound-recovery-candidates.report:OSR2-DD120,OSR2-DD120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",drawdown120,1,5,4.791456,2.4956661465460743,8.14497728910785,18.681584466143438,0.027020204004800742,241,1.0,aligned,direct local market-data reconstruction,comparable,18,available,,-6.395252399805733,-0.23322032120864372,20.377090207000954,0.002069794927245624,31,2026-01-09,2026-08-24,available,,29.805593078176194,36.65054806072861,22.63543314336115,0.0611589093001172,12,2026-06-05,2026-08-24,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-CFP,OSR3-RET40-BP-CFP,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 3",reversal_bm_cfp,1,5,3.560943999999999,3.435596702458288,9.915443204941388,21.428063830962632,0.06446101873762258,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; CFP component uses cfps_lyr_price selected by the offline proxy diagnosis,comparable,8,available,,2.6182712051718307,9.053431942866714,21.280293444758218,0.04336226164565253,31,2026-01-09,2026-08-24,available,,28.52487107503637,35.24283259984182,22.215481232822274,0.0812484730909304,12,2026-06-05,2026-08-24,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-TSRANK756,OSR3-RET40-BP-TSRANK756,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756))) / 2",reversal_bm_tsrank756,1,5,1.6427359999999993,-2.7797619473681037,6.508060354138633,30.713698086993173,0.07363133173769906,241,1.0,field_or_path_mismatch,Tushare PIT ratio with strict 756-day rolling rank; local history warmup may shorten periods,comparable,4,available,,-3.7153293919941253,5.673010675087466,31.046098105428545,0.05110848764153773,31,2026-01-09,2026-08-24,available,,28.47536617352716,38.53372166906111,33.26175759105143,0.11068430662828761,12,2026-06-05,2026-08-24,available,
positive-cycle10-candidates.report:OSR2-DD120,OSR2-DD120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",drawdown120,1,10,4.246232,1.8107466161883954,5.902850150254166,27.064176812604305,0.034691201893205695,120,1.0,aligned,direct local market-data reconstruction,comparable,18,available,,-13.393153572426986,-9.325023815876056,26.905620083008795,0.006310259173151112,15,2026-01-09,2026-08-10,available,,27.30659732222403,31.289735992837485,26.34350972627948,0.11824210335326957,5,2026-06-12,2026-08-10,available,
positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,"RANK(1 - RETURNS(CLOSE,40))",reversal40,1,10,5.030975999999999,1.7140200901006124,9.953000190222086,54.49060912778753,0.08526468873307808,120,1.0,aligned,direct local market-data reconstruction,comparable,19,available,,-4.112651823520961,3.999440652413022,53.65140526411365,0.06870522082344889,15,2026-01-09,2026-08-10,available,,27.16181616057341,35.290034431757,53.75805734909781,0.1688185203119404,5,2026-06-12,2026-08-10,available,
paper-derived-full.report:paper-derived-composite,paper-derived-composite,ZSCORE(RANK(book_to_market_ratio_lyr))+ZSCORE(RANK(oper_roe_lyr))-ZSCORE(RANK(gr_total_asset_lyr))-ZSCORE(RANK(MARKET_CAP)),paper_composite,1,5,11.408832,9.575899903552674,11.454432864527266,6.212079897402748,0.05736639989708524,241,1.0,aligned,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,19,available,,2.9718974986231013,4.900719229221881,6.378378738752579,0.04428383371430414,31,2026-01-09,2026-08-24,available,,26.897265711761708,28.65806620981559,5.822752969754903,0.08943786006152586,12,2026-06-05,2026-08-24,available,
verify-field-scan-20260910-candidates.report:VERIFY-F260910-12,VERIFY-F260910-12,"RANK(book_to_market_ratio_lf) + RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",book_to_market_lf_plus_impact,1,5,15.588864000000001,13.582992908096337,15.316482491964717,5.732439100093847,0.06185917268608857,241,1.0,aligned,market proxy: cached high/low/amount when present; otherwise open/close range and volume*average-price proxies,comparable,17,available,,9.889193010135472,11.611787197113674,5.696409348472891,0.055757639216074205,31,2026-01-09,2026-08-24,available,,26.751435066871032,28.3389249216164,5.249635763046839,0.09180603139662356,12,2026-06-05,2026-08-24,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-PCF,OSR4-RET40-BP-CFP-PCF,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + 1 - RANK(ratio_pcf_ocf_ttm)) / 4",reversal_bm_cfp_pcf,1,5,2.6685920000000003,1.3379344104529975,6.926836612524019,18.48181945129306,0.05720694815702881,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; CFP component uses cfps_lyr_price selected by the offline proxy diagnosis,comparable,10,available,,0.8988804126158836,6.402709520218183,18.200493080695438,0.041659972059109984,31,2026-01-09,2026-08-24,available,,26.261075623977494,31.88070079110541,18.58341655796269,0.07904313749365198,12,2026-06-05,2026-08-24,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV2,OSR4-RET40-BP-CFP-REV2,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 4",reversal_bm_cfp_rev2,1,5,2.3675200000000007,0.39963403925054597,9.35124259535119,29.601880145835462,0.07506836681210778,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; CFP component uses ocfps_cur_price selected by the offline proxy diagnosis,comparable,8,available,,3.6116733309651914,12.580634606546933,29.659263477452853,0.05312500925886191,31,2026-01-09,2026-08-24,available,,25.234026972331964,34.53750258748388,30.765461690317174,0.09159207123728404,12,2026-06-05,2026-08-24,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-MA63,OSR4-RET40-BP-CFP-MA63,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63)) + RANK(MA(ratio_cfp_ttm,63))) / 3",reversal_bm_cfp_ma63,1,5,2.589456,2.2542576417426115,8.21221245095178,19.702231511935082,0.058534203504297624,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; CFP component uses cfps_cur_price selected by the offline proxy diagnosis,comparable,12,available,,6.974015950347587,12.843900654018697,19.410994390446795,0.0433854452591881,31,2026-01-09,2026-08-24,available,,24.910697168073725,31.444315821106965,21.605881789131082,0.07526505822631076,12,2026-06-05,2026-08-24,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-VAL2,OSR4-RET40-BP-CFP-VAL2,"(RANK(1 - RETURNS(CLOSE,40)) + 2 * RANK(ratio_bm_ttm) + 2 * RANK(ratio_cfp_ttm)) / 5",reversal_bm_cfp_val2,1,5,3.5587040000000005,3.4052325640558254,7.546520148831743,13.69473407663994,0.0535382376999421,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; CFP component uses cfps_lyr_price selected by the offline proxy diagnosis,comparable,13,available,,2.4077721749879126,6.414651626695298,13.2502627371276,0.036911597324888495,31,2026-01-09,2026-08-24,available,,24.200420215441426,28.025758734444683,12.649928964957866,0.06981521859674238,12,2026-06-05,2026-08-24,available,
huatai-turn-bias-positive.report:HT13-TURN-BIAS-1M-POS,HT13-TURN-BIAS-1M-POS,"1 - MA(TURNOVER,21) / MA(TURNOVER,504)",turn_signal,1,5,6.395344000000001,5.160140925953936,9.737691626722173,15.137403111006073,0.06455928516431265,158,1.0,aligned,direct local market-data reconstruction,comparable,20,available,,0.6512655305160917,4.891218209952457,14.021007537818667,0.05192151247548932,32,2026-01-07,2026-08-27,available,,23.24082938066068,27.1851718913337,13.043460683442506,0.09919496932600116,13,2026-06-03,2026-08-27,available,
huatai-series13-candidates.report:HT13-TURN-BIAS-1M,HT13-TURN-BIAS-1M,"MA(TURNOVER,21) / MA(TURNOVER,504) - 1",turn_bias,0,5,6.428368,5.161556434994162,9.740974400350451,15.143577927765506,-0.06455928516431265,158,1.0,field_or_path_mismatch,direct local market-data reconstruction,comparable,5,available,,0.6433991429294544,4.885096547880559,14.026777132774814,-0.05192151247548932,32,2026-01-07,2026-08-27,available,,23.184608164406345,27.126172256960544,13.034272792837964,-0.09919496932600116,13,2026-06-03,2026-08-27,available,
turnover-cost-cycle10-candidates.report:HT-WREV-LOWTURN-21D,HT-WREV-LOWTURN-21D,"(RANK(-SUM(TURNOVER * RETURNS(CLOSE,1),21) / SUM(TURNOVER,21)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504))) / 2",weighted_reversal_lowturn,1,10,2.7122639999999993,3.3222063612874013,11.71129608749542,55.483397660105936,0.09841945765856028,120,1.0,aligned,direct local market-data reconstruction,comparable,18,available,,-6.830891092098082,1.2009853925281513,53.120876221072976,0.07798668139229746,15,2026-01-09,2026-08-10,available,,22.48847608826769,30.559072984975096,53.37696360256221,0.17978260135053797,5,2026-06-12,2026-08-10,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-VAL2,OSR3-RET40-BP-VAL2,"(RANK(1 - RETURNS(CLOSE,40)) + 2 * RANK(ratio_bm_ttm)) / 3",reversal_bm_val2,1,5,3.1676159999999998,0.5871758561905429,7.447679125090688,22.686849434193604,0.07050766436835396,241,1.0,aligned,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,19,available,,1.0876504449693543,7.954705080648897,22.708514006876793,0.04813238705590872,31,2026-01-09,2026-08-24,available,,22.370373271505073,29.883177415962397,24.84392904913136,0.09258541125557775,12,2026-06-05,2026-08-24,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-EQ,OSR3-RET40-BP-EQ,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm)) / 2",reversal_bm_eq,1,5,3.160368,0.043202718896948045,8.884111060308406,29.235808007313025,0.0786008900805165,241,1.0,aligned,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,19,available,,-1.0979489160920133,7.9256515473056774,29.839948622346864,0.05335511620820261,31,2026-01-09,2026-08-24,available,,22.005379261021226,31.674811528488174,31.97563580511557,0.10095266375106755,12,2026-06-05,2026-08-24,available,
positive-cycle10-candidates.report:HT13-TURN-BIAS-1M,HT13-TURN-BIAS-1M,"MA(TURNOVER,21) / MA(TURNOVER,504) - 1",turn_bias,0,10,4.962135999999999,3.9152730622813317,7.8921671165726295,26.302209353778423,-0.07366677931420199,79,1.0,field_or_path_mismatch,direct local market-data reconstruction,comparable,3,available,,-1.5051577567011771,2.2583387973461067,24.890850225180447,-0.06335893375463164,16,2026-01-07,2026-08-20,available,,21.77134811112705,25.339086642033365,23.596154304935943,-0.12814235388405107,6,2026-06-10,2026-08-20,available,
alphaprobe-net1-platform-20260914-candidates.report:F-NET01-PLAT-20260914,F-NET01-PLAT-20260914,"WMA((((1/LOW)/LOW)/VOLUME),40)",wma_low_volume40,1,5,13.628703999999999,10.953308654211861,12.912136657141637,6.477605829794234,0.0674206207081337,241,1.0,field_or_path_mismatch,"direct local reconstruction of WMA((((1/LOW)/LOW)/VOLUME),40) using qfq low and volume",comparable,7,available,,8.748270305928791,10.500145437482008,5.793237868892912,0.05406083816135249,31,2026-01-09,2026-08-24,available,,21.704009864008054,23.213221165126868,4.990778112165396,0.09695952266616163,12,2026-06-05,2026-08-24,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-SP,OSR4-RET40-BP-CFP-SP,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + RANK(ratio_sp_ttm)) / 4",reversal_bm_cfp_sp,1,5,2.8768000000000002,1.9052667850208906,7.170685771175112,17.41209982193856,0.061511057159494946,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; CFP component uses cfps_lyr_price selected by the offline proxy diagnosis,comparable,8,available,,1.515622181935651,6.879251222433562,17.73686852016505,0.04270968160905926,31,2026-01-09,2026-08-24,available,,21.5922123908796,26.830139070233862,17.321186108975724,0.08099273363259585,12,2026-06-05,2026-08-24,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-EP-CFP,OSR3-RET40-BP-EP-CFP,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_ep_ttm) + RANK(ratio_cfp_ttm)) / 4",reversal_bm_ep_cfp,1,5,0.13803199999999993,-1.3656429223421738,3.378258718271237,15.687505425308897,0.05923915735943676,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,13,available,,6.681492928588872,11.707136435876148,16.619191492352098,0.04097627626295401,31,2026-01-09,2026-08-24,available,,21.068939980581764,26.574819831403435,18.20727463896056,0.07044545554517813,12,2026-06-05,2026-08-24,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-REV3,OSR4-RET40-BP-CFP-REV3,"(3 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm)) / 5",reversal_bm_cfp_rev3,1,5,1.6346559999999997,-0.4768092526544962,9.711482556770807,33.69144116873447,0.07550302828720064,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; CFP component uses ocfps_cur_price selected by the offline proxy diagnosis,comparable,10,available,,-0.7819798790003274,9.37761677299453,33.59654977511528,0.051555273538152625,31,2026-01-09,2026-08-24,available,,20.883779563760456,31.226215101039926,34.201175718516765,0.08934456154782812,12,2026-06-05,2026-08-24,available,
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-VAL3,OSR4-RET40-BP-CFP-VAL3,"(RANK(1 - RETURNS(CLOSE,40)) + 3 * RANK(ratio_bm_ttm) + 3 * RANK(ratio_cfp_ttm)) / 7",reversal_bm_cfp_val3,1,5,3.30728,1.836671182294878,5.389306127601208,11.748131432891302,0.045498840729068034,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; CFP component uses cfps_cur_price selected by the offline proxy diagnosis,comparable,14,available,,7.438114284154784,10.93663175256935,11.569171522534939,0.035904730721303235,31,2026-01-09,2026-08-24,available,,20.467211856041928,23.709553850245193,10.722030404111333,0.061682686390425345,12,2026-06-05,2026-08-24,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-REV2,OSR3-RET40-BP-REV2,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm)) / 3",reversal_bm_rev2,1,5,2.477648000000002,-0.5285894742203909,9.876530470861308,34.40846542685747,0.07833549218073335,241,1.0,aligned,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,19,available,,-3.833712320300578,6.655354923121931,34.68606892666174,0.051625681770461125,31,2026-01-09,2026-08-24,available,,19.767582250132108,30.61362217177897,35.86653413243009,0.09544664652568847,12,2026-06-05,2026-08-24,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-INTERACT,OSR3-RET40-BP-INTERACT,"RANK(1 - RETURNS(CLOSE,40)) * (0.5 + 0.5 * RANK(ratio_bm_ttm))",reversal_bm_interact,1,5,2.726032,-0.7201119078584353,9.63508061422532,34.243361514827235,0.07918255815996716,241,1.0,aligned,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,19,available,,-4.670122867230462,5.7900668984704176,34.590574622026715,0.051956723622166,31,2026-01-09,2026-08-24,available,,18.774218708498832,29.440275895804575,35.2713531326248,0.09334476160140481,12,2026-06-05,2026-08-24,available,
verify-field-scan-20260910-candidates.report:VERIFY-G260910-13,VERIFY-G260910-13,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",impact_abs_return60,1,5,14.700511999999998,10.59887013491573,12.126559764878673,5.051883696967403,0.040054823510770714,241,1.0,aligned,market proxy: cached high/low/amount when present; otherwise open/close range and volume*average-price proxies,comparable,15,available,,12.660618445660543,14.301901863008878,5.4275245282683064,0.04653852813217828,31,2026-01-09,2026-08-24,available,,18.684461673172727,20.27055916967704,5.245031403784101,0.07368065726601603,12,2026-06-05,2026-08-24,available,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-MA63,OSR3-RET40-BP-MA63,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63))) / 2",reversal_bm_ma63,1,5,2.4111200000000004,-0.330817758028816,8.251517690034426,28.38073891555305,0.07550934506717395,241,1.0,aligned,Tushare PIT ratio with strict 63-day daily moving average,comparable,18,available,,-1.261277265254701,7.443189127856711,28.784611088331392,0.052014145004152273,31,2026-01-09,2026-08-24,available,,18.480153353781763,27.94831209799064,31.310048757304493,0.09803674860640173,12,2026-06-05,2026-08-24,available,
alphaprobe-gfn-new-20260916-candidates.report:F-GFN-N02-20260916,F-GFN-N02-20260916,BOOK_TO_MARKET_RATIO_LF / OPER_MAIN_PROFIT_TTM,book_to_market_lf_div_oper_main_profit_ttm,1,5,12.274464,,,,,0,0.0,unsupported,Tushare PIT proxy: BOOK_TO_MARKET_RATIO_LF is latest announced equity / total_mv; OPER_MAIN_PROFIT_TTM is TTM (income.revenue - income.oper_cost - income.biz_tax_surchg),unavailable,0,no_local_value,result has no local_net_excess,7.616002366953914,8.916041881293598,4.299072468054511,0.031561677517317935,31,2026-01-09,2026-08-24,available,,15.922429215934017,17.048561909090544,3.7239837736657613,0.05498588369732214,12,2026-06-05,2026-08-24,available,
huatai-series13-candidates.report:HT13-VALUE-BP,HT13-VALUE-BP,ratio_bm_ttm,value_bm,1,5,2.098992,0.5106491135510319,1.7105341057179633,3.967873651345672,0.05064995049522382,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,4,available,,2.2959851080420957,3.549358337480963,4.144752742853397,0.036786626883384,31,2026-01-09,2026-08-24,available,,14.589454977959546,15.837854216412062,4.128304359962021,0.07041424538635445,12,2026-06-05,2026-08-24,available,
huatai-series13-candidates.report:HT13-VALUE-SP,HT13-VALUE-SP,ratio_sp_ttm,value_sp,1,5,0.11094400000000004,-0.42130471185113894,0.39681786597730495,2.7054318049882404,0.031823228244821346,241,1.0,field_or_path_mismatch,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,8,available,,-2.93726650693697,-2.139193005569128,2.6391319489677314,0.026563240847613526,31,2026-01-09,2026-08-24,available,,12.97791490644135,13.748183643081695,2.547184975662514,0.04844489565977323,12,2026-06-05,2026-08-24,available,
oversold-rebound-recovery-candidates.report:OSR2-DD60,OSR2-DD60,"RANK(1 - CLOSE / TS_MAX(CLOSE,60))",drawdown60,1,5,1.9485279999999996,-2.348999547577954,5.394118772649407,25.605550000751858,0.024647448770017392,241,1.0,aligned,direct local market-data reconstruction,comparable,19,available,,-13.685976707948697,-5.844631850682687,25.930373205244745,0.008408066238123771,31,2026-01-09,2026-08-24,available,,7.21430389531809,15.295317517026874,26.722928643216882,0.042251018100158994,12,2026-06-05,2026-08-24,available,
oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,"RANK(1 - RETURNS(CLOSE,40))",reversal40,1,5,1.0300160000000016,-3.089652757058002,8.880453743096231,39.58368551638305,0.06810134339662002,241,1.0,aligned,direct local market-data reconstruction,comparable,19,available,,-11.453532645643163,0.60124692273632,39.863689048873944,0.03975545232009221,31,2026-01-09,2026-08-24,available,,5.770502541072295,17.583734979622655,39.064922085153306,0.07106782315287051,12,2026-06-05,2026-08-24,available,
high-potential-5-20260910-candidates.report:NEW-VALUE-EVEBITDA,NEW-VALUE-EVEBITDA,RANK(-ratio_ev_ebitda_ttm),ev_ebitda_proxy,1,10,3.3196399999999997,3.182322225374359,4.017442050680054,5.523279267894811,-0.007418266069338462,120,1.0,field_or_path_mismatch,PIT proxy: EV uses market cap plus liabilities less cash when present; EBITDA falls back to TTM operating profit,comparable,0,available,,-3.323133516355578,-2.5663154557268353,5.0054104538937985,-0.006773263725495172,15,2026-01-09,2026-08-10,available,,1.334604278400957,1.4891547596624772,1.0221592676026459,0.007047885923748659,5,2026-06-12,2026-08-10,available,
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,RANK(gr_total_asset_lyr),asset_growth,0,5,0.76496,-2.346837688827086,-1.7830699340338585,1.8643113584432123,-0.009747839202350596,241,1.0,aligned,Tushare PIT financial proxy; consolidated statements and reconstructed TTM,comparable,18,available,,-10.587127863050993,-9.849349512226523,2.439743223625895,0.009400134137983077,31,2026-01-09,2026-08-24,available,,1.1005819086086694,1.2223801197710429,0.4027718623094357,-0.021266941964133607,12,2026-06-05,2026-08-24,available,
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,RANK(-residual_volatility),residual_volatility,1,10,0.37087199999999987,-0.18572728725726062,0.9745697405466637,7.673922141560347,0.06706429713676111,94,1.0,field_or_path_mismatch,"proxy: market-model residual volatility, not the platform Barra field",comparable,4,available,,-0.49020492854455033,0.4687381255862319,6.342215966473427,0.06905702817713326,6,2026-01-12,2026-03-31,available,,,,,,,,,unsupported,no usable signal dates in the recent window
ht13-momentum-120d-d0.report:HT13-MOMENTUM-120D-D0,HT13-MOMENTUM-120D-D0,"RETURNS(CLOSE,120)",momentum120,0,10,2.291336000000001,0.4159613260869152,5.730575068873722,35.149561790918035,-0.0679293800879737,120,,field_or_path_mismatch,direct local market-data reconstruction,comparable,,available,,,,,,,,,unsupported,no usable signal dates in the recent window,,,,,,,,unsupported,no usable signal dates in the recent window
alphaprobe-mainline-20260918-candidates.report:F-AP-MAIN-20260918-01,F-AP-MAIN-20260918-01,RANK(book_to_market_ratio_lf / MARKET_CAP),,1,5,18.161312000000002,,,,,,,,,,,unsupported,book_to_market_ratio_lf is not mapped in the local financial cache,,,,,,,,unsupported,book_to_market_ratio_lf is not mapped in the local financial cache,,,,,,,,unsupported,book_to_market_ratio_lf is not mapped in the local financial cache
size-impact-platform-20260918-candidates.report:F-I10-01,F-I10-01,"(RANK(-MARKET_CAP) + RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))) / 2",,1,10,21.424008,,,,,,,,,,,unsupported,market formula needs high/low/amount; use the rich market cache or the explicit local proxy,,,,,,,,unsupported,market formula needs high/low/amount; use the rich market cache or the explicit local proxy,,,,,,,,unsupported,market formula needs high/low/amount; use the rich market cache or the explicit local proxy
pandaai-net15-20260915-candidates.report:F-NET01-PLAT-20260915,F-NET01-PLAT-20260915,"TS_MIN(INTEREST_EXPENSE_MRQ_10,50)",,1,5,5.049664,,,,,,,,,,,unsupported,no local handler for this formula,,,,,,,,unsupported,no local handler for this formula,,,,,,,,unsupported,no local handler for this formula
pandaai-orthogonal-net-20260916-candidates.report:F-NET03-PLAT-20260916,F-NET03-PLAT-20260916,"(1/(REF(EV_NO_CASH_TTM,10)))",,1,5,2.794191999999999,,,,,,,,,,,unsupported,EV/EBITDA fields are not mapped in the local financial cache,,,,,,,,unsupported,EV/EBITDA fields are not mapped in the local financial cache,,,,,,,,unsupported,EV/EBITDA fields are not mapped in the local financial cache
qtld60-platform-python-20260919-candidates.report:F-QTLD60-PY-20260919-01,F-QTLD60-PY-20260919-01,qtld60-platform-python-20260919.py,,1,10,7.32428,,,,,,,,,,,not_in_canonical_report,not in canonical five-year report,,,,,,,,not_in_window_report,not in the 2026 window report,,,,,,,,unsupported,no local handler for this formula
