factor_a_id,factor_a_name,factor_a_report,factor_a_handler,factor_a_formula,factor_a_direction,factor_a_platform_factor_direction,factor_a_platform_factor_id,factor_a_platform_run_id,factor_a_configured_cycle,factor_a_platform_rank_ic,factor_a_platform_ic_mean,factor_a_platform_ic_ir,factor_a_platform_ic_p_value,factor_a_platform_monotonicity,factor_a_platform_gross_excess_pct,factor_a_platform_turnover_pct,factor_a_platform_annual_cost_pct,factor_a_platform_net_excess_pct,factor_a_platform_long_sharpe,factor_a_platform_long_max_drawdown_pct,factor_a_platform_long_monthly_win_rate_pct,factor_a_local_net_excess_pct,factor_b_id,factor_b_name,factor_b_report,factor_b_handler,factor_b_formula,factor_b_direction,factor_b_platform_factor_direction,factor_b_platform_factor_id,factor_b_platform_run_id,factor_b_configured_cycle,factor_b_platform_rank_ic,factor_b_platform_ic_mean,factor_b_platform_ic_ir,factor_b_platform_ic_p_value,factor_b_platform_monotonicity,factor_b_platform_gross_excess_pct,factor_b_platform_turnover_pct,factor_b_platform_annual_cost_pct,factor_b_platform_net_excess_pct,factor_b_platform_long_sharpe,factor_b_platform_long_max_drawdown_pct,factor_b_platform_long_monthly_win_rate_pct,factor_b_local_net_excess_pct,correlation,abs_correlation,high_correlation,days,std,pair_rows,common_stocks_mean,common_stocks_min,common_stocks_max
oversold-rebound-recovery-candidates.report:OSR2-DD120,OSR2-DD120,oversold-rebound-recovery-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9e77906df2a192a47e7347,6a9e7b46ecb163ea7228ca6d,5,0.0329,0.0239,0.1841,0.0046,0.89,11.16,21.06,6.368544,4.791456,0.6278,38.08,58.33,,positive-cycle10-candidates.report:OSR2-DD120,OSR2-DD120,positive-cycle10-candidates.report.csv,drawdown120,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",1,1,6a9fcd73ecb163ea7228cbed,6a9fcd73ecb163ea7228cbee,10,0.0405,0.0285,0.2085,0.0241,0.9,8.69,29.39,4.4437679999999995,4.246232,0.5506,28.55,55.0,,1.0,1.0,True,1211,0.0,5917527,4886.479768786127,4192.0,5170.0
oversold-rebound-recovery-candidates.report:OSR2-RET20,OSR2-RET20,oversold-rebound-recovery-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",1,1,6a9e778fecb163ea7228ca63,6a9e7a7c51cdfe29b2e0b306,5,0.0637,0.0345,0.2552,0.0001,0.69,7.31,52.43,15.854832,-8.544832,0.5685,40.6,56.67,,turnover-cost-cycle10-candidates.report:HT13-REVERSAL-20D,HT13-REVERSAL-20D,turnover-cost-cycle10-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9fb802cffa1665a2100ee8,6a9fb803cffa1665a2100ee9,10,0.0867,0.0654,0.4653,0.0,0.85,10.48,70.89,10.718568,-0.238567999999999,0.6707,33.28,61.67,,1.0,1.0,True,1211,0.0,6023080,4973.641618497109,4420.0,5200.0
oversold-rebound-recovery-candidates.report:OSR2-RET20,OSR2-RET20,oversold-rebound-recovery-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",1,1,6a9e778fecb163ea7228ca63,6a9e7a7c51cdfe29b2e0b306,5,0.0637,0.0345,0.2552,0.0001,0.69,7.31,52.43,15.854832,-8.544832,0.5685,40.6,56.67,,turnover-cost-cycle10-candidates.report:OSR2-RET20,OSR2-RET20,turnover-cost-cycle10-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",1,1,6a9fb83f0f6165ec8f7f34e3,6a9fb8400f6165ec8f7f34e4,10,0.0881,0.054,0.4036,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6723,33.24,61.67,,1.0,1.0,True,1211,0.0,6023080,4973.641618497109,4420.0,5200.0
oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,oversold-rebound-recovery-candidates.report.csv,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1,1,6a9e778fecb163ea7228ca64,6a9e7abba7f535324660b013,5,0.0731,0.0389,0.2718,0.0,0.88,13.25,40.41,12.219983999999998,1.0300160000000016,0.7374,40.2,58.33,,positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,positive-cycle10-candidates.report.csv,reversal40,"RANK(1 - RETURNS(CLOSE,40))",1,1,6a9fcd2d6df2a192a47e765b,6a9fcd2e6df2a192a47e765c,10,0.0908,0.0512,0.3602,0.0001,0.91,13.35,55.02,8.319024,5.030975999999999,0.738,30.05,60.0,,1.0,1.0,True,1211,0.0,6003351,4957.350123864575,4379.0,5196.0
verify-field-scan-20260910-candidates.report:VERIFY-G260910-13,VERIFY-G260910-13,verify-field-scan-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28d80cffa1665a210157c,6aa28d80cffa1665a210157d,5,0.045,0.0346,0.2731,0.0,0.99,16.4,5.62,1.6994879999999999,14.700511999999998,0.8539,42.66,65.0,,verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-G260910-13,VERIFY10-G260910-13,verify-field-scan-cycle10-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28ea3a7f535324660b83a,6aa28ea43e7967143f8fae33,10,0.0559,0.043,0.3041,0.0012,0.98,15.37,9.43,1.425816,13.944184,0.8357,32.54,61.67,,1.0,1.0,True,1211,0.0,5982830,4940.404624277457,4331.0,5192.0
workflow-6aa40282-singles-d0.report:WF6AA4-D0-CLOSE20-MOM-20260912,WF6AA4-D0-CLOSE20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de3351cdfe29b2e0be51,6aa4de353e7967143f8fb035,10,-0.088,-0.0539,-0.4035,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6722,33.25,61.67,,workflow-6aa40282-singles.report:WF6AA4-CLOSE20-MOM-20260911,WF6AA4-CLOSE20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",1,1,6aa421e15d52c44d2f55c4f0,6aa421e35d52c44d2f55c4f1,10,-0.088,-0.0539,-0.4035,0.0,0.85,-33.42,62.26,9.413712,-42.833712000000006,-0.816,133.61,35.0,,1.0,1.0,True,1211,0.0,6023080,4973.641618497109,4420.0,5200.0
workflow-6aa40282-singles-d0.report:WF6AA4-D0-OPEN20-MOM-20260912,WF6AA4-D0-OPEN20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de836df2a192a47e7e97,6aa4de84a7f535324660bc17,10,-0.0843,-0.0535,-0.3901,0.0,0.87,10.64,71.93,10.875816000000002,-0.23581600000000158,0.6784,33.31,58.33,,workflow-6aa40282-singles.report:WF6AA4-OPEN20-MOM-20260911,WF6AA4-OPEN20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",1,1,6aa422566df2a192a47e7e05,6aa422598b01f62dc514615d,10,-0.0843,-0.0535,-0.3901,0.0,0.87,-31.96,63.51,9.602712,-41.562712000000005,-0.7507,130.52,38.33,,1.0,1.0,True,1211,0.0,6023080,4973.641618497109,4420.0,5200.0
workflow-6aa40282-python-candidates-d0.report:WF6AA4-D0-PYTHON-OBV-20260912,WF6AA4-D0-PYTHON-OBV-20260912,workflow-6aa40282-python-candidates-d0.report.csv,python_obv,workflow-6aa40282-python.py,0,0,6aa4df0cd5536b11c13ee152,6aa4df0ed5536b11c13ee153,10,-0.0143,-0.0207,-0.3402,0.0003,0.52,0.39,89.25,13.494599999999998,-13.104599999999998,0.3679,29.43,56.67,,workflow-6aa40282-python-candidates.report:WF6AA4-PYTHON-OBV-20260911,WF6AA4-PYTHON-OBV-20260911,workflow-6aa40282-python-candidates.report.csv,python_obv,workflow-6aa40282-python.py,1,1,6aa422b9a7f535324660bb4b,6aa422bcecb163ea7228d107,10,-0.0144,-0.0207,-0.3402,0.0003,0.5,-10.24,86.7,13.10904,-23.349040000000002,-0.058,47.95,50.0,,1.0,1.0,True,1211,0.0,6042172,4989.4071015689515,4455.0,5209.0
dls2014-candidates.report:DLS14-STREV-20D,DLS14-STREV-20D,dls2014-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e6545f8982abefd86e240,6a9e65459a167ed86a7f1b68,5,-0.0052,-0.0272,-0.1717,0.6001,0.95,-30.07,52.06,15.742944000000001,-45.812944,-1.3095,10.07,33.33,,workflow-6aa40282-singles.report:WF6AA4-CLOSE20-MOM-20260911,WF6AA4-CLOSE20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",1,1,6aa421e15d52c44d2f55c4f0,6aa421e35d52c44d2f55c4f1,10,-0.088,-0.0539,-0.4035,0.0,0.85,-33.42,62.26,9.413712,-42.833712000000006,-0.816,133.61,35.0,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
dls2014-full-candidates.report:DLS14-STREV-20D,DLS14-STREV-20D,dls2014-full-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e65c3fada315e619d3912,6a9e65c47f3a31832eb8bd17,5,0.0624,0.0459,0.3192,0.0,0.69,7.21,52.46,15.863903999999998,-8.653903999999997,0.5697,40.64,56.67,,workflow-6aa40282-singles.report:WF6AA4-CLOSE20-MOM-20260911,WF6AA4-CLOSE20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",1,1,6aa421e15d52c44d2f55c4f0,6aa421e35d52c44d2f55c4f1,10,-0.088,-0.0539,-0.4035,0.0,0.85,-33.42,62.26,9.413712,-42.833712000000006,-0.816,133.61,35.0,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
dls2014-candidates.report:DLS14-STREV-20D,DLS14-STREV-20D,dls2014-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e6545f8982abefd86e240,6a9e65459a167ed86a7f1b68,5,-0.0052,-0.0272,-0.1717,0.6001,0.95,-30.07,52.06,15.742944000000001,-45.812944,-1.3095,10.07,33.33,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-CLOSE20-MOM-20260912,WF6AA4-D0-CLOSE20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de3351cdfe29b2e0be51,6aa4de353e7967143f8fb035,10,-0.088,-0.0539,-0.4035,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6722,33.25,61.67,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
dls2014-full-candidates.report:DLS14-STREV-20D,DLS14-STREV-20D,dls2014-full-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e65c3fada315e619d3912,6a9e65c47f3a31832eb8bd17,5,0.0624,0.0459,0.3192,0.0,0.69,7.21,52.46,15.863903999999998,-8.653903999999997,0.5697,40.64,56.67,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-CLOSE20-MOM-20260912,WF6AA4-D0-CLOSE20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de3351cdfe29b2e0be51,6aa4de353e7967143f8fb035,10,-0.088,-0.0539,-0.4035,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6722,33.25,61.67,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
huatai-series13-candidates.report:HT13-REVERSAL-20D,HT13-REVERSAL-20D,huatai-series13-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e8a9a6df2a192a47e7390,6a9e8a9a6df2a192a47e7391,5,0.0624,0.0459,0.3192,0.0,0.69,7.21,52.46,15.863903999999998,-8.653903999999997,0.5696,40.64,56.67,,workflow-6aa40282-singles.report:WF6AA4-CLOSE20-MOM-20260911,WF6AA4-CLOSE20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",1,1,6aa421e15d52c44d2f55c4f0,6aa421e35d52c44d2f55c4f1,10,-0.088,-0.0539,-0.4035,0.0,0.85,-33.42,62.26,9.413712,-42.833712000000006,-0.816,133.61,35.0,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
turnover-cost-cycle10-candidates.report:HT13-REVERSAL-20D,HT13-REVERSAL-20D,turnover-cost-cycle10-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9fb802cffa1665a2100ee8,6a9fb803cffa1665a2100ee9,10,0.0867,0.0654,0.4653,0.0,0.85,10.48,70.89,10.718568,-0.238567999999999,0.6707,33.28,61.67,,workflow-6aa40282-singles.report:WF6AA4-CLOSE20-MOM-20260911,WF6AA4-CLOSE20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",1,1,6aa421e15d52c44d2f55c4f0,6aa421e35d52c44d2f55c4f1,10,-0.088,-0.0539,-0.4035,0.0,0.85,-33.42,62.26,9.413712,-42.833712000000006,-0.816,133.61,35.0,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
huatai-series13-candidates.report:HT13-REVERSAL-20D,HT13-REVERSAL-20D,huatai-series13-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e8a9a6df2a192a47e7390,6a9e8a9a6df2a192a47e7391,5,0.0624,0.0459,0.3192,0.0,0.69,7.21,52.46,15.863903999999998,-8.653903999999997,0.5696,40.64,56.67,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-CLOSE20-MOM-20260912,WF6AA4-D0-CLOSE20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de3351cdfe29b2e0be51,6aa4de353e7967143f8fb035,10,-0.088,-0.0539,-0.4035,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6722,33.25,61.67,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
turnover-cost-cycle10-candidates.report:HT13-REVERSAL-20D,HT13-REVERSAL-20D,turnover-cost-cycle10-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9fb802cffa1665a2100ee8,6a9fb803cffa1665a2100ee9,10,0.0867,0.0654,0.4653,0.0,0.85,10.48,70.89,10.718568,-0.238567999999999,0.6707,33.28,61.67,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-CLOSE20-MOM-20260912,WF6AA4-D0-CLOSE20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de3351cdfe29b2e0be51,6aa4de353e7967143f8fb035,10,-0.088,-0.0539,-0.4035,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6722,33.25,61.67,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
oversold-rebound-recovery-candidates.report:OSR2-RET20,OSR2-RET20,oversold-rebound-recovery-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",1,1,6a9e778fecb163ea7228ca63,6a9e7a7c51cdfe29b2e0b306,5,0.0637,0.0345,0.2552,0.0001,0.69,7.31,52.43,15.854832,-8.544832,0.5685,40.6,56.67,,workflow-6aa40282-singles.report:WF6AA4-CLOSE20-MOM-20260911,WF6AA4-CLOSE20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",1,1,6aa421e15d52c44d2f55c4f0,6aa421e35d52c44d2f55c4f1,10,-0.088,-0.0539,-0.4035,0.0,0.85,-33.42,62.26,9.413712,-42.833712000000006,-0.816,133.61,35.0,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
turnover-cost-cycle10-candidates.report:OSR2-RET20,OSR2-RET20,turnover-cost-cycle10-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",1,1,6a9fb83f0f6165ec8f7f34e3,6a9fb8400f6165ec8f7f34e4,10,0.0881,0.054,0.4036,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6723,33.24,61.67,,workflow-6aa40282-singles.report:WF6AA4-CLOSE20-MOM-20260911,WF6AA4-CLOSE20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",1,1,6aa421e15d52c44d2f55c4f0,6aa421e35d52c44d2f55c4f1,10,-0.088,-0.0539,-0.4035,0.0,0.85,-33.42,62.26,9.413712,-42.833712000000006,-0.816,133.61,35.0,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
oversold-rebound-recovery-candidates.report:OSR2-RET20,OSR2-RET20,oversold-rebound-recovery-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",1,1,6a9e778fecb163ea7228ca63,6a9e7a7c51cdfe29b2e0b306,5,0.0637,0.0345,0.2552,0.0001,0.69,7.31,52.43,15.854832,-8.544832,0.5685,40.6,56.67,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-CLOSE20-MOM-20260912,WF6AA4-D0-CLOSE20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de3351cdfe29b2e0be51,6aa4de353e7967143f8fb035,10,-0.088,-0.0539,-0.4035,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6722,33.25,61.67,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
turnover-cost-cycle10-candidates.report:OSR2-RET20,OSR2-RET20,turnover-cost-cycle10-candidates.report.csv,reversal20,"RANK(1 - RETURNS(CLOSE,20))",1,1,6a9fb83f0f6165ec8f7f34e3,6a9fb8400f6165ec8f7f34e4,10,0.0881,0.054,0.4036,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6723,33.24,61.67,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-CLOSE20-MOM-20260912,WF6AA4-D0-CLOSE20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20,"RANK((CLOSE / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de3351cdfe29b2e0be51,6aa4de353e7967143f8fb035,10,-0.088,-0.0539,-0.4035,0.0,0.85,10.61,70.85,10.71252,-0.10252000000000017,0.6722,33.25,61.67,,-0.9999999997927121,0.9999999997927121,True,1211,3.7990655851310376e-08,6023080,4973.641618497109,4420.0,5200.0
huatai-series13-candidates.report:HT13-VOL-STD-1M,HT13-VOL-STD-1M,huatai-series13-candidates.report.csv,volatility21,"STDDEV(RETURNS(CLOSE,1),21)",0,0,6a9e8ba8cffa1665a2100bd6,6a9e8ba85d52c44d2f55be5d,5,-0.0722,-0.029,-0.1639,0.0115,0.64,-0.74,24.78,7.493472,-8.233471999999999,0.5121,20.92,58.33,,oversold-rebound-candidates.report:OSR-SCALED-RET5-20D,OSR-SCALED-RET5-20D,oversold-rebound-candidates.report.csv,scaled_reversal5,"RANK((1 - RETURNS(CLOSE,5)) / (STDDEV(RETURNS(CLOSE,1),20) + 0.0001))",1,1,6a9e6f57b2a0c66c643101c6,6a9e724c52393bc2bd995ccd,5,0.0767,0.0248,0.1443,0.026,0.6,-0.64,26.92,8.140608,-8.780608,0.5045,21.33,56.67,,-0.9842174596135217,0.9842174596135217,True,1211,0.012004959120375332,6022110,4972.840627580512,4419.0,5199.0
h03-t10-single-20260911-candidates.report:H03-T10-SINGLE,H03-T10-SINGLE,h03-t10-single-20260911-candidates.report.csv,impact60,"RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))",1,1,6aa36bd3cffa1665a2101716,6aa36bd3ecb163ea7228cffe,10,0.0665,0.0486,0.3606,0.0001,0.98,17.86,9.37,1.416744,16.443255999999998,0.9367,30.85,65.0,,verify-field-scan-20260910-candidates.report:VERIFY-G260910-13,VERIFY-G260910-13,verify-field-scan-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28d80cffa1665a210157c,6aa28d80cffa1665a210157d,5,0.045,0.0346,0.2731,0.0,0.99,16.4,5.62,1.6994879999999999,14.700511999999998,0.8539,42.66,65.0,,0.965582641510827,0.965582641510827,True,1211,0.006915344311342605,5982830,4940.404624277457,4331.0,5192.0
h03-t10-single-20260911-candidates.report:H03-T10-SINGLE,H03-T10-SINGLE,h03-t10-single-20260911-candidates.report.csv,impact60,"RANK(SUM((HIGH-LOW)/(DELAY(CLOSE,1)+0.000001),60)/(SUM(AMOUNT,60)+1))",1,1,6aa36bd3cffa1665a2101716,6aa36bd3ecb163ea7228cffe,10,0.0665,0.0486,0.3606,0.0001,0.98,17.86,9.37,1.416744,16.443255999999998,0.9367,30.85,65.0,,verify-field-scan-cycle10-20260910-candidates.report:VERIFY10-G260910-13,VERIFY10-G260910-13,verify-field-scan-cycle10-20260910-candidates.report.csv,impact_abs_return60,"RANK(SUM(ABS(CLOSE / DELAY(CLOSE,1) - 1) / (AMOUNT + 1),60) / 60)",1,1,6aa28ea3a7f535324660b83a,6aa28ea43e7967143f8fae33,10,0.0559,0.043,0.3041,0.0012,0.98,15.37,9.43,1.425816,13.944184,0.8357,32.54,61.67,,0.965582641510827,0.965582641510827,True,1211,0.006915344311342605,5982830,4940.404624277457,4331.0,5192.0
dls2014-candidates.report:DLS14-STREV-20D,DLS14-STREV-20D,dls2014-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e6545f8982abefd86e240,6a9e65459a167ed86a7f1b68,5,-0.0052,-0.0272,-0.1717,0.6001,0.95,-30.07,52.06,15.742944000000001,-45.812944,-1.3095,10.07,33.33,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-OPEN20-MOM-20260912,WF6AA4-D0-OPEN20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de836df2a192a47e7e97,6aa4de84a7f535324660bc17,10,-0.0843,-0.0535,-0.3901,0.0,0.87,10.64,71.93,10.875816000000002,-0.23581600000000158,0.6784,33.31,58.33,,-0.9692924575305732,0.9692924575305732,True,1211,0.009651877648025211,6023080,4973.641618497109,4420.0,5200.0
dls2014-full-candidates.report:DLS14-STREV-20D,DLS14-STREV-20D,dls2014-full-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e65c3fada315e619d3912,6a9e65c47f3a31832eb8bd17,5,0.0624,0.0459,0.3192,0.0,0.69,7.21,52.46,15.863903999999998,-8.653903999999997,0.5697,40.64,56.67,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-OPEN20-MOM-20260912,WF6AA4-D0-OPEN20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de836df2a192a47e7e97,6aa4de84a7f535324660bc17,10,-0.0843,-0.0535,-0.3901,0.0,0.87,10.64,71.93,10.875816000000002,-0.23581600000000158,0.6784,33.31,58.33,,-0.9692924575305732,0.9692924575305732,True,1211,0.009651877648025211,6023080,4973.641618497109,4420.0,5200.0
dls2014-candidates.report:DLS14-STREV-20D,DLS14-STREV-20D,dls2014-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e6545f8982abefd86e240,6a9e65459a167ed86a7f1b68,5,-0.0052,-0.0272,-0.1717,0.6001,0.95,-30.07,52.06,15.742944000000001,-45.812944,-1.3095,10.07,33.33,,workflow-6aa40282-singles.report:WF6AA4-OPEN20-MOM-20260911,WF6AA4-OPEN20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",1,1,6aa422566df2a192a47e7e05,6aa422598b01f62dc514615d,10,-0.0843,-0.0535,-0.3901,0.0,0.87,-31.96,63.51,9.602712,-41.562712000000005,-0.7507,130.52,38.33,,-0.9692924575305732,0.9692924575305732,True,1211,0.009651877648025211,6023080,4973.641618497109,4420.0,5200.0
dls2014-full-candidates.report:DLS14-STREV-20D,DLS14-STREV-20D,dls2014-full-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e65c3fada315e619d3912,6a9e65c47f3a31832eb8bd17,5,0.0624,0.0459,0.3192,0.0,0.69,7.21,52.46,15.863903999999998,-8.653903999999997,0.5697,40.64,56.67,,workflow-6aa40282-singles.report:WF6AA4-OPEN20-MOM-20260911,WF6AA4-OPEN20-MOM-20260911,workflow-6aa40282-singles.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",1,1,6aa422566df2a192a47e7e05,6aa422598b01f62dc514615d,10,-0.0843,-0.0535,-0.3901,0.0,0.87,-31.96,63.51,9.602712,-41.562712000000005,-0.7507,130.52,38.33,,-0.9692924575305732,0.9692924575305732,True,1211,0.009651877648025211,6023080,4973.641618497109,4420.0,5200.0
huatai-series13-candidates.report:HT13-REVERSAL-20D,HT13-REVERSAL-20D,huatai-series13-candidates.report.csv,reversal20,"1 - RETURNS(CLOSE,20)",1,1,6a9e8a9a6df2a192a47e7390,6a9e8a9a6df2a192a47e7391,5,0.0624,0.0459,0.3192,0.0,0.69,7.21,52.46,15.863903999999998,-8.653903999999997,0.5696,40.64,56.67,,workflow-6aa40282-singles-d0.report:WF6AA4-D0-OPEN20-MOM-20260912,WF6AA4-D0-OPEN20-MOM-20260912,workflow-6aa40282-singles-d0.report.csv,momentum20_open,"RANK((OPEN / DELAY(CLOSE, 20)) - 1)",0,0,6aa4de836df2a192a47e7e97,6aa4de84a7f535324660bc17,10,-0.0843,-0.0535,-0.3901,0.0,0.87,10.64,71.93,10.875816000000002,-0.23581600000000158,0.6784,33.31,58.33,,-0.9692924575305732,0.9692924575305732,True,1211,0.009651877648025211,6023080,4973.641618497109,4420.0,5200.0
