candidate_a,candidate_b,correlation,abs_correlation,days,correlation_std,common_stocks_mean,common_stocks_min,cycle
C10-026,C10-030,0.4567814509419275,0.4567814509419275,120,0.11041223359752488,4393.208333333333,3590,10
C10-026,C10-031,0.479964760690472,0.479964760690472,120,0.11520586654735716,4393.208333333333,3590,10
C10-026,C10-032,0.32459725054889466,0.32459725054889466,120,0.13932026085139523,4393.208333333333,3590,10
C10-026,C10-033,0.3563300176394783,0.3563300176394783,120,0.1053510096502386,4393.208333333333,3590,10
C10-026,C10-034,0.3038953109110661,0.3038953109110661,120,0.12640239463743763,4393.208333333333,3590,10
C10-026,C10-035,0.5610218689046782,0.5610218689046782,120,0.09669053212630913,4393.208333333333,3590,10
C10-027,C10-028,0.5961112238503828,0.5961112238503828,120,0.15296773164171779,4743.85,3946,10
C10-027,C10-029,0.5904278913531654,0.5904278913531654,120,0.12260924228320702,4743.85,3946,10
C10-027,C10-030,0.1974134745407055,0.1974134745407055,120,0.12637288372785405,4739.708333333333,3941,10
C10-027,C10-031,0.21046789189586945,0.21046789189586945,120,0.14509909286718778,4739.708333333333,3941,10
C10-027,C10-032,0.14291565509635287,0.14291565509635287,120,0.1793087069736087,4743.85,3946,10
C10-027,C10-033,0.14763482229527677,0.14763482229527677,120,0.14674581134869386,4743.85,3946,10
C10-027,C10-034,0.12608752514802896,0.12608752514802896,120,0.16127713079634254,4743.85,3946,10
C10-027,C10-035,0.16604215231696617,0.16604215231696617,120,0.1332310188900182,4714.175,3911,10
C10-028,C10-029,0.6003003502332763,0.6003003502332763,120,0.14123174883255915,4880.233333333334,4192,10
C10-028,C10-030,-0.08388357550489926,0.08388357550489926,120,0.16324558631511912,4876.091666666666,4187,10
C10-028,C10-031,-0.013714349599317877,0.013714349599317877,120,0.1772003111301086,4876.091666666666,4187,10
C10-028,C10-032,0.10291546921985813,0.10291546921985813,120,0.19117145282070094,4880.233333333334,4192,10
C10-028,C10-033,-0.0348856123664018,0.0348856123664018,120,0.1661450052505535,4880.233333333334,4192,10
C10-028,C10-034,-0.0014237897358413715,0.0014237897358413715,120,0.17116523230906014,4880.233333333334,4192,10
C10-028,C10-035,-0.057185334043071016,0.057185334043071016,120,0.14447499137209802,4850.341666666666,4157,10
C10-029,C10-030,0.041669135063707376,0.041669135063707376,120,0.16815288814729684,4930.725,4326,10
C10-029,C10-031,0.09040399488084164,0.09040399488084164,120,0.18349859285593087,4947.983333333334,4374,10
C10-029,C10-032,0.05537501727073178,0.05537501727073178,120,0.19883993173797596,4952.125,4379,10
C10-029,C10-033,0.014738088692464272,0.014738088692464272,120,0.15074215228940946,4934.866666666667,4331,10
C10-029,C10-034,-0.017860151817001686,0.017860151817001686,120,0.17136211933245138,4934.866666666667,4331,10
C10-029,C10-035,0.07314412901367197,0.07314412901367197,120,0.1710921760434419,4922.1,4344,10
C10-030,C10-031,0.9004281279297787,0.9004281279297787,120,0.01989241017597273,4930.725,4326,10
C10-030,C10-032,0.5756402956173897,0.5756402956173897,120,0.040201317296115965,4930.725,4326,10
C10-030,C10-033,0.7107241206873982,0.7107241206873982,120,0.025888697271018564,4930.725,4326,10
C10-030,C10-034,0.715756035061952,0.715756035061952,120,0.020952568673474378,4930.725,4326,10
C10-030,C10-035,0.7503501677181155,0.7503501677181155,120,0.02772254989169203,4904.875,4296,10
C10-031,C10-032,0.7140101217128224,0.7140101217128224,120,0.018351415926025964,4980.441666666667,4450,10
C10-031,C10-033,0.5790661638560127,0.5790661638560127,120,0.058389299651748584,4930.725,4326,10
C10-031,C10-034,0.585347560690343,0.585347560690343,120,0.04939162632862919,4930.725,4326,10
C10-031,C10-035,0.8163199311583196,0.8163199311583196,120,0.013635195630864625,4954.491666666667,4420,10
C10-032,C10-033,0.7684988131415217,0.7684988131415217,120,0.04129368662954377,4934.866666666667,4331,10
C10-032,C10-034,0.8048707035636103,0.8048707035636103,120,0.03159578386185759,4934.866666666667,4331,10
C10-032,C10-035,0.5456149516407659,0.5456149516407659,120,0.03531322639256731,4954.5,4420,10
C10-033,C10-034,0.9653657798207251,0.9653657798207251,120,0.007371501594300545,4934.866666666667,4331,10
C10-033,C10-035,0.45700557630921956,0.45700557630921956,120,0.05754550008603568,4904.875,4296,10
C10-034,C10-035,0.4574232989291352,0.4574232989291352,120,0.05040806020379598,4904.875,4296,10
