cycle,candidate_key,name,handler,platform_net_excess_pct,local_net_excess_pct,direction,train_net_excess_pct,test_net_excess_pct,full_net_excess_pct,train_sharpe_after_cost,test_sharpe_after_cost,full_sharpe_after_cost,full_rank_ic,full_gross_excess_pct,full_turnover_pct
5,C5-012,VERIFY-E260910-04,book_to_market_lf_minus_size,17.75808,15.113853781097376,1,17.556788388579893,11.358979420184351,15.113853781097378,0.393783790488013,1.710942716104105,0.9091136579172963,0.06543712667934017,17.162047246976382,6.773126540605172
5,C5-011,VERIFY-F260910-12,book_to_market_lf_plus_impact,15.588864000000001,12.86167083855636,1,15.374934818001302,8.99874146609486,12.86167083855636,0.3485871507129294,1.6870418155350906,0.8826872964140893,0.061548765095687775,14.599175983615748,5.745718072286334
5,C5-014,paper-derived-composite,paper_composite,11.408832,9.54425016372129,1,13.993376242896394,2.706136215156097,9.544250163721294,0.29455282535517124,1.5028885261691904,0.7726131081863775,0.05738435475027647,11.421247736308759,6.207002554852732
5,C5-006,F-GFN-N02-20260916,book_to_market_lf_div_oper_main_profit_ttm,12.274464,9.1541003642926,1,8.225632392501748,10.580968427691758,9.154100364292598,0.08774810851007687,1.5766709127908007,0.690042631738166,0.03468203847607194,10.34576583791061,3.9406927037632697
5,C5-005,HT13-TURN-BIAS-1M-POS,turn_signal,6.395344000000001,5.160140925953936,1,4.522199759959487,6.4717427339630405,5.290536050001866,0.0005481031840239942,1.6506826101169032,0.7029052183458793,0.06715229655361811,9.864986444756777,15.127150776305925
5,C5-007,OSR2-DD120,drawdown120,4.791456,2.4956661465460743,1,2.9327803665417185,1.8277228097067049,2.4956661465460743,-0.08371468129424854,1.1544198224642048,0.4410574339924129,0.027020204004800742,8.14497728910785,18.681584466143438
5,C5-002,OSR3-RET40-BP-VAL2,reversal_bm_val2,3.1676159999999998,0.5871758561905429,1,5.6606472542743616,-7.210505743374172,0.5871758561905416,-0.0022246229258042214,1.2272445523221283,0.5029234972493861,0.07050747662338576,7.447679125090686,22.686849434193604
5,C5-004,OSR3-RET40-BP-EQ,reversal_bm_eq,3.160368,0.04457766272758373,1,4.570698913552324,-6.910742439687506,0.04457766272758373,-0.043760127038124846,1.1852496906140482,0.4519664611812396,0.078600246421744,8.885238945315512,29.234991013848973
5,C5-003,OSR3-RET40-BP-MA63,reversal_bm_ma63,2.4111200000000004,-0.330817758028816,1,4.05451570623568,-7.069773988601713,-0.330817758028816,-0.06548002025921199,1.1967761850468615,0.443955098485149,0.07550763697018327,8.251517690034426,28.38073891555305
5,C5-001,OSR3-RET40-BP-REV2,reversal_bm_rev2,2.477648000000002,-0.529783329674019,1,2.9149152573984245,-5.822232845689259,-0.5297833296740218,-0.10117625874195861,1.1586710021855535,0.4058012939673037,0.07833509165767691,9.875089556584147,34.40764843339342
5,C5-010,OSR3-RET40-BP-INTERACT,reversal_bm_interact,2.726032,-0.7226235909746872,1,2.66241484122291,-5.923213279445695,-0.7226235909746901,-0.11052434095823183,1.1527853191232849,0.39880984845114625,0.07918199881213103,9.632568931109066,34.243361514827235
5,C5-008,OSR2-DD60,drawdown60,1.9485279999999996,-2.348999547577954,1,-3.822890998054497,-0.08054055844839703,-2.348999547577952,-0.307936703328706,1.0468625546137127,0.28200439040744174,0.024647448770017392,5.39411877264941,25.605550000751858
5,C5-009,OSR2-RET40,reversal40,1.0300160000000016,-3.089652757058002,1,-2.0178249602106417,-4.7331743828974995,-3.0896527570580035,-0.25916190655384047,1.0303856757781207,0.2813737578959035,0.06810134339662002,8.88045374309623,39.58368551638305
5,C5-013,paper-derived-asset-growth,asset_growth,0.76496,-2.346837688827086,1,-10.58160769058694,2.9924797534920646,-5.230773366329693,-0.6051996337274184,1.2801188674296882,0.21475314059901296,-0.009747839202350596,-4.585248144095496,2.134673353949065
10,C10-032,SIZE-ONLY-20260911,size_only,21.433287999999997,17.15927516014886,0,17.27278263079303,16.898389001954886,17.125963541189336,0.3449746818972077,1.8132900869102349,0.8989789144739602,0.052949505168266055,18.40643201657903,8.468706847815428
10,C10-033,H03-T10-SINGLE,impact60,16.443255999999998,15.337952869478096,1,14.188889282119588,17.121894918005435,15.337952869478096,0.2814098958795894,2.044301374757182,0.9429688816047346,0.06287593105023079,16.696883304117524,8.987635149731668
10,C10-031,VERIFY10-E260910-04,book_to_market_lf_minus_size,16.74068,14.543919396134426,1,16.83350677374656,10.987130663271964,14.543919396134426,0.3745670385095751,1.7005841114602658,0.8979219290237312,0.07912269589485625,15.994100929868225,9.591147709879632
10,C10-019,T10-SIZE-PLUS-IMPACT-WC,t10_size_plus_impact_wc,17.443168,14.344148526806094,1,13.650089290388765,15.42441627449887,14.344148526806094,0.29296631052283,1.8705533689618403,0.8916829739229238,0.1086571524870723,18.568135344512548,27.93642075202682
10,C10-021,T10-ADD-BM-20260911,t10_size_plus_impact_bm,18.092280000000002,13.876266880434995,1,14.336780885118294,13.163074213757623,13.876266880434995,0.3243958455655451,1.808691062456324,0.8934707281081808,0.1155015856968174,18.35692164873478,29.633960107802814
10,C10-030,VERIFY10-F260910-12,book_to_market_lf_plus_impact,15.046176,12.863471119735731,1,15.820511635116805,8.269605233550845,12.863471119735726,0.3673296981125512,1.6770364357644743,0.8917381296587071,0.07594592677797048,14.217601276839265,8.955887282430806
10,C10-020,T10-ADD-DD120-20260911,t10_size_plus_impact_dd120,16.834384,12.495545700665785,1,11.584992557770182,13.913431782870713,12.495545700665787,0.21364377003526744,1.788217352493514,0.8027931755526032,0.10209338862951824,17.29635167818173,31.751362285158347
