id,name,report,formula,handler,platform_factor_id,platform_run_id,platform_net_excess_pct,platform_direction,configured_cycle,correlation,abs_correlation,mean,median,std,min,max,days,pair_rows,common_stocks_mean,common_stocks_min,common_stocks_max
nonhuatai-factor-6-20260909.report:NONHT-RESVOL-LOW,NONHT-RESVOL-LOW,nonhuatai-factor-6-20260909.report.csv,RANK(-residual_volatility),residual_volatility,6aa0e8ef5d52c44d2f55c0f1,6aa0e8f0a7f535324660b4ce,0.37087199999999987,1,,0.38614580861543113,0.38614580861543113,0.38614580861543113,0.4016404531762773,0.09402785335692242,0.1972581105177182,0.5581051028392858,1211,5368681,4433.262592898431,3620,5033
osr3-ret40-value-candidates.report:OSR3-RET40-BP-MA63,OSR3-RET40-BP-MA63,osr3-ret40-value-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(MA(ratio_bm_ttm,63))) / 2",reversal_bm_ma63,6a9f74c7cffa1665a2100e07,6a9f74c7cffa1665a2100e08,2.4111200000000004,1,,0.3404563157660039,0.3404563157660039,0.3404563157660039,0.3352224849155532,0.1186657401498324,0.015119309174754143,0.6204354400865004,1211,5868268,4845.803468208092,4237,5099
osr3-ret40-value-candidates.report:OSR3-RET40-BP-EQ,OSR3-RET40-BP-EQ,osr3-ret40-value-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm)) / 2",reversal_bm_eq,6a9f71b551cdfe29b2e0b49c,6a9f71b56df2a192a47e7551,3.160368,1,,0.32234875751461534,0.32234875751461534,0.32234875751461534,0.31573724335089154,0.1257832149764737,-0.014262474620248721,0.6203137595081478,1211,5890853,4864.4533443435175,4288,5106
osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ-2026-YTD,osr2-ret40-turn-bias-paper-nomcap-2026-ytd-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",reversal_turn_paper_nomcap,6aa0ca52a7f535324660b497,6aa0ca52a7f535324660b498,4.672727999999999,1,,0.3198069409050384,0.3198069409050384,0.3198069409050384,0.31568107164311143,0.13186043505925996,-0.025268472093241567,0.6618113692661635,1211,5229497,4318.329479768786,3509,4915
osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report:OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,OSR2-RET40-TURN-BIAS-PAPER-NOMCAP-EQ,osr2-ret40-turn-bias-paper-nomcap-cycle10-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504)) + RANK(ZSCORE(RANK(book_to_market_ratio_lyr)) + ZSCORE(RANK(oper_roe_lyr)) - ZSCORE(RANK(gr_total_asset_lyr)))) / 3",reversal_turn_paper_nomcap,6aa0c0435d52c44d2f55c0b9,6aa0c0433e7967143f8fabf6,5.224711999999999,1,,0.3198069409050384,0.3198069409050384,0.3198069409050384,0.31568107164311143,0.13186043505925996,-0.025268472093241567,0.6618113692661635,1211,5229497,4318.329479768786,3509,4915
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-SP,OSR4-RET40-BP-CFP-SP,osr4-ret40-value-refine-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + RANK(ratio_sp_ttm)) / 4",reversal_bm_cfp_sp,6a9f7922cffa1665a2100e1a,6a9f7922cffa1665a2100e1b,2.8768000000000002,1,,0.2834400996434603,0.2834400996434603,0.2834400996434603,0.27482843080978214,0.09164801109451497,0.05167026934054759,0.5393054268322398,1211,5803630,4792.42774566474,4277,5092
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,paper-derived-full.report.csv,RANK(gr_total_asset_lyr),asset_growth,6a9e2fde05a51446c21e7672,6a9e2fdf05a51446c21e7673,0.76496,,,-0.27893556725750784,0.27893556725750784,-0.27893556725750784,-0.27657550434328104,0.04252135187201767,-0.3743558990031914,-0.1758463737819906,1211,6004323,4958.152766308835,4379,5196
huatai-series13-candidates.report:HT13-TURN-BIAS-1M,HT13-TURN-BIAS-1M,huatai-series13-candidates.report.csv,"MA(TURNOVER,21) / MA(TURNOVER,504) - 1",turn_bias,6a9e8b253e7967143f8fa933,6a9e8b263e7967143f8fa934,6.428368,0,,-0.2676858834501258,0.2676858834501258,-0.2676858834501258,-0.256119790774413,0.11482530355050123,-0.5757123221393398,0.041281297747380874,1211,5368681,4433.262592898431,3620,5033
huatai-turn-bias-positive.report:HT13-TURN-BIAS-1M-POS,HT13-TURN-BIAS-1M-POS,huatai-turn-bias-positive.report.csv,"1 - MA(TURNOVER,21) / MA(TURNOVER,504)",turn_signal,6a9e9449a7f535324660b07d,6a9e944aa7f535324660b07e,6.395344000000001,1,,0.2676858834501258,0.2676858834501258,0.2676858834501258,0.256119790774413,0.11482530355050123,-0.041281297747380874,0.5757123221393398,1211,5368681,4433.262592898431,3620,5033
positive-cycle10-candidates.report:HT13-TURN-BIAS-1M,HT13-TURN-BIAS-1M,positive-cycle10-candidates.report.csv,"MA(TURNOVER,21) / MA(TURNOVER,504) - 1",turn_bias,6a9fcdb251cdfe29b2e0b56b,6a9fcdb23e7967143f8faaee,4.962135999999999,0,,-0.2676858834501258,0.2676858834501258,-0.2676858834501258,-0.256119790774413,0.11482530355050123,-0.5757123221393398,0.041281297747380874,1211,5368681,4433.262592898431,3620,5033
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-PCF,OSR4-RET40-BP-CFP-PCF,osr4-ret40-value-refine-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm) + RANK(ratio_cfp_ttm) + 1 - RANK(ratio_pcf_ocf_ttm)) / 4",reversal_bm_cfp_pcf,6a9f797aa7f535324660b238,6a9f797ba7f535324660b239,2.6685920000000003,1,,0.2615639739266745,0.2615639739266745,0.2615639739266745,0.2509274802472654,0.09918544779152964,-0.0007848837870549708,0.5235367088800313,1211,5807190,4795.367464905037,4282,5090
osr4-ret40-value-refine-candidates.report:OSR4-RET40-BP-CFP-VAL2,OSR4-RET40-BP-CFP-VAL2,osr4-ret40-value-refine-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + 2 * RANK(ratio_bm_ttm) + 2 * RANK(ratio_cfp_ttm)) / 5",reversal_bm_cfp_val2,6a9f77be0f6165ec8f7f34a1,6a9f77bf0f6165ec8f7f34a2,3.5587040000000005,1,,0.24984469806648305,0.24984469806648305,0.24984469806648305,0.24232272054092185,0.07673491604975242,0.06826475362517806,0.47313016449275047,1211,5890360,4864.046242774566,4287,5106
huatai-series13-candidates.report:HT13-VALUE-SP,HT13-VALUE-SP,huatai-series13-candidates.report.csv,ratio_sp_ttm,value_sp,6a9e899ca7f535324660b053,6a9e899d5d52c44d2f55be5b,0.11094400000000004,1,,0.24852551780285895,0.24852551780285895,0.24852551780285895,0.24252488439351597,0.04725287963709879,0.1323331843066856,0.41804248987675374,1211,5804322,4792.999174236168,4278,5092
combo-direct-3factor-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-EQ,combo-direct-3factor-20260909-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504))) / 3",reversal_chip_turn_eq,6aa148c86df2a192a47e7916,6aa148c8cffa1665a21012b2,8.662416,1,,0.2363355231259984,0.2363355231259984,0.2363355231259984,0.2318249681288074,0.15519523972806848,-0.15548422341191806,0.639333124956474,1211,5368681,4433.262592898431,3620,5033
turnover-cost-cycle10-candidates.report:HT-WREV-LOWTURN-21D,HT-WREV-LOWTURN-21D,turnover-cost-cycle10-candidates.report.csv,"(RANK(-SUM(TURNOVER * RETURNS(CLOSE,1),21) / SUM(TURNOVER,21)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504))) / 2",weighted_reversal_lowturn,6a9fb7b4ecb163ea7228cbd2,6a9fb7b46df2a192a47e762c,2.7122639999999993,1,,0.23500953604587668,0.23500953604587668,0.23500953604587668,0.23287543072328915,0.13408626410525343,-0.19601776044278,0.605571732460183,1211,5368681,4433.262592898431,3620,5033
