signal_month,sdf_k10,sample_k10,sdf_k40,sample_k40
2019-07,-0.6151150164110114,train,-0.4866214939972754,train
2019-08,0.2345565902145508,train,0.13010005188186052,train
2019-09,0.790336189128655,train,0.5947477851383218,train
2019-10,-0.051042342750821805,train,-0.011777838429634853,train
2019-11,0.2013078623872445,train,0.14680582402820735,train
2019-12,0.20179142270875428,train,0.12952878694080294,train
2020-01,0.03795256925661066,train,0.008466350562556253,train
2020-02,0.40211153216920953,train,0.3144164424749422,train
2020-03,0.18529060123196006,train,0.1367219911920745,train
2020-04,-0.10073642269148653,validation,-0.06384442139219713,validation
2020-05,-0.5748914270209481,validation,-0.4052969712823612,validation
2020-06,0.4867439000707059,validation,0.47599644289623394,validation
2020-07,0.569985544476969,validation,0.49363714509411655,validation
2020-08,0.7426657546369289,validation,0.5907432402232347,validation
2020-09,0.27230793932724817,validation,0.24014894339378914,validation
2020-10,0.20322961896086744,validation,0.11250653159849384,validation
2020-11,0.1381762323135962,validation,0.1732262931643503,validation
2020-12,0.021601121163001828,validation,-0.052607414032520165,validation
2021-01,0.4379441340522762,validation,0.35535740073637123,validation
2021-02,0.4379441340522762,validation,0.35535740073637123,validation
2021-03,0.24330061990005686,validation,0.20574598411831274,validation
2021-04,0.05540383758955812,validation,0.07162166852500208,validation
2021-05,0.665849273768858,validation,0.5952763062122007,validation
2021-06,0.2837542931943043,validation,0.21734223114956303,validation
2021-07,0.633464315431509,validation,0.508753816503009,validation
2021-08,0.754515891256284,validation,0.7946999134338991,validation
2021-09,-0.16526550584123442,validation,-0.15824762538440643,validation
2021-10,-0.26312637791428367,validation,-0.2643968627701375,validation
2021-11,0.6847336917060247,validation,0.666621342076501,validation
2021-12,0.7794293066203785,validation,0.6737530374728558,validation
2022-01,0.05758597700994646,validation,0.09025950782081382,validation
2022-02,0.7106582952320791,validation,0.56435525997363,validation
2022-03,0.13370104568275892,validation,0.1018545958895834,validation
2022-04,0.03851598808068297,test,0.023418466402684305,test
2022-05,-0.16881524097919115,test,-0.12173562232899485,test
2022-06,0.3496464633584772,test,0.26631192790038,test
2022-07,0.22117930768199226,test,0.23942300011172146,test
2022-08,0.10383657490223161,test,0.1435763496227723,test
2022-09,0.293255338818093,test,0.17156605011347412,test
2022-10,-0.06776213259604845,test,0.04636124131968624,test
2022-11,0.1489849946869889,test,0.06609463863184047,test
2022-12,-0.03267606572381936,test,0.019282728034774495,test
2023-01,0.1554645240775501,test,0.06526106671998069,test
2023-02,0.1275867025430079,test,0.11060105284541015,test
2023-03,-0.5898552372157702,test,-0.42431226397741906,test
2023-04,0.5356137159365053,test,0.4667120514894679,test
2023-05,0.265715273488692,test,0.23843683245412553,test
2023-06,-0.18173485429021494,test,-0.02649906109017566,test
2023-07,0.48096297654626086,test,0.37768894325710745,test
2023-08,0.04195775731497423,test,0.10478618597165681,test
2023-09,0.20918670918631446,test,0.11852041019097517,test
2023-10,0.5953867955140342,test,0.9959635224634764,test
2023-11,0.35577132961912983,test,0.7368811733093449,test
2023-12,-1.205142282634356,test,-0.9138163651150416,test
2024-01,-0.5987926429650579,test,-0.605932301394213,test
2024-02,0.41993600673970155,test,0.19216437604088568,test
2024-03,-0.500643470682733,test,-0.4702180700669994,test
2024-04,-0.11705460695278917,test,-0.12516273399276312,test
2024-05,-0.39238914366970906,test,-0.3075239675466191,test
2024-06,0.14587740038124955,test,0.20942593671413773,test
2024-07,-0.06375471994055569,test,-0.03255743969507402,test
2024-08,0.39741545084782975,test,0.5438647853944316,test
2024-09,1.0627878113094178,test,1.6784099349332973,test
2024-10,0.7025119539644513,test,0.961192541512831,test
2024-11,-0.8787077532293781,test,-1.014532041350586,test
2024-12,0.32002668306995313,test,0.36557282066984015,test
2025-01,0.7616794590003408,test,0.8475544793019228,test
2025-02,0.04997880845945626,test,0.10282162033209494,test
2025-03,0.17154723444959327,test,0.3304290312047605,test
2025-04,0.2769474215073141,test,0.3500625116388524,test
2025-05,0.22299398157054565,test,0.2557152611345822,test
2025-06,0.20162757191614786,test,0.22447388069056354,test
2025-07,0.18098947828920603,test,0.08810005855091516,test
2025-08,0.27332541300489,test,0.2321549827627622,test
2025-09,-0.07463735514830395,test,0.030827720778892283,test
2025-10,-0.08996890843073677,test,-0.15752053989661943,test
2025-11,0.009587072362080187,test,-0.10158263017040833,test
2025-12,0.5010441384689823,test,0.48721225026745285,test
2026-01,0.31618790730651586,test,0.23684998771133753,test
2026-02,-0.5463147760818632,test,-0.5033184632212272,test
2026-03,0.25908529046020673,test,0.1918250568962277,test
2026-04,-0.23440073919074217,test,-0.3676728177429836,test
2026-05,-0.35536825125754057,test,-0.5110730031597238,test
2026-06,-0.3084226948274929,test,-0.035440232371573295,test
2026-07,0.7298279377148101,test,0.5941186474376041,test
