name,direction,status,factor_id,run_id,rank_ic,ic_mean,ic_ir,ic_p_value,monotonicity,long_excess_pct,turnover_pct,annual_cost_pct,net_excess_pct,long_sharpe,long_max_drawdown_pct,long_monthly_win_rate_pct,raw_result,error
KMID2-ALPHA158-20260918,0,completed,6aacb13651cdfe29b2e0d0b5,6aacb13651cdfe29b2e0d0b6,-0.0221,-0.0168,-0.1501,0.0206,0.70,1.75,89.65,27.11016,-25.36016,0.4008,36.98,58.33,kmid2-platform-20260918-candidates.results/6aacb13651cdfe29b2e0d0b6.json,
