name,direction,status,factor_id,run_id,rank_ic,ic_mean,ic_ir,ic_p_value,monotonicity,long_excess_pct,turnover_pct,annual_cost_pct,net_excess_pct,long_sharpe,long_max_drawdown_pct,long_monthly_win_rate_pct,raw_result,error
COMBO-DIRECT-OSR2-CHIP-TURN-NOMCAP-EQ,1,failed,6aa14aea6df2a192a47e7919,,,,,,,,,,,,,,,run: 轮询超时 (600s)
