name,direction,status,factor_id,run_id,rank_ic,ic_mean,ic_ir,ic_p_value,monotonicity,long_excess_pct,turnover_pct,annual_cost_pct,net_excess_pct,long_sharpe,long_max_drawdown_pct,long_monthly_win_rate_pct,raw_result,error
F-P260921-05,1,completed,6ab0f153a7f535324660d516,6ab0f154a7f535324660d517,0.1074,0.0663,0.3908,0.0008,0.99,20.88,31.61,4.779432,16.100568,1.0657,32.74,61.54,pool-replace-growth-20260921-candidates.results/6ab0f154a7f535324660d517.json,
