name,direction,status,factor_id,run_id,rank_ic,ic_mean,ic_ir,ic_p_value,monotonicity,long_excess_pct,turnover_pct,annual_cost_pct,net_excess_pct,long_sharpe,long_max_drawdown_pct,long_monthly_win_rate_pct,raw_result,error
DLS14-STREV-20D,1,completed,6a9e65c3fada315e619d3912,6a9e65c47f3a31832eb8bd17,0.0624,0.0459,0.3192,0.0000,0.69,7.21,52.46,15.863903999999998,-8.653903999999997,0.5697,40.64,56.67,dls2014-full-candidates.results/6a9e65c47f3a31832eb8bd17.json,
DLS14-NCF-PROXY-20D,1,completed,6a9e6614b2a0c66c6431019c,6a9e66149a167ed86a7f1b6b,0.0434,0.0184,0.1663,0.0104,0.65,2.71,34.73,10.502351999999998,-7.792351999999998,0.4715,37.02,55.0,dls2014-full-candidates.results/6a9e66149a167ed86a7f1b6b.json,
