name,direction,status,factor_id,run_id,rank_ic,ic_mean,ic_ir,ic_p_value,monotonicity,long_excess_pct,turnover_pct,annual_cost_pct,net_excess_pct,long_sharpe,long_max_drawdown_pct,long_monthly_win_rate_pct,raw_result,error
NONHT-LTMOM-EXHIGH-252-21,1,completed,6aa12350cffa1665a2101260,6aa12350cffa1665a2101261,0.0213,0.0106,0.1486,0.1061,0.72,1.74,30.91,4.673592,-2.933592,0.4172,28.25,53.33,nonht-report-directions-20260909-formula.results/6aa12350cffa1665a2101261.json,
NONHT-CHIP-COST-250,1,completed,6aa1239c6df2a192a47e78d4,6aa1239c6df2a192a47e78d5,0.0677,0.0373,0.2694,0.0038,0.96,9.34,33.47,5.060664,4.279336,0.6102,29.22,53.33,nonht-report-directions-20260909-formula.results/6aa1239c6df2a192a47e78d5.json,
