name,direction,status,factor_id,run_id,rank_ic,ic_mean,ic_ir,ic_p_value,monotonicity,long_excess_pct,turnover_pct,annual_cost_pct,net_excess_pct,long_sharpe,long_max_drawdown_pct,long_monthly_win_rate_pct,raw_result,error
RSQR60-ALPHA158-20260918,1,failed,6aacc75e3e7967143f8fbbdb,,,,,,,,,,,,,,,run: 因子分析执行失败（无详细错误信息）
