date,close
2022-11-21,7953.8386
2022-11-22,7859.8147
2022-11-23,7839.9545
2022-11-24,7767.0696
2022-11-25,7684.7528
2022-11-28,7567.2216
2022-11-29,7671.8366
2022-11-30,7650.2969
2022-12-01,7756.3921
2022-12-02,7691.8727
2022-12-05,7735.853
2022-12-06,7873.4241
2022-12-07,7800.0673
2022-12-08,7700.8932
2022-12-09,7782.6365
2022-12-12,7935.7852
2022-12-13,7814.3706
2022-12-14,7787.9187
2022-12-15,7898.9172
2022-12-16,7756.037
2022-12-19,7559.7415
2022-12-20,7560.1355
2022-12-21,7453.4346
2022-12-22,7330.1541
2022-12-23,7192.5592
2022-12-26,7375.5051
2022-12-27,7486.352
2022-12-28,7389.372
2022-12-29,7386.8423
2022-12-30,7328.7195
2023-01-03,7423.0012
2023-01-04,7379.8801
2023-01-05,7439.8734
2023-01-06,7424.2515
2023-01-09,7462.61
2023-01-10,7540.061
2023-01-11,7457.4043
2023-01-12,7430.398
2023-01-13,7437.9691
2023-01-16,7679.4086
2023-01-17,7851.6543
2023-01-18,7833.8869
2023-01-19,8000.5882
2023-01-20,8028.0578
2023-01-30,8032.2635
2023-01-31,7809.1836
2023-02-01,7945.4948
2023-02-02,8061.86
2023-02-03,8056.8652
2023-02-06,7947.4157
2023-02-07,7900.5786
2023-02-08,7820.8794
2023-02-09,8140.2138
2023-02-10,8089.2728
2023-02-13,8096.0013
2023-02-14,8079.1795
2023-02-15,8156.8651
2023-02-16,7935.4178
2023-02-17,7682.5167
2023-02-20,7786.1488
2023-02-21,7751.3438
2023-02-22,7718.1934
2023-02-23,7704.4885
2023-02-24,7673.418
2023-02-27,7540.5461
2023-02-28,7586.5882
2023-03-01,7634.6915
2023-03-02,7563.6772
2023-03-03,7748.7617
2023-03-06,7774.5546
2023-03-07,7550.6879
2023-03-08,7601.9181
2023-03-09,7672.9969
2023-03-10,7617.4588
2023-03-13,7623.1836
2023-03-14,7859.1821
2023-03-15,7842.3085
2023-03-16,7797.3475
2023-03-17,7903.4185
2023-03-20,8075.2657
2023-03-21,8058.6743
2023-03-22,8063.2084
2023-03-23,8397.282
2023-03-24,8337.8369
2023-03-27,8179.3438
2023-03-28,7952.6301
2023-03-29,8221.682
2023-03-30,8338.01
2023-03-31,8403.5741
2023-04-03,8846.265
2023-04-04,8967.0211
2023-04-06,9337.8178
2023-04-07,9430.6793
2023-04-10,9131.0815
2023-04-11,9138.355
2023-04-12,9265.7542
2023-04-13,8927.147
2023-04-14,9353.2922
2023-04-17,9293.2291
2023-04-18,9122.1746
2023-04-19,9098.1388
2023-04-20,9307.0552
2023-04-21,8782.4981
2023-04-24,8544.5559
2023-04-25,8322.7829
2023-04-26,8113.0995
2023-04-27,8119.4339
2023-04-28,8214.4922
2023-05-04,8003.1399
2023-05-05,7950.5445
2023-05-08,7944.1225
2023-05-09,7797.7912
2023-05-10,7709.7345
2023-05-11,7752.3005
2023-05-12,7667.3403
2023-05-15,7749.6648
2023-05-16,7830.585
2023-05-17,7902.3751
2023-05-18,7905.0072
2023-05-19,8040.8861
2023-05-22,7971.6361
2023-05-23,7804.8983
2023-05-24,7799.0872
2023-05-25,7882.3569
2023-05-26,7982.3377
2023-05-29,8024.4698
2023-05-30,8043.171
2023-05-31,8103.9143
2023-06-01,8082.6415
2023-06-02,8068.4315
2023-06-05,8081.7331
2023-06-06,7842.7857
2023-06-07,7863.5115
2023-06-08,7705.0482
2023-06-09,7803.3917
2023-06-12,7820.8667
2023-06-13,8059.4689
2023-06-14,8045.6737
2023-06-15,7999.5334
2023-06-16,8082.9508
2023-06-19,8117.9411
2023-06-20,8097.8973
2023-06-21,7771.2571
2023-06-26,7662.4479
2023-06-27,7657.9366
2023-06-28,7649.4638
2023-06-29,7627.4134
2023-06-30,7688.1417
2023-07-03,7731.3997
2023-07-04,7910.5874
2023-07-05,7839.0847
2023-07-06,7833.6242
2023-07-07,7692.8428
2023-07-10,7724.7728
2023-07-11,7949.1325
2023-07-12,7722.4344
2023-07-13,7880.4273
2023-07-14,7892.5832
2023-07-17,7822.0987
2023-07-18,7809.0394
2023-07-19,7721.3607
2023-07-20,7594.6023
2023-07-21,7546.5001
2023-07-24,7504.5667
2023-07-25,7625.6285
2023-07-26,7615.4202
2023-07-27,7513.5303
2023-07-28,7566.729
2023-07-31,7660.5773
2023-08-01,7680.5336
2023-08-02,7690.9069
2023-08-03,7711.5389
2023-08-04,7666.0075
2023-08-07,7612.4286
2023-08-08,7582.3813
2023-08-09,7505.8491
2023-08-10,7532.3887
2023-08-11,7358.8271
2023-08-14,7299.6701
2023-08-15,7140.4164
2023-08-16,6988.9949
2023-08-17,7042.4951
2023-08-18,6952.5084
2023-08-21,6871.9566
2023-08-22,6966.5064
2023-08-23,6809.2217
2023-08-24,6930.3968
2023-08-25,6772.7337
2023-08-28,6837.1673
2023-08-29,7083.3558
2023-08-30,7251.8853
2023-08-31,7293.0992
2023-09-01,7238.5635
2023-09-04,7353.8554
2023-09-05,7326.8265
2023-09-06,7467.562
2023-09-07,7174.9591
2023-09-08,7216.9577
2023-09-11,7214.0773
2023-09-12,7162.9024
2023-09-13,7080.4722
2023-09-14,6978.6385
2023-09-15,7073.8683
2023-09-18,6976.9641
2023-09-19,6942.8882
2023-09-20,6843.7449
2023-09-21,6822.7857
2023-09-22,6973.6746
2023-09-25,6909.2839
2023-09-26,6835.5773
2023-09-27,6849.1484
2023-09-28,6929.154
2023-10-09,6985.3256
2023-10-10,7055.4431
2023-10-11,7140.0602
2023-10-12,7173.8707
2023-10-13,7158.5469
2023-10-16,6959.126
2023-10-17,7033.4943
2023-10-18,6946.1495
2023-10-19,6999.0938
2023-10-20,6870.9006
2023-10-23,6714.4033
2023-10-24,6818.5925
2023-10-25,6836.0022
2023-10-26,6832.0961
2023-10-27,6995.6312
2023-10-30,7309.1741
2023-10-31,7296.8478
2023-11-01,7247.3502
2023-11-02,7161.9791
2023-11-03,7326.7619
2023-11-06,7481.7293
2023-11-07,7502.7948
2023-11-08,7515.7978
2023-11-09,7415.7497
2023-11-10,7376.3065
2023-11-13,7387.2238
2023-11-14,7453.7816
2023-11-15,7431.5114
2023-11-16,7301.4788
2023-11-17,7327.224
2023-11-20,7275.5271
2023-11-21,7208.3974
2023-11-22,7099.1734
2023-11-23,7163.5647
2023-11-24,7068.0138
2023-11-27,7152.3136
2023-11-28,7137.112
2023-11-29,7137.8694
2023-11-30,7129.6052
2023-12-01,7155.3182
2023-12-04,7061.8518
2023-12-05,6865.8776
2023-12-06,6852.553
2023-12-07,6770.972
2023-12-08,6913.7918
2023-12-11,7004.8747
2023-12-12,6987.9063
2023-12-13,6905.122
2023-12-14,6890.4786
2023-12-15,6841.6727
