date,stock_count,benchmark_return,selected_return,selected_excess,turnover,universe_source
2020-01-02,27,0.03772752007625254,0.030305080627933096,-0.0074224394483194435,,static_first_interval_before_2021-12-13_plus_official_after
2020-01-09,27,0.09062373423590407,0.032165975180537876,-0.058457759055366196,1.0,static_first_interval_before_2021-12-13_plus_official_after
2020-01-16,27,-0.007032934233871491,0.06092421536576872,0.06795714959964021,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-01-23,27,0.11098634706556336,0.11347828782833165,0.002491940762768291,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-02-07,27,0.1374937876775464,0.2100773297813959,0.07258354210384951,0.6666666666666667,static_first_interval_before_2021-12-13_plus_official_after
2020-02-14,27,0.20074965910332973,0.28981227918974634,0.0890626200864166,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-02-21,27,-0.1511823795590668,-0.1137704482145649,0.037411931344501895,0.6666666666666667,static_first_interval_before_2021-12-13_plus_official_after
2020-02-28,27,-0.11897799070928324,-0.1669820777684364,-0.04800408705915317,0.0,static_first_interval_before_2021-12-13_plus_official_after
2020-03-06,27,-0.006952631319698625,0.07220911900650073,0.07916175032619936,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-03-13,26,-0.04807618183765902,-0.07758018478623718,-0.029504002948578162,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-03-20,26,-0.04281888857120924,-0.13901433475982675,-0.0961954461886175,0.6666666666666667,static_first_interval_before_2021-12-13_plus_official_after
2020-03-27,27,0.10646723198363416,0.07616893861340553,-0.03029829337022863,0.0,static_first_interval_before_2021-12-13_plus_official_after
2020-04-03,27,-0.055237375104692836,-0.07185830379793907,-0.01662092869324624,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-04-13,27,0.04220754415484773,0.005128203228270678,-0.037079340926577053,0.6666666666666667,static_first_interval_before_2021-12-13_plus_official_after
2020-04-20,27,-0.010108408857718357,-0.03563386791016957,-0.025525459052451214,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-04-27,27,0.12838157460582314,0.0747326718892694,-0.053648902716553745,0.0,static_first_interval_before_2021-12-13_plus_official_after
2020-05-07,29,0.05300269450477245,0.009317992079263093,-0.043684702425509356,0.0,static_first_interval_before_2021-12-13_plus_official_after
2020-05-14,29,-0.05916029311685116,-0.05534014252987596,0.003820150586975206,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-05-21,29,-0.02466288206752917,-0.022256551338461456,0.002406330729067714,0.0,static_first_interval_before_2021-12-13_plus_official_after
2020-05-28,29,0.0808723790794911,0.06963107680263529,-0.01124130227685581,0.6666666666666667,static_first_interval_before_2021-12-13_plus_official_after
2020-06-04,29,-0.0067714252977501225,-0.09605230929299313,-0.089280883995243,0.0,static_first_interval_before_2021-12-13_plus_official_after
2020-06-11,29,0.011102868201399668,-0.013803106105119145,-0.024905974306518815,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-06-18,29,0.09444362089604841,0.11965953731641014,0.025215916420361736,0.6666666666666667,static_first_interval_before_2021-12-13_plus_official_after
2020-06-29,29,0.13990370332554147,0.12347878512128596,-0.016424918204255512,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-07-06,29,0.10037521624274293,0.060695788600858634,-0.03967942764188429,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-07-13,28,-0.1301596831050114,-0.11364193460652112,0.01651774849849026,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-07-20,28,-0.05177960886065427,-0.09903703215593355,-0.04725742329527929,0.0,static_first_interval_before_2021-12-13_plus_official_after
2020-07-27,29,0.08802556642765434,0.1061590222598751,0.018133455832220757,0.6666666666666667,static_first_interval_before_2021-12-13_plus_official_after
2020-08-03,29,-0.05353700232801555,-0.09828063145788446,-0.04474362912986891,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-08-10,29,0.02943087323294174,0.053315844429353366,0.023884971196411628,0.6666666666666667,static_first_interval_before_2021-12-13_plus_official_after
2020-08-17,29,-0.05277262350768022,-0.10831645398724317,-0.05554383047956295,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-08-24,29,-0.019930526395549583,-0.004725245326813472,0.015205281068736112,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-08-31,29,-0.029877843652924757,-0.06453094385019598,-0.03465310019727122,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-09-07,29,-0.0025768722442469066,-0.01686512504026379,-0.014288252796016884,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-09-14,29,0.00024483175401761363,-0.012940349012540561,-0.013185180766558174,0.6666666666666667,static_first_interval_before_2021-12-13_plus_official_after
2020-09-21,29,-0.005084682242281302,-0.018539900653437802,-0.0134552184111565,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-09-28,29,0.05125952212979525,0.06559575168136626,0.01433622955157101,0.0,static_first_interval_before_2021-12-13_plus_official_after
2020-10-13,29,-0.05833205544804203,-0.03975477585009265,0.01857727959794938,0.0,static_first_interval_before_2021-12-13_plus_official_after
2020-10-20,29,-0.01510732484902666,0.016751839654670347,0.03185916450369701,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-10-27,29,0.05156768475045211,0.04323126076940483,-0.00833642398104728,0.6666666666666667,static_first_interval_before_2021-12-13_plus_official_after
2020-11-03,29,0.04648403576850045,0.03128018078998851,-0.015203854978511941,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-11-10,29,-0.0012284329587337185,-0.0010790352107356387,0.00014939774799807982,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-11-17,29,0.011826612020376933,0.03995191988741272,0.02812530786703579,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-11-24,29,0.03119955835142828,0.049626522148072505,0.018426963796644224,0.0,static_first_interval_before_2021-12-13_plus_official_after
2020-12-01,29,-0.025361054327065622,-0.06617323628764726,-0.040812181960581645,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-12-08,29,-0.01359186240567285,0.01769113157531658,0.03128299398098943,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
2020-12-15,30,0.02356357303406413,-0.026238114093699954,-0.04980168712776409,0.33333333333333337,static_first_interval_before_2021-12-13_plus_official_after
