bitmask,components,factor_count,full_period_label,full_periods,full_first_signal_date,full_last_signal_date,full_mean_stock_count,full_rank_ic,full_ic_mean,full_gross_excess_pct,full_turnover_pct,full_annual_cost_pct,full_net_excess_pct,full_sharpe_after_cost,full_max_drawdown_pct,full_monthly_win_rate_pct,train_period_label,train_periods,train_first_signal_date,train_last_signal_date,train_mean_stock_count,train_rank_ic,train_ic_mean,train_gross_excess_pct,train_turnover_pct,train_annual_cost_pct,train_net_excess_pct,train_sharpe_after_cost,train_max_drawdown_pct,train_monthly_win_rate_pct,test_period_label,test_periods,test_first_signal_date,test_last_signal_date,test_mean_stock_count,test_rank_ic,test_ic_mean,test_gross_excess_pct,test_turnover_pct,test_annual_cost_pct,test_net_excess_pct,test_sharpe_after_cost,test_max_drawdown_pct,test_monthly_win_rate_pct,recent_period_label,recent_periods,recent_first_signal_date,recent_last_signal_date,recent_mean_stock_count,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,recent_sharpe_after_cost,recent_max_drawdown_pct,recent_monthly_win_rate_pct,platform_A_raw_mean,A_newcomer_no_decay_proxy,full_min_member_addition_pp,full_vs_best_single_pp,train_min_member_addition_pp,train_vs_best_single_pp,test_min_member_addition_pp,test_vs_best_single_pp,recent_min_member_addition_pp,recent_vs_best_single_pp,contains_new_proxy,same_B01_pair
877,SIZE+RET40+DD120+DD60+ASSET_GROWTH+C02+C03,7,full,120,2021-09-07,2026-08-10,4283.175,,,15.573471634599123,36.10881127792462,5.459652265222203,10.11381936937692,0.701387868972046,28.183219981883678,68.33333333333333,train,73,2021-09-07,2024-08-28,3985.945205479452,,,14.001774968365133,35.01006087760597,5.293521204694023,8.70825376367111,0.21333961558678735,28.183219981883678,72.22222222222221,test,47,2024-09-11,2026-08-10,4744.829787234043,,,18.26977430189234,37.792003380540415,5.71415091113771,12.555623390754628,1.4600497766051475,21.144964027539114,62.5,recent,15,2026-01-09,2026-08-10,4822.8,,,2.055614582204368,35.87425297650647,5.424187050047777,-3.3685724678434092,-0.4882913588033798,21.144964027539125,50.0,0.009696534826428571,0.12120668533035714,-0.9885049449503143,-11.660691393750724,-0.7562091733787248,-11.178717797054869,-2.230848516363837,-12.205646484200843,-1.2133311441949948,-13.956151652018296,True,False
621,SIZE+RET40+DD120+DD60+ASSET_GROWTH+C03,6,full,120,2021-09-07,2026-08-10,4455.125,,,15.591935492007835,35.79237672789361,5.411807361257513,10.180128130750322,0.6966416043792174,28.123545319880606,70.0,train,73,2021-09-07,2024-08-28,4208.575342465753,,,13.951328358627945,34.71004379571795,5.2481586219125544,8.703169736715392,0.2050091149967,28.123545319880606,75.0,test,47,2024-09-11,2026-08-10,4838.063829787234,,,18.44034917688422,37.450418666545666,5.662503302381705,12.777845874502514,1.4584081779039282,21.477385690777474,62.5,recent,15,2026-01-09,2026-08-10,4862.133333333333,,,2.3965141152185065,35.87667784595155,5.424553690307874,-3.0280395750893683,-0.46056954547779216,21.477385690777474,50.0,0.008543253964166666,0.10679067455208331,-1.434698701048255,-11.594382632377322,-1.4689891302305078,-11.183801824010587,-1.264215270688151,-11.983424000452956,-1.172941636206535,-13.615618759264255,True,False
230,H03+RET40+DD60+ASSET_GROWTH+C01,5,full,120,2021-09-07,2026-08-10,4283.175,,,17.43309167859659,38.25012238354386,5.783418504391832,11.649673174204759,0.7504567362861736,28.85346694612565,73.33333333333333,train,73,2021-09-07,2024-08-28,3985.945205479452,,,14.348394288021426,37.35134202705323,5.647522914490448,8.700871373530978,0.2095006936394811,28.85346694612565,75.0,test,47,2024-09-11,2026-08-10,4744.829787234043,,,23.546053426381096,39.62697739774229,5.991598982538633,17.554454443842467,1.5845527123431409,20.011794433340114,70.83333333333334,recent,15,2026-01-09,2026-08-10,4822.8,,,8.0733021533419,37.57031096326951,5.680631017646351,2.392671135695548,-0.2402280146782431,20.011794433340114,62.5,0.011741793812,0.14677242265,-3.883964915705503,-6.449266110102885,-3.804501581428875,-6.0398507548194225,-3.7563122801503255,-7.171406509234767,-3.79747175203089,-12.622317879697974,True,False
737,SIZE+DD60+ASSET_GROWTH+C01+C03,5,full,120,2021-09-07,2026-08-10,4283.175,,,16.259928059043084,32.84048362896545,4.9654811246995765,11.294446934343506,0.7360163954363339,29.536552769918988,71.66666666666667,train,73,2021-09-07,2024-08-28,3985.945205479452,,,13.468802961210791,31.6325325762296,4.782838925525915,8.685964035684876,0.21399727348282205,29.536552769918988,77.77777777777779,test,47,2024-09-11,2026-08-10,4744.829787234043,,,21.75766926017395,34.690961837411855,5.245273429816673,16.512395830357278,1.5455093396960164,21.515895176118082,62.5,recent,15,2026-01-09,2026-08-10,4822.8,,,2.72028243514274,32.13237454280169,4.8584150308716145,-2.138132595728875,-0.4269240559538134,21.51589517611807,50.0,0.0097246703676,0.121558379595,-2.53406921829877,-10.480063828784138,-2.9616683026498887,-11.201007525041103,-1.3268680747452102,-8.248874044598193,-1.3578184885451177,-12.725711779903762,True,False
878,H03+RET40+DD120+DD60+ASSET_GROWTH+C02+C03,7,full,120,2021-09-07,2026-08-10,4283.175,,,15.817101836615244,36.58338288474568,5.531407492173547,10.285694344441696,0.708503919104487,26.979053602262937,70.0,train,73,2021-09-07,2024-08-28,3985.945205479452,,,14.056476447804844,35.521791142821854,5.370894820794664,8.68558162701018,0.21086762872306689,26.979053602262937,72.22222222222221,test,47,2024-09-11,2026-08-10,4744.829787234043,,,18.934712587206093,38.20965108513964,5.777299244073114,13.157413343132978,1.4724372899851519,21.091043638539773,66.66666666666666,recent,15,2026-01-09,2026-08-10,4822.8,,,2.2206094390831543,36.49558342999536,5.5181322146152985,-3.297522775532144,-0.4893402512925954,21.091043638539773,50.0,0.010488119887,0.1311014985875,-1.4951922771453443,-7.813244939865948,-1.3772792427705607,-6.055140501340221,-2.5427966453289805,-11.568447609944256,-3.3723102015573634,-18.312511790925665,True,False
604,RET40+DD120+CHIP250+ASSET_GROWTH+C03,5,full,120,2021-09-07,2026-08-10,4283.175,,,14.708685385268637,35.38014570495689,5.349478030589481,9.359207354679159,0.6911558749005057,26.120566385536815,68.33333333333333,train,73,2021-09-07,2024-08-28,3985.945205479452,,,13.896713776200064,34.6238369672436,5.235124149447232,8.661589626752834,0.20714188332459255,26.120566385536815,69.44444444444444,test,47,2024-09-11,2026-08-10,4744.829787234043,,,15.717814452091439,36.538746324432566,5.524658444254203,10.193156007837235,1.4103630573936043,22.071620773985078,66.66666666666666,recent,15,2026-01-09,2026-08-10,4822.8,,,-0.906371624706459,34.811934453218186,5.2635644893265905,-6.1699361140330495,-0.6441637040984178,22.07162077398509,50.0,0.009572485349000001,0.11965606686250001,-0.32136404273840036,1.7997404406822266,-0.5956062512133276,1.8681874510752765,-0.7768543137248809,1.5586851637532995,-1.7434139464155116,-3.320847742204593,True,False
1021,SIZE+RET40+DD120+CHIP250+DD60+ASSET_GROWTH+C01+C02+C03,9,full,120,2021-09-07,2026-08-10,4283.175,,,16.426150407819318,36.39280183765613,5.502591637853606,10.92355876996571,0.7253755833847081,27.380987071840202,68.33333333333333,train,73,2021-09-07,2024-08-28,3985.945205479452,,,14.027272227277543,35.4972611307369,5.36718588296742,8.660086344310121,0.20992871960579307,27.380987071840202,69.44444444444444,test,47,2024-09-11,2026-08-10,4744.829787234043,,,20.990323402228462,37.76469398442604,5.7100217304452165,15.280301671783244,1.5161646167387055,21.071347729203893,66.66666666666666,recent,15,2026-01-09,2026-08-10,4822.8,,,1.975563574288508,35.77977098353015,5.409901372709758,-3.4343377984212498,-0.4996972658751426,21.071347729203893,50.0,0.010859152782111112,0.1357394097763889,-1.1376131610186189,-10.850951993161933,-1.7247330395052494,-11.226885216415857,-1.9172969138053428,-9.480968203172226,-2.221254747899675,-14.021916982596137,True,False
980,RET40+CHIP250+ASSET_GROWTH+C01+C02+C03,6,full,120,2021-09-07,2026-08-10,4283.175,,,15.151196863445925,36.02880832347622,5.447555818509604,9.703641044936322,0.7060222040155437,25.435838761341167,65.0,train,73,2021-09-07,2024-08-28,3985.945205479452,,,14.007876988593793,35.423009709939215,5.355959068142808,8.651917920450984,0.20531547771038963,25.435838761341167,66.66666666666666,test,47,2024-09-11,2026-08-10,4744.829787234043,,,16.88982216623507,36.956840242086116,5.587874244603421,11.301947921631648,1.448057846310444,21.371580228571553,62.5,recent,15,2026-01-09,2026-08-10,4822.8,,,0.36274581796484906,35.238327643756904,5.328035139736044,-4.965289321771195,-0.5992969747670727,21.371580228571542,37.5,0.013532451611666668,0.16915564514583334,-0.8423829451494225,-0.7157246498256917,-0.6228848990665554,-0.6119892878615385,-1.9868653212681195,-0.8796130724801365,-1.0253618724063482,-2.1162009499427383,True,False
860,RET40+DD120+CHIP250+ASSET_GROWTH+C02+C03,6,full,120,2021-09-07,2026-08-10,4283.175,,,14.706024467211032,35.29438146154257,5.336510476985238,9.369513990225794,0.6916461677588548,26.01241404733653,66.66666666666666,train,73,2021-09-07,2024-08-28,3985.945205479452,,,13.862226828417457,34.517099429418764,5.2189854337281165,8.64324139468934,0.20656704622069463,26.01241404733653,69.44444444444444,test,47,2024-09-11,2026-08-10,4744.829787234043,,,15.787473246401017,36.48511138309392,5.516548841123801,10.270924405277219,1.4128653835133784,22.110823620085927,62.5,recent,15,2026-01-09,2026-08-10,4822.8,,,-1.0861408812902873,34.78435821273272,5.259394961765187,-6.345535843055475,-0.6585201547491669,22.110823620085917,37.5,0.010746441124166667,0.13433051405208335,-0.3343483847515927,-0.4148203167016149,-0.9315361526022059,-0.17162872824650677,-1.3397477071888737,-0.9457122173347958,-1.3218035972469613,-3.4964474712270186,True,False
565,SIZE+RET40+CHIP250+DD60+C03,5,full,120,2021-09-07,2026-08-10,4283.175,,,17.62163653239832,40.32070268546942,6.096490246042976,11.525146286355344,0.7270011536380351,28.35484250473351,71.66666666666667,train,73,2021-09-07,2024-08-28,3985.945205479452,,,14.551838633079328,39.19894975868463,5.9268812035131155,8.624957429566212,0.21191970702870844,28.35484250473351,75.0,test,47,2024-09-11,2026-08-10,4744.829787234043,,,23.68642780157286,42.03913270096952,6.35631686438659,17.330110937186273,1.5441587861115247,20.98849307710433,66.66666666666666,recent,15,2026-01-09,2026-08-10,4822.8,,,5.038215723723449,39.40794552935026,5.958481364037759,-0.9202656403143099,-0.37560578911400216,20.98849307710434,50.0,0.0112196364188,0.14024545523499998,-4.011972340325757,-10.2493644767723,-3.2088488041848056,-11.262014131159766,-5.64580636882247,-7.431158937769197,-3.149068350966288,-11.507844824489197,True,False
