rank,weight,train_ic,train_rank_ic,valid_ic,valid_rank_ic,test_ic,test_rank_ic,train_gross_excess,train_turnover,train_annual_cost,train_net_excess,train_periods,valid_gross_excess,valid_turnover,valid_annual_cost,valid_net_excess,valid_periods,test_gross_excess,test_turnover,test_annual_cost,test_net_excess,test_periods,formula
37,0.0013130281586199999,0.0013130275765433908,0.006864840630441904,0.0008613582467660308,-0.015465994365513325,0.0016241336707025766,-0.002683904953300953,0.02950992518908357,0.04689190536737442,0.014180112183094024,0.015329813005989547,146,-0.09113613622529167,0.05216092988848686,0.015773465198278425,-0.10690960142357009,49,-0.011963015142828227,0.04803571105003357,0.01452599902153015,-0.02648901416435838,48,"TsCorr(SLog1p(Sign(Mul($oper_roe_lyr,1.0))),Rank(Sub($amount,10.0)),50)"
38,0.0040827649645507336,0.004082765430212021,0.01965177059173584,-0.00782789196819067,0.009269529022276402,0.0020878659561276436,0.01920604147017002,0.05387585702007764,0.2013036459684372,0.06087422254085541,-0.006998365520777768,146,-0.1673755441393171,0.20720434188842773,0.06265859298706054,-0.23003413712637766,49,0.038543776609003544,0.20306679606437683,0.06140739912986755,-0.022863622520864005,48,"Sub($book_to_market_ratio_lf,Less(TsCov($open,$inventory,50),$ratio_bm_ttm))"
39,0.007673593703657389,0.007673594634979963,0.016456911340355873,-0.010956507176160812,0.011470657773315907,-0.009635042399168015,0.004221469629555941,0.020854058616781888,0.38159966468811035,0.11539573860168457,-0.09454167998490269,146,-0.07329764536448888,0.39947864413261414,0.12080234198570253,-0.1940999873501914,49,-0.004351166635751725,0.37483546137809753,0.1133502435207367,-0.11770141015648841,48,"TsSkew($volume,40)"
40,0.003964075352996588,0.0039640748873353004,0.009564749896526337,-0.002598863560706377,0.007825800217688084,0.0034076792653650045,0.005856330972164869,-0.2047129996835369,0.45784497261047363,0.1384523197174072,-0.3431653194009441,146,-0.14417014462607247,0.41949033737182617,0.12685387802124024,-0.27102402264731273,49,0.0915085718035698,0.40396690368652344,0.1221595916748047,-0.03065101987123489,48,"Mul(TsSkew(Inv($inventory),40),TsMinDiff($vwap,50))"
41,0.002941504120826721,0.002941504120826721,-0.004414886236190796,0.003613910870626569,-0.008340624161064625,0.005845753476023674,-0.008638517931103706,0.08708949693261761,0.04553055390715599,0.013768439501523972,0.07332105743109364,146,-0.15155143056597029,0.04256486892700195,0.012871616363525391,-0.16442304692949566,49,-0.022897299192845822,0.044187791645526886,0.013362388193607331,-0.03625968738645315,48,"Mul($book_to_market_ratio_lyr,Less(0.01,Add(SLog1p(TsMinDiff(Sub($current_liabilities,TsWMA(SLog1p($low),50)),50)),$oper_main_profit_ttm)))"
42,0.003748857881873846,0.0037488581147044897,0.00732531538233161,-0.002718403236940503,-0.0010023624636232853,-0.00699330260977149,-0.010767282918095589,0.005019901692867279,0.8230330944061279,0.2488852077484131,-0.24386530605554582,146,-0.011818622371980123,0.8330628871917725,0.25191821708679196,-0.2637368394587721,49,-0.028491929545998575,0.818383514881134,0.24747917490005492,-0.2759711044460535,48,"TsKurt($ratio_ep_ttm,20)"
43,0.0020322774071246386,0.0006812250940129161,0.007996509782969952,0.004759507719427347,0.00511481799185276,0.0020761152263730764,-0.004701288416981697,0.0026936063823634632,0.20071610808372498,0.060696551084518435,-0.058002944702154974,146,-0.09039872033255442,0.20295922458171844,0.061374869513511655,-0.15177358984606606,49,-0.04348620604723692,0.19555091857910156,0.059134597778320315,-0.10262080382555724,48,"Sub(30.0,TsDelta($current_assets,20))"
44,0.0018081567250192165,0.0018081567250192165,-0.005294709000736475,-0.0014928359305486083,0.011511237360537052,-0.00031189346918836236,-0.001967367483302951,0.012545139454815486,0.4097670912742615,0.12391356840133666,-0.11136842894652117,146,-0.029653115783418928,0.38614946603775024,0.11677159852981567,-0.1464247143132346,49,-0.17941353768110277,0.5281088352203369,0.15970011177062987,-0.3391136494517326,48,"Less(Div(0.01,TsPctChange(Add(Greater(Greater($vwap,$gr_total_asset_lyr),$high),Inv($book_to_market_ratio_lyr)),40)),$book_to_market_ratio_lf)"
45,0.001942794886417687,0.001942794886417687,-0.0015197200700640678,-0.0053357407450675964,0.0016864289063960314,0.012860612012445927,-0.0020845436956733465,-0.03401537533492258,0.4293464422225952,0.12983436412811278,-0.16384973946303535,146,-0.2045539651598249,0.4280029237270355,0.12942808413505555,-0.33398204929488046,49,0.1513031490147114,0.43291714787483215,0.13091414551734926,0.02038900349736214,48,"TsCov(Less(Abs($book_to_market_ratio_lf),Rank($high)),Pow(Ref($oper_main_profit_ttm,40),0.5),30)"
46,0.0021295365877449512,0.0021295365877449512,0.003975365776568651,0.0006959885358810425,-0.008446603082120419,0.0027235483285039663,0.000421756791183725,,,,,0,,,,,0,,,,,0,"TsWMA(TsMad(Pow(30.0,$book_to_market_ratio_lyr),20),20)"
