tag,members,na,nb,nc,comb,net,turnover,monthly_turnover,sharpe,dd,pool_s,seat_si
seed(替换C),size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact,0.23899486063,0.3977836310168774,1.0,0.6370232429819072,23.799617973444924,0.1430187675698701,0.2860375351397402,1.1317246776061485,27.41258584335917,0.023867017861012644,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact60+reversal_chip_turn_paper,0.27414435087707606,0.44543499972951694,0.9452179297202662,0.636079188454866,24.080157569258816,0.16454489590854693,0.32908979181709386,1.1401668216615872,26.68480356046369,0.026726099983771016,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03599]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+t10_size_plus_impact_wc+impact60,0.2684678146023713,0.44261265101354214,0.925776100868988,0.6252072361662586,23.793582959039913,0.1626062740675203,0.3252125481350406,1.1264900975219942,27.169590754854468,0.026556759060812528,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03327]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+t10_size_plus_impact_fscore+impact_abs_return60,0.2686091670475158,0.44256793622404067,0.9231249651443604,0.6240268454028796,24.03507428933389,0.1653049000509052,0.3306098001018104,1.1331708238307219,27.305300984228985,0.02655407617344244,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03333]"
replace-SIZE,impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+t10_size_plus_impact_wc+impact60,0.2965491956578455,0.4814202985792938,0.8789477892809074,0.6233334488107303,23.12001790359406,0.1717804818622702,0.3435609637245404,1.1287263638864586,25.475780624209033,0.02888521791475763,"[0.01579, 0.03726, 0.01692, 0.0154, 0.03327]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+book_to_market_lf_plus_impact+t10_size_plus_wc_mcap,0.2712143878461427,0.4451312620242846,0.9159496173538009,0.6222161470869385,23.784616847278663,0.16556073025266788,0.33112146050533575,1.1280685011108467,26.813966680040057,0.026707875721457074,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03458]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+t10_size_plus_impact_fscore+book_to_market_lf_plus_impact,0.26976042972583064,0.439434804506232,0.9187070954920067,0.6211724604937503,23.803093852262062,0.16513527490532953,0.33027054981065906,1.1316703605465823,27.01321301848959,0.02636608827037392,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03389]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact+t10_size_plus_impact_wc+book_to_market_lf_plus_impact,0.27095179790978646,0.4447405457540546,0.9090482550083133,0.6189212653496174,23.6412944547456,0.16528288597929194,0.3305657719585839,1.12502187183643,26.841898326477498,0.026684432745243274,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03446]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+book_to_market_lf_plus_impact+momentum20_open,0.2740576311437425,0.45278876174730254,0.8993792332138917,0.6180082477865556,23.971653335332235,0.1723338887187196,0.3446677774374392,1.1400138627259433,26.617355718911206,0.027167325704838152,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03595]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+t10_size_plus_wc_mcap+impact_abs_return60,0.2682602515180742,0.44085659651786546,0.910979682167226,0.6178927160601195,23.83939597994645,0.16530213572805402,0.33060427145610805,1.1265922275540732,27.264030319727418,0.026451395791071926,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03317]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_bm+t10_size_plus_impact_wc+impact60,0.2728340028211111,0.446559291452749,0.9044579941440772,0.6178686499375191,23.52429755948043,0.16420105296102264,0.3284021059220453,1.1205774437859566,26.994765981266365,0.026793557487164936,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03536]"
