tag,members,na,nb,nc,comb,net,turnover,monthly_turnover,sharpe,dd,pool_s,seat_si
seed(替换C),size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact,0.23899486063,0.3977836310168774,1.0,0.6370232429819072,23.799617973444924,0.1430187675698701,0.2860375351397402,1.1317246776061485,27.41258584335917,0.023867017861012644,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+t10_size_plus_impact_wc+book_to_market_lf_plus_impact,0.27021234875177563,0.44117743434949613,0.9286460454242592,0.6263452922135954,23.642158162500422,0.16191455641074262,0.32382911282148524,1.1263480486946087,26.868717375355534,0.026470646060969768,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.0341]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+impact60+reversal_chip_turn_size_eq,0.2708159387707375,0.4461327666052839,0.9194289194639601,0.6240526698247789,24.28322242611015,0.1686267079250735,0.337253415850147,1.1380446812448852,27.23126278694292,0.026767965996317034,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03439]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+impact60+reversal_chip_turn_paper,0.27287570371601333,0.44796004065453604,0.9143093602811685,0.6228003670988161,23.96861018919987,0.16775412665848588,0.33550825331697176,1.1352116915964579,26.963510401569536,0.02687760243927216,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03538]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+impact60+reversal_chip_turn_size_eq,0.27018318483763254,0.44669035142011587,0.9148518494925011,0.6220615922361925,24.22304831200213,0.1686174213327838,0.3372348426655676,1.1362466490034815,27.286406677174813,0.02680142108520695,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03409]"
replace-SIZE,impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+impact60+t10_size_plus_wc_mcap,0.299620618938147,0.48655143077251356,0.863455731917968,0.6187722039210948,23.20419126926071,0.1756101960570354,0.3512203921140708,1.1290979841451083,25.458235798015096,0.029193085846350813,"[0.01579, 0.03726, 0.01692, 0.0154, 0.0345]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+book_to_market_lf_minus_size+t10_nomcap_plus_impact,0.2696106643670009,0.44456578641574696,0.9073792495413032,0.617840820412498,23.888408284056894,0.16765352388966476,0.3353070477793295,1.1322230968287907,27.08854244638089,0.026673947184944816,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03382]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_g13+book_to_market_lf_minus_size+t10_nomcap_plus_impact,0.2706291738537108,0.4432735383033972,0.9061187608935523,0.6170250155790298,23.896874071265557,0.16764668557668574,0.3352933711533715,1.1318961204530487,27.172644265119462,0.026596412298203833,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.0343]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_bm+impact60+t10_nomcap_plus_impact,0.27500557707950923,0.4533608815407159,0.8949916325202683,0.6164236585892732,23.76823647675979,0.1694948764486415,0.338989752897283,1.1301667215539684,26.86095545494569,0.027201652892442953,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.0364]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_bm+impact_abs_return60+reversal_turn_paper,0.2723029706835573,0.4452224218357725,0.899165587438696,0.6149129561266451,23.784315845810216,0.16892327350549233,0.33784654701098465,1.1326704465036463,26.952053020026057,0.02671334531014635,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03511]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_wc+impact60+t10_nomcap_plus_impact,0.27701602982502754,0.45477397674834513,0.8885434626988525,0.61441865604141,23.779926561386688,0.17010963591273423,0.34021927182546846,1.1278635647148343,26.977287348467083,0.027286438604900706,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03737]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+t10_size_plus_impact_fscore+book_to_market_lf_div_oper_main_profit_ttm,0.2692372977086988,0.442684564108168,0.9009007938376759,0.6141924142065527,24.042072594352547,0.16692290081532624,0.3338458016306525,1.12800209580903,27.882116322048756,0.026561073846490077,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03364]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+impact60+t10_size_plus_wc_mcap,0.2710273340026225,0.4468103354199225,0.8962424238706426,0.6138981749392866,23.571622475434033,0.16589651374813108,0.33179302749626216,1.1216826069359715,27.09877420922201,0.02680862012519535,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.0345]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+t10_size_plus_impact_fscore+book_to_market_lf_minus_size,0.26918171151355913,0.4369332014633023,0.9027419484618593,0.6129968396227043,23.686845333120885,0.16577156727281203,0.33154313454562406,1.1273854422617968,27.293863193080124,0.026215992087798137,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03361]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+impact_abs_return60+reversal_turn_paper,0.26978098455947835,0.4416430580050038,0.8980980816198701,0.6126754039425886,23.698131942210836,0.16739546865095334,0.3347909373019067,1.129191001563821,27.152788770700553,0.026498583480300226,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.0339]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact+impact60+reversal_turn_paper_nomcap,0.2759968193328029,0.4553677824173235,0.8842253378551381,0.6124794897474359,23.667470018655393,0.17151648421015792,0.34303296842031583,1.1322999790149217,26.741275464729895,0.02732206694503941,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03688]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_bm+t10_size_plus_impact_fscore+book_to_market_lf_minus_size,0.2681397717098577,0.4385744907857536,0.8997028415449101,0.6119953048121949,23.756636803777713,0.16768259087681214,0.3353651817536243,1.130699998059908,27.169761707079964,0.026314469447145217,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03311]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact_abs_return60+reversal_turn_eq,0.27331536689635233,0.4491238189660738,0.8889032214452612,0.6118628596677639,23.99384620032195,0.17268119256266093,0.34536238512532186,1.135585591681858,26.998141808577948,0.026947429137964427,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03559]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+book_to_market_lf_minus_size+reversal_chip_turn_size_eq,0.2687263251791098,0.4415905453937894,0.8967643206405211,0.6118459002118828,23.863229425731593,0.16824233179161324,0.3364846635832265,1.1286526447476912,27.315787337360863,0.026495432723627362,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03339]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_wc+impact_abs_return60+reversal_chip_turn_paper,0.2713246141129734,0.44671637292643523,0.890484775677528,0.6113338024017346,23.859345358658103,0.16989555704058493,0.33979111408116985,1.1299852597219546,27.21855925291605,0.026802982375586114,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03464]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_bm+reversal_chip_turn_size_eq+book_to_market_lf_plus_impact,0.269015512642589,0.4471051643709163,0.8896270330596786,0.6106220749351938,23.642602084410626,0.16923255885709396,0.3384651177141879,1.128107602451877,26.885653791463472,0.026826309862254975,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03353]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+impact_abs_return60+reversal_turn_eq,0.2752233636535073,0.45059241407976414,0.8837514697601836,0.6104401790507015,23.981032309887677,0.17271688938989008,0.34543377877978015,1.133151994178796,27.16275243207422,0.027035544844785847,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03651]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+paper_composite+reversal_chip_turn_eq,0.26896356238395336,0.44822199641871496,0.887861464884035,0.6102080704211567,23.93615157771827,0.17256866245503472,0.34513732491006943,1.1353842187608365,26.95529504994013,0.026893319785122896,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.0335]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_fscore+impact60+reversal_chip_turn_eq,0.27638985148905876,0.46361047182587833,0.8721427703807746,0.6100058821082177,24.133256419709756,0.17675032824057346,0.3535006564811469,1.135625116691363,27.086652762396778,0.0278166283095527,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03707]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+size_only+t10_size_plus_impact_bm+t10_size_plus_impact_fscore,0.2691404355944875,0.441286168587187,0.8926395553109614,0.6099660460143456,23.925139061559946,0.16806546334686837,0.33613092669373673,1.1269934363953638,27.694406153016573,0.026477170115231218,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03359]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_bm+book_to_market_lf_minus_size+t10_nomcap_plus_impact,0.2712293063746629,0.4477431291624023,0.8866434475789536,0.6099455078923025,23.65696397621744,0.16938409975092072,0.33876819950184145,1.1275284699260792,27.029868169597947,0.026864587749744137,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03459]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_wc+book_to_market_lf_plus_impact+reversal_chip_turn_eq,0.27653243245470044,0.4564858867023771,0.8774825655470675,0.6099437013329524,23.701601449725253,0.17295655687696498,0.34591311375392997,1.1290928703973941,26.62222026946224,0.027389153202142625,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03714]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+book_to_market_lf_minus_size+reversal_turn_paper_nomcap,0.2704679488813677,0.4403641513492966,0.8904503365097932,0.6089236941779343,23.59434299851573,0.16862462863669542,0.33724925727339083,1.1297264705389412,27.002066887661837,0.026421849080957793,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03423]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+t10_size_plus_impact_wc+book_to_market_lf_div_oper_main_profit_ttm,0.2690675711504042,0.4409947363124149,0.8898616101570241,0.6085993965100869,23.66070428971846,0.16427173560209707,0.32854347120419414,1.1173157015953987,28.03885730007002,0.026459684178744895,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03355]"
