tag,members,na,nb,nc,comb,net,turnover,monthly_turnover,sharpe,dd,pool_s,seat_si
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+turn_bias+f_i10_01,0.2700638131559666,0.4496234807047485,0.9886943737353459,0.6562934490587609,23.596730148361473,0.15027689426432972,0.30055378852865944,1.1278891386771042,27.50739477090196,0.02697740884228491,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03403]"
replace-SIZE,impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+turn_bias+f_i10_01,0.29846439392215995,0.49144746354511126,0.9158122863397887,0.6438150198781258,22.43383491539366,0.1582336995517646,0.3164673991035292,1.1177875834104873,25.544670298919925,0.029486847812706676,"[0.01579, 0.03726, 0.01692, 0.0154, 0.03403]"
seed(替换C),size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact,0.23899486063,0.3977836310168774,1.0,0.6370232429819072,23.799617973444924,0.1430187675698701,0.2860375351397402,1.1317246776061485,27.41258584335917,0.023867017861012644,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+t10_size_plus_impact_bm+impact60,0.2688538311861692,0.4419157490183617,0.9399264644317938,0.6314081873879677,23.997891433562074,0.16280542009684004,0.3256108401936801,1.1337573078634497,27.0901940609104,0.026514944941101702,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03345]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_g13+t10_size_plus_impact+book_to_market_lf_plus_impact,0.2681307621610588,0.4384028263513997,0.9292611722883553,0.6252346691849615,23.814643963571744,0.16319930942554858,0.32639861885109717,1.1307472912388328,27.01543248943218,0.026304169581083982,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.0331]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate+impact60+t10_nomcap_plus_impact,0.270546200105496,0.44949369772302994,0.9189503080545172,0.6249596728486924,24.141196423269744,0.16815449634072077,0.33630899268144154,1.1360272333453347,26.988645128615474,0.026969621863381796,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03426]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact60+t10_size_plus_wc_mcap,0.26868699170671145,0.44346483213682586,0.9244379584725073,0.6249471709018597,23.59369820067006,0.1611576712926405,0.322315342585281,1.1232714848131902,27.118879031176224,0.02660788992820955,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03337]"
replace-SIZE,impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+t10_size_plus_impact_wc+impact60,0.296895998243516,0.482019315766701,0.8790388464822015,0.6236534410840392,23.139749704223604,0.17199332996748168,0.34398665993496336,1.129162075797916,25.469828937009087,0.028921158946002057,"[0.01579, 0.03726, 0.01692, 0.0154, 0.03341]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside+t10_size_plus_impact_wc+impact60,0.2687568167570967,0.4431904920322054,0.9212160315908882,0.6234152497785909,23.76900094074093,0.16323152052523868,0.32646304105047735,1.125988582623903,27.148305712003662,0.026591429521932324,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03341]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact+t10_size_plus_impact_bm+impact60,0.27077033195723293,0.44556994225304036,0.9176430335518306,0.6230429112783344,23.91607859167743,0.16574114936475387,0.33148229872950774,1.1308009348342143,27.09557678074207,0.02673419653518242,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03437]"
replace-SIZE,impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact_abs_return60+momentum20_open,0.2994044689695487,0.49185718121600097,0.8678846979404208,0.6225790212926994,23.925724923822216,0.18462014362171125,0.3692402872434225,1.150564411351377,25.1276926681941,0.029511430872960057,"[0.01579, 0.03726, 0.01692, 0.0154, 0.03441]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact+t10_size_plus_impact_fscore+impact60,0.2738197910595742,0.44680887729886476,0.9142553344270814,0.6225619657587041,24.247090839089147,0.16930094952441282,0.33860189904882565,1.1382351167215992,27.24981160321499,0.026808532637931884,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03584]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_wc+book_to_market_lf_plus_impact+t10_size_plus_wc_mcap,0.27118455501638045,0.4495019256292973,0.9110700735844418,0.621544118086529,23.79268946447506,0.16714106262639172,0.33428212525278345,1.1307543970040048,26.732461760393434,0.026970115537757838,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03457]"
replace-SIZE,impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact60+t10_size_plus_wc_mcap,0.29681220818305376,0.4832286323193845,0.8730957722215626,0.6213855604480985,22.948017016116545,0.17126459601706845,0.3425291920341369,1.1260293230871847,25.465847194757096,0.02899371793916307,"[0.01579, 0.03726, 0.01692, 0.0154, 0.03337]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact_abs_return60+momentum20,0.27532256072776273,0.4495646336322361,0.9084895668493576,0.621232438999046,24.621641396029744,0.17448972467344262,0.34897944934688524,1.1472501810052587,27.2137206542603,0.026973878017934164,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03656]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_fscore+t10_size_plus_impact_dd120+impact60,0.27435636791955526,0.45345233868406254,0.9048422258819713,0.62075859377022,24.35667028505825,0.17222424835835595,0.3444484967167119,1.140276117183026,27.223469845974947,0.027207140321043752,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03609]"
replace-SIZE,impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact_abs_return60+momentum20,0.30477489100831523,0.4944940011804321,0.8576803220685768,0.6199840235456738,23.812937142315793,0.18521348816122188,0.37042697632244376,1.1471236762398145,25.179968599407466,0.029669640070825922,"[0.01579, 0.03726, 0.01692, 0.0154, 0.03656]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact_abs_return60+momentum20_open,0.27084720902879067,0.442020210508499,0.9113320017709048,0.61897591628064,24.535273028438564,0.17306934495020168,0.34613868990040336,1.1451335466330343,27.1962637533387,0.02652121263050994,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03441]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact+t10_size_plus_impact_wc+impact60,0.27071224126210874,0.446830699866006,0.9059752766993427,0.6182220677202281,23.765812659602837,0.16607732265366926,0.3321546453073385,1.1262670126628855,27.120866068175363,0.02680984199196036,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03434]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_g13+impact60+reversal_chip_turn_size_eq,0.2693077007693015,0.444861501999274,0.9065147246169268,0.6174946919312232,24.068778613613464,0.16841069862724517,0.33682139725449034,1.1326955447879294,27.3347170658916,0.026691690119956438,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03367]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+book_to_market_lf_plus_impact+momentum20,0.28030588287318686,0.4548950056517622,0.8937700734508618,0.617470961605642,23.956971640697073,0.1729255903525538,0.3458511807051076,1.138681648249963,26.676690661451442,0.027293700339105734,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03895]"
add-6th,size_only+impact60+t10_size_plus_impact_bm+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_g13+book_to_market_lf_plus_impact+t10_nomcap_plus_impact,0.26982192037697816,0.4460052571613184,0.9047962613052168,0.6172245416692047,23.65668326169549,0.16711808519538493,0.33423617039076986,1.1289967260333298,26.71882883432273,0.0267603154296791,"[0.01024, 0.01579, 0.03726, 0.01692, 0.0154, 0.03392]"
