selection,size,members,5y_periods,5y_first_signal_date,5y_last_signal_date,5y_mean_stock_count,5y_rank_ic,5y_ic_mean,5y_gross_excess_pct,5y_turnover_pct,5y_annual_cost_pct,5y_net_excess_pct,5y_sharpe_after_cost,5y_max_drawdown_pct,5y_monthly_win_rate_pct,5y_ic_ir,5y_win,5y_s_i,5y_direction,recent_periods,recent_first_signal_date,recent_last_signal_date,recent_mean_stock_count,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,recent_sharpe_after_cost,recent_max_drawdown_pct,recent_monthly_win_rate_pct,recent_ic_ir,recent_win,recent_s_i,recent_direction
t10_size_plus_impact+t10_size_plus_impact_bm,2,t10_size_plus_impact|t10_size_plus_impact_bm,120,2021-09-07,2026-08-10,3919.575,0.11831014798446647,0.07455135565012484,24.181509745256747,30.790003422818206,4.655448517530113,19.526061227726633,0.9975940042054576,25.522269725744206,78.33333333333333,0.4378828333121165,0.6916666666666667,0.035832471442901324,1,15,2026-01-09,2026-08-10,4609.8,0.07582763665370831,0.026013039901693014,10.95171284475579,29.52948021159287,4.464857407992842,6.486855436762948,-0.11797103789016362,20.370600073982427,62.5,0.10491835514683315,0.4666666666666667,0.003712665092443436,1
t10_size_plus_impact_bm+reversal_turn_paper,2,t10_size_plus_impact_bm|reversal_turn_paper,120,2021-09-07,2026-08-10,3915.3166666666666,0.11992316970354512,0.07106734301161831,21.88477343920743,34.57408314660248,5.227601371766295,16.657172067441135,0.9555290902202833,23.361786250106476,76.66666666666667,0.42950102128569234,0.6666666666666666,0.03433808257566002,1,15,2026-01-09,2026-08-10,4604.6,0.08276325095135681,0.027299261495555453,12.762501036534712,33.44541771310005,5.056947158220727,7.705553878313985,-0.08658452170937937,19.4940578090389,62.5,0.10444371979145388,0.4666666666666667,0.004033914169316868,1
t10_size_plus_impact_bm+reversal_turn_eq,2,t10_size_plus_impact_bm|reversal_turn_eq,120,2021-09-07,2026-08-10,3919.575,0.11594386749869101,0.06923417525257301,21.36178681381933,39.8922682276347,6.031710956018367,15.330075857800962,0.8965828379535041,24.88466980131826,75.0,0.43725935213891387,0.6666666666666666,0.033798360257971796,1,15,2026-01-09,2026-08-10,4609.8,0.08008727518274185,0.028973717710506896,8.367295307749833,38.81574345264231,5.868940410039517,2.4983548977103163,-0.30468648265115655,20.206910846082682,50.0,0.11704659281585464,0.4666666666666667,0.004374506587754653,1
t10_size_plus_impact_bm+book_to_market_lf_plus_impact,2,t10_size_plus_impact_bm|book_to_market_lf_plus_impact,120,2021-09-07,2026-08-10,3919.575,0.10929549457025069,0.06737242887301291,23.54635922188484,20.249263933704075,3.061688706776056,20.484670515108782,1.0794253518593695,23.12183489581521,76.66666666666667,0.39171635834690843,0.6666666666666666,0.028541888744521935,1,15,2026-01-09,2026-08-10,4609.8,0.08178680660109815,0.02775395335177894,12.051699548141304,18.355450177664288,2.77534406686284,9.276355481278463,-0.02599301101054901,19.401209774153394,62.5,0.10827532052967671,0.4,0.0035421970799330324,1
size_only+t10_size_plus_impact_bm,2,size_only|t10_size_plus_impact_bm,120,2021-09-07,2026-08-10,3919.575,0.09940474447418396,0.06916920261690636,28.28227660723581,23.099297676104808,3.492613808627047,24.789662798608763,1.102691248308934,28.39157298127095,76.66666666666667,0.38877141468335197,0.7166666666666667,0.02769610158041702,1,15,2026-01-09,2026-08-10,4609.8,0.06508437471391433,0.026692608480728044,11.896898977144211,21.165143356027237,3.200169675431318,8.696729301712892,-0.011416658559249686,21.320566689390517,62.5,0.12307799625732235,0.5333333333333333,0.004272242361306301,1
t10_size_plus_impact_bm+alpha44,2,t10_size_plus_impact_bm|alpha44,120,2021-09-07,2026-08-10,3919.125,0.10548668507456745,0.05870861823410021,16.348257557592415,75.23981219369172,11.376259603686188,4.971997953906228,0.5775220079027262,30.085069176520896,70.0,0.44606169194657463,0.6833333333333333,0.032153272301834644,1,15,2026-01-09,2026-08-10,4609.333333333333,0.07198506703873535,0.023554577170584377,5.248369207984593,75.12583503357608,11.359026257076705,-6.110657049092111,-0.7213739085733106,22.63970181893964,37.5,0.12283908528044786,0.5333333333333333,0.004716042554074649,1
t10_size_plus_impact_bm+quality_asset_turnover_tsrank378,2,t10_size_plus_impact_bm|quality_asset_turnover_tsrank378,120,2021-09-07,2026-08-10,3918.8166666666666,0.09118832318491459,0.05909413051014389,19.456747316907386,31.411312170877952,4.749390400236746,14.707356916670639,0.9189325128215474,22.34704220935767,81.66666666666667,0.5199826647340671,0.6916666666666667,0.032796306870273545,1,15,2026-01-09,2026-08-10,4607.466666666666,0.05562953002456448,0.025678941476991037,5.9388488034262,29.81879043404167,4.5086011136271,1.4302476897990997,-0.37182562200311886,20.441421723616305,62.5,0.16015740822354907,0.4666666666666667,0.004157757963066565,1
t10_size_plus_impact_downside+t10_size_plus_impact_wc,2,t10_size_plus_impact_downside|t10_size_plus_impact_wc,120,2021-09-07,2026-08-10,3919.575,0.11455169937165535,0.0738478857363418,25.006402114682945,28.34503409094193,4.28576915455042,20.720632960132527,1.0255642322140448,25.93728176933422,81.66666666666667,0.4456640574016867,0.6833333333333333,0.034885243001557285,1,15,2026-01-09,2026-08-10,4609.8,0.07219900464213273,0.027350138406957696,10.971301305497516,27.623462240332064,4.176667490738208,6.794633814759307,-0.09866622727352718,20.0765776652143,62.5,0.11873962215583102,0.4666666666666667,0.004000678514575834,1
t10_size_plus_impact_wc+weighted_reversal_lowturn,2,t10_size_plus_impact_wc|weighted_reversal_lowturn,120,2021-09-07,2026-08-10,3919.575,0.11764786072551595,0.07007628413390136,22.04140380063986,41.061324176033665,6.20847221541629,15.83293158522357,0.9230633736501828,24.57301486491047,80.0,0.47585457000246967,0.6583333333333333,0.0368556541833568,1,15,2026-01-09,2026-08-10,4609.8,0.08075512936695019,0.031662242402355795,6.095158831630498,39.74907402567742,6.010059992682425,0.08509883894807294,-0.40839712320628796,20.661754825317193,50.0,0.1402834097144798,0.4666666666666667,0.00528668228644719,1
t10_size_plus_impact_wc+reversal_chip_eq,2,t10_size_plus_impact_wc|reversal_chip_eq,120,2021-09-07,2026-08-10,3919.575,0.11032385242646915,0.06787295780951456,21.317179163156897,38.13478700192721,5.765979794691393,15.551199368465502,0.8653005572512444,26.247521565777287,78.33333333333333,0.41167734797953753,0.6333333333333333,0.028764626291015966,1,15,2026-01-09,2026-08-10,4609.8,0.06852776236129535,0.01932241081272597,9.64967833503163,38.57228496090882,5.832129486089413,3.817548848942217,-0.22545069532191533,19.891990388405077,62.5,0.0779577209434602,0.4666666666666667,0.002493058481686088,1
t10_size_plus_impact_wc+chip250,2,t10_size_plus_impact_wc|chip250,120,2021-09-07,2026-08-10,3919.575,0.10374386487761465,0.06390546117247278,20.401136494175077,28.81393284945,4.356666646836841,16.044469847338235,0.8896259488541216,26.18613112890744,75.0,0.3866529133246289,0.6166666666666667,0.02473626834993325,1,15,2026-01-09,2026-08-10,4609.8,0.054526820578692445,0.008176135785844333,6.4305655758942315,28.039540043227966,4.239578454536068,2.190987121358163,-0.30646785085688705,20.691134606335204,50.0,0.03273990739875649,0.4666666666666667,0.0008330947596976669,1
t10_size_plus_impact_wc+rsi14,2,t10_size_plus_impact_wc|rsi14,120,2021-09-07,2026-08-10,3919.575,0.10521249778454367,0.06266303020388636,19.83447992186438,55.40378320768039,8.377052021001274,11.457427900863104,0.7652192912304161,25.905263524737897,81.66666666666667,0.4085464005865962,0.6166666666666667,0.026506915481070335,1,15,2026-01-09,2026-08-10,4609.8,0.07220369987420927,0.024462804677296838,9.71452141732133,55.317436611282055,8.363996415625847,1.350525001695485,-0.3168837892172526,20.628919164433945,62.5,0.10706085496307233,0.4666666666666667,0.003607421925347297,1
t10_size_plus_impact_wc+paper_composite_nomcap,2,t10_size_plus_impact_wc|paper_composite_nomcap,120,2021-09-07,2026-08-10,3915.3166666666666,0.10180142100781582,0.055182559979608754,15.817549912768625,22.072203869741337,3.3373172251048904,12.480232687663733,0.9055718583008366,20.555112561044776,66.66666666666666,0.3592857999543101,0.6333333333333333,0.02316467648940979,1,15,2026-01-09,2026-08-10,4604.6,0.06978543765888,0.013250742139816318,8.294812149336373,20.852855124837763,3.15295169487547,5.141860454460902,-0.24925780378881143,18.980242370197054,50.0,0.05041855566448519,0.4666666666666667,0.0016419577874815278,1
t10_size_plus_impact_wc+growth_revenue,2,t10_size_plus_impact_wc|growth_revenue,120,2021-09-07,2026-08-10,3919.575,0.08329710425257073,0.05383943792599331,19.248913006056423,25.654800127470693,3.879005779273569,15.369907226782853,0.9352777368863404,24.14048325722,75.0,0.48797240371524603,0.625,0.02540418011540399,1,15,2026-01-09,2026-08-10,4609.8,0.060333205971303636,0.02994451280256852,8.24683382916297,22.820286189130947,3.4504272717965994,4.79640655736637,-0.20319463584861389,18.54519587159622,62.5,0.19999127254862534,0.4,0.004826445855655734,1
t10_size_plus_impact+t10_size_plus_impact_dd120,2,t10_size_plus_impact|t10_size_plus_impact_dd120,120,2021-09-07,2026-08-10,3923.15,0.11152292006355526,0.07242042592742895,24.304173541221807,31.834253132773927,4.813339073675418,19.49083446754639,0.9764712484530071,26.123999425064635,81.66666666666667,0.42855386515997185,0.6916666666666667,0.0330572250926212,1,15,2026-01-09,2026-08-10,4613.8,0.06714321785783031,0.02349793143719343,10.628184919823436,30.5616074477368,4.620915046097805,6.007269873725631,-0.1333481117536188,20.339090134022207,62.5,0.09947085228997257,0.4666666666666667,0.0031167701160445213,1
