selection,size,members,5y_periods,5y_first_signal_date,5y_last_signal_date,5y_mean_stock_count,5y_rank_ic,5y_ic_mean,5y_gross_excess_pct,5y_turnover_pct,5y_annual_cost_pct,5y_net_excess_pct,5y_sharpe_after_cost,5y_max_drawdown_pct,5y_monthly_win_rate_pct,5y_ic_ir,5y_win,5y_s_i,5y_direction,recent_periods,recent_first_signal_date,recent_last_signal_date,recent_mean_stock_count,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,recent_sharpe_after_cost,recent_max_drawdown_pct,recent_monthly_win_rate_pct,recent_ic_ir,recent_win,recent_s_i,recent_direction
t10_size_plus_impact_bm+t10_nomcap_plus_impact,2,t10_size_plus_impact_bm|t10_nomcap_plus_impact,120,2021-09-07,2026-08-10,3919.575,0.11845527919932425,0.07293920765333313,22.59282767722648,32.62474096068225,4.932860833255156,17.659966843971322,0.9565163378276583,24.342411964905864,75.0,0.43771566564099695,0.6916666666666667,0.035862730873533796,1,15,2026-01-09,2026-08-10,4609.8,0.07669874422146418,0.02527749079501794,10.45603401229297,31.506048132640093,4.763714477655181,5.692319534637788,-0.15678553010117102,20.290764710111286,62.5,0.09978516208970419,0.4666666666666667,0.0035715850913005972,1
t10_size_plus_impact_bm+exp_weighted_reversal63,2,t10_size_plus_impact_bm|exp_weighted_reversal63,120,2021-09-07,2026-08-10,3919.575,0.12274458834009462,0.07178655221827444,21.158652638675424,50.885074697056,7.693823294194867,13.464829344480556,0.8283847669912983,25.771640309271326,71.66666666666667,0.46072906136760083,0.6666666666666666,0.037701332649256236,1,15,2026-01-09,2026-08-10,4609.8,0.0893117906140619,0.030588095999518672,12.210441993413578,53.01673035785143,8.016129630107136,4.194312363306444,-0.20357898887972703,20.335776802479234,50.0,0.13347043232813452,0.5333333333333333,0.006357591096137956,1
t10_size_plus_impact_bm+reversal20,2,t10_size_plus_impact_bm|reversal20,120,2021-09-07,2026-08-10,3919.575,0.11877709919137422,0.0738199848487327,23.822731945360907,56.63819704916341,8.563695393833507,15.2590365515274,0.8664906443254136,24.41600791800046,78.33333333333333,0.45830550466793185,0.625,0.03402262399243485,1,15,2026-01-09,2026-08-10,4609.8,0.0829286346065608,0.03173111219025039,9.904127742103586,57.264117861346776,8.658334620635632,1.245793121467953,-0.30608178714902445,20.86891399876426,50.0,0.1287187722593475,0.4666666666666667,0.004981420281460254,1
t10_size_plus_impact_bm+impact_abs_return60,2,t10_size_plus_impact_bm|impact_abs_return60,120,2021-09-07,2026-08-10,3919.575,0.10252580870102922,0.06999686201722383,27.439896463860535,21.382744157171192,3.2330709165642837,24.20682554729625,1.1307144553612596,25.462926717467717,80.0,0.41416308781321914,0.6916666666666667,0.029369830479247922,1,15,2026-01-09,2026-08-10,4609.8,0.07097699038074808,0.030789283674952986,13.632903085962422,19.543784753537974,2.9550202547349413,10.677882831227482,0.05054127158117727,19.561997612686977,75.0,0.14158274565306417,0.5333333333333333,0.005359529160691966,1
t10_size_plus_impact_bm+alpha13,2,t10_size_plus_impact_bm|alpha13,120,2021-09-07,2026-08-10,3919.575,0.11121438416250425,0.06162744287784564,20.434038612825734,66.6611991043872,10.079173304583342,10.35486530824239,0.7380804691028434,25.421626509747263,75.0,0.4581701809483588,0.675,0.034394702298161536,1,15,2026-01-09,2026-08-10,4609.8,0.07361536447828385,0.02451249976098906,4.92357018990387,67.10099665457041,10.145670694171045,-5.222100504267176,-0.6795573280108751,22.26008608990909,50.0,0.12353829204602869,0.5333333333333333,0.004850302077862974,1
t10_size_plus_impact_bm+max5_low21,2,t10_size_plus_impact_bm|max5_low21,120,2021-09-07,2026-08-10,3890.9083333333333,0.09015672804188732,0.052924660121082066,15.56805873338436,70.28547029708233,10.627163108918847,4.940895624465513,0.5821451391839236,28.083737463480375,71.66666666666667,0.3880147711745356,0.6583333333333333,0.023029910282336682,1,15,2026-01-09,2026-08-10,4584.933333333333,0.055689594676478514,0.01506711761118004,7.180188595802495,73.65851173798494,11.137166974783323,-3.9569783789808284,-0.6854745400758385,20.06949792881505,50.0,0.08220290454810728,0.4666666666666667,0.0021363283365728953,1
t10_size_plus_impact+t10_size_plus_impact_wc,2,t10_size_plus_impact|t10_size_plus_impact_wc,120,2021-09-07,2026-08-10,3919.575,0.11521495351550724,0.07345030838189458,24.57467836526932,29.972400193053133,4.5318269091896335,20.042851456079685,1.0030205120406814,25.95822577555098,83.33333333333334,0.44348612436493057,0.7,0.035767363242434555,1,15,2026-01-09,2026-08-10,4609.8,0.0712173710797184,0.025495275589535668,10.392425915712789,28.939616735845448,4.375670050459831,6.016755865252957,-0.1328067732293839,20.17861997314131,62.5,0.1093310823354699,0.4666666666666667,0.003633593721908456,1
t10_size_plus_impact_wc+reversal_turn_paper,2,t10_size_plus_impact_wc|reversal_turn_paper,120,2021-09-07,2026-08-10,3915.3166666666666,0.11844342732460306,0.07111130894257302,21.11438677809403,33.89402484509844,5.124776556578885,15.989610221515143,0.9262880307437347,24.9509149104991,76.66666666666667,0.4445771109242179,0.675,0.03554363479135585,1,15,2026-01-09,2026-08-10,4604.6,0.07892936269743085,0.02703325863758925,9.56416690989592,32.684971897102805,4.941967750841945,4.622199159053976,-0.2098900945062086,20.20366335876367,62.5,0.10940498203446605,0.4666666666666667,0.004029790570355329,1
t10_size_plus_impact_wc+reversal_turn_eq,2,t10_size_plus_impact_wc|reversal_turn_eq,120,2021-09-07,2026-08-10,3919.575,0.11260130700008454,0.06806687862467559,21.27444736740529,38.53788517579973,5.826928238580919,15.447519128824371,0.892113859339533,25.88141386906496,78.33333333333333,0.44316134085480435,0.65,0.032435355024904605,1,15,2026-01-09,2026-08-10,4609.8,0.07556836590745596,0.028520575976086572,5.608410470900626,37.2205606199897,5.627748765742441,-0.019338294841814846,-0.40024145807621436,20.83273991476029,50.0,0.12282153849174282,0.4666666666666667,0.0043313307156283305,1
t10_size_plus_impact_wc+book_to_market_lf_plus_impact,2,t10_size_plus_impact_wc|book_to_market_lf_plus_impact,120,2021-09-07,2026-08-10,3919.575,0.11079978636233304,0.0693546774780299,22.685239333953653,20.179657616657252,3.051164231638576,19.63407510231508,1.0453549554546668,24.342620608322306,76.66666666666667,0.41600802771923223,0.675,0.03111318040250686,1,15,2026-01-09,2026-08-10,4609.8,0.07918622279687076,0.027918210007751024,11.354326880667209,18.88027130952602,2.8546970220003343,8.499629858666875,-0.04893697585993177,19.596825429386012,62.5,0.11438910352819293,0.4666666666666667,0.004227085817508307,1
