selection,size,net_5y,turn_5y,s_5y,comb_5y,net_1y,turn_1y,s_1y,comb_1y,net_3m,turn_3m,s_3m,comb_3m,comb_mean,comb_min,change
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01']",5,24.151872669753423,16.424323784460356,0.03861916953894515,0.7163305692341799,12.743314680597816,15.623590446835776,0.007698835051061385,0.27931046422992506,57.86869938386886,11.89858919275539,0.08462320935547867,0.8410520802570001,0.612231037907035,0.27931046422992506,R2 swap size_only -> f_i10_01
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact_wc']",5,23.79193117476729,16.043929246893924,0.03777614284300004,0.7086747060258336,12.151508430673603,15.525777468249483,0.008107064917962115,0.26409549474687777,53.466920788794845,11.904131343176594,0.08675521346698191,0.8383138727749999,0.6036946911825704,0.26409549474687777,R3 swap t10_size_plus_impact_bm -> t10_size_plus_impact_wc
"['impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'f_i10_01', 'impact_abs_return60']",5,24.84137719375233,15.958091886894374,0.033306910566199964,0.6832396631136665,13.064017748244366,15.334456790380557,0.008198291334649948,0.28355932588590693,53.84233805929147,11.084584934081692,0.08630471095128497,0.8389493514774999,0.6019161134923577,0.28355932588590693,R3 swap book_to_market_lf_plus_impact -> impact_abs_return60
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue']",5,24.927300852669198,16.755056237743936,0.0379162637649224,0.7105196619253806,12.017220260433827,15.890072830910698,0.007392579207718283,0.25228767379329736,57.21286406655701,11.98414246362216,0.08614896757482851,0.8393414566299999,0.6007162641162259,0.25228767379329736,R1 swap book_to_market_lf_minus_size -> growth_revenue
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'size_only']",5,24.927300852669198,16.755056237743936,0.0379162637649224,0.7105196619253806,12.017220260433827,15.890072830910698,0.007392579207718286,0.25228767379329736,57.21286406655701,11.98414246362216,0.08614896757482851,0.8393414566299999,0.6007162641162259,0.25228767379329736,R3 swap f_i10_01 -> size_only
"['size_only', 'impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact_wc']",5,24.41953791623625,16.42261632250504,0.036303855482303006,0.6974969937647679,12.796840363517022,16.110402944382866,0.007783128951005724,0.26722493326473773,59.570475206607256,12.414535294858132,0.08820154671492349,0.836603249148,0.600441725392502,0.26722493326473773,R2 swap t10_size_plus_impact_bm -> t10_size_plus_impact_wc
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'f_i10_01']",5,25.515668349407978,16.538705753833725,0.03265829490523736,0.6789832247425514,13.57982734881134,15.7498133783393,0.007591342864131265,0.2830825161540039,60.276302790003925,12.284125622188313,0.08886181377043309,0.838476504462,0.6001807484528517,0.2830825161540039,R2 swap book_to_market_lf_plus_impact -> f_i10_01
"['impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'f_i10_01', 'size_only']",5,25.515668349407978,16.538705753833725,0.03265829490523736,0.6789832247425512,13.57982734881134,15.7498133783393,0.007591342864131264,0.2830825161540039,60.276302790003925,12.284125622188313,0.08886181377043309,0.838476504462,0.6001807484528517,0.2830825161540039,R3 swap book_to_market_lf_plus_impact -> size_only
"['impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'f_i10_01', 'book_to_market_lf_minus_size']",5,24.667343841834782,16.842750776641154,0.03776255766898796,0.704747256084493,12.081765318826017,16.12212060822687,0.007328673790662122,0.25168432091434945,57.43408464361275,11.943986726362613,0.08697864675537582,0.841811627589,0.5994144015292808,0.25168432091434945,R3 swap book_to_market_lf_plus_impact -> book_to_market_lf_minus_size
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'impact_abs_return60']",6,24.11921025038914,14.745297003826039,0.03485048430678778,0.692167294827512,12.167306205792348,14.280778432021709,0.007205340056923451,0.2669315389008443,55.35990021390093,12.032238973590966,0.08231379721662473,0.8388728030379167,0.599323878922091,0.2669315389008443,R3 add impact_abs_return60
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'impact_abs_return60']",5,25.474647280233338,16.307076797860066,0.03267970485263296,0.677870339490859,13.505727489322341,15.864284159514371,0.007860605533111341,0.2812791753677027,56.65660435968303,12.112536949058335,0.08723174529727873,0.8372387278505,0.5987960809030205,0.2812791753677027,R2 swap book_to_market_lf_plus_impact -> impact_abs_return60
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'impact_abs_return60']",6,24.735398340698016,14.83830086423168,0.03376093830501647,0.6843860901280128,12.689070690510787,14.431949406586847,0.006989549419243141,0.27423901481843854,57.690236613784826,11.730961287592475,0.08360486788729207,0.8374472833487501,0.5986907960984005,0.27423901481843854,R2 add impact_abs_return60
"['size_only', 'impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact']",5,25.04153481580974,17.232993705487186,0.036359239956059025,0.68859540897959,13.020378435370406,16.6797939055291,0.007849866777096818,0.2657352202364316,59.68648122474175,12.760479222463337,0.08833792151816951,0.8383367186299999,0.5975557826153405,0.2657352202364316,R2 swap t10_size_plus_impact_bm -> t10_size_plus_impact
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01']",6,25.38669065251605,15.167218349353014,0.033742698828318096,0.6853111736901889,12.460990578127687,14.769394019316143,0.006859745812028743,0.2654472927392765,59.04042581114003,12.285959769204862,0.08569847197054942,0.8384787638583333,0.5964124100959328,0.2654472927392765,R2 add f_i10_01
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'size_only']",6,25.38669065251605,15.167218349353014,0.033742698828318096,0.6853111736901889,12.460990578127687,14.769394019316143,0.006859745812028742,0.2654472927392765,59.04042581114003,12.285959769204862,0.08569847197054938,0.8384787638583333,0.5964124100959328,0.2654472927392765,R3 add size_only
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact_wc']",6,24.859346737577436,19.855067913983657,0.04305973296764065,0.6872167115221768,13.131732736328614,19.392632197273002,0.007913020860725024,0.2523753691905194,60.05013855588992,15.418815924282981,0.09067664492076755,0.8474515439791667,0.595681208230621,0.2523753691905194,R3 add t10_size_plus_impact_wc
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact']",5,24.123057673457634,16.987542440709703,0.03715640701966422,0.690837950102527,12.207912928285019,16.44336912346658,0.007806755529182459,0.25386957548962524,56.50046414712314,12.630716457626228,0.0869459854579645,0.8400473422570001,0.5949182892830508,0.25386957548962524,R3 swap t10_size_plus_impact_bm -> t10_size_plus_impact
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact_fscore']",5,23.906815469398808,17.127927619080864,0.03977480548967102,0.70594751418885,11.01324757090105,16.122747158747824,0.008046492642139764,0.23675580294586998,52.78528751512553,11.316855120401762,0.08788161676996938,0.8415163125909999,0.59473987657524,0.23675580294586998,R3 swap t10_size_plus_impact_bm -> t10_size_plus_impact_fscore
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact_downside']",5,23.83069137327823,15.771256180562848,0.035904647510160044,0.6976732150246003,11.225173222147586,15.245312845715036,0.007834763677318304,0.24402530155170002,55.365907293485996,11.51564365021465,0.08542412792057962,0.838229437882,0.5933093181527668,0.24402530155170002,R3 swap t10_size_plus_impact_bm -> t10_size_plus_impact_downside
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact_aggregate']",5,23.95347440434668,15.705633231065791,0.03535916524587328,0.6946939210000942,11.205638207698481,15.140936188925865,0.007788578576600396,0.2444829547809962,54.88780542959128,11.602037141780555,0.08502998798201329,0.8384321237325,0.5925363331711968,0.2444829547809962,R3 swap t10_size_plus_impact_bm -> t10_size_plus_impact_aggregate
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'book_to_market_lf_minus_size']",6,23.43402583474036,14.674100127438075,0.03694662777936241,0.7067800285104473,10.493152313751972,13.833983780512446,0.006814880320617132,0.22953268934376705,59.01352578037012,11.256815271403763,0.08218351676758352,0.8412580331308332,0.5925235836616826,0.22953268934376705,R3 add book_to_market_lf_minus_size
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact_g13']",5,23.823079077035338,15.632887574412981,0.03526063516856291,0.6934159825427837,11.333288356485784,15.208030824033363,0.007769788937045375,0.24521508766891587,55.022682068908026,11.472914154411859,0.08479400729849032,0.8377289440594999,0.5921200047570665,0.24521508766891587,R3 swap t10_size_plus_impact_bm -> t10_size_plus_impact_g13
"['t10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'impact_abs_return60']",5,24.057565501051013,16.397671607533653,0.03569714323895322,0.6957546523289677,11.31419543641895,15.831970107561178,0.007514711347285102,0.24091341620382434,56.054828315192815,12.459396825508923,0.0832419447960504,0.8387543795604999,0.5918074826977641,0.24091341620382434,R3 swap impact60 -> impact_abs_return60
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact_aggregate']",6,24.938534287859248,19.47949610365552,0.04172284089062154,0.6861049938632737,12.405633809906616,18.943982896045284,0.007998693000144838,0.24122684258570753,56.604233896891145,15.334002639446611,0.08946064829444796,0.84755008644375,0.5916273076309104,0.24122684258570753,R3 add t10_size_plus_impact_aggregate
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'f_i10_01', 'growth_roe']",5,24.1794376978278,16.29934159001632,0.037354716154070496,0.707611776066861,10.623771638655382,15.254066660268354,0.006719361941039359,0.22601389923313148,48.17004255476568,11.143341405838832,0.08031149919398953,0.8410972982335,0.5915743245111642,0.22601389923313148,R3 swap growth_revenue -> growth_roe
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'asset_growth']",6,22.080362707346264,15.834074970064632,0.040105041836551725,0.6936451029492794,10.235473403857535,14.908491103712915,0.01110676114202299,0.2443133833697121,46.56111599887034,10.652065558679727,0.08621277052988179,0.8344777031308332,0.5908120631499415,0.2443133833697121,R3 add asset_growth
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact_dd120']",5,24.488197728900584,18.243307104170807,0.03755969680058371,0.6694811388856847,13.412649732611253,17.795518253988092,0.00826910030427215,0.2643604352338533,58.40916258795224,13.27265673174918,0.09022188279142504,0.837166828257,0.5903361341255127,0.2643604352338533,R3 swap t10_size_plus_impact_bm -> t10_size_plus_impact_dd120
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact_g13']",6,24.828397623736322,19.393900291511514,0.04138639104495392,0.6819576543671477,12.387935616071022,18.83038649581701,0.007980564120758824,0.2414969447576459,56.37857762351278,15.291449442954166,0.08925939644963521,0.8469641033829167,0.5901395675025701,0.2414969447576459,R3 add t10_size_plus_impact_g13
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_wc_mcap']",5,23.85855139851218,17.528369198919,0.03972105505165202,0.6838383220714082,12.12732821129462,16.827922023430176,0.008086766986348758,0.248152428232305,57.14169293166413,12.757155207524745,0.08896877041800554,0.837353159317,0.5897813032069044,0.248152428232305,R3 swap t10_size_plus_impact_bm -> t10_size_plus_wc_mcap
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'asset_growth']",6,22.810698196438903,16.08692060152136,0.03832888580551774,0.6812796919342177,10.931957330817418,15.183849587003243,0.010857394765250614,0.2527521556229608,49.48034506370114,11.125839573234126,0.08784662652910603,0.8330521834416666,0.5890280103329484,0.2527521556229608,R2 add asset_growth
"['size_only', 'impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact_aggregate']",5,24.827794154967194,15.72771107100662,0.03431580422840308,0.6868970247711846,11.443071055595496,15.318870230448486,0.007501522562285849,0.24310809010842568,54.97439246924783,11.946123566232444,0.08652526434714261,0.8367215001055,0.5889088716617034,0.24310809010842568,R2 swap t10_size_plus_impact_bm -> t10_size_plus_impact_aggregate
"['size_only', 'impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact_downside']",5,24.864322806253938,15.8991420242547,0.0348462810046131,0.6897887867819098,11.419595923191899,15.556621739470987,0.007544807443861659,0.24004205652312485,56.08574251124829,12.074413838537852,0.08691146508068955,0.836518814255,0.5887832191866782,0.24004205652312485,R2 swap t10_size_plus_impact_bm -> t10_size_plus_impact_downside
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'f_i10_01', 'asset_growth']",5,22.92460583176026,15.325064761066464,0.038695878017053244,0.7170991548524772,8.953327438980217,14.41757315600976,0.008548036232202986,0.2072948896049609,54.11843839970181,12.069603470181574,0.08302668555711083,0.8413731997530001,0.5885890814034794,0.2072948896049609,R3 swap growth_revenue -> asset_growth
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_size_plus_impact_downside']",6,24.688484436123474,19.51707333242767,0.04188289910648871,0.6808229337294769,12.183401718044173,18.953423299444704,0.008031872094039978,0.23708517247769406,56.62241422914667,15.247513279615019,0.0897450952255963,0.8473811815683333,0.5884297625918348,0.23708517247769406,R3 add t10_size_plus_impact_downside
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'growth_roe']",6,24.7648511241676,15.078148349850576,0.03476723172280061,0.6926790468050869,11.112712747180234,14.333545292778476,0.005584571054959738,0.2300687301221146,57.14264504394121,11.571975248774466,0.08003261888300112,0.8398701950887499,0.5875393240053172,0.2300687301221146,R1 add growth_roe
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'book_to_market_lf_plus_impact', 'growth_revenue']",6,23.73974100454482,14.882876374114648,0.03505288773604922,0.6943076919019537,10.513461671017833,13.902193728036199,0.006552732288981031,0.22601744869926857,58.35431573408151,11.861478223171895,0.08324359075991797,0.8398325134416667,0.5867192180142963,0.22601744869926857,R1 add growth_revenue
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'book_to_market_lf_minus_size']",6,23.73974100454482,14.882876374114648,0.03505288773604922,0.6943076919019537,10.513461671017833,13.902193728036199,0.00655273228898103,0.22601744869926857,58.35431573408151,11.861478223171895,0.08324359075991797,0.8398325134416667,0.5867192180142963,0.22601744869926857,R2 add book_to_market_lf_minus_size
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'f_i10_01', 'ev_ebitda_proxy']",5,25.186585067861344,15.525592595807378,0.03413247288809195,0.690886648877203,10.959228608923171,14.840193203332214,0.004352300518343815,0.22742382669910183,57.69842469993556,12.26420498971066,0.07769445398528375,0.84178055703,0.5866970108687682,0.22742382669910183,R3 swap growth_revenue -> ev_ebitda_proxy
"['size_only', 'impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact_fscore']",5,24.249816841238122,17.369573952329276,0.0384095364570105,0.6904650016952276,10.824239808905954,16.414338609056088,0.007739448692196186,0.2264942326754197,56.88320976693348,11.847692924217174,0.08952915908775136,0.839805688964,0.5855883077782158,0.2264942326754197,R2 swap t10_size_plus_impact_bm -> t10_size_plus_impact_fscore
"['size_only', 'impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_wc_mcap']",5,24.572525994800458,17.852473632376302,0.03771237546886515,0.6714911698557711,12.657728590243705,17.18605365212064,0.007723820199340041,0.2491486296228259,60.46532638079532,13.484852710249545,0.09029843812196657,0.8356425356899999,0.585427445056199,0.2491486296228259,R2 swap t10_size_plus_impact_bm -> t10_size_plus_wc_mcap
"['size_only', 'impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact_g13']",5,24.776134225981213,15.772550622715741,0.03416224334692034,0.6852980732895353,11.17228428303719,15.432168120568235,0.007476475854647615,0.23462105992035684,54.94170083341092,11.944921290438018,0.08623708407835291,0.8360183204325,0.5853124845474641,0.23462105992035684,R2 swap t10_size_plus_impact_bm -> t10_size_plus_impact_g13
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact_aggregate']",6,25.120344063239454,19.68093149041017,0.04071665217074432,0.6698983859698395,12.734242538653367,19.172590078396002,0.007721757600677091,0.2396463726947158,58.63839194660011,15.332522292114245,0.09062147189753506,0.8461245667545834,0.5852231084730463,0.2396463726947158,R2 add t10_size_plus_impact_aggregate
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'impact_abs_return60']",5,23.087825047892917,16.328385509780034,0.03743791268582568,0.6980363522706307,9.63091275412276,15.2001642117634,0.007794552334245424,0.2164165286742507,51.737017258486176,11.387248790274764,0.08119539959461736,0.8398143036454999,0.5847557281967938,0.2164165286742507,R2 swap size_only -> impact_abs_return60
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'impact_abs_return60']",5,23.087825047892917,16.328385509780034,0.03743791268582568,0.6980363522706307,9.63091275412276,15.2001642117634,0.007794552334245424,0.2164165286742507,51.737017258486176,11.387248790274764,0.08119539959461736,0.8398143036454999,0.5847557281967938,0.2164165286742507,R3 swap f_i10_01 -> impact_abs_return60
"['impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'f_i10_01', 'paper_composite']",5,23.72547104977524,16.784668403214216,0.03682074634846148,0.6825774899909202,11.438025351090845,16.192901142352188,0.006255781165682071,0.23260389192878148,57.26870469892451,12.516726435990751,0.08487418593653698,0.839072943261,0.5847514417269005,0.23260389192878148,R3 swap book_to_market_lf_plus_impact -> paper_composite
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'growth_revenue']",5,24.981884460652324,17.112500713963165,0.03492609875710338,0.6803620534333181,11.490893902176074,16.225405370424443,0.006941085204472313,0.23251604015150992,58.76175412365742,12.28605563747055,0.08768920325770574,0.840101003962,0.5843263658489427,0.23251604015150992,R1 swap book_to_market_lf_plus_impact -> growth_revenue
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'growth_revenue', 'book_to_market_lf_minus_size']",5,24.981884460652324,17.112500713963165,0.034926098757103376,0.680362053433318,11.490893902176074,16.225405370424443,0.006941085204472318,0.23251604015150995,58.76175412365742,12.28605563747055,0.08768920325770574,0.840101003962,0.5843263658489427,0.23251604015150995,R2 swap book_to_market_lf_plus_impact -> book_to_market_lf_minus_size
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact_downside']",6,25.10530203466589,19.788423040347993,0.04088283778840663,0.6693876310293675,12.578085494531516,19.239459569699324,0.007754282756341313,0.23690334038454794,58.45075624114923,15.333357371296183,0.09090813642134198,0.8459556618791666,0.584082211097694,0.23690334038454794,R2 add t10_size_plus_impact_downside
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 't10_nomcap_plus_impact']",5,23.72100080485236,18.579562642867195,0.03975009436055498,0.668164894810665,12.292756834248625,18.138400847141007,0.00838344285675006,0.24376775758940616,55.820600353912795,13.35573682790625,0.08815477957453338,0.8392585222269999,0.583730391542357,0.24376775758940616,R3 swap t10_size_plus_impact_bm -> t10_nomcap_plus_impact
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_roe']",5,24.745525457478124,16.449171747682893,0.035747219143183566,0.6953883946295876,10.596839327193958,15.707504081144084,0.006435857215733943,0.21601158130447606,51.68720205444085,12.091070745276392,0.08179234308290224,0.8393866746065,0.5835955501801878,0.21601158130447606,R1 swap book_to_market_lf_minus_size -> growth_roe
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_roe']",5,24.745525457478124,16.449171747682893,0.035747219143183566,0.6953883946295876,10.596839327193958,15.707504081144084,0.006435857215733943,0.21601158130447606,51.68720205444085,12.091070745276392,0.08179234308290224,0.8393866746065,0.5835955501801878,0.21601158130447606,R2 swap growth_revenue -> growth_roe
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'ev_ebitda_proxy']",6,24.624842345166368,16.287908159349403,0.03661192803298009,0.6983867477207172,10.51455830304166,15.243945783309757,0.006309643563401058,0.21673499462681625,48.1769384740457,11.163143635428497,0.0802362512907053,0.8348171675283333,0.5833129699586223,0.21673499462681625,R3 add ev_ebitda_proxy
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'asset_growth']",5,23.804779924192083,15.367332912161608,0.037888582930692916,0.7106793098883754,8.617810205207785,14.437492645037889,0.008278194394596509,0.19670757308521059,52.918250216063015,12.026685428525845,0.08467632352376796,0.8396625761259999,0.582349819699862,0.19670757308521059,R1 swap book_to_market_lf_minus_size -> asset_growth
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'asset_growth']",5,23.804779924192083,15.367332912161608,0.037888582930692916,0.7106793098883754,8.617810205207785,14.437492645037889,0.008278194394596509,0.19670757308521059,52.918250216063015,12.026685428525845,0.08467632352376796,0.8396625761259999,0.582349819699862,0.19670757308521059,R2 swap growth_revenue -> asset_growth
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'reversal_chip_turn_paper']",5,23.553689865028975,18.854759559168134,0.040892729226693424,0.6643168805372102,12.484076256378831,18.342776593339625,0.007466436783270558,0.24181536226609066,59.2645603054365,14.412321892164377,0.08780119312442063,0.839447262757,0.581859835186767,0.24181536226609066,R3 swap t10_size_plus_impact_bm -> reversal_chip_turn_paper
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'growth_roe']",5,25.09876790836246,16.799552339623443,0.03450422194903531,0.6756883988952623,11.362360660473287,15.70763278824219,0.00606443869692859,0.22825755312535403,56.79801905513309,11.743092463245834,0.08365838109249135,0.8401462219385,0.581364057986372,0.22825755312535403,R1 swap book_to_market_lf_plus_impact -> growth_roe
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'f_i10_01', 'quality_net_margin_tsrank378']",5,24.56048783424123,16.96162156638089,0.03691438960302822,0.6997988179694743,9.734715161218565,16.274010090963696,0.0067015926897223245,0.20157362627816688,57.00159648781046,12.08570790209607,0.08230687234412296,0.841143149821,0.5808385313562138,0.20157362627816688,R3 swap growth_revenue -> quality_net_margin_tsrank378
"['impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'paper_composite']",6,22.640408881813723,14.963012672179033,0.03566749158316651,0.6970361637593047,9.57623897659547,13.966973989615807,0.005665782907744248,0.20525589797048474,56.54487981239038,11.0202564921312,0.0804528373368237,0.8389757961908333,0.5804226193068742,0.20525589797048474,R3 add paper_composite
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact_g13']",6,24.909237011382775,19.68289571083893,0.04034038256498364,0.6595067838664963,12.574371701102772,19.229482590259217,0.007702136569358386,0.2357155400335576,58.61359967782557,15.67772863581604,0.09041498504971796,0.84553858369375,0.5802536358646013,0.2357155400335576,R2 add t10_size_plus_impact_g13
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_size_plus_impact_wc']",6,24.64341015490451,20.22525142255316,0.042382910332937555,0.659836620155317,12.64463996373985,19.65614272861763,0.007622894469481728,0.23414082484760484,62.79190643095618,15.806477658042217,0.09179404494197521,0.84602602429,0.5800011564309739,0.23414082484760484,R2 add t10_size_plus_impact_wc
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'impact_abs_return60']",5,24.71013351323456,13.935288517704686,0.03240350962378136,0.6839571688198913,9.906100587680164,13.557639492140137,0.005670732091020286,0.2105645555779207,56.46884943770926,12.547613793883833,0.0807253222465403,0.8449366960144999,0.5798194734707707,0.2105645555779207,R1 swap book_to_market_lf_minus_size -> impact_abs_return60
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'impact_abs_return60']",5,24.71013351323456,13.935288517704686,0.03240350962378136,0.6839571688198913,9.906100587680164,13.557639492140137,0.005670732091020286,0.2105645555779207,56.46884943770926,12.547613793883833,0.0807253222465403,0.8449366960144999,0.5798194734707707,0.2105645555779207,R2 swap growth_revenue -> impact_abs_return60
"['size_only', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01']",5,24.745955280635933,16.75139358477161,0.03468149027258792,0.6790755071250573,10.953722088841419,15.978467136228424,0.006995120561852533,0.22197267976412005,59.816263069608546,12.111611569077246,0.08698566757851521,0.8382815325449999,0.5797765731447257,0.22197267976412005,R2 swap impact60 -> f_i10_01
"['t10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'size_only']",5,24.745955280635933,16.75139358477161,0.03468149027258792,0.6790755071250573,10.953722088841419,15.978467136228424,0.006995120561852528,0.22197267976412005,59.816263069608546,12.111611569077246,0.08698566757851521,0.8382815325449999,0.5797765731447257,0.22197267976412005,R3 swap impact60 -> size_only
"['impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 'f_i10_01', 'reversal_chip_turn_size_eq']",5,24.166600091845222,18.83201353015424,0.0395930126530524,0.658157350994663,12.340322953144861,18.28646973041458,0.008160840302517312,0.23881177669393344,58.29293444017245,14.089327903948343,0.08940825542910485,0.8388743852889999,0.5786145043258655,0.23881177669393344,R3 swap t10_size_plus_impact_bm -> reversal_chip_turn_size_eq
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_minus_size', 'asset_growth']",5,24.488953583693963,16.175282925695615,0.036353059337531565,0.696112584294946,8.981316489301921,15.09540775607162,0.007852854970625545,0.19808969894825912,53.23821469508664,11.855010433058752,0.08667517494004583,0.840422123458,0.5782081355670684,0.19808969894825912,R1 swap book_to_market_lf_plus_impact -> asset_growth
"['size_only', 'impact60', 'book_to_market_lf_plus_impact', 'growth_revenue', 't10_nomcap_plus_impact']",5,24.323336599700642,18.81946825340525,0.03962738508443924,0.6596530945548116,12.39817958616573,18.524402824524717,0.008066144128496293,0.23629093124049688,58.7110912531994,14.518523174957743,0.08982362977504724,0.8375478986,0.5778306414651028,0.23629093124049688,R2 swap t10_size_plus_impact_bm -> t10_nomcap_plus_impact
"['size_only', 'impact60', 't10_size_plus_impact_bm', 'book_to_market_lf_plus_impact', 'f_i10_01']",5,24.378414821569642,14.098169039038497,0.03302325460256198,0.6888101244742783,9.266126408909631,13.351885552219036,0.005596766922030946,0.19676788411062052,57.637892098665645,11.470118509331547,0.08287556924539577,0.846174472626,0.5772508270702996,0.19676788411062052,R1 swap book_to_market_lf_minus_size -> f_i10_01
