selection,size,comb,na,nb,nc,net,turnover,test,recent,s_recent,raw_a,change
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact_abs_return60,5,0.5269352446221847,0.17139561709249995,0.1357097401732121,0.9892393603179122,23.62649286857653,15.25285440778535,25.054311586758327,10.434202656179796,0.008142584410392726,0.013711649367399997,swap size_only -> impact_abs_return60
size_only+impact60+chip250+book_to_market_lf_plus_impact+impact_abs_return60,5,0.5267535762773508,0.15472000145749998,0.1308845028167164,1.0,25.050152336815778,15.447149416639405,29.233967494923878,11.68606369823003,0.007853070169002984,0.0123776001166,swap book_to_market_lf_minus_size -> impact_abs_return60
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_wc,5,0.5257193339288521,0.22530382321999998,0.16031141102105778,0.9434435009499597,23.059500561600963,13.9539193043,26.91529276009445,10.471723707561164,0.009618684661263466,0.0180243058576,swap chip250 -> t10_size_plus_impact_wc
size_only+impact60+chip250+book_to_market_lf_minus_size+impact_abs_return60,5,0.524424031342424,0.1585177381175,0.12205852491121147,1.0,25.856432715118927,15.751356381891881,28.889914819471326,11.76532411624441,0.007323511494672688,0.0126814190494,swap book_to_market_lf_plus_impact -> impact_abs_return60
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+growth_roe,5,0.5201099871751426,0.1460812705325,0.18472189704482514,0.9472023757843416,22.606307681556384,10.45559012250438,24.274813282158238,11.016739721712723,0.011083313822689508,0.0116865016426,swap chip250 -> growth_roe
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+growth_roe,6,0.5186005922277186,0.14104807659791666,0.13814923490458247,0.9823083215367364,24.92063352126623,16.700603103036674,28.22198825482698,10.971894036766708,0.008288954094274948,0.011283846127833333,add growth_roe
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact,5,0.5176277955758843,0.16903138201499998,0.1243738086409307,0.978423746996797,24.686332843332856,15.701373338216856,27.106144103215623,11.027221300468302,0.007462428518455842,0.0135225105612,seed
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_size_eq,5,0.5146310885884837,0.22810638579,0.15486906457721408,0.9217903085076862,24.100497611873685,16.296887399494935,26.853306227285945,10.221056894545917,0.009292143874632845,0.0182485108632,swap chip250 -> reversal_chip_turn_size_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+growth_revenue,6,0.5117627945233723,0.1408596683625,0.1582380007724066,0.9515723568456221,24.626703266376776,17.023211045825736,28.8007767818056,12.675497644425821,0.009494280046344396,0.011268773469,add growth_revenue
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_paper,5,0.5094018848343449,0.23097077313,0.1603356566279827,0.9046450008634465,23.228493523789183,16.178697555124405,25.243508514730813,9.442747508290177,0.00962013939767896,0.0184776618504,swap chip250 -> reversal_chip_turn_paper
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_net_margin_tsrank378,6,0.508587405840387,0.14123912487916665,0.14205456389227292,0.9569344077827957,25.279143459510323,17.357435179982467,29.187259368508716,11.507433802585247,0.008523273833536375,0.011299129990333332,add quality_net_margin_tsrank378
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_paper,5,0.4944988630900357,0.22792017687000002,0.16810538313685627,0.8668398747069689,22.398961516395723,15.98736506109586,24.74619310569803,9.790437913353387,0.010086322988211376,0.0182336141496,swap chip250 -> reversal_turn_paper
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+ltmom_exhigh252_21,6,0.49230357848239703,0.143442403775,0.15026977998888663,0.913379277180637,22.87828911403109,14.80200825658556,24.121868295603985,10.481279705554917,0.009016186799333198,0.011475392302,add ltmom_exhigh252_21
size_only+impact60+chip250+book_to_market_lf_plus_impact+growth_roe,5,0.4899334301964602,0.12696989441749998,0.1283986527806377,0.9324442729771933,25.30318381663309,18.078631397150822,29.720216735739164,10.67440762680457,0.007703919166838261,0.010157591553399998,swap book_to_market_lf_minus_size -> growth_roe
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_paper_nomcap,5,0.4888483933641495,0.20160839298,0.17497796408695834,0.8606320607504757,22.07009894386634,16.241613132036733,23.38805920219862,9.828201258856614,0.0104986778452175,0.0161286714384,swap chip250 -> reversal_turn_paper_nomcap
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact_abs_return60,5,0.48643478448113997,0.15754287853249996,0.11454322124116707,0.9218579585338479,24.112839578724866,15.964961736644662,26.793489984540482,10.545799688594386,0.006872593274470024,0.012603430282599998,swap impact60 -> impact_abs_return60
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_g13,6,0.48324645965859414,0.20462966752291667,0.1290398580334967,0.8825701685384154,24.831904332538958,18.15499406157044,28.055329889025337,9.525900570248345,0.007742391482009803,0.016370373401833335,add t10_size_plus_impact_g13
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_eq,5,0.4814743611501142,0.208748955955,0.16685012949368494,0.8473933880807211,23.584228830825452,17.564918654877214,25.954448562535013,9.175702371902098,0.010011007769621097,0.0166999164764,swap chip250 -> reversal_chip_turn_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+ev_ebitda_proxy,6,0.48098236792199067,0.14389498825,0.09261267793316148,0.9328642955452982,23.663839806197913,15.688038845947602,26.34857440834561,9.363521363024988,0.005556760675989689,0.01151159906,add ev_ebitda_proxy
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+ltmom_exhigh252_21,5,0.4809550480339552,0.148954463145,0.22161985776959633,0.8302160115235478,21.357901219496654,9.393040649244371,22.580691407370825,12.535135434988835,0.01329719146617578,0.0119163570516,swap chip250 -> ltmom_exhigh252_21
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+paper_composite,6,0.4797507260708769,0.1646881315625,0.11131284986036741,0.9063413384605516,22.44254156701396,14.588232657821045,23.693649755307682,10.045105648269764,0.0066787709916220446,0.013175050525,add paper_composite
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+momentum120,5,0.47944854594960096,0.172654610255,0.13131172653509143,0.8865744880251533,22.556741892811598,13.466020498423745,24.594892283410964,11.796213338247675,0.007878703592105485,0.0138123688204,swap chip250 -> momentum120
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside,6,0.47917456241230905,0.20671505845000002,0.13044732386118826,0.871499971935318,24.6700288122679,18.224236268361636,28.161189903006704,10.218793854842472,0.007826839431671296,0.016537204676000002,add t10_size_plus_impact_downside
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate,6,0.47888529598644225,0.20755958282708334,0.1303892825703073,0.8705269567142623,24.576950307440686,18.073116123334668,27.98886717110955,9.835792600471297,0.007823356954218437,0.016604766626166667,add t10_size_plus_impact_aggregate
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_asset_turnover_tsrank378,5,0.47796203195993114,0.14685447915,0.1940170488866861,0.8459670422657578,21.31056397929263,13.328573797569701,23.422146001311557,9.420161826838331,0.011641022933201167,0.011748358331999999,swap chip250 -> quality_asset_turnover_tsrank378
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_net_margin_tsrank378,5,0.4744765748004128,0.14631052847,0.1918894811553086,0.8401181126712328,21.20194177174334,10.992411192922015,24.44938026758455,12.743891474674243,0.011513368869318516,0.0117048422776,swap chip250 -> quality_net_margin_tsrank378
size_only+impact60+chip250+book_to_market_lf_plus_impact+quality_net_margin_tsrank378,5,0.47441497849149816,0.12719915235499998,0.14137899428994669,0.8877611111533706,25.701899109732107,19.278087641178136,30.169545700716423,10.323327877921576,0.008482739657396801,0.010175932188399999,swap book_to_market_lf_minus_size -> quality_net_margin_tsrank378
size_only+impact60+chip250+book_to_market_lf_plus_impact+paper_composite,5,0.4738985638710995,0.15533796037499997,0.10620600179947123,0.9014641581472992,23.297226087954368,15.90213783080576,23.984761896203928,8.750470107700728,0.006372360107968274,0.012427036829999998,swap book_to_market_lf_minus_size -> paper_composite
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+value_bm,6,0.47193275707047494,0.15076814146249998,0.10635763902144083,0.8990087891566014,21.552375131298813,14.789774055112433,20.514505027098494,8.72808899976302,0.006381458341286449,0.012061451316999998,add value_bm
size_only+impact60+chip250+book_to_market_lf_plus_impact+ltmom_exhigh252_21,5,0.470432587761775,0.12984308702999997,0.15677216343812891,0.8657638070053997,23.31351166349343,16.208770280499337,25.3470503491879,10.370720006686106,0.009406329806287734,0.010387446962399998,swap book_to_market_lf_minus_size -> ltmom_exhigh252_21
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+asset_growth,6,0.47033826451731575,0.1421976662625,0.18844738861068247,0.8354269894468375,21.99905698881578,15.762521121951197,23.491388161950795,9.548414821495804,0.011306843316640948,0.011375813301,add asset_growth
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_eq,5,0.4694511069298345,0.2093164056,0.1974258980791649,0.7966416921825039,23.317298727167078,18.337759069362598,26.135642787050873,10.184156782985754,0.011845553884749895,0.016745312448,swap chip250 -> reversal_turn_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+growth_roe,5,0.4693187186776013,0.13076763107749997,0.11673786677735597,0.8940154202000593,25.459551164814897,18.402036012459202,30.53268273326813,10.564156100305,0.007004272006641357,0.010461410486199998,swap book_to_market_lf_plus_impact -> growth_roe
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+growth_roe,5,0.46850203474579094,0.14364551005249998,0.11341494821198048,0.8890615574691062,23.37727476165161,18.013836731008563,24.14455346419016,9.171674590486953,0.006804896892718828,0.0114916408042,swap size_only -> growth_roe
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+paper_composite_nomcap,6,0.46714498851854325,0.14661540167916667,0.09513540700251036,0.8989433682929584,21.603758699372964,14.822616437822777,20.852490388257365,8.614569047643315,0.005708124420150621,0.011729232134333334,add paper_composite_nomcap
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+paper_composite,5,0.46642529405582456,0.17201357601,0.08697489029491645,0.892403038334675,21.52197265868545,15.212584928464196,20.76018243456945,8.734292617104462,0.0052184934176949865,0.013761086080800001,swap size_only -> paper_composite
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_net_margin_tsrank378,5,0.4648821076712759,0.14387476798999999,0.11565849705420865,0.8791704002317843,23.76422558998204,18.53832259479144,24.89138178174021,10.338591439391713,0.006939509823252519,0.0115099814392,swap size_only -> quality_net_margin_tsrank378
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+ltmom_exhigh252_21,5,0.46299707359952635,0.14651870266499997,0.1358718569394623,0.8580848514171434,21.86031119161048,16.06417258791091,21.360132510811514,9.80511052178706,0.008152311416367738,0.011721496213199999,swap size_only -> ltmom_exhigh252_21
size_only+impact60+chip250+book_to_market_lf_plus_impact+growth_revenue,5,0.46238872809679393,0.12674380453499998,0.16334863117747153,0.8441509917281753,24.136343904098602,18.713884396638367,30.509205943003682,10.25859733769892,0.009800917870648292,0.010139504362799999,swap book_to_market_lf_minus_size -> growth_revenue
size_only+impact60+chip250+book_to_market_lf_plus_impact+t10_size_plus_impact_g13,5,0.4618865312548336,0.20326780352749999,0.12646876908457644,0.8377086697105152,25.511991707549498,19.80823879624678,30.095690455340048,10.5786492654354,0.007588126145074586,0.0162614242822,swap book_to_market_lf_minus_size -> t10_size_plus_impact_g13
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_bm,6,0.4606919483178561,0.21847606834583327,0.12453137953590042,0.8298016706913873,23.86588037378796,18.53227032789159,26.548012136396938,10.032861294872996,0.007471882772154025,0.017478085467666663,add t10_size_plus_impact_bm
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+impact_abs_return60,5,0.46067363831649266,0.17383137757249997,0.17703420150431026,0.8087675383899646,21.347567045946956,8.669456173493572,24.105902582770657,12.715383413114168,0.010622052090258615,0.013906510205799999,swap chip250 -> impact_abs_return60
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+turn_bias,6,0.46066817692320117,0.17104595478749998,0.1461158319201201,0.8340409884303537,22.76962916546074,17.246975112744433,25.34204476880035,8.311606734443986,0.008766949915207205,0.013683676382999999,add turn_bias
size_only+impact60+chip250+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate,5,0.4596111496718545,0.20678370189249998,0.12812673909478625,0.8298001124670652,25.434454816784097,19.841239984800467,30.56237923853334,10.171636386118884,0.007687604345687174,0.0165426961514,swap book_to_market_lf_minus_size -> t10_size_plus_impact_aggregate
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_fscore,6,0.4582910608828035,0.2204103697375,0.1332407907435507,0.8168326892779129,24.498422219354367,19.453304650688825,26.55107460278543,9.7855061089728,0.00799444744461304,0.017632829579,add t10_size_plus_impact_fscore
size_only+impact60+chip250+book_to_market_lf_plus_impact+ev_ebitda_proxy,5,0.45792585275402564,0.1303861884,0.0830148026586877,0.8950965203188554,24.05381007387302,16.620660411140182,26.711036599129155,7.603577285073879,0.004980888159521262,0.010430895071999999,swap book_to_market_lf_minus_size -> ev_ebitda_proxy
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+growth_revenue,5,0.4564660864764903,0.14585518064999997,0.2137765326865744,0.7832739197915317,20.10741512475789,10.204539370652926,21.409061073747374,11.805952400655087,0.012826591961194464,0.011668414451999998,swap chip250 -> growth_revenue
size_only+impact60+chip250+book_to_market_lf_plus_impact+t10_size_plus_impact_downside,5,0.45596913771385605,0.20577027263999997,0.12819879813143364,0.8221011196441207,25.304387943911067,19.916118761930882,30.431393590946847,10.201238107779592,0.0076919278878860185,0.0164616218112,swap book_to_market_lf_minus_size -> t10_size_plus_impact_downside
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_wc,6,0.4544008944896186,0.20706687050416664,0.12450719884426774,0.8209111128739812,24.04393322090655,18.63219441135358,27.22811421636793,9.858161025069158,0.007470431930656064,0.01656534964033333,add t10_size_plus_impact_wc
size_only+impact60+chip250+book_to_market_lf_plus_impact+paper_composite_nomcap,5,0.45112791654511997,0.133650684515,0.08790975663403595,0.8747319218226831,22.256612074312063,16.17452974763956,21.7614533464507,9.939925716435214,0.005274585398042157,0.0106920547612,swap book_to_market_lf_minus_size -> paper_composite_nomcap
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_asset_turnover_tsrank378,6,0.4498552608434525,0.14169241711249997,0.1421224032480531,0.8261643028536308,23.945666719893666,18.562998676349626,25.796804441460885,8.16621947003397,0.008527344194883185,0.011335393368999998,add quality_asset_turnover_tsrank378
size_only+impact60+chip250+book_to_market_lf_minus_size+ltmom_exhigh252_21,5,0.44938640630195875,0.13364082369,0.14428617746311037,0.8270179543374891,23.491337261673724,16.76381095334751,25.559510462521462,9.952962925171605,0.008657170647786622,0.0106912658952,swap book_to_market_lf_plus_impact -> ltmom_exhigh252_21
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact,6,0.44554759780416175,0.21428966001249997,0.12576005222497808,0.797052550050932,23.956471276633877,18.991788116171744,27.16443511383501,9.835499830100895,0.007545603133498685,0.017143172800999997,add t10_size_plus_impact
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_roic,6,0.44552477858756495,0.14138643231249998,0.15439411040966244,0.8071323410704069,21.24091391664619,16.313486172548508,21.09908755844952,9.35182331887736,0.009263646624579746,0.011310914584999998,add quality_roic
size_only+impact60+chip250+book_to_market_lf_minus_size+quality_net_margin_tsrank378,5,0.4452116294560409,0.130996889015,0.1185844262085831,0.838906005511193,25.609970484502703,19.74065831945735,30.547174552150807,10.014068382275564,0.007115065572514986,0.0104797511212,swap book_to_market_lf_plus_impact -> quality_net_margin_tsrank378
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_g13,5,0.4439365119590415,0.2199434191625,0.11543376044335818,0.7989911377141469,23.405897983368586,19.267463246480602,25.992862975719706,9.920622150496602,0.006926025626601491,0.017595473533,swap size_only -> t10_size_plus_impact_g13
size_only+impact60+chip250+book_to_market_lf_plus_impact+t10_size_plus_impact_bm,5,0.44337777870614986,0.21988348451499995,0.12165341650420097,0.7929386356148435,24.706783988332376,20.416306330198257,28.397930682077206,10.160733544332642,0.007299204990252058,0.017590678761199997,swap book_to_market_lf_minus_size -> t10_size_plus_impact_bm
size_only+impact60+chip250+book_to_market_lf_plus_impact+turn_bias,5,0.44333446566854856,0.162967348245,0.14673329797543264,0.7986318705069937,23.65940863795971,18.991392071850914,27.314336896490808,8.136175480119926,0.008803997878525958,0.0130373878596,swap book_to_market_lf_minus_size -> turn_bias
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+cash_conversion,6,0.44309637658182166,0.1412584197625,0.13237749729651524,0.8189168190567585,21.562451376804674,15.87893242135625,21.084285151277964,8.44601273794668,0.007942649837790914,0.011300673581,add cash_conversion
size_only+impact60+chip250+book_to_market_lf_minus_size+t10_size_plus_impact_aggregate,5,0.4422464466976582,0.21058143855249997,0.11875534040186615,0.7968128663255668,25.51053270170357,20.24618813536721,29.693473792491176,10.568771200679679,0.007125320424111969,0.016846515084199997,swap book_to_market_lf_plus_impact -> t10_size_plus_impact_aggregate
size_only+impact60+chip250+book_to_market_lf_minus_size+paper_composite,5,0.44069186007276656,0.159135697035,0.0976994467021272,0.832599809600049,22.619637378742645,16.136436330702516,23.666971300988298,9.943694868224632,0.005861966802127631,0.0127308557628,swap book_to_market_lf_plus_impact -> paper_composite
size_only+impact60+chip250+book_to_market_lf_minus_size+t10_size_plus_impact_downside,5,0.44062785563432916,0.2095680093,0.11880089185933497,0.7936309813856931,25.496583637792565,20.335670227485032,29.651990950321245,10.550768995340288,0.007128053511560098,0.016765440744,swap book_to_market_lf_plus_impact -> t10_size_plus_impact_downside
size_only+impact60+chip250+book_to_market_lf_plus_impact+t10_size_plus_impact_fscore,5,0.4404677871327435,0.22220464618499997,0.13224254614360315,0.7772043705455164,25.287741031492892,21.308979851866482,29.298763400832726,9.991322516672977,0.007934552768616189,0.017776371694799998,swap book_to_market_lf_minus_size -> t10_size_plus_impact_fscore
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+growth_revenue,5,0.4404288839621938,0.14341942016999998,0.14319530224312138,0.8036147647624473,21.963470478836168,18.068462510854168,25.100189340533657,10.336431770929872,0.008591718134587282,0.011473553613599998,swap size_only -> growth_revenue
size_only+impact60+chip250+book_to_market_lf_minus_size+t10_size_plus_impact_g13,5,0.440425897557235,0.2070655401875,0.11718322998335809,0.7955525756123548,25.47288576514474,20.191381155944427,29.589230866126055,10.272662785582263,0.007030993799001485,0.016565243215,swap book_to_market_lf_plus_impact -> t10_size_plus_impact_g13
size_only+impact60+chip250+book_to_market_lf_minus_size+growth_revenue,5,0.44012196500972345,0.13054154119499997,0.14746864891388106,0.8053325103352558,24.55473792706593,19.372251702704407,30.436180885978565,10.379336714374194,0.008848118934832864,0.010443323295599998,swap book_to_market_lf_plus_impact -> growth_revenue
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+asset_growth,5,0.44007781553458325,0.14746077813,0.25537239366121695,0.7137896047270162,19.05930872309484,9.577360064293728,21.352326248022262,14.247327035598381,0.015322343619673015,0.0117968622504,swap chip250 -> asset_growth
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate,5,0.438979197715662,0.2234593175275,0.11690600564675456,0.7852671827417732,23.092760554166524,19.189305210488502,25.262075195275823,9.23978822427484,0.007014360338805274,0.017876745402200002,swap size_only -> t10_size_plus_impact_aggregate
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_eq,5,0.4384789549785422,0.19800763716749997,0.16455671612403214,0.7584057264480688,23.869124131026933,18.999229085161016,25.738998315174584,10.741267363836048,0.009873402967441929,0.015840610973399998,swap chip250 -> reversal_chip_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_nomcap_plus_impact,6,0.43603362470546125,0.2110029098875,0.11604210662453464,0.784929567576387,24.148874846377833,19.989682256905457,26.97433126705481,9.619033596639074,0.006962526397472078,0.016880232791,add t10_nomcap_plus_impact
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside,5,0.4347861213864058,0.222445888275,0.11694258133691184,0.776371200585526,23.010045041725057,19.31438043374696,25.438062786745054,9.62506290010253,0.00701655488021471,0.017795671062,swap size_only -> t10_size_plus_impact_downside
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_paper,6,0.4345833701950633,0.2092471652125,0.1306031335244787,0.7711618675977684,23.67485396738422,19.991879447789678,26.037046541157512,8.484938517826958,0.007836188011468721,0.016739773217,add reversal_turn_paper
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+skew60_low,5,0.4336197909583308,0.16346440664999998,0.2167322285687693,0.7223791769539146,19.85164321959085,15.334722385831803,23.746641695034317,11.809269196201484,0.013003933714126158,0.013077152532,swap chip250 -> skew60_low
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+paper_composite,5,0.43280760074201174,0.17444933649,0.1413300846357872,0.7743382307144139,20.317828706255835,9.205336335512664,19.878522989790756,10.618827037493425,0.008479805078147232,0.0139559469192,swap chip250 -> paper_composite
size_only+impact60+chip250+book_to_market_lf_plus_impact+asset_growth,5,0.4327909121727669,0.12834940201499997,0.20472705100370642,0.7454812531521547,21.196392677252547,16.670266053601065,24.62585148845924,9.414608137114232,0.012283623060222385,0.010267952161199998,swap book_to_market_lf_minus_size -> asset_growth
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+value_bm,5,0.4306961353642065,0.15774534837,0.13731688575679155,0.7801914570562876,19.59168581949873,9.324350815263225,18.058037193607866,10.291554383081037,0.008239013145407493,0.012619627869600001,swap chip250 -> value_bm
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+cash_conversion,5,0.4302267076398695,0.14633368232999996,0.17667177101429818,0.7536107807085891,19.5916044119579,9.829386132260407,20.172503021103402,10.151638112498212,0.010600306260857891,0.011706694586399998,swap chip250 -> cash_conversion
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+ev_ebitda_proxy,5,0.4288998158674128,0.149497564515,0.13715695191456095,0.7799897106540367,20.658599613974733,9.694870785209242,21.14304751029777,10.275848421925739,0.008229417114873657,0.011959805161199998,swap chip250 -> ev_ebitda_proxy
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+book_to_market_lf_div_oper_main_profit_ttm,6,0.428542808978857,0.15041511417916664,0.12684083179082517,0.7868122111471886,21.144354435258734,14.04849959969966,24.10658656707865,10.465251581294849,0.0076104499074495105,0.012033209134333332,add book_to_market_lf_div_oper_main_profit_ttm
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_roic,5,0.42743888277399833,0.14648729739,0.19154932733951124,0.7357759082825986,18.906804470999305,9.988660990330686,17.255501798491537,10.737793437084433,0.011492959640370674,0.0117189837912,swap chip250 -> quality_roic
size_only+impact60+chip250+book_to_market_lf_plus_impact+value_bm,5,0.42688360446637186,0.13863397225499996,0.11207777066224381,0.7998435339635257,20.690946143986547,16.040563602009925,19.31682274813851,7.132631552841707,0.006724666239734629,0.011090717780399998,swap book_to_market_lf_minus_size -> value_bm
size_only+impact60+chip250+book_to_market_lf_minus_size+turn_bias,5,0.42597070291178624,0.16676508490499997,0.13680243737198536,0.766081850779092,23.642786857256322,19.30362820954772,27.292590348214578,8.420240761718608,0.00820814624231912,0.013341206792399998,swap book_to_market_lf_plus_impact -> turn_bias
size_only+impact60+chip250+book_to_market_lf_plus_impact+t10_size_plus_impact_wc,5,0.4258962871891988,0.20619244710499998,0.12094945794689288,0.7607233055261918,24.162216959108797,20.14375078918203,29.020330722647753,9.755066469432823,0.007256967476813573,0.0164953957684,swap book_to_market_lf_minus_size -> t10_size_plus_impact_wc
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+ltmom_exhigh252_21,5,0.4256858859267567,0.132665964105,0.11296817507125573,0.799141848512927,22.2080652579787,16.668555732716232,21.20939491825576,8.829604004113603,0.006778090504275343,0.0106132771284,swap impact60 -> ltmom_exhigh252_21
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+skew60_low,6,0.4253990410729438,0.1555340233625,0.16791070389681864,0.7456077556367938,23.125567475539803,19.050941347443853,26.719496389392173,10.326454394607818,0.010074642233809118,0.012442721868999999,add skew60_low
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_wc_mcap,6,0.4226077181584338,0.2030638977625,0.10955113785296693,0.7636712007942119,23.501479721041843,19.480336933895366,26.914373701910865,9.481797553769693,0.006573068271178015,0.016245111821,add t10_size_plus_wc_mcap
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+ev_ebitda_proxy,5,0.42253728893434844,0.14706180403499997,0.06618554393454348,0.8221333061116849,21.5922155533501,16.28696601033441,22.95354284098542,8.445331037907543,0.003971132636072609,0.011764944322799998,swap size_only -> ev_ebitda_proxy
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+fscore_interact,5,0.42230341137866434,0.18057513515999998,0.2236858122663039,0.684218555674351,21.84989018431728,18.94871883839709,21.640816116160227,12.718500418302089,0.013421148735978234,0.0144460108128,swap chip250 -> fscore_interact
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_dd120,6,0.4222744090875944,0.20228751834583336,0.10977509098402627,0.7631013857200412,24.052198251658176,20.072120694386534,27.674518987310936,9.812689978045281,0.006586505459041576,0.016183001467666668,add t10_size_plus_impact_dd120
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_net_margin_tsrank378,5,0.4214465194162828,0.13002202943000002,0.09181697593205898,0.8073470487868049,23.77381965497847,19.249595333230513,26.21669718205089,9.92238958770819,0.005509018555923539,0.0104017623544,swap impact60 -> quality_net_margin_tsrank378
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+book_to_market_lf_div_oper_main_profit_ttm,5,0.42010122884796436,0.15488595514999998,0.11934294642767063,0.7718977923739547,20.413436694199756,14.471476608854953,22.749849779547,8.856037969232593,0.0071605767856602375,0.012390876411999999,swap size_only -> book_to_market_lf_div_oper_main_profit_ttm
size_only+impact60+chip250+book_to_market_lf_plus_impact+t10_size_plus_impact,5,0.41869228247732804,0.21485979451499998,0.12240919112446888,0.7397269037350309,24.39322878060758,20.847423242399664,29.982531124737132,10.039743587829328,0.007344551467468132,0.0171887835612,swap book_to_market_lf_minus_size -> t10_size_plus_impact
