selection,size,comb,na,nb,nc,net,turnover,test,recent,s_recent,raw_a,change
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+weighted_reversal_lowturn,5,0.41711899319816276,0.21358156098,0.20064442158329165,0.6759491854400237,22.39379067219704,20.532412741805995,26.391026499295855,9.758561921039249,0.012038665294997499,0.0170865248784,swap chip250 -> weighted_reversal_lowturn
size_only+impact60+chip250+book_to_market_lf_minus_size+t10_size_plus_impact_fscore,5,0.416377987097729,0.226002382845,0.12266333576863833,0.7294340955771236,24.953829096053976,21.827001733956983,29.595764398223217,11.026542700750985,0.007359800146118299,0.0180801906276,swap book_to_market_lf_plus_impact -> t10_size_plus_impact_fscore
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_paper,6,0.4160941187766274,0.21178932876249998,0.10641003279397894,0.7477616478805217,23.390754430809476,20.215147421167025,25.268527370592075,8.905402754476176,0.006384601967638736,0.016943146301,add reversal_chip_turn_paper
size_only+impact60+chip250+book_to_market_lf_minus_size+asset_growth,5,0.41584965288130854,0.132147138675,0.17537238881053366,0.7289775312502705,21.626610552385802,17.0548513407025,24.594282887007484,8.264605267408006,0.01052234332863202,0.010571771094,swap book_to_market_lf_plus_impact -> asset_growth
size_only+impact60+chip250+book_to_market_lf_minus_size+ev_ebitda_proxy,5,0.4135776361418453,0.13418392506,0.07461950168511593,0.8013867234223437,23.350893470505817,17.122631765516736,26.553634864599925,9.331086399055009,0.004477170101106955,0.010734714004799998,swap book_to_market_lf_plus_impact -> ev_ebitda_proxy
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+paper_composite_nomcap,5,0.41307443056312954,0.15032630014999998,0.08049908160949698,0.7885210932662347,19.314223962552216,15.507322144797959,16.17769217829866,7.873682636012727,0.0048299448965698185,0.012026104012,swap size_only -> paper_composite_nomcap
size_only+impact60+chip250+book_to_market_lf_plus_impact+cash_conversion,5,0.4127216624229451,0.12722230621499997,0.1297674161252655,0.7596857900802271,21.552660944036415,17.08820920459133,21.3323611477569,6.475053412687029,0.007786044967515928,0.010177784497199999,swap book_to_market_lf_minus_size -> cash_conversion
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+growth_roe,5,0.4118951962286841,0.1297927714925,0.09044368545790694,0.7872918933775926,23.044584272500472,18.90972723938033,26.30777437248144,7.783655309591975,0.005426621127474417,0.010383421719399998,swap impact60 -> growth_roe
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_div_oper_main_profit_ttm,5,0.41136704266608193,0.142008076175,0.11518403055461283,0.7614467038599276,21.104244348133356,14.964278149958304,23.970808333545108,8.123391662390942,0.00691104183327677,0.011360646093999999,swap book_to_market_lf_plus_impact -> book_to_market_lf_div_oper_main_profit_ttm
size_only+impact60+chip250+book_to_market_lf_plus_impact+book_to_market_lf_div_oper_main_profit_ttm,5,0.41123385321095246,0.138210339515,0.12633427509730766,0.7541661978308772,20.812949987930864,14.566870254292603,23.94393563574692,9.758973268295122,0.007580056505838459,0.0110568271612,swap book_to_market_lf_minus_size -> book_to_market_lf_div_oper_main_profit_ttm
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_size_eq,6,0.4106450858243952,0.2094023393125,0.11031474385226937,0.7336765724746687,23.635157402261136,20.231518093207157,27.16396849931686,8.903465514032186,0.006618884631136162,0.016752187145,add reversal_chip_turn_size_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+t10_size_plus_impact_bm,5,0.4105757113452891,0.22368122117499997,0.10512011994100681,0.7312165002909704,24.137403623782323,20.76206520089624,28.09102146312032,9.23501850397486,0.006307207196460408,0.017894497694,swap book_to_market_lf_plus_impact -> t10_size_plus_impact_bm
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+paper_composite_nomcap,5,0.4095386596663551,0.15276206063,0.11430875627259517,0.7532848507665484,19.418125572481447,9.1273620049774,18.577312765412664,10.447522535561843,0.0068585253763557095,0.0122209648504,swap chip250 -> paper_composite_nomcap
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+growth_revenue,5,0.4091437345576574,0.12956668160999998,0.10713612496141206,0.7682950099981404,22.66862691938128,18.977847937800902,27.954978932956614,9.772430337898797,0.0064281674976847235,0.010365334528799999,swap impact60 -> growth_revenue
size_only+impact60+chip250+book_to_market_lf_plus_impact+quality_roic,5,0.40904013232863495,0.12737592127499997,0.16270929271197052,0.725814879165434,20.835892016605058,17.844876197887093,21.845443863508198,7.581334863303154,0.009762557562718231,0.010190073701999999,swap book_to_market_lf_minus_size -> quality_roic
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+paper_composite,5,0.40739460970927743,0.15816083745,0.07119992080313137,0.7796499331959588,20.87093559865488,15.881946368788451,21.403584768068733,8.472444408500648,0.0042719952481878815,0.012652866996,swap impact60 -> paper_composite
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact,5,0.4048398733570092,0.23153541014999998,0.11181287005590777,0.7097739706832032,22.348266582533956,20.237581915514667,24.99543669514452,8.996337468603352,0.006708772203354466,0.018522832811999998,swap size_only -> t10_size_plus_impact
size_only+impact60+chip250+book_to_market_lf_minus_size+quality_roic,5,0.40465597677803455,0.13117365793499997,0.149840340505622,0.7243936133645931,21.708548243770416,18.59709456138048,22.204800328404414,7.948874736394429,0.00899042043033732,0.010493892634799998,swap book_to_market_lf_plus_impact -> quality_roic
size_only+impact60+chip250+book_to_market_lf_minus_size+t10_size_plus_impact_wc,5,0.40414054385013254,0.209990183765,0.11163806944359826,0.7179315173152736,23.97411921283829,20.729838901215054,28.637825053555062,9.676781428068761,0.006698284166615895,0.0167992147012,swap book_to_market_lf_plus_impact -> t10_size_plus_impact_wc
size_only+impact60+chip250+book_to_market_lf_plus_impact+reversal_turn_paper,5,0.4041289221976099,0.20880880075499997,0.12923939166689646,0.7047408332515469,23.992507718983166,22.182205508752308,28.42785743909786,9.733841714113487,0.0077543635000137875,0.0167047040604,swap book_to_market_lf_minus_size -> reversal_turn_paper
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_bm,5,0.4040139368350072,0.23655910014999995,0.102191179596308,0.7131893421028875,21.658888808813874,19.67024880560726,22.898386785941383,9.191686217641964,0.00613147077577848,0.018924728011999997,swap size_only -> t10_size_plus_impact_bm
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+fscore_eq,5,0.40327052724326834,0.18166511820749998,0.22235926604019457,0.6424705788615561,20.901502843729627,18.687501713937017,20.73094781759634,11.191948375417228,0.013341555962411674,0.0145332094566,swap chip250 -> fscore_eq
size_only+impact60+chip250+book_to_market_lf_plus_impact+quality_asset_turnover_tsrank378,5,0.4030496684700784,0.12774310303499997,0.14034764817995718,0.7297319355557631,23.70145611824838,20.572415410735125,29.119704945088003,7.8091737955115175,0.00842085889079743,0.010219448242799998,swap book_to_market_lf_minus_size -> quality_asset_turnover_tsrank378
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_asset_turnover_tsrank378,5,0.402502061759042,0.14441871866999997,0.11842742225573892,0.7381527116345187,22.635528513195577,20.10117743744655,25.288579376467446,6.597668625034717,0.007105645335344335,0.011553497493599999,swap size_only -> quality_asset_turnover_tsrank378
size_only+impact60+chip250+book_to_market_lf_minus_size+t10_size_plus_impact,5,0.4020846958830366,0.21865753117499995,0.10542285103767207,0.714344870633003,24.460287252783147,21.242035395649363,29.09786940687933,8.709943079847823,0.006325371062260324,0.017492602493999997,swap book_to_market_lf_plus_impact -> t10_size_plus_impact
size_only+impact60+chip250+book_to_market_lf_minus_size+value_bm,5,0.40136484069855066,0.14243170891499998,0.0962449475667499,0.7537617050381961,20.831749751282217,16.559872654046508,20.627436276394484,8.09720163701213,0.005774696854004994,0.0113945367132,swap book_to_market_lf_plus_impact -> value_bm
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_aggregate,5,0.4012448741189425,0.2096065789675,0.09743053632038658,0.7227174902517937,23.05546786183796,19.841213647182723,26.395374411058203,9.122464113749777,0.005845832179223194,0.0167685263174,swap impact60 -> t10_size_plus_impact_aggregate
size_only+impact60+chip250+book_to_market_lf_plus_impact+t10_size_plus_impact_dd120,5,0.40075784956850924,0.20045722451499998,0.10484333735712656,0.7199360813122554,24.800066753807034,22.066000375516545,30.529482310831852,10.265435485236745,0.0062906002414275936,0.016036577961199998,swap book_to_market_lf_minus_size -> t10_size_plus_impact_dd120
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_g13,5,0.40036234000575743,0.20609068060250002,0.0960049876154889,0.7234276849329695,23.08900567971687,19.87861849348156,26.34862408785519,8.81860030478838,0.005760299256929334,0.0164872544482,swap impact60 -> t10_size_plus_impact_g13
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_wc,5,0.4002922565082432,0.22286806273999998,0.11024171348299834,0.7047423205359861,21.866120920944347,19.813438894943427,23.372489322110113,7.5610116060949055,0.0066145028089799,0.0178294450192,swap size_only -> t10_size_plus_impact_wc
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+turn_bias,5,0.40008136813075273,0.17964296387999998,0.11168431972572218,0.7223628076683333,20.32213394835583,18.096948511483397,22.716826128673905,8.126374790715715,0.00670105918354333,0.014371437110399999,swap size_only -> turn_bias
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+momentum120,6,0.3983454326857692,0.16319252636666665,0.08415640925012863,0.7472270759442019,23.04730407418652,18.439589890282253,25.873768757369998,10.786665518937344,0.005049384555007717,0.013055402109333333,add momentum120
size_only+impact60+chip250+book_to_market_lf_minus_size+paper_composite_nomcap,5,0.39763811496227286,0.137448421175,0.08062942911875236,0.7598402900793545,21.21381081519667,16.71139891964574,21.11629221742084,9.303310279355365,0.004837765747125141,0.010995873694,swap book_to_market_lf_plus_impact -> paper_composite_nomcap
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+drawdown120,5,0.39749859697668555,0.1555299600675,0.14253011847398867,0.7033490299939767,22.415712727497045,18.284810548902676,25.173699080686823,12.140601797727621,0.00855180710843932,0.0124423968054,swap chip250 -> drawdown120
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_downside,5,0.39602919837554246,0.208593149715,0.09744164453152201,0.7115688729922438,22.882175422514216,19.9419876903659,26.19751797436335,9.168422069931825,0.005846498671891321,0.0166874519772,swap impact60 -> t10_size_plus_impact_downside
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_fscore,5,0.39460336638688065,0.23888026181999997,0.1088583546657432,0.6860597553108233,21.89913255311831,20.591906211016827,23.373193436577427,10.399940912484567,0.006531501279944592,0.019110420945599997,swap size_only -> t10_size_plus_impact_fscore
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+value_bm,5,0.3941591643363297,0.15530958789,0.10126260774864486,0.7281229645473422,17.832217687829534,14.971578404918093,13.785170711711483,6.864373311630153,0.006075756464918691,0.012424767031199999,swap size_only -> value_bm
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_paper_nomcap,6,0.39266202750044443,0.18732067863749996,0.10830988325126799,0.7050876280777791,22.160151992421,20.14316107975023,23.24347008026999,8.125076006422157,0.006498592995076079,0.014985654290999998,add reversal_turn_paper_nomcap
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+book_to_market_lf_div_oper_main_profit_ttm,5,0.3900081008056957,0.15732171563,0.19123513094683953,0.6480254707740042,18.655892220088173,8.658062674541888,21.68228273804286,11.369960809721789,0.011474107856810372,0.0125857372504,swap chip250 -> book_to_market_lf_div_oper_main_profit_ttm
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+cash_conversion,5,0.3899593920012244,0.14389792184999997,0.0970268637539048,0.727156456260795,19.59979014950089,16.68343037707167,17.20085054778595,6.208590646743792,0.005821611825234288,0.011511833747999998,swap size_only -> cash_conversion
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_roic,5,0.3890005431333573,0.14405153691,0.1555605763000537,0.6794311867696411,19.138099429381462,17.906067216411888,17.40170401286835,8.880593722650328,0.009333634578003222,0.0115241229528,swap size_only -> quality_roic
size_only+impact60+chip250+book_to_market_lf_minus_size+cash_conversion,5,0.38877600963590087,0.13102004287499996,0.11837616238405273,0.7136452093921831,21.32776349868101,17.432081729328463,22.03300436846388,7.461915102293973,0.007102569743043163,0.010481603429999998,swap book_to_market_lf_plus_impact -> cash_conversion
size_only+impact60+chip250+book_to_market_lf_minus_size+quality_asset_turnover_tsrank378,5,0.3867406573686849,0.131540839695,0.12553318185655718,0.7033241683997553,23.792417199938924,21.00073497857681,28.749061948353173,6.315244557599323,0.00753199091139343,0.0105232671756,swap book_to_market_lf_plus_impact -> quality_asset_turnover_tsrank378
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+asset_growth,5,0.3865570031860435,0.14502501764999998,0.16379470620025338,0.6671641166354552,18.848298605317698,16.46041354543746,19.470000666949236,7.803329103846169,0.009827682372015202,0.011602001411999999,swap size_only -> asset_growth
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_eq,6,0.38500358498563814,0.19374402248749997,0.12998273262631352,0.6683573868198409,22.98623514615598,21.749422803062075,27.217938317295566,9.224405092178637,0.007798963957578811,0.015499521798999999,add reversal_turn_eq
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_dd120,5,0.38500280785896535,0.21713284015,0.10283012733314652,0.6790793228052535,22.500689836386925,21.32794143753645,25.747118705920315,9.343638589358253,0.0061698076399887905,0.017370627212,swap size_only -> t10_size_plus_impact_dd120
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+book_to_market_lf_div_oper_main_profit_ttm,5,0.3843013820162513,0.14103321658999998,0.09678399809324097,0.7160451985902598,19.71171662380905,14.967673707605863,23.17600996245895,8.451188587571268,0.005807039885594458,0.0112826573272,swap impact60 -> book_to_market_lf_div_oper_main_profit_ttm
size_only+impact60+chip250+book_to_market_lf_plus_impact+reversal_chip_turn_paper,5,0.38354220441902576,0.21185939701499995,0.10130998830130374,0.67935962024571,23.417006134141698,22.18776748557141,27.82047835447305,9.170087772114762,0.006078599298078224,0.016948751761199997,swap book_to_market_lf_minus_size -> reversal_chip_turn_paper
size_only+impact60+chip250+book_to_market_lf_plus_impact+reversal_chip_turn_size_eq,5,0.3835103753510326,0.20899500967499995,0.10543485121657913,0.677353723311622,23.999863166920967,22.207175722469827,29.339159757874455,9.05956814960079,0.006326091072994747,0.016719600773999997,swap book_to_market_lf_minus_size -> reversal_chip_turn_size_eq
size_only+impact60+chip250+book_to_market_lf_plus_impact+t10_nomcap_plus_impact,5,0.3833042116899207,0.21091569436500002,0.1123081146424504,0.670696072649029,23.421432100795947,21.87683169844664,28.849445284014653,8.518359261163463,0.0067384868785470235,0.0168732555492,swap book_to_market_lf_minus_size -> t10_nomcap_plus_impact
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_wc,5,0.3827662449102132,0.20901532418000002,0.09087662816446487,0.6870141338147788,22.67607297935171,20.517168296467872,26.040993198297024,8.936939644715828,0.005452597689867892,0.0167212259344,swap impact60 -> t10_size_plus_impact_wc
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_eq,6,0.38207262050588103,0.19327114778333332,0.10790749872564225,0.6792239253227547,22.96073625262233,21.36552794354487,26.319020199713627,9.003528447624747,0.006474449923538535,0.015461691822666665,add reversal_chip_turn_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+t10_size_plus_impact_dd120,5,0.3812615159854965,0.20425496117499997,0.09621026788935434,0.6816376221982722,24.60742992187224,22.4735826610911,29.780267201661196,9.265071326845916,0.00577261607336126,0.016340396894,swap book_to_market_lf_plus_impact -> t10_size_plus_impact_dd120
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+turn_bias,5,0.38018704105113627,0.16579022531999998,0.1097631273280151,0.6858042253829577,21.041770462682,18.865100266596116,23.99748960280503,7.590828481786338,0.0065857876396809055,0.013263218025599998,swap impact60 -> turn_bias
size_only+impact60+chip250+book_to_market_lf_plus_impact+t10_size_plus_wc_mcap,5,0.37963253426520566,0.201388879815,0.10465181722163228,0.6727258272769653,23.086328083640087,21.29121638266089,28.479591708600722,8.74338933513656,0.006279109033297936,0.016111110385200002,swap book_to_market_lf_minus_size -> t10_size_plus_wc_mcap
size_only+impact60+chip250+book_to_market_lf_minus_size+t10_nomcap_plus_impact,5,0.3791184910326687,0.21471343102499998,0.10372320228730882,0.666383742282468,24.042533140791587,22.506644559953966,29.564675113973188,9.000659229121151,0.006223392137238529,0.017177074482,swap book_to_market_lf_plus_impact -> t10_nomcap_plus_impact
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+momentum20_open,5,0.3781324812944986,0.18969946017749997,0.2156436314237199,0.5882607072459926,22.604106580528242,22.568575064774794,25.21280656119585,10.579406855698249,0.012938617885423193,0.015175956814199998,swap chip250 -> momentum20_open
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal40,5,0.3762624948199633,0.19423554781,0.2118647147437825,0.5850283002169766,22.300228085753968,21.94529414656375,25.808882412315683,12.615028513665402,0.012711882884626949,0.0155388438248,swap chip250 -> reversal40
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_bm,5,0.3762217645366533,0.22270636158999998,0.09138230755101355,0.6659926323906634,21.94945817567267,20.384200001346258,24.327996552358545,8.914498531869572,0.0054829384530608125,0.0178165089272,swap impact60 -> t10_size_plus_impact_bm
size_only+impact60+chip250+book_to_market_lf_plus_impact+reversal_turn_paper_nomcap,5,0.3756013319003698,0.182497016865,0.11419436399105647,0.6647420025122223,22.756269715221233,22.402955876713534,26.374954264915758,8.844532829372907,0.006851661839463388,0.0145997613492,swap book_to_market_lf_minus_size -> reversal_turn_paper_nomcap
size_only+impact60+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+momentum20,5,0.37512508150351465,0.19616091962999996,0.2025034226753783,0.5889259992025162,22.55935942366812,22.54447297619093,25.411638633346655,10.556735406837554,0.012150205360522697,0.015692873570399998,swap chip250 -> momentum20
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact_fscore,5,0.3746288402968169,0.22502752326,0.09795450130221649,0.6563094670867581,22.541513560735016,21.372452301820303,25.953134456579168,9.907485351311845,0.005877270078132989,0.0180022018608,swap impact60 -> t10_size_plus_impact_fscore
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+asset_growth,5,0.3732983624869923,0.13117227908999998,0.13702948684058186,0.6646746361661969,20.03969422197755,17.373409900363974,20.275487823020683,7.446869483268559,0.008221769210434911,0.0104937823272,swap impact60 -> asset_growth
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_impact,5,0.37148615751146946,0.21768267158999996,0.09232015251301232,0.6569723773642558,22.41680395275486,20.933664791214234,26.153263464061844,8.628936380197958,0.005539209150780738,0.017414613727199997,swap impact60 -> t10_size_plus_impact
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_turn_paper,5,0.37148390886809046,0.22548441639,0.10727709687449569,0.6418667592978154,21.02880351673539,21.222990062541434,22.384448009923673,8.52809723711429,0.006436625812469741,0.0180387533112,swap size_only -> reversal_turn_paper
size_only+impact60+chip250+book_to_market_lf_minus_size+reversal_chip_turn_size_eq,5,0.3705437423154968,0.21279274633499998,0.09665698836270645,0.6536783269367767,24.01673462096082,22.615458019221066,29.256257981558242,8.752347169554039,0.005799419301762387,0.0170234197068,swap book_to_market_lf_plus_impact -> reversal_chip_turn_size_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+reversal_turn_paper,5,0.3699764182200946,0.212606537415,0.11184659694996243,0.6406862262324616,23.342082260649953,22.72420363944111,27.614189184113947,8.925797228088197,0.006710795816997746,0.0170085229932,swap book_to_market_lf_plus_impact -> reversal_turn_paper
size_only+impact60+chip250+book_to_market_lf_plus_impact+momentum120,5,0.3699604289210303,0.15354323413999998,0.07417099691136987,0.6962042959423352,23.655273465461725,20.481902037182635,27.25871835044274,10.046784352481108,0.004450259814682192,0.012283458731199999,swap book_to_market_lf_minus_size -> momentum120
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_nomcap_plus_impact,5,0.3686975472061965,0.22759131000000002,0.10133622023196487,0.6393591291666864,21.156861129620925,21.056392169490458,22.8389742857442,7.918601583072121,0.0060801732139178916,0.0182073048,swap size_only -> t10_nomcap_plus_impact
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+ev_ebitda_proxy,5,0.36864308716170563,0.13320906547499997,0.054866000793911136,0.7173292750863038,20.96840010867772,16.90372404823142,22.621167533078086,7.521186812692539,0.003291960047634668,0.010656725237999999,swap impact60 -> ev_ebitda_proxy
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_size_eq,5,0.3680059840181064,0.22567062530999998,0.09585045207945227,0.6429426682851069,21.761260516284995,21.475148602138034,24.758046329091858,9.000688428748404,0.0057510271247671356,0.0180536500248,swap size_only -> reversal_chip_turn_size_eq
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+reversal_chip_turn_paper,5,0.3676863152575449,0.22853501264999998,0.09076059511832657,0.644918009858068,21.210457559157387,21.34165034924677,22.937737483992,9.147325042210438,0.005445635707099594,0.018282801012,swap size_only -> reversal_chip_turn_paper
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_size_plus_wc_mcap,5,0.3659769572268129,0.21806449544999995,0.0948553621894284,0.6425881808233621,21.288113475143458,20.739558378341712,23.332639543044163,7.844020491660508,0.005691321731365704,0.017445159635999997,swap size_only -> t10_size_plus_wc_mcap
size_only+impact60+chip250+book_to_market_lf_minus_size+t10_size_plus_wc_mcap,5,0.3658574987178621,0.205186616475,0.09596206945220666,0.6471854469213105,23.088427953590003,21.786000002986608,28.293382505894638,8.158287501219732,0.0057577241671324,0.016414929318,swap book_to_market_lf_plus_impact -> t10_size_plus_wc_mcap
impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+skew60_low,5,0.36551393083321837,0.16102864616999996,0.15412970858199046,0.6208062302122704,20.49538700475812,20.472033541845192,22.383561322148466,9.02760782851375,0.009247782514919428,0.012882291693599997,swap size_only -> skew60_low
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_asset_turnover_tsrank378,5,0.3648665025421901,0.13056598010999998,0.09997572272048766,0.6750262301511543,22.690466046027247,21.054388042233487,25.545910681427493,5.793617517042208,0.0059985433632292594,0.0104452784088,swap impact60 -> quality_asset_turnover_tsrank378
size_only+impact60+chip250+book_to_market_lf_plus_impact+skew60_low,5,0.3630938430024746,0.144353030535,0.1733339650593468,0.607902998054896,21.84563522398616,21.147349789054495,26.521670211139714,7.951332613555241,0.010400037903560809,0.0115482424428,swap book_to_market_lf_minus_size -> skew60_low
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+paper_composite_nomcap,5,0.36298968598054915,0.13647356159,0.05517542848904915,0.703074608203071,19.31191268153971,16.353267415745158,18.00662690129366,6.973176692672217,0.003310525709342949,0.0109178849272,swap impact60 -> paper_composite_nomcap
size_only+impact60+chip250+book_to_market_lf_minus_size+reversal_chip_turn_paper,5,0.3617833512583993,0.21565713367499997,0.09310194631596228,0.635702762917361,23.238230783296295,22.805383552772245,26.785884296005513,8.459201538009628,0.005586116778957736,0.017252570693999998,swap book_to_market_lf_plus_impact -> reversal_chip_turn_paper
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+value_bm,5,0.36128304658926036,0.14145684933,0.0715519391377855,0.6843299956111898,18.077993512966444,15.628373196718256,15.3840876992602,7.064867190278424,0.00429311634826713,0.0113165479464,swap impact60 -> value_bm
size_only+impact60+chip250+book_to_market_lf_plus_impact+reversal_chip_turn_eq,5,0.36069705887122677,0.18963757984,0.1019699819799851,0.6379556649116267,23.558672945066192,23.390990747595943,29.481664782034798,8.357399326073182,0.006118198918799105,0.015171006387199999,swap book_to_market_lf_minus_size -> reversal_chip_turn_eq
size_only+impact60+chip250+book_to_market_lf_plus_impact+reversal_turn_eq,5,0.3589635600736739,0.19020502948499998,0.12907406982020223,0.6127702883102292,23.529515416694583,24.433989908909094,29.675370557909353,8.166524840098832,0.0077444441892121334,0.015216402358799999,swap book_to_market_lf_minus_size -> reversal_turn_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+skew60_low,5,0.3563825997800578,0.148150767195,0.15905531999371247,0.6024068540961298,22.290058804594658,21.47977441756177,26.77331216911642,8.88235892576581,0.009543319199622749,0.0118520613756,swap book_to_market_lf_plus_impact -> skew60_low
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+t10_nomcap_plus_impact,5,0.3548147077226004,0.21373857144000002,0.09008640773347645,0.6234150016175191,22.152478828139458,22.098581218068087,25.748050375767722,8.27382227670767,0.005405184464008587,0.017099085715200003,swap impact60 -> t10_nomcap_plus_impact
size_only+impact60+chip250+book_to_market_lf_minus_size+reversal_turn_paper_nomcap,5,0.3536705520079366,0.18629475352499997,0.10593521237385567,0.6207428377157492,22.703819858882824,23.056351489855654,26.00688290296157,8.022162212209622,0.00635611274243134,0.014903580281999998,swap book_to_market_lf_plus_impact -> reversal_turn_paper_nomcap
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+quality_roic,5,0.3528747998344215,0.13019879834999998,0.10357913246919187,0.6457385417782319,19.808462281033517,18.813223041002015,18.752505341181557,8.212476436419026,0.006214747948151512,0.010415903867999999,swap impact60 -> quality_roic
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+weighted_reversal_lowturn,6,0.35215218012412,0.19729831863749997,0.14252924338837197,0.5840161804681996,22.26975120594988,23.889189257597977,25.141588411500482,8.39102452501555,0.008551754603302318,0.015783865491,add weighted_reversal_lowturn
size_only+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+cash_conversion,5,0.3498518572066551,0.13004518328999998,0.08491162246836093,0.6536083392993973,19.29736243727121,17.180550019585922,19.696450044961804,7.8339850606539185,0.005094697348101656,0.010403614663199999,swap impact60 -> cash_conversion
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+fscore_eq,6,0.3465993766784704,0.17070128299374998,0.15644057433147457,0.572677597919343,22.0726877177224,23.17732364898811,23.97537269528779,11.30081610863834,0.009386434459888474,0.013656102639499998,add fscore_eq
size_only+impact60+chip250+book_to_market_lf_minus_size+momentum120,5,0.34612513328203576,0.15734097079999998,0.06646156472975585,0.6475453143702694,23.43111923682281,21.14990874419223,26.396869365351737,10.29551735650451,0.003987693883785351,0.012587277663999998,swap book_to_market_lf_plus_impact -> momentum120
size_only+impact60+chip250+book_to_market_lf_minus_size+book_to_market_lf_plus_impact+momentum20_open,6,0.34604108795187954,0.17739656796874997,0.15380038454446612,0.5705147550390365,24.236791816831836,26.23479001318624,28.033658980214305,10.910750391541399,0.009228023072667967,0.014191725437499999,add momentum20_open
