candidate,formula,window,periods,stock_count_mean,rank_ic,ic_mean,gross_excess,turnover,annual_cost,net_excess,net_excess_pct,gross_excess_pct,turnover_pct,annual_cost_pct
short_term_reversal_5,"RANK(1 - RETURNS(CLOSE,5))",formal_5y,120,4980.708333333333,0.047080675001282254,0.02616472611536166,-0.0345558998189528,0.8674013662328506,0.13115108657440702,-0.16570698639335982,-16.570698639335983,-3.4555899818952804,86.74013662328505,13.115108657440702
short_term_reversal_5,"RANK(1 - RETURNS(CLOSE,5))",recent_2026,15,5183.533333333334,-0.02151920462167338,-0.035803355525586306,-0.25290445973105957,0.8737715324679866,0.13211425570915958,-0.38501871544021915,-38.50187154402192,-25.290445973105957,87.37715324679866,13.211425570915958
short_term_reversal_5,"RANK(1 - RETURNS(CLOSE,5))",since_2026_06_01,5,5193.8,-0.11205000879124896,-0.09989808674357406,-0.6249173068960737,0.8816870784541477,0.13331108626226712,-0.7582283931583409,-75.82283931583409,-62.49173068960737,88.16870784541477,13.331108626226712
short_term_reversal_20,"RANK(1 - RETURNS(CLOSE,20))",formal_5y,120,4968.675,0.08259895222380087,0.04738513670450543,0.06530263437840067,0.6997932367396789,0.10580873739503945,-0.040506103016638775,-4.050610301663878,6.530263437840067,69.97932367396788,10.580873739503945
short_term_reversal_20,"RANK(1 - RETURNS(CLOSE,20))",recent_2026,15,5178.466666666666,0.0487335550716919,0.018480408981197436,-0.035410983628532636,0.6879488412918671,0.1040178648033303,-0.13942884843186293,-13.942884843186294,-3.5410983628532637,68.79488412918671,10.40178648033303
short_term_reversal_20,"RANK(1 - RETURNS(CLOSE,20))",since_2026_06_01,5,5191.2,0.14722599765759906,0.14524591645607765,0.23669340453701376,0.676206091596265,0.10224236104935527,0.1344510434876585,13.445104348765849,23.669340453701377,67.6206091596265,10.224236104935528
low_volatility_21,"RANK(-STDDEV(RETURNS(CLOSE,1),21))",formal_5y,120,4967.9,0.08517904139823251,0.03898312455523126,0.0036206616670253584,0.3717827474609837,0.05621355141610074,-0.05259288974907538,-5.259288974907538,0.36206616670253583,37.178274746098374,5.621355141610074
low_volatility_21,"RANK(-STDDEV(RETURNS(CLOSE,1),21))",recent_2026,15,5178.266666666666,0.07248333039655137,0.01650777066365245,0.02540904812649135,0.3430217267998598,0.0518648850921388,-0.026455836965647454,-2.6455836965647452,2.540904812649135,34.30217267998598,5.186488509213881
low_volatility_21,"RANK(-STDDEV(RETURNS(CLOSE,1),21))",since_2026_06_01,5,5191.0,0.147567582714326,0.10330557846268018,0.27072672522286517,0.3263116940862606,0.0493383281458426,0.22138839707702257,22.138839707702257,27.072672522286517,32.63116940862606,4.93383281458426
