field,direction,periods,rank_ic,ic_ir,win,s_i,turnover,gross,net,efficiency,finite_share
financial_lease_payable,0,120,-0.008982445726242017,-0.01804805253975609,0.2916666666666667,4.728373195079434e-05,0.011008624401983974,-0.0644665804497655,-0.06613108445934547,0.0023641865975397173,0.8443697868396663
fixed_asset_depreciation,1,120,-0.005031419250933904,0.010121498467962137,0.2833333333333333,1.4428892301334104e-05,0.026982043672328402,-0.045543767853038375,-0.04962345285629443,0.0005347590596383083,0.9709468643805992
gr_net_profit_lyr,0,120,-0.008740835531707774,-0.05075193940556839,0.20833333333333334,9.241965734568168e-05,0.042373965606121486,-0.014892138908591646,-0.021299082508237213,0.0021810481040351443,0.9708140253320975
gr_net_profit_ttm,0,120,-0.003844923899741921,-0.04654962490124125,0.175,3.1321458928690725e-05,0.0739834813936423,0.0005997873363179362,-0.01058651505040078,0.00042335746221564403,0.9732746370095767
gr_np_parent_lyr,0,120,-0.008740835531707774,-0.05075193940556839,0.20833333333333334,9.241965734568168e-05,0.042373965606121486,-0.014892138908591646,-0.021299082508237213,0.0021810481040351443,0.9708140253320975
gr_np_parent_ttm,0,120,-0.003844923899741921,-0.04654962490124125,0.175,3.1321458928690725e-05,0.0739834813936423,0.0005997873363179362,-0.01058651505040078,0.00042335746221564403,0.9732746370095767
gr_ocf_lyr,1,120,0.002708792025609845,0.14629703649663683,0.06666666666666667,2.6419216388829492e-05,0.046026535020391154,0.03511485206102427,0.02815563996594113,0.0005739996803392864,0.9697729379054679
gr_ocf_ttm,1,120,0.0023631742790909595,0.04251298984783168,0.09166666666666666,9.209347045768e-06,0.09534756891561895,0.022250945577128922,0.007834393157087336,9.658711963509129e-05,0.9716496756255792
gr_oper_profit_lyr,0,120,-0.008606330306032521,-0.1175396162288463,0.15833333333333333,0.00016016758720737735,0.04306034387708747,-0.010690847020449201,-0.017201571014664827,0.0037196077129472943,0.9697466790237873
gr_oper_profit_ttm,0,120,-0.0035273827277045753,-0.05821451268671826,0.10833333333333334,2.2245693876560794e-05,0.07331354721461877,0.001598502048697048,-0.00948650629015331,0.00030343224031212867,0.9716126042632067
gr_total_asset_lf,0,120,-0.005444633911800161,-0.05141654595663115,0.4,0.00011197770789724217,0.08992729050004993,-0.030107578785167233,-0.043704585108774785,0.0012452027329476808,0.9824142724745134
gr_total_asset_ttm,0,120,-0.005444633911800161,-0.05141654595663115,0.4,0.00011197770789724217,0.08992729050004993,-0.030107578785167233,-0.043704585108774785,0.0012452027329476808,0.9824142724745134
gross_profit,0,120,-0.015023906059634292,-0.044711824279837546,0.31666666666666665,0.00021271964511613238,0.03829503076084706,-0.07128634112620413,-0.07707654977724421,0.005554758434444646,0.955430954587581
hma10,0,120,-0.0476904521074242,-0.16595430756951832,0.525,0.004155078877511551,0.05570961157804951,-0.13305781480580436,-0.14148110807640546,0.07458459608339325,0.905897435897436
hma120,0,120,-0.0358613131562929,-0.14059568023521982,0.49166666666666664,0.0024789566443574754,0.022235060303649426,-0.10590428574915667,-0.10926622686706847,0.11148864048507239,0.8803938832252086
hma20,0,120,-0.04511689570130861,-0.15548836427633597,0.5166666666666667,0.0036244953621416406,0.044722566237432385,-0.12839706313532506,-0.13515911515042484,0.08104399338130938,0.9036731541550819
hma250,0,120,-0.031316163404616404,-0.1378685979424624,0.4583333333333333,0.00197886128986861,0.017686887007309884,-0.09700768798464632,-0.09968194530015158,0.0989430644934305,0.8484321902996602
hma3,0,120,-0.050158540809786746,-0.17596074148089233,0.525,0.004633615367057078,0.06421575596961522,-0.14205015448822866,-0.1517595767908345,0.07215698541724794,0.9074111831943157
hma30,0,120,-0.04315456498934649,-0.1487536349938385,0.49166666666666664,0.003156204217632039,0.03801109836197702,-0.12013008744934428,-0.1258773655216752,0.08303375470963054,0.9014241581711462
hma5,0,120,-0.04931122832993887,-0.17284047206991435,0.525,0.004474562391019335,0.06206031176347215,-0.13777640362707255,-0.14715992276570955,0.07210022418309862,0.9069725054062404
hma55,0,120,-0.04018883699087246,-0.1414729207718487,0.5,0.002842816075761221,0.029463348783132167,-0.11448061839232959,-0.11893547672833918,0.09648652285543113,0.8956688291628051
hma60,0,120,-0.03968096601426862,-0.14087563332265307,0.48333333333333334,0.0027018725887554694,0.02835163111511425,-0.11279859906751433,-0.11708536569211961,0.09529866475001862,0.8945335186901453
intangible_asset_amortization,0,120,-0.00830111701072474,-0.04025129542227844,0.3416666666666667,0.00011416132698730733,0.027454323648848176,-0.040463820890503044,-0.04461491462620889,0.004158227623724283,0.9660966944701884
is_biz_tax_surchg,1,120,-0.007773634161636459,0.039195706415201974,0.14166666666666666,4.316485333698072e-05,0.029402717051823558,-0.0642475080861773,-0.06869319890441301,0.00146805661738338,0.9721640407784986
is_n_income,1,120,-0.006744250707503275,0.020941135451545086,0.325,4.590048696512658e-05,0.03422280595613716,-0.07500934500758971,-0.08018383326815764,0.001341225118242979,0.9725563793636082
is_n_income_attr_p,1,120,-0.006739833572503966,0.021472227974941156,0.325,4.7033753969139355e-05,0.03482228252923758,-0.07527812073418705,-0.08054324985260777,0.0013506798105393794,0.9738430645659562
is_oper_cost,0,120,-0.008875545683600142,-0.03230357984528845,0.3416666666666667,9.795989870906649e-05,0.02810406994558883,-0.061277063287200395,-0.06552639866297343,0.003485612542906517,0.9555637936360828
is_operate_profit,1,120,-0.0065989487129533165,0.0189881561867962,0.31666666666666665,3.967892512956819e-05,0.03358816356876171,-0.07548923324855927,-0.08056776358015605,0.001181336545784573,0.9724374420759963
is_oth_affecting_np,1,120,-0.006744250707503275,0.020941135451545086,0.325,4.590048696512658e-05,0.03422280595613716,-0.07500934500758971,-0.08018383326815764,0.001341225118242979,0.9725563793636082
is_oth_affecting_tp,1,120,-0.006733437034556664,0.018675383738490835,0.31666666666666665,3.982068149144863e-05,0.03379448071885705,-0.07500183253934756,-0.08011155802403874,0.0011783190818265483,0.9725100401606426
is_revenue,0,120,-0.010463817430462789,-0.014676651822606367,0.31666666666666665,4.863170496803696e-05,0.02899381271915335,-0.060370521904138386,-0.06475438638727438,0.0016773132060658856,0.9735125115848007
is_total_profit,1,120,-0.006733437034556664,0.018675383738490835,0.31666666666666665,3.982068149144863e-05,0.03379448071885705,-0.07500183253934756,-0.08011155802403874,0.0011783190818265483,0.9725100401606426
is_total_revenue,0,120,-0.010608473663705131,-0.014899116472350413,0.325,5.1368487530556514e-05,0.029336318509956327,-0.06051401395117639,-0.06494966530988179,0.0017510202417908294,0.9736422613531047
kdj_d,0,120,-0.029891635265316522,-0.13862715223491937,0.4,0.001657516908990287,0.663411050987049,-0.12090221662825462,-0.22120996753749644,0.0024984764823018373,0.9043481618782825
kdj_j,0,120,-0.02369302670548395,-0.1746215334206767,0.5083333333333333,0.0021031339328000647,0.897587945515423,-0.08567732900482938,-0.22139262636676135,0.0023430951176515408,0.9043481618782825
kdj_k,0,120,-0.030854887321256023,-0.17094461742237663,0.475,0.0025053765316527584,0.6934204151558737,-0.1063243884748033,-0.21116955524637143,0.0036130700465309717,0.9052054371331479
lease_liabilities,0,120,-0.008982445726242017,-0.01804805253975609,0.2916666666666667,4.728373195079434e-05,0.011008624401983974,-0.0644665804497655,-0.06613108445934547,0.0023641865975397173,0.8443697868396663
lma10,0,120,-0.046601024306557735,-0.16443793127770037,0.525,0.004023062417005898,0.05315370024883412,-0.1315705524592825,-0.13960739193690622,0.0756873444025967,0.905897435897436
lma120,0,120,-0.03526875805355427,-0.14045112979610766,0.48333333333333334,0.0023942095089781795,0.02190277095868943,-0.10569254782957072,-0.10900424679852455,0.10931080425823159,0.8803938832252086
lma20,0,120,-0.0442360665865742,-0.15478835504935698,0.5083333333333333,0.0034806742235680694,0.04300716545058365,-0.12624732582565257,-0.13275000924178082,0.08093242572723038,0.9036731541550819
lma250,0,120,-0.030876961733966722,-0.13835176384025766,0.44166666666666665,0.001886747935415743,0.017539892344755892,-0.09811171518314654,-0.10076374690567363,0.09433739677078715,0.8484321902996602
lma3,0,120,-0.048889236417084946,-0.17344587795142105,0.525,0.00445180917968634,0.05992006105805383,-0.13719520156979914,-0.1462551148017769,0.07429580512898984,0.9074111831943157
lma30,0,120,-0.04229906035010435,-0.14816681629039974,0.48333333333333334,0.0030292032670060473,0.036919326998176356,-0.1211584727685674,-0.12674067501069167,0.08204925477530173,0.9014241581711462
lma5,0,120,-0.048103743908510264,-0.17069656191491128,0.525,0.0043108504427194815,0.05842236221693749,-0.13446333500082108,-0.14329679616802204,0.07378767785376716,0.9069725054062404
lma55,0,120,-0.039425030492900505,-0.1408894030030697,0.48333333333333334,0.002684708354602576,0.02875745955859382,-0.1129115625363839,-0.11725969042164329,0.09335693749764079,0.8956688291628051
lma60,0,120,-0.03892453348348957,-0.14031799112817547,0.48333333333333334,0.0026398759662689185,0.027774661326269177,-0.11172968991832921,-0.1159292187108611,0.09504619823292437,0.8945335186901453
long_term_liabilities_due_one_year,0,120,-0.009063281389244816,-0.08727030166949021,0.4083333333333333,0.0003229734145565725,0.0174501560526831,-0.06432424146025917,-0.06696270505542486,0.016148670727828624,0.8999737411183194
long_term_loans,0,120,-0.008250532121830129,-0.04706271321130983,0.4166666666666667,0.0001617885112876629,0.010033288423800565,-0.04297080436772105,-0.04448783757739969,0.008089425564383145,0.7487287611986406
lwr1,1,120,0.031044121608282557,0.17668928355288918,0.475,0.0026054527126107,0.7304569674664642,0.0012546530616788232,-0.10919044041925056,0.0035668804989943755,0.9012666048810627
lwr2,1,120,0.030021858011799112,0.14403911294302976,0.4083333333333333,0.0017657647337427967,0.6940874386552505,0.00032397785653581757,-0.10462204286813805,0.0025440090619761853,0.9012666048810627
ma10,0,120,-0.0474147097730889,-0.1664153109651693,0.525,0.004142530177386216,0.05468511429406616,-0.13331143564703674,-0.14157982492829954,0.0757524278930824,0.905897435897436
ma120,0,120,-0.035659874450374836,-0.14071956882303197,0.48333333333333334,0.002425387042521097,0.022024247736289124,-0.10604584760250402,-0.10937591386023093,0.11012349077988312,0.8803938832252086
ma20,0,120,-0.044942259389176405,-0.15630358271326114,0.5166666666666667,0.0036293953481744356,0.04426565405568208,-0.1289080153457961,-0.13560098223901523,0.08199122831459789,0.9036731541550819
ma250,0,120,-0.031154460172675907,-0.13815410994229704,0.44166666666666665,0.0019009848828508784,0.017607672853343338,-0.09771462593092228,-0.10037690606634779,0.09504924414254393,0.8484321902996602
ma3,0,120,-0.049888350356043366,-0.17618190529802624,0.525,0.0046144479243991725,0.06272078401898633,-0.1419477337294478,-0.15143111627311853,0.07357127300899689,0.9074111831943157
ma30,0,120,-0.04293278540501975,-0.14925990456150906,0.49166666666666664,0.003150670530622223,0.037432988190209286,-0.12175928106578893,-0.12741914888014857,0.08416828799807895,0.9014241581711462
ma5,0,120,-0.04904944427497333,-0.17306760081773168,0.525,0.004456656562109146,0.06007133046114935,-0.13780912177649784,-0.14689190694222362,0.07418940995474461,0.9069725054062404
ma55,0,120,-0.03994878826662066,-0.14155784211573275,0.48333333333333334,0.0027332810600445437,0.028955259261491364,-0.11410709518533901,-0.11848513038567651,0.09439670476995632,0.8956688291628051
ma60,0,120,-0.03943507440563659,-0.14094365494652608,0.48333333333333334,0.0026864263679123356,0.02819857226596305,-0.11145722116019918,-0.1157208452868128,0.09526816969932105,0.8945335186901453
maadtm,0,120,-0.05703548677181221,-0.18187142598156877,0.5083333333333333,0.005273005366294047,0.5751482881592594,-0.152551167676652,-0.23951358884633203,0.009168079736740768,0.901200185356812
mabias,0,120,-0.04114877436176121,-0.209624496773026,0.5,0.004312895559205494,0.775197948752731,-0.2228968923360094,-0.34010682218742233,0.005563605484437629,0.9056780970033983
macd_dea,0,120,-0.0753746624815242,-0.2942703800872092,0.5166666666666667,0.011459940798314671,0.4111128060079228,-0.23990859178298185,-0.3020688480513798,0.02787541674898305,0.9004989187519309
macd_diff,0,120,-0.07811765209192692,-0.33144764537793814,0.5,0.012945955924161071,0.4702337916841909,-0.2781502926180438,-0.34924964192069347,0.027530892405230583,0.90231078158789
macd_hist,0,120,-0.03708785792182933,-0.24353968898400424,0.525,0.004741991826266758,0.7452436923714126,-0.2436745567391656,-0.3563554030257232,0.006363008335135907,0.9004989187519309
macr1,0,120,-0.054734679345787546,-0.194738316801434,0.48333333333333334,0.0051518206744580256,0.5453952484816297,-0.11235309178093333,-0.19481685335135573,0.009446031458470897,0.8942091442693852
macr2,0,120,-0.04794576200004422,-0.17306251459568134,0.5083333333333333,0.004217953852432972,0.4513805513388617,-0.09721015790187404,-0.1654588972643099,0.00934456267537867,0.8909607661414891
macr3,0,120,-0.024766335654213024,-0.081996171807537,0.4583333333333333,0.0009307579936169077,0.31156502614240456,-0.07704024762993722,-0.12414887958266879,0.0029873635213199233,0.8843805993203584
macr4,0,120,-0.02115921238580182,-0.07241135243620206,0.43333333333333335,0.0006639391136476573,0.2355494955394637,-0.07497666246518664,-0.11059174619075354,0.0028186819595052864,0.8772335495829471
macyr,1,120,0.0007537479473400698,0.00899294729111929,0.4083333333333333,2.7678530208309305e-06,0.919005290789855,-0.05180989002419323,-0.19076348999161932,3.011792259054408e-06,0.8712218103181958
madkx,0,120,-0.04400540709311705,-0.1528689623174457,0.5,0.003363530459340784,0.044892550548628764,-0.127344609294604,-0.13413236293755668,0.07492402232074832,0.901663577386469
madpo,0,120,-0.07084645475416794,-0.3146195387251872,0.5083333333333333,0.011330586781827842,0.51772278914097,-0.26699293023319504,-0.3452726159513097,0.021885431778323076,0.9002641334569046
mamass,0,120,-0.0408239379105506,-0.25021065613138466,0.475,0.004851927537971242,0.628575056814338,-0.10278551116786716,-0.19782605975819506,0.007718931073340943,0.892839048501699
mamtm,0,120,-0.06084693840630411,-0.29911314673936706,0.525,0.009555062588487187,0.6354323675320971,-0.26610252739973983,-0.3621799013705929,0.015037103988890745,0.9036731541550819
market_cap_3,0,120,-0.05598298176476926,-0.08565111690723339,0.39166666666666666,0.0018780435920803253,0.03768772011682446,-0.09921194347775131,-0.10491032675941517,0.049831711397207434,0.8530892801977139
marsi10,0,120,-0.04104843839826412,-0.17153390087310055,0.49166666666666664,0.0034619227252416776,0.8216015914695355,-0.14407906155295458,-0.26830522218314834,0.004213627092724593,0.8496169292554835
marsi6,0,120,-0.02903604946673921,-0.10372789618634559,0.44166666666666665,0.0013302330100968215,0.893898390677985,-0.1122344045423711,-0.24739184121288246,0.0014881255229555728,0.8512048192771086
mass,0,120,-0.04233890194048149,-0.27192561616222904,0.48333333333333334,0.005564632132268852,0.6512622942502521,-0.13408485991542862,-0.23255571880606674,0.008544379401965813,0.894028421377819
matapi,0,120,-0.06567608505566168,-0.42999014972501465,0.55,0.01553203830554022,0.29799088265501195,-0.22314421001759255,-0.26820043147503037,0.05212252860609118,0.9067593450725983
matrix,0,120,-0.06345258769054116,-0.2560133612942288,0.5416666666666666,0.0087992180561308,0.41919006161347666,-0.17240315891042113,-0.2357846962263788,0.02099099874234211,0.8959051590979302
maudl,0,120,-0.04629348975327565,-0.16280910615503927,0.5166666666666667,0.003894117538556277,0.04919621035577926,-0.13270834555641686,-0.14014681256221068,0.07915482738191888,0.902528575841829
mavr,0,120,-0.04346504222127961,-0.23471837759848535,0.5,0.005101022096214208,0.5911871174476414,-0.13000413480370898,-0.21939162696179237,0.008628439195761029,0.8543991350015446
mdd20,1,120,0.02638893974502095,0.011222899513974085,0.48333333333333334,0.0001431442025353654,0.3136559369600178,-0.04935328113548221,-0.0967780588038369,0.0004563733239763678,0.9036731541550819
mdd60,0,120,0.017297677068569002,-0.02496027378526221,0.375,0.0001619080333052003,0.1727391512849772,-0.0517231290290181,-0.07784128870330666,0.0009372978395505244,0.8945335186901453
mfi,0,120,-0.03537352853689916,-0.15036459741028876,0.5,0.0026594631887161013,0.8073959522763353,-0.13471653976192755,-0.25679480774610947,0.003293877286872856,0.8542801977139327
mtm,0,120,-0.059658348691437955,-0.2972971948077213,0.525,0.009311536349233334,0.6552260610922771,-0.2820964967499079,-0.3811666771870602,0.01421118130391637,0.904763670064875
net_profit,1,120,-0.006744250707503275,0.020941135451545086,0.325,4.590048696512658e-05,0.03422280595613716,-0.07500934500758971,-0.08018383326815764,0.001341225118242979,0.9725563793636082
non_current_liability_due_one_year,0,120,-0.009063281389244816,-0.08727030166949021,0.4083333333333333,0.0003229734145565725,0.0174501560526831,-0.06432424146025917,-0.06696270505542486,0.016148670727828624,0.8999737411183194
obv,0,120,-0.01734900884789721,-0.2328555959414876,0.49166666666666664,0.0019862417821833625,0.024869573935484935,-0.08571246510784114,-0.08947274468688646,0.07986633737015135,1.0
oper_du_net_margin_lyr,1,120,-0.006616731644560714,0.16034656314283977,0.03333333333333333,3.536567261479268e-05,0.017924239817804964,-0.06690382925658844,-0.06961397431704056,0.0017682836307396338,0.9805050973123263
oper_du_net_margin_ttm,1,120,-0.004637971169546533,0.1269704330841168,0.13333333333333333,7.851802773719614e-05,0.031628986875442106,-0.054144520156011344,-0.05892682297157819,0.002482470527633637,0.9840624034599939
oper_du_roe_lyr,1,120,-0.011061688998416305,0.008359227158848598,0.20833333333333334,1.926399397881215e-05,0.02773422337376982,-0.08780680629121407,-0.09200022086532807,0.0006945928760720751,0.9781124497991965
oper_du_roe_ttm,1,120,-0.008407795291744413,0.11440823755813564,0.24166666666666667,0.00023246425159386671,0.08350796787601776,-0.07846221159869105,-0.09108861634154493,0.002783737378677454,0.9839372876119863
oper_gross_margin_lyr,0,120,-0.008728228718916216,-0.03526120587449675,0.3333333333333333,0.0001025892899257999,0.010113293333881807,-0.051367645364620795,-0.052896775316703726,0.005129464496289995,0.9620898980537534
oper_gross_margin_ttm,1,120,-0.007465347758797479,0.025292947523114923,0.19166666666666668,3.619062441180474e-05,0.01644129524189877,-0.046496270621334324,-0.04898219446190942,0.0018095312205902371,0.9656302131603335
oper_net_margin_lyr,1,120,-0.006616731644560714,0.16034656314283977,0.03333333333333333,3.536567261479268e-05,0.017924239817804964,-0.06690382925658844,-0.06961397431704056,0.0017682836307396338,0.9805050973123263
oper_net_margin_ttm,1,120,-0.004637971169546533,0.1269704330841168,0.13333333333333333,7.851802773719614e-05,0.031628986875442106,-0.054144520156011344,-0.05892682297157819,0.002482470527633637,0.9840624034599939
oper_net_profit_to_rev_lyr,1,120,-0.006616731644560714,0.16034656314283977,0.03333333333333333,3.536567261479268e-05,0.017924239817804964,-0.06690382925658844,-0.06961397431704056,0.0017682836307396338,0.9805050973123263
oper_net_profit_to_rev_ttm,1,120,-0.004637971169546533,0.1269704330841168,0.13333333333333333,7.851802773719614e-05,0.031628986875442106,-0.054144520156011344,-0.05892682297157819,0.002482470527633637,0.9840624034599939
oper_roa_lyr,0,120,-0.011051086864536475,-0.11010692655544708,0.36666666666666664,0.00044616044357550735,0.028187602199497463,-0.092484004470202,-0.09674596992276602,0.01582825103099623,0.9623818350324372
oper_roa_ttm,0,120,-0.00798729923562801,-0.057667118991435964,0.375,0.00017272670079043724,0.08247811910374081,-0.0739342813209376,-0.08640497292942322,0.002094212412545222,0.9659854803830705
oper_roe_adj_lyr,1,120,-0.011061688998416305,0.008359227158848598,0.20833333333333334,1.926399397881215e-05,0.02773422337376982,-0.08780680629121407,-0.09200022086532807,0.0006945928760720751,0.9781124497991965
oper_roe_adj_ttm,1,120,-0.008434137047410643,0.1084107386501524,0.24166666666666667,0.00022096816490338076,0.04281633876290398,-0.07861499523387794,-0.08508882565482902,0.005160837458031963,0.9838523324065491
oper_roe_diluted_adj_lyr,1,120,-0.009440403436552504,0.027693413343179586,0.25,6.535924862370539e-05,0.026963895330341072,-0.090871831082461,-0.09494877205640857,0.0024239542478181933,0.9777448254556688
oper_roe_diluted_adj_ttm,1,120,-0.006578891824508173,0.11509715025203819,0.25,0.0001893029252043307,0.08026569891526435,-0.08080885551590966,-0.09294502919189764,0.002358453583070096,0.9830058696323756
oper_roe_diluted_lyr,1,120,-0.009440403436552504,0.027693413343179586,0.25,6.535924862370539e-05,0.026963895330341072,-0.090871831082461,-0.09494877205640857,0.0024239542478181933,0.9777448254556688
oper_roe_diluted_ttm,1,120,-0.006578891824508173,0.11509715025203819,0.25,0.0001893029252043307,0.08026569891526435,-0.08080885551590966,-0.09294502919189764,0.002358453583070096,0.9830058696323756
oper_roe_ttm,1,120,-0.008407795291744413,0.11440823755813564,0.24166666666666667,0.00023246425159386671,0.08350796787601776,-0.07846221159869105,-0.09108861634154493,0.002783737378677454,0.9839372876119863
oper_roic_lyr,1,120,-0.011816434108732038,0.09043430552955954,0.18333333333333332,0.0001959120189508133,0.02877359764357597,-0.0862460038997841,-0.09059657186349278,0.006808742562456485,0.9620373802903922
oper_roic_ttm,1,120,-0.008965602078905342,0.09710813982809868,0.18333333333333332,0.00015961603905892923,0.08492993712582593,-0.07439850724234742,-0.0872399137357723,0.0018793848725267967,0.9660997837503861
oper_total_asset_turnover_lyr,0,120,-0.0037784885374405274,-0.03875914569860629,0.2916666666666667,4.27148714250916e-05,0.013950885818740634,-0.024695785594984532,-0.026805159530778114,0.00213574357125458,0.9809684893419832
oper_total_asset_turnover_ttm,0,120,-0.0020430466891468184,-0.015668269216687337,0.2833333333333333,9.069784905213987e-06,0.08523709391146554,-0.011125753639900537,-0.024013602239314126,0.00010640654777173227,0.9848733395118937
operating_revenue,0,120,-0.010463817430462789,-0.014676651822606367,0.31666666666666665,4.863170496803696e-05,0.02899381271915335,-0.060370521904138386,-0.06475438638727438,0.0016773132060658856,0.9735125115848007
osc,0,120,-0.05199554235722711,-0.3035477411169072,0.5166666666666667,0.008154616872520457,0.7839865736258467,-0.2580654050594504,-0.3766041749916784,0.010401475161502196,0.905897435897436
pb_ratio_lf,0,120,-0.05899757831200843,-0.2445081912863869,0.3,0.004327617349003845,0.0806004956792985,-0.13682388305623072,-0.14901067800294066,0.05369219274063786,0.8523463083101637
pb_ratio_lyr,0,120,-0.060496586802027894,-0.2634247794390451,0.4,0.006374520014055697,0.080499970680467,-0.14719615244314754,-0.15936774801003414,0.07918661286671064,0.8520358356502934
pb_ratio_ttm,0,120,-0.05899757831200843,-0.2445081912863869,0.3,0.004327617349003845,0.0806004956792985,-0.13682388305623072,-0.14901067800294066,0.05369219274063786,0.8523463083101637
pcnt,0,120,-0.008833722815240154,-0.03787252255174441,0.45,0.00015054991494121883,0.8573910922126675,-0.14061346131454933,-0.27025099445710465,0.0001755907150291181,0.9076598702502318
peg_ratio_lyr,1,120,-0.003174194251471063,0.023177856619038963,0.08333333333333333,6.130918270131167e-06,0.064416385244814,-0.043518851961998006,-0.05325860941101388,9.517637860042376e-05,0.851912264442385
peg_ratio_ttm,0,120,-0.0011769259487299502,-0.0008327027820711387,0.075,7.350221338493577e-08,0.12061311487001024,-0.020271638823909477,-0.03850834179225503,6.094048185734375e-07,0.8516357738646896
profit_before_tax,1,120,-0.006733437034556664,0.018675383738490835,0.31666666666666665,3.982068149144863e-05,0.03379448071885705,-0.07500183253934756,-0.08011155802403874,0.0011783190818265483,0.9725100401606426
profit_from_operation,1,120,-0.0065989487129533165,0.0189881561867962,0.31666666666666665,3.967892512956819e-05,0.03358816356876171,-0.07548923324855927,-0.08056776358015605,0.001181336545784573,0.9724374420759963
ps_ratio_lyr,0,120,-0.037888338254412395,-0.07295257224252068,0.2,0.0005528103467308161,0.06901391212566471,-0.10810543674836182,-0.11854034026176231,0.008010129113159467,0.8518721037998147
ps_ratio_ttm,0,120,-0.03748853635590574,-0.04308954785867185,0.16666666666666666,0.0002692273469098933,0.069193770352773,-0.10779601054212007,-0.11825810861945935,0.003890918872281163,0.8513438368860056
qtyr_5_20,0,120,-0.03684797527832839,-0.45825102706988297,0.55,0.009287092384206806,0.9158816791666072,-0.18612835910336345,-0.3246096689933544,0.010140056947811704,0.8556919987642879
ratio_a_share_mv,0,120,-0.05598298176476926,-0.08565111690723339,0.39166666666666666,0.0018780435920803253,0.03768772011682446,-0.09921194347775131,-0.10491032675941517,0.049831711397207434,0.8530892801977139
ratio_a_share_mv_float,0,120,-0.04748721506421952,-0.09895713809786458,0.4,0.0018796795595971865,0.03673153037616795,-0.08816840613638255,-0.09372221352925915,0.05117346161043034,0.8530892801977139
ratio_bm_lf,1,120,0.05992123131975548,0.12678108385722667,0.48333333333333334,0.0036718246821761283,0.05678597077220715,0.038007058204538646,0.029421019423780927,0.06466077152938689,0.8523463083101637
ratio_bm_lyr,1,120,0.06072584223928843,0.1287396774750589,0.48333333333333334,0.003778615583072196,0.05894506951391019,0.03990521608215958,0.03099272157165636,0.0641040143685045,0.8520358356502934
ratio_cfp_lyr,1,120,0.02542025142152757,0.01593137280408914,0.39166666666666666,0.0001586169716832628,0.055020036739262305,0.016242102873290643,0.007923073318314183,0.0028828946886193863,0.8524080939141179
ratio_cfp_ttm,1,120,0.024472709277105712,0.04247649266696796,0.4,0.0004158059424599278,0.06511798220410099,0.008234404415410124,-0.0016114344938499472,0.006385424246664407,0.851943157244362
ratio_ep_lyr,1,120,0.02372691089627963,0.014860549497534315,0.375,0.00013222310017415613,0.0627854563291265,-0.012418927538276447,-0.021912088535240376,0.002105951089708289,0.851912264442385
ratio_ev_ebitda_lyr,1,120,0.007345740828694157,0.039262903849643926,0.058333333333333334,1.6824215091916307e-05,0.026259236281939366,0.009454747470994063,0.005484350945164831,0.0006406970450807704,0.8518443002780353
ratio_ev_lf,1,120,-0.009672967082067874,0.05015720707578064,0.31666666666666665,0.00015363685410795455,0.007503073621972399,-0.0617907876748216,-0.06292525240646382,0.007681842705397728,0.8523463083101637
ratio_ev_lyr,1,120,-0.00954037480385166,0.048693715721065865,0.325,0.00015098079703563098,0.006696634120950382,-0.06078439810723446,-0.06179692918632216,0.007549039851781549,0.8520358356502934
ratio_ev_no_cash_ebit_lyr,1,120,0.002226707533959323,0.06317132844523547,0.06666666666666667,9.377604865281648e-06,0.030012892608539773,-0.004959261442629259,-0.009497210805040474,0.0003124525512283802,0.8442292245906704
ratio_ev_no_cash_ebit_ttm,0,120,0.0032619080603757036,-0.07412351883922379,0.10833333333333334,2.6193277886216392e-05,0.05789545727266412,0.005962774583503583,-0.002791018556123232,0.0004524237154368896,0.8328498609823912
ratio_ev_no_cash_lf,0,120,-0.0068794231094373775,-0.03534254584602179,0.275,6.686248982585488e-05,0.008467919133075546,-0.07000347143330155,-0.07128382080622257,0.003343124491292744,0.8446184738955824
ratio_ev_no_cash_lyr,0,120,-0.006957166413164507,-0.039009417295205205,0.2833333333333333,7.689525221094075e-05,0.007315271649986367,-0.06750351004318711,-0.06860957911666504,0.0038447626105470372,0.8444207599629286
ratio_ev_no_cash_ttm,0,120,-0.0068794231094373775,-0.03534254584602179,0.275,6.686248982585488e-05,0.008467919133075546,-0.07000347143330155,-0.07128382080622257,0.003343124491292744,0.8446184738955824
ratio_ev_ttm,1,120,-0.009672967082067874,0.05015720707578064,0.31666666666666665,0.00015363685410795455,0.007503073621972399,-0.0617907876748216,-0.06292525240646382,0.007681842705397728,0.8523463083101637
ratio_market_cap_float,0,120,-0.04748721506421952,-0.09895713809786458,0.4,0.0018796795595971865,0.03673153037616795,-0.08816840613638255,-0.09372221352925915,0.05117346161043034,0.8530892801977139
ratio_market_cap_total,0,120,-0.05598298176476926,-0.08565111690723339,0.39166666666666666,0.0018780435920803253,0.03768772011682446,-0.09921194347775131,-0.10491032675941517,0.049831711397207434,0.8530892801977139
ratio_pb_lf,0,120,-0.05899757831200843,-0.2445081912863869,0.3,0.004327617349003845,0.0806004956792985,-0.13682388305623072,-0.14901067800294066,0.05369219274063786,0.8523463083101637
ratio_pb_lyr,0,120,-0.060496586802027894,-0.2634247794390451,0.4,0.006374520014055697,0.080499970680467,-0.14719615244314754,-0.15936774801003414,0.07918661286671064,0.8520358356502934
