combination,formula,window,periods,stock_count_mean,rank_ic,ic_mean,gross_excess,turnover,annual_cost,net_excess,gross_excess_pct,net_excess_pct,turnover_pct,annual_cost_pct
SIZE+H03+RESVOL,(RANK(-MARKET_CAP) + RANK(H03) + RANK(-RESIDUAL_VOLATILITY)) / 3,formal_5y,120,4984.591666666666,0.07975201378313074,0.051497956686399976,0.17677303039083186,0.0797602144159107,0.012059744419685697,0.16471328597114618,17.677303039083185,16.471328597114617,7.976021441591071,1.2059744419685696
SIZE+H03+RESVOL,(RANK(-MARKET_CAP) + RANK(H03) + RANK(-RESIDUAL_VOLATILITY)) / 3,recent_2026,15,5185.0,0.07874181649075108,0.03548590521884595,0.15057222753851793,0.0778890858789453,0.01177682978489653,0.1387953977536214,15.057222753851793,13.87953977536214,7.7889085878945306,1.177682978489653
SIZE+H03+RESVOL,(RANK(-MARKET_CAP) + RANK(H03) + RANK(-RESIDUAL_VOLATILITY)) / 3,since_2026_06_01,5,5195.6,0.1591438835420013,0.13539423130145736,0.5055825799098872,0.08125292836483522,0.012285442768763085,0.4932971371411241,50.55825799098872,49.32971371411241,8.125292836483522,1.2285442768763084
