combination,formula,window,periods,stock_count_mean,rank_ic,ic_mean,gross_excess,turnover,annual_cost,net_excess,gross_excess_pct,net_excess_pct,turnover_pct,annual_cost_pct
H03,RANK(H03),formal_5y,120,4934.866666666667,0.06287593381516475,0.04614982653376085,0.1669688293715614,0.08987635149731668,0.013589304346394281,0.15337952502516713,16.69688293715614,15.337952502516714,8.987635149731668,1.3589304346394282
H03,RANK(H03),recent_2026,15,5163.933333333333,0.06365458025848912,0.03887820249875577,0.18321743755630807,0.08909864364961977,0.013471714919822509,0.16974572263648555,18.321743755630806,16.974572263648554,8.909864364961976,1.3471714919822508
H03,RANK(H03),since_2026_06_01,5,5176.6,0.12790342129681337,0.11333733081365968,0.45672653146675163,0.09507739634722787,0.014375702327700853,0.44235082913905077,45.67265314667516,44.235082913905075,9.507739634722787,1.4375702327700852
