components,factor_count,full_period_label,full_periods,full_first_signal_date,full_last_signal_date,full_mean_stock_count,full_rank_ic,full_ic_mean,full_gross_excess_pct,full_turnover_pct,full_annual_cost_pct,full_net_excess_pct,full_sharpe_after_cost,full_max_drawdown_pct,full_monthly_win_rate_pct,full_min_member_addition_pp,full_vs_best_single_pp
SIZE+H03+RET40+CHIP250+ASSET_GROWTH+C03,6,full,120,2021-09-07,2026-08-10,4743.825,,,16.761664523241183,31.955690308700568,4.831700374675527,11.929964148565658,0.7615501658932208,34.5171647341158,70.0,-1.69361788572982,-5.19599939262371
SIZE+H03+CHIP250+DD60+ASSET_GROWTH+C01,6,full,120,2021-09-07,2026-08-10,4743.825,,,15.837529733687262,28.712106803513265,4.341270548691205,11.496259184996054,0.7422890835097897,34.07321798817182,70.0,-2.072736218830647,-5.629704356193313
SIZE+H03+CHIP250+C01+C02+C03,6,full,120,2021-09-07,2026-08-10,4743.825,,,16.212529712079974,31.268141397064586,4.727742979236164,11.484786732843808,0.7416928178150614,33.53599945306932,71.66666666666667,-0.940451407766373,-5.641176808345559
SIZE+H03+DD120+C02+C03,5,full,120,2021-09-07,2026-08-10,4743.825,,,15.975199923340435,30.358014150335865,4.590131739530783,11.385068183809652,0.7328199965202349,34.13957210582799,73.33333333333333,-1.5663489623134907,-5.740895357379715
SIZE+H03+DD120+CHIP250+ASSET_GROWTH+C01+C02+C03,8,full,120,2021-09-07,2026-08-10,4743.825,,,14.906971755189272,29.429952419870204,4.449808805884374,10.457162949304896,0.7154043948589898,32.69573616224063,71.66666666666667,-0.7147483330303963,-6.668800591884471
SIZE+H03+DD120+C01+C02+C03,6,full,120,2021-09-07,2026-08-10,4743.825,,,15.880004763488362,31.965577715393888,4.833195350567556,11.046809412920805,0.7235249217189407,33.4861665372222,75.0,-0.8484896122151753,-6.079154128268563
SIZE+H03+CHIP250+DD60+C01,5,full,120,2021-09-07,2026-08-10,4743.825,,,16.706977655875303,31.3933998330703,4.74668205476023,11.960295601115073,0.7504476764682926,33.413445148835955,71.66666666666667,-2.2368054442367136,-5.165667940074295
SIZE+H03+DD120+CHIP250+DD60+ASSET_GROWTH+C02,7,full,120,2021-09-07,2026-08-10,4743.825,,,15.19756846221438,29.900076150809998,4.520891514002472,10.67667694821191,0.7114418668837126,33.412404771537794,71.66666666666667,-1.037925381937736,-6.449286592977458
SIZE+H03+CHIP250+DD60+ASSET_GROWTH+C03,6,full,120,2021-09-07,2026-08-10,4743.825,,,15.638411611239125,29.401369163656604,4.445487017544878,11.192924593694247,0.7294934021052808,34.5033095491286,71.66666666666667,-2.0594033110643792,-5.93303894749512
SIZE+H03+DD60+ASSET_GROWTH+C02,5,full,120,2021-09-07,2026-08-10,4743.825,,,15.61906689337206,28.19826276830305,4.263577330567422,11.35548956280464,0.7393953310886464,34.79531011625623,73.33333333333333,-3.3027275059961863,-5.770473978384729
SIZE+H03+DD120+DD60+C01,5,full,120,2021-09-07,2026-08-10,4743.825,,,16.371375932591377,32.28515080298924,4.881514801411974,11.489861131179405,0.7308125355607132,33.54333865908033,73.33333333333333,-1.6404283287236776,-5.636102410009963
SIZE+H03+CHIP250+DD60+C03,5,full,120,2021-09-07,2026-08-10,4743.825,,,16.51249029066701,32.12258588625829,4.856934986002254,11.65555530466476,0.7371181226328614,33.28328089699076,71.66666666666667,-1.720133964745992,-5.470408236524609
