components,factor_count,recent_period_label,recent_periods,recent_first_signal_date,recent_last_signal_date,recent_mean_stock_count,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,recent_sharpe_after_cost,recent_max_drawdown_pct,recent_monthly_win_rate_pct,recent_min_member_addition_pp,recent_vs_best_single_pp
SIZE+H03+ASSET_GROWTH+C01+C03,5,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,12.895411597952528,24.600401282006885,3.719580673839441,9.175830924113086,-0.0694920903312149,18.999284681373275,62.5,-1.84433355341506,-7.1003205136799465
SIZE+H03+DD120+CHIP250+ASSET_GROWTH+C02,6,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,3.528241629333742,24.40529824125291,3.69008109407744,-0.1618394647436981,-0.439226401264607,22.10638667154553,50.0,-3.2724906521554837,-16.43799090253673
SIZE+H03+CHIP250+ASSET_GROWTH+C01+C02,6,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,3.915996354332585,23.790429198811943,3.597112894860367,0.3188834594722183,-0.4164415091487241,22.449438166504944,50.0,-6.467556078570162,-15.957267978320814
SIZE+H03+DD120+CHIP250+ASSET_GROWTH+C01,6,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,3.454988956196501,23.948162514078664,3.6209621721286935,-0.1659732159321927,-0.4358471294053704,22.309894273481813,50.0,-5.842559798302073,-16.442124653725227
SIZE+H03+RET40+DD120+ASSET_GROWTH,5,recent,15,2026-01-09,2026-08-10,5142.933333333333,,,12.033387952515794,29.40946182276757,4.446710627602457,7.586677324913336,-0.1326210619092814,19.6348373908959,62.5,-5.607371062168029,-8.689474112879697
SIZE+H03+ASSET_GROWTH+C02+C03,5,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,12.432020533813336,25.397512424399487,3.840103878569203,8.591916655244134,-0.0920626412154694,19.253313586131405,50.0,-2.4282478222840123,-7.684234782548899
SIZE+H03+CHIP250+C02+C03,5,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,6.982948203198013,28.70229300667333,4.339786702609008,2.643161500589005,-0.3255255034463392,21.796603572997608,50.0,-4.475014519035319,-13.632989937204028
SIZE+H03+CHIP250+C01+C03,5,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,8.359139603507698,28.62380916777081,4.327919946166946,4.031219657340752,-0.2691131201005915,21.68370173735221,50.0,-4.100091795512783,-12.24493178045228
SIZE+H03+CHIP250+ASSET_GROWTH+C01+C03,6,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,5.460282446645066,24.574261193160744,3.715628292405905,1.7446541542391614,-0.3605365747303803,21.87190824246542,50.0,-7.431176769873924,-14.531497283553872
SIZE+H03+DD120+CHIP250+ASSET_GROWTH+C03,6,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,5.291888698584897,25.424552866658303,3.844192393438736,1.4476963051461609,-0.3743478323560268,21.51644951770677,50.0,-3.327592044551382,-14.828455132646871
