variant,scope,label_offset,group,periods,platform_periods,local_cumulative_return,platform_cumulative_return_window,local_cumulative_excess,platform_cumulative_excess_window,local_annualized_return,platform_window_annualized_return,platform_reported_annualized_return,local_annualized_excess,platform_window_annualized_excess,platform_reported_annualized_excess,local_turnover,platform_reported_turnover,platform_reported_sharpe,same_group_return_sequence,same_group_excess_sequence,best_platform_group_by_return_corr,best_platform_return_corr,best_platform_group_by_excess_corr,best_platform_excess_corr
qfq_high,qfq,0,1,241,241,-0.28078056201296553,0.3785540461540222,-0.8566826974518489,-0.199672132730484,-0.058719254462462504,0.07916648932017727,0.07919999999999999,-0.17915687946710865,-0.041757159707951845,-0.0417,0.599829148245071,0.021400000000000002,0.2736,"{'n': 241, 'corr': 0.5385086719261222, 'rmse': 4.270941237147132, 'mean_delta': -0.2735828249655551, 'sign_agreement': 0.7012448132780082}","{'n': 241, 'corr': -0.4412219707399785, 'rmse': 3.4236904436364375, 'mean_delta': -0.27261849158562856, 'sign_agreement': 0.3817427385892116}",6,0.7343061429199247,6,0.5467138940278393
qfq_high,qfq,0,2,241,241,0.7286098669190337,0.4221924841403961,0.1527077314801503,-0.15603366494178772,0.152373183787217,0.08829253610238989,0.0883,0.03193555878257085,-0.032631106693220335,-0.0325,0.7218503443382642,0.075,0.2929,"{'n': 241, 'corr': 0.6737083092877456, 'rmse': 3.346860394603645, 'mean_delta': 0.12714414223179987, 'sign_agreement': 0.7427385892116183}","{'n': 241, 'corr': -0.5024370705082701, 'rmse': 2.1698805874919427, 'mean_delta': 0.12810846324561745, 'sign_agreement': 0.37344398340248963}",7,0.7628983214494859,7,0.5364600241616089
qfq_high,qfq,0,3,241,241,0.9044842045508051,0.4085140824317932,0.32858206911192156,-0.16971205174922943,0.18915354319236755,0.08543199068283144,0.08539999999999999,0.06871591818772135,-0.035491648996519354,-0.0354,0.724054869681909,0.1446,0.2545,"{'n': 241, 'corr': 0.7497306675064698, 'rmse': 2.807035589667159, 'mean_delta': 0.20579673116971448, 'sign_agreement': 0.7759336099585062}","{'n': 241, 'corr': -0.39712045066331075, 'rmse': 1.3446653049745187, 'mean_delta': 0.20676104600047757, 'sign_agreement': 0.38589211618257263}",6,0.7784928326313819,7,0.46434568517385844
qfq_high,qfq,0,4,241,241,0.7020042458846125,0.4200519919395447,0.12610211044572883,-0.15817426145076752,0.14680918669122187,0.08784489789939026,0.08779999999999999,0.026371561686575656,-0.03307876671003603,-0.033,0.6654686466609417,0.2606,0.2406,"{'n': 241, 'corr': 0.7848562709710997, 'rmse': 2.5600404394204688, 'mean_delta': 0.11699263649172928, 'sign_agreement': 0.7925311203319502}","{'n': 241, 'corr': -0.07309309499237901, 'rmse': 0.7827471238938198, 'mean_delta': 0.11795700078692797, 'sign_agreement': 0.5145228215767634}",6,0.7923016989589479,7,0.38748675015749023
qfq_high,qfq,0,5,241,241,0.6437113882819988,0.5437989830970764,0.06780925284311544,-0.03442719578742981,0.13461848120088274,0.11372393671407739,0.1137,0.01418085619623659,-0.007199712314051711,-0.0070999999999999995,0.5799822751873663,0.39590000000000003,0.32,"{'n': 241, 'corr': 0.790643510205844, 'rmse': 2.508438893158532, 'mean_delta': 0.04145742953731222, 'sign_agreement': 0.7759336099585062}","{'n': 241, 'corr': -0.019212418777704247, 'rmse': 0.6971811097803798, 'mean_delta': 0.04242176291723869, 'sign_agreement': 0.48132780082987553}",6,0.7938707850760425,10,0.17889884494291433
qfq_high,qfq,0,6,241,241,0.5839999608047399,0.6515823006629944,0.008097825365856376,0.07335621863603592,0.12213111213509914,0.13626451432952247,0.1363,0.0016934871304529516,0.01534088555707971,0.015300000000000001,0.49139248287418663,0.499,0.3857,"{'n': 241, 'corr': 0.7918340574047344, 'rmse': 2.520496022813847, 'mean_delta': -0.028042464671474896, 'sign_agreement': 0.7759336099585062}","{'n': 241, 'corr': -0.36879424497412355, 'rmse': 0.9960820913073777, 'mean_delta': -0.02707817148140231, 'sign_agreement': 0.3817427385892116}",4,0.7991897083560792,2,0.35199058486540713
qfq_high,qfq,0,7,241,241,0.5361323801673504,0.6329275965690613,-0.039769755271533244,0.054701440036296844,0.11212063054122183,0.13236328160614394,0.1324,-0.00831699446342438,0.011439637252403987,0.011399999999999999,0.37883323641918637,0.5717,0.3574,"{'n': 241, 'corr': 0.7646624644166438, 'rmse': 2.728084379382297, 'mean_delta': -0.04016399020817889, 'sign_agreement': 0.7676348547717843}","{'n': 241, 'corr': -0.6741241786527825, 'rmse': 1.5558139103846509, 'mean_delta': -0.03919966610283405, 'sign_agreement': 0.24896265560165975}",3,0.7961940608226491,2,0.6388554858787162
qfq_high,qfq,0,8,241,241,0.44901977440292584,0.754345715045929,-0.1268823610359575,0.17611974477767944,0.09390289058052889,0.1577552864660366,0.1578,-0.026534734424117256,0.0368316810655396,0.0368,0.25408008130599874,0.6046,0.4331,"{'n': 241, 'corr': 0.7307392963310009, 'rmse': 2.955199096273936, 'mean_delta': -0.12669126167759462, 'sign_agreement': 0.7261410788381742}","{'n': 241, 'corr': -0.668495766188192, 'rmse': 2.1216552413712435, 'mean_delta': -0.12572701486043025, 'sign_agreement': 0.26556016597510373}",2,0.7994806252980441,2,0.7209131894229046
qfq_high,qfq,0,9,241,241,0.3625308865727337,0.872663676738739,-0.21337124886614978,0.2944374680519104,0.07581558789736838,0.18249895978270725,0.1825,-0.044622037107277794,0.061575304522059275,0.0616,0.1445452052431408,0.573,0.5147,"{'n': 241, 'corr': 0.7296212680894636, 'rmse': 2.9569383204476045, 'mean_delta': -0.21167335691535488, 'sign_agreement': 0.7717842323651453}","{'n': 241, 'corr': -0.3535120160976134, 'rmse': 2.0818074493658867, 'mean_delta': -0.2107090111693196, 'sign_agreement': 0.45643153526970953}",3,0.7655219628427278,2,0.5195804285603779
qfq_high,qfq,0,10,241,241,1.127940592273788,0.659576952457428,0.5520384568349049,0.08135068416595459,0.2358846715792486,0.1379364249122588,0.1379,0.11544704657460253,0.017012757186573076,0.017,0.057058198901234994,0.337,0.3871,"{'n': 241, 'corr': 0.751915421924865, 'rmse': 2.832002705090754, 'mean_delta': 0.1943417592599006, 'sign_agreement': 0.7966804979253111}","{'n': 241, 'corr': 0.26711278989084636, 'rmse': 1.34642370614698, 'mean_delta': 0.19530612973815364, 'sign_agreement': 0.5975103734439834}",8,0.7715986957390906,9,0.2903216084877826
qfq_close,qfq,1,1,241,241,-0.18987862710853698,0.3785540461540222,-0.7450451471387687,-0.199672132730484,-0.03970905728742848,0.07916648932017727,0.07919999999999999,-0.15581027143482964,-0.041757159707951845,-0.0417,0.7096696019588913,0.021400000000000002,0.2736,"{'n': 241, 'corr': 0.8234795452851715, 'rmse': 2.4066539090968133, 'mean_delta': -0.23586417977699553, 'sign_agreement': 0.7925311203319502}","{'n': 241, 'corr': -0.16828301339377721, 'rmse': 2.422144934956043, 'mean_delta': -0.226295856600948, 'sign_agreement': 0.46473029045643155}",5,0.9475817239742496,7,0.17040570748263772
qfq_close,qfq,1,2,241,241,0.6257066978640513,0.4221924841403961,0.07054017783381951,-0.15603366494178772,0.13085318494750284,0.08829253610238989,0.0883,0.014751970800101674,-0.032631106693220335,-0.0325,0.7186838763615288,0.075,0.2929,"{'n': 241, 'corr': 0.9378892333656486, 'rmse': 1.5856291972141754, 'mean_delta': 0.08444573183554155, 'sign_agreement': 0.8796680497925311}","{'n': 241, 'corr': -0.19564836873533728, 'rmse': 1.5960638202633337, 'mean_delta': 0.09401404264548018, 'sign_agreement': 0.42323651452282157}",4,0.9696424397711827,7,0.16775947818794976
qfq_close,qfq,1,3,241,241,0.7165372911907307,0.4085140824317932,0.1613707711604991,-0.16971205174922943,0.14984846255606984,0.08543199068283144,0.08539999999999999,0.0337472484086687,-0.035491648996519354,-0.0354,0.7465198359947958,0.1446,0.2545,"{'n': 241, 'corr': 0.9685067050118122, 'rmse': 1.2111057292149987, 'mean_delta': 0.1278104600659492, 'sign_agreement': 0.91701244813278}","{'n': 241, 'corr': -0.2593017858137891, 'rmse': 1.2227935658827884, 'mean_delta': 0.13737876469283342, 'sign_agreement': 0.35684647302904565}",4,0.9744908437330295,9,0.31445860579365315
