variant,scope,label_offset,date,stock_count,rank_ic,ic,benchmark,group_1_return,group_1_excess,turnover_1,group_1_count,group_2_return,group_2_excess,turnover_2,group_2_count,group_3_return,group_3_excess,turnover_3,group_3_count,group_4_return,group_4_excess,turnover_4,group_4_count,group_5_return,group_5_excess,turnover_5,group_5_count,group_6_return,group_6_excess,turnover_6,group_6_count,group_7_return,group_7_excess,turnover_7,group_7_count,group_8_return,group_8_excess,turnover_8,group_8_count,group_9_return,group_9_excess,turnover_9,group_9_count,group_10_return,group_10_excess,turnover_10,group_10_count,group_return,excess,turnover,selected_count
raw_high_2024,raw_2024,0,2024-01-08,5092,0.15507830107219403,0.11092132388770991,0.003874003625083679,-0.008772512925020768,-0.012646516550104446,,509,0.0016769641884277512,-0.0021970394366559276,,509,0.00013615978121691045,-0.0037378438438667684,,509,0.00357309944935064,-0.00030090417573303864,,509,0.007871045663846601,0.003997042038762923,,510,0.0031475927991757593,-0.0007264108259079196,,509,0.0076285084599688234,0.0037545048348851446,,509,0.00816260692245061,0.004288603297366932,,509,0.0074029768684957505,0.0035289732434120717,,509,0.007897836938107835,0.004023833313024156,,510,0.007897836938107835,0.004023833313024156,,510
raw_high_2024,raw_2024,0,2024-01-15,5093,0.17608471865221872,0.09682480702891277,-0.1025049066111562,-0.11285665556884233,-0.010351748957686133,0.768172888015717,509,-0.10830764013583474,-0.005802733524678541,0.8388998035363457,509,-0.10868088578004843,-0.006175979168892232,0.8546168958742633,509,-0.10393399895763952,-0.001429092346483321,0.8862745098039215,510,-0.10219481606282738,0.00031009054832882577,0.9037328094302554,509,-0.10335190207858742,-0.0008469954674312219,0.888015717092338,509,-0.09975316079382646,0.0027517458173297454,0.884313725490196,510,-0.09964250425090386,0.002862402360252342,0.8722986247544204,509,-0.09551035509255124,0.006994551518604966,0.8447937131630648,509,-0.09084265800362133,0.01166224860753487,0.6882352941176471,510,-0.09084265800362133,0.01166224860753487,0.6882352941176471,510
raw_high_2024,raw_2024,0,2024-01-22,5097,0.2649082874921512,0.2068389561920258,0.019682153492581195,-0.012944169705868865,-0.03262632319845006,0.8231827111984282,509,0.011595759837825272,-0.008086393654755924,0.907843137254902,510,0.010773374271444246,-0.00890877922113695,0.8980392156862745,510,0.01099093208809365,-0.008691221404487545,0.8939096267190569,509,0.016513199942251908,-0.0031689535503292877,0.9176470588235294,510,0.023529730592886447,0.0038475771003052515,0.8862745098039215,510,0.028825658292958502,0.009143504800377306,0.8899803536345776,509,0.03233620933877396,0.012654055846192763,0.9098039215686274,510,0.04029982187689888,0.020617668384317684,0.8725490196078431,510,0.03483793203799389,0.015155778545412692,0.8098039215686275,510,0.03483793203799389,0.015155778545412692,0.8098039215686275,510
raw_high_2024,raw_2024,0,2024-01-29,5100,0.4910533227652061,0.3994163689686586,-0.19941122049318835,-0.23401477759845463,-0.034603557105266275,0.7607843137254902,510,-0.24394194472493863,-0.04453072423175028,0.8509803921568627,510,-0.24045234144389036,-0.041041120950702004,0.8686274509803922,510,-0.23023247460391325,-0.030821254110724894,0.8725490196078431,510,-0.22331443910762,-0.02390321861443165,0.8764705882352941,510,-0.2099229676258038,-0.010511747132615462,0.8803921568627451,510,-0.19994054647122383,-0.0005293259780354831,0.8607843137254902,510,-0.17293359710910164,0.026477623384086713,0.8549019607843137,510,-0.14715974046322028,0.05225148002996807,0.7862745098039216,510,-0.09219937578371705,0.1072118447094713,0.5745098039215686,510,-0.09219937578371705,0.1072118447094713,0.5745098039215686,510
raw_high_2024,raw_2024,0,2024-02-05,5100,-0.0583338012049287,-0.08815897203515116,0.12852427122137447,0.12831529744357756,-0.0002089737777969114,0.8019607843137255,510,0.15615721630654814,0.027632945085173666,0.8156862745098039,510,0.10442616688427972,-0.02409810433709475,0.8509803921568627,510,0.11296428470691307,-0.015559986514461402,0.888235294117647,510,0.127702031978722,-0.0008222392426524561,0.8745098039215686,510,0.14924647096803662,0.020722199746662145,0.888235294117647,510,0.1533017382775163,0.02477746705614184,0.8568627450980393,510,0.15112805952308325,0.022603788301708783,0.8333333333333334,510,0.1322525997576774,0.0037283285363029217,0.8,510,0.06974884636739062,-0.05877542485398385,0.5176470588235293,510,0.06974884636739062,-0.05877542485398385,0.5176470588235293,510
raw_high_2024,raw_2024,0,2024-02-20,5104,-0.3981009281027824,-0.26663111596433803,0.11547641944829845,0.15879910689632873,0.04332268744803028,0.8294117647058823,510,0.1486826409487484,0.03320622150044994,0.8568627450980393,510,0.15359683660130713,0.03812041715300868,0.863013698630137,511,0.12927234913973204,0.01379592969143359,0.8901960784313725,510,0.12877499934197584,0.013298579893677387,0.9001956947162426,511,0.11543864171792458,-3.777773037387522e-05,0.9019607843137255,510,0.10370690809343959,-0.011769511354858861,0.8784313725490196,510,0.08618055366013537,-0.02929586578816308,0.8845401174168297,511,0.07019945743580361,-0.04527696201249484,0.8529411764705882,510,0.06017775072105747,-0.05529866872724098,0.7025440313111546,511,0.06017775072105747,-0.05529866872724098,0.7025440313111546,511
raw_high_2024,raw_2024,0,2024-02-27,5103,0.14008833524669653,0.021473518126661234,-0.02785280055440243,-0.01989600804843194,0.007956792505970492,0.7098039215686274,510,-0.03346364860851796,-0.005610848054115526,0.8470588235294118,510,-0.03260156988943846,-0.004748769335036027,0.8627450980392157,510,-0.03622250597835984,-0.008369705423957409,0.8904109589041096,511,-0.03520658960678654,-0.00735378905238411,0.8764705882352941,510,-0.032365833004877574,-0.0045130324504751435,0.8901960784313725,510,-0.03205143544425452,-0.0041986348898520875,0.8786692759295499,511,-0.028239383908262687,-0.00038658335386025644,0.8568627450980393,510,-0.02099588497141617,0.006856915582986262,0.8313725490196078,510,-0.0075004089293868445,0.020352391625015585,0.6438356164383562,511,-0.0075004089293868445,0.020352391625015585,0.6438356164383562,511
raw_high_2024,raw_2024,0,2024-03-05,5104,-0.18986549818321333,-0.06877368356090209,0.044542914954452284,0.03943189146897563,-0.005111023485476651,0.7235294117647059,510,0.05986401133962111,0.015321096385168827,0.8470588235294118,510,0.05785341239705616,0.013310497442603875,0.8669275929549902,511,0.055201292250508696,0.010658377296056412,0.884313725490196,510,0.052142919396963694,0.00760000444251141,0.8767123287671232,511,0.04771529632167987,0.0031723813672275836,0.8823529411764706,510,0.04490420588168614,0.00036129092723385936,0.8705882352941177,510,0.037022977863778436,-0.007519937090673848,0.8747553816046967,511,0.03080964329953967,-0.013733271654912615,0.8058823529411765,510,0.02050437770208196,-0.024038537252370325,0.6007827788649707,511,0.02050437770208196,-0.024038537252370325,0.6007827788649707,511
raw_high_2024,raw_2024,0,2024-03-12,5103,0.028364410056153942,-0.0012777737218331315,0.02759915971150036,0.026293701308819816,-0.001305458402680544,0.7509803921568627,510,0.02604780860124418,-0.0015513511102561786,0.8686274509803922,510,0.026451875370782304,-0.0011472843407180564,0.8901960784313725,510,0.032601808548176514,0.005002648836676154,0.898238747553816,511,0.033783160594144296,0.006184000882643936,0.8960784313725491,510,0.029741336996228128,0.0021421772847277677,0.8980392156862745,510,0.02790206862384625,0.00030290891234589085,0.9178082191780822,511,0.02838102870041813,0.0007818689889177687,0.8647058823529412,510,0.02714597705654766,-0.0004531826549526996,0.8490196078431372,510,0.017651932627218415,-0.009947227084281945,0.6888454011741683,511,0.017651932627218415,-0.009947227084281945,0.6888454011741683,511
raw_high_2024,raw_2024,0,2024-03-19,5105,0.14156124589549382,0.0418736804338285,-0.025997550548060838,-0.028706461961674312,-0.0027089114136134747,0.7647058823529411,510,-0.028913703158026913,-0.002916152609966076,0.8649706457925637,511,-0.030286943175065757,-0.00428939262700492,0.8784313725490196,510,-0.029767761374262174,-0.003770210826201336,0.863013698630137,511,-0.028720715275059993,-0.0027231647269991555,0.8705882352941177,510,-0.025022323184089486,0.0009752273639713517,0.888454011741683,511,-0.025545168801502958,0.0004523817465578797,0.8862745098039215,510,-0.023916370114076664,0.0020811804339841734,0.8649706457925637,511,-0.019787195230612967,0.006210355317447871,0.8490196078431372,510,-0.019314848982565164,0.006682701565495674,0.7025440313111546,511,-0.019314848982565164,0.006682701565495674,0.7025440313111546,511
