train_rank,bitmask,components,factor_count,full_period_label,full_periods,full_first_signal_date,full_last_signal_date,full_mean_stock_count,full_rank_ic,full_ic_mean,full_gross_excess_pct,full_turnover_pct,full_annual_cost_pct,full_net_excess_pct,full_sharpe_after_cost,full_max_drawdown_pct,full_monthly_win_rate_pct,train_period_label,train_periods,train_first_signal_date,train_last_signal_date,train_mean_stock_count,train_rank_ic,train_ic_mean,train_gross_excess_pct,train_turnover_pct,train_annual_cost_pct,train_net_excess_pct,train_sharpe_after_cost,train_max_drawdown_pct,train_monthly_win_rate_pct,test_period_label,test_periods,test_first_signal_date,test_last_signal_date,test_mean_stock_count,test_rank_ic,test_ic_mean,test_gross_excess_pct,test_turnover_pct,test_annual_cost_pct,test_net_excess_pct,test_sharpe_after_cost,test_max_drawdown_pct,test_monthly_win_rate_pct,recent_period_label,recent_periods,recent_first_signal_date,recent_last_signal_date,recent_mean_stock_count,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,recent_sharpe_after_cost,recent_max_drawdown_pct,recent_monthly_win_rate_pct,platform_A_raw_mean,A_newcomer_no_decay_proxy,full_min_member_addition_pp,full_vs_best_single_pp,train_min_member_addition_pp,train_vs_best_single_pp,test_min_member_addition_pp,test_vs_best_single_pp,recent_min_member_addition_pp,recent_vs_best_single_pp,contains_new_proxy,same_B01_pair
496,622,H03+RET40+DD120+DD60+ASSET_GROWTH+C03,6,full,120,2021-09-07,2026-08-10,4880.208333333333,,,11.555710447297397,35.98066801421951,5.440277003749991,6.115433443547405,0.5542689378449801,34.80894311445593,68.33333333333333,train,73,2021-09-07,2024-08-28,4736.013698630137,,,11.367119195641436,35.13186954463316,5.311938675148534,6.055180520492901,-0.0008813998654039,34.80894311445593,69.44444444444444,test,47,2024-09-11,2026-08-10,5104.170212765957,,,11.848628774337506,37.28095503145816,5.636880400756474,6.211748373581032,1.4145240305927334,21.799312864510977,66.66666666666666,recent,15,2026-01-09,2026-08-10,5142.933333333333,,,2.66901364726748,35.66580261702848,5.392669355694705,-2.7236557084272257,-0.5470847819444283,21.799312864510966,50.0,0.0094667698681666,0.1183346233520833,-1.1394239606504817,-8.151033766408702,-1.2007731813190097,-7.370400199539547,-1.703244870197549,-9.361319653415414,-4.089215854486895,-18.99980714622026,True,False
497,901,SIZE+RET40+C01+C02+C03,5,full,120,2021-09-07,2026-08-10,4743.825,,,13.414304909003636,39.19498519223277,5.926281761065594,7.4880231479380415,0.6090917952271737,34.18131477510548,68.33333333333333,train,73,2021-09-07,2024-08-28,4540.671232876713,,,11.83340669985399,38.39905404627687,5.805936971797063,6.027469728056927,0.0181792205685627,34.18131477510548,69.44444444444444,test,47,2024-09-11,2026-08-10,5059.36170212766,,,15.86974255300201,40.41428396901628,6.110639736115261,9.75910281688675,1.515250339038979,22.17529844802888,66.66666666666666,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,4.576765593108532,38.339807116601385,5.79697883603013,-1.2202132429215973,-0.4752054424326802,22.17529844802888,50.0,0.0163214206784,0.2040177584799999,-1.214086329736877,-9.637940393251329,-2.146610057683871,-11.24531290273614,-1.8694188252238977,-7.1392861850681815,-2.356208145093275,-13.79379910957308,True,False
498,745,SIZE+DD120+DD60+ASSET_GROWTH+C01+C03,6,full,120,2021-09-07,2026-08-10,4743.825,,,10.762948203545037,31.201912007498727,4.717729095533808,6.045219108011229,0.5632063019878003,33.582106817754024,66.66666666666666,train,73,2021-09-07,2024-08-28,4540.671232876713,,,10.53509849256437,29.99872360624017,4.535807009263513,5.999291483300857,0.0165993283776894,33.582106817754024,66.66666666666666,test,47,2024-09-11,2026-08-10,5059.36170212766,,,11.116842435493725,33.04509423921396,4.996418248969151,6.120424186524573,1.410169426705893,22.965342783212428,66.66666666666666,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,-2.212593138313277,30.59539468388793,4.626023676203855,-6.838616814517132,-0.7054965759212061,22.965342783212417,50.0,0.0087488919355,0.10936114919375,-1.765402919659376,-11.08074443317814,-1.7704911320518653,-11.27349114749221,-2.6731938122396137,-10.77796481543036,-5.015614265520335,-19.412202681168612,True,False
499,174,H03+RET40+DD120+DD60+C01,5,full,120,2021-09-07,2026-08-10,4743.825,,,12.746337292054491,39.39554721128393,5.95660673834613,6.789730553708361,0.5831086767466008,34.692260921026744,71.66666666666667,train,73,2021-09-07,2024-08-28,4540.671232876713,,,11.777058951968623,38.273237866580544,5.786913565426978,5.990145386541645,0.016607647591735,34.692260921026744,72.22222222222221,test,47,2024-09-11,2026-08-10,5059.36170212766,,,14.251812160698496,41.114829611680605,6.216562237286107,8.035249923412389,1.480321093823609,21.37385503810269,70.83333333333334,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,4.4892356796799975,39.37282243017464,5.953170751442405,-1.463935071762408,-0.4971391528224814,21.373855038102697,62.5,0.012403411673,0.1550426459125,-1.9217971265120788,-7.476736656247747,-1.886477705661788,-7.435435333490803,-1.976640563235183,-7.537818103584058,-2.360249653544373,-17.74008650955544,True,False
500,765,SIZE+RET40+DD120+CHIP250+DD60+ASSET_GROWTH+C01+C03,8,full,120,2021-09-07,2026-08-10,4743.825,,,12.024155285342417,35.569312280054845,5.378080016744293,6.646075268598124,0.5851462421615672,34.33945167696238,68.33333333333333,train,73,2021-09-07,2024-08-28,4540.671232876713,,,11.223164109124042,34.65004046451268,5.239086118234317,5.984077990889725,0.0165392940605829,34.33945167696238,69.44444444444444,test,47,2024-09-11,2026-08-10,5059.36170212766,,,13.268247963298617,36.977558465566254,5.591006839993617,7.677241123304998,1.4615360912774145,22.15250354526249,66.66666666666666,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,0.5885320280513301,34.74808447482432,5.253910372593436,-4.665378344542106,-0.6287048797801474,22.15250354526248,50.0,0.0101395193798749,0.1267439922484375,-0.9971051069303892,-10.479888272591245,-1.498654442070289,-11.288704639903342,-2.003944561515927,-9.221147878649932,-1.5779628594705757,-17.23896421119359,True,False
501,950,H03+RET40+CHIP250+DD60+C01+C02+C03,7,full,120,2021-09-07,2026-08-10,4743.825,,,12.658369163841837,38.786124650355575,5.864462047133763,6.793907116708072,0.5898121160218698,34.561536901841286,66.66666666666666,train,73,2021-09-07,2024-08-28,4540.671232876713,,,11.695722058594605,37.85918143570565,5.724308233078695,5.971413825515908,0.0163681250654409,34.561536901841286,66.66666666666666,test,47,2024-09-11,2026-08-10,5059.36170212766,,,14.15354445497051,40.20612276641503,6.079165762281952,8.074378692688558,1.4697388524818362,22.428435121419955,66.66666666666666,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,1.0863744596529354,37.869728304856416,5.725902919694289,-4.639528460041354,-0.634091384442069,22.428435121419955,50.0,0.0141202228882857,0.1765027861035714,-1.2534214817100937,-7.472560093248036,-1.8491212483944317,-7.45416689451654,-1.2479572172350988,-7.498689334307889,-3.212508046504317,-20.915679897834387,True,False
502,558,H03+RET40+DD120+DD60+C03,5,full,120,2021-09-07,2026-08-10,4880.208333333333,,,12.284282433768128,39.160048371696206,5.920999313800466,6.363283119967663,0.5526708873451214,34.69258596194973,66.66666666666666,train,73,2021-09-07,2024-08-28,4736.013698630137,,,11.712089465797346,38.16818859354532,5.771030115344051,5.941059350453296,-0.0042921310761228,34.69258596194973,69.44444444444444,test,47,2024-09-11,2026-08-10,5104.170212765957,,,13.173007681892962,40.67949313822522,6.150739362499653,7.022268319393309,1.4439301075061373,21.650415884722264,62.5,recent,15,2026-01-09,2026-08-10,5142.933333333333,,,4.861303779826404,39.08498476210888,5.909649696030861,-1.0483459162044573,-0.4838172016180841,21.650415884722285,50.0,0.0112477417478,0.1405967718475,-1.4200912368059182,-7.903184089988445,-2.1810547030208465,-7.484521369579152,-1.1725994090981704,-8.550799707603138,-3.2005315168624344,-17.32449735399749,True,False
503,173,SIZE+RET40+DD120+DD60+C01,5,full,120,2021-09-07,2026-08-10,4743.825,,,12.387033608014894,39.19496464257312,5.926278653957056,6.460754954057838,0.5638875380558891,33.72415005420911,70.0,train,73,2021-09-07,2024-08-28,4540.671232876713,,,11.735208136867296,38.32159156773668,5.794224645041786,5.94098349182551,0.0147662530714977,33.72415005420911,72.22222222222221,test,47,2024-09-11,2026-08-10,5059.36170212766,,,13.399443382350524,40.53289786359918,6.128574156976196,7.270869225374327,1.4368507293998911,22.721233780473625,66.66666666666666,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,1.7402196261776308,37.90927615098199,5.731882554028476,-3.991662927850845,-0.5899166322557832,22.721233780473625,50.0,0.0112951925882,0.1411899073525,-2.2400592331931977,-10.66520858713153,-2.589398318397584,-11.331799138967558,-3.0996418957071867,-9.627519776580606,-4.614349220291573,-16.56524879450233,True,False
504,429,SIZE+RET40+DD120+DD60+C01+C02,6,full,120,2021-09-07,2026-08-10,4743.825,,,12.309562740927952,38.78987052548174,5.865028423452839,6.444534317475112,0.5676120097540618,34.05473121501554,68.33333333333333,train,73,2021-09-07,2024-08-28,4540.671232876713,,,11.647990849370268,37.89397267974794,5.729568669177889,5.91842218019238,0.0141785852027326,34.05473121501554,69.44444444444444,test,47,2024-09-11,2026-08-10,5059.36170212766,,,13.337110572496268,40.16230977852076,6.072541238512338,7.264569333983931,1.440360340050875,22.398837114953363,66.66666666666666,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,1.3082754373684504,37.71363229699298,5.702301203305339,-4.394025765936889,-0.6146799178243506,22.398837114953352,50.0,0.0121820304901666,0.1522753811270833,-1.5677766733276446,-10.681429223714256,-2.2425972095425486,-11.354360450600687,-1.6386096925348062,-9.633819667971,-2.824149774152833,-16.967611632588373,True,False
505,476,RET40+DD120+CHIP250+ASSET_GROWTH+C01+C02,6,full,120,2021-09-07,2026-08-10,4743.825,,,10.907978094096125,34.480462525679414,5.213445933882728,5.694532160213398,0.5688974460675359,33.050954915014394,63.33333333333333,train,73,2021-09-07,2024-08-28,4540.671232876713,,,11.020631601389685,33.840617758121525,5.116701405027975,5.903930196361708,0.0144432009604812,33.050954915014394,63.888888888888886,test,47,2024-09-11,2026-08-10,5059.36170212766,,,10.733005625321027,35.46065025470426,5.361650318511284,5.371355306809745,1.389580420535868,23.387282395739103,62.5,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,-3.743572341617507,33.232763831781966,5.024793891365435,-8.768366232982942,-0.8249061076295772,23.38728239573912,37.5,0.0117094993951666,0.1463687424395833,-0.434495942857219,-0.2707200210419094,-1.2825158259337108,-0.1194022146473683,-1.3684162342928283,-0.6385433418248896,-3.0312217474947323,-4.497171737314927,True,False
506,942,H03+RET40+DD120+DD60+C01+C02+C03,7,full,120,2021-09-07,2026-08-10,4743.825,,,12.03832117771963,38.59777787364864,5.835984014495674,6.202337163223957,0.5691067417923661,34.828632176740456,66.66666666666666,train,73,2021-09-07,2024-08-28,4540.671232876713,,,11.57701048693932,37.70842369954621,5.7015136633713865,5.875496823567931,0.013151165964572,34.828632176740456,63.888888888888886,test,47,2024-09-11,2026-08-10,5059.36170212766,,,12.75482501659118,39.96019277865659,6.041981148132876,6.712843868458303,1.421831465587554,21.89440652036397,70.83333333333334,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,1.671729295619239,38.31389215997254,5.793060494587848,-4.121331198968608,-0.6128694509758502,21.89440652036396,62.5,0.0133487130627142,0.1668589132839285,-1.0677331756699235,-8.064130046732151,-1.5976581924814592,-7.550083896464517,-1.044888514729636,-8.860224158538145,-2.694310785431572,-20.39748263676164,True,False
507,376,DD120+CHIP250+DD60+ASSET_GROWTH+C02,5,full,120,2021-09-07,2026-08-10,4743.825,,,9.83382606146633,31.8405287180012,4.814287942161782,5.01953811930455,0.5386110943561448,33.63484556968467,58.333333333333336,train,73,2021-09-07,2024-08-28,4540.671232876713,,,10.524020363808692,30.88283542657469,4.669484716498093,5.854535647310599,0.0122816009267107,33.63484556968467,63.888888888888886,test,47,2024-09-11,2026-08-10,5059.36170212766,,,8.76182214506224,33.30763333465458,5.036114160199772,3.725707984862468,1.326663881231713,23.306319404817465,50.0,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,-7.549394698051125,30.281540588569715,4.578568936991742,-12.127963635042866,-0.977387420271248,23.306319404817444,12.5,0.0065482983294,0.0818537291175,-0.3851361030860278,-0.7456776928141773,-1.1731080278650454,-0.1687967636984773,-0.4153495414614077,-1.6406467345707267,-2.138373498780002,-3.605542963404615,True,False
508,493,SIZE+RET40+DD120+DD60+ASSET_GROWTH+C01+C02,7,full,120,2021-09-07,2026-08-10,4743.825,,,11.77727103562706,35.52233906550685,5.370977666704635,6.406293368922425,0.5752174899812084,33.57635724055525,66.66666666666666,train,73,2021-09-07,2024-08-28,4540.671232876713,,,11.051901216227966,34.57961424430141,5.228437673738374,5.823463542489592,0.0111864622789205,33.57635724055525,69.44444444444444,test,47,2024-09-11,2026-08-10,5059.36170212766,,,12.903909265757562,36.96651325969392,5.589336804865721,7.314572460891841,1.4483973470939524,22.157358180074425,62.5,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,0.4204057960635198,34.827153476332185,5.265865605621426,-4.845459809557906,-0.6284741831408551,22.157358180074425,50.0,0.0105220133444285,0.1315251668053571,-0.735890334942976,-10.719670172266945,-1.0726276549702352,-11.449319088303476,-1.6142903715018972,-9.58381654106309,-2.2541057843267613,-17.41904567620939,True,False
509,717,SIZE+RET40+DD120+ASSET_GROWTH+C01+C03,6,full,120,2021-09-07,2026-08-10,4743.825,,,11.713644939783386,34.53058102505408,5.221023850988176,6.492621088795208,0.5814524638599107,34.27327299122809,70.0,train,73,2021-09-07,2024-08-28,4540.671232876713,,,10.870884215196932,33.554156295541794,5.073388431885919,5.797495783311014,0.0103079183546153,34.27327299122809,69.44444444444444,test,47,2024-09-11,2026-08-10,5059.36170212766,,,13.022613724779363,36.02638061068993,5.447188748336316,7.575424976443047,1.4712945929413743,22.711503596013586,70.83333333333334,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,0.190642059192474,33.494123989758414,5.064311547251472,-4.873669488058998,-0.6218833324612578,22.711503596013603,50.0,0.0115704656061666,0.1446308200770833,-1.4657034609254334,-10.63334245239416,-1.972286832041708,-11.475286847482051,-1.5687870728690196,-9.322964025511885,-3.962645466546962,-17.44725535471048,True,False
510,220,RET40+DD120+CHIP250+ASSET_GROWTH+C01,5,full,120,2021-09-07,2026-08-10,4743.825,,,10.833623089188553,34.52892749560893,5.22077383733607,5.612849251852482,0.5660408373516674,32.81342646050052,63.33333333333333,train,73,2021-09-07,2024-08-28,4540.671232876713,,,10.895349183974329,33.826896610476275,5.114626767504013,5.780722416470315,0.0102256190603935,32.81342646050052,63.888888888888886,test,47,2024-09-11,2026-08-10,5059.36170212766,,,10.737750644095753,35.604379064322785,5.383382114525605,5.354368529570145,1.3864508863122949,23.60243400812273,62.5,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,-4.189056660244872,33.20626140129705,5.020786723876114,-9.209843384120989,-0.8425221748698021,23.60243400812272,37.5,0.0107281552742,0.1341019409275,-0.3492264405725338,-0.3524029294028254,-1.1617311959275574,-0.1562788360179157,-0.7068224470533906,-0.6555301190644895,-2.8813154491106703,-4.938648888452972,True,False
511,237,SIZE+RET40+DD120+DD60+ASSET_GROWTH+C01,6,full,120,2021-09-07,2026-08-10,4743.825,,,12.020180065153356,35.68813238605562,5.39604561677161,6.624134448381747,0.5793382963679115,33.71843819797844,71.66666666666667,train,73,2021-09-07,2024-08-28,4540.671232876713,,,11.005243555818511,34.705443549330965,5.2474630646588425,5.757780491159671,0.0090076181469881,33.71843819797844,72.22222222222221,test,47,2024-09-11,2026-08-10,5059.36170212766,,,13.596570813694708,37.1935280508253,5.623661441284786,7.972909372409923,1.4615485099765615,21.99671944086463,70.83333333333334,recent,15,2026-01-09,2026-08-10,5100.733333333334,,,2.1143962291479466,35.29733451688842,5.336956978953529,-3.222560749805582,-0.5571105920482698,21.99671944086461,62.5,0.0095063122351666,0.1188289029395833,-1.334190101338895,-10.501829092807622,-1.5244115401123128,-11.515002139633395,-1.274883383271197,-8.92547962954501,-2.91294574903064,-15.796146616457069,True,False
