holding_date,name,player,pid,pool,direction,cycle,rank_ic,ic,ic_mean,icir,n
20260911,probe-20d volatility,陈死狗,3d718cebb8e04c7981e8626ec076afd9,fa186fd3bdd9507aeca17a87,negative,5,0.3301457935970052,0.3059485416184674,0.1645860744619903,0.8232731904156988,2
20260911,V1_低波动20,陈死狗,3d718cebb8e04c7981e8626ec076afd9,fa186fd3bdd9507aeca17a87,negative,5,0.3301457935970052,0.3059485416184674,0.1645860744619902,0.823273190415699,2
20260914,vol_of_vol,西亚斯小牛,2ca99b775c5e4704b20c30267991598c,6cb723cec74bdf76a13da31d,positive,5,-0.3299839586656596,-0.2686346102905186,-0.2686346102905186,,1
20260909,bias20_rev,QMuant,ffef01a3edf54361824c5fad37efeb64,479224246bea808f5c7baea4,negative,5,-0.3278881792211615,-0.2767981337152991,-0.0928839452537997,-0.3571169146967202,2
20260911,r1_rev_vwap_5,云淡风轻,369c9bc063214f4fb723a4bdc2b356f8,086c8833e6c9d0a4b32db220,negative,5,-0.3271734110482716,-0.0759642283068435,-0.0759642283068435,,1
20260915,I2_2025,dfkai,3790d28ffb874321bf84c9872586b1f6,4ceacc590e88b90b41c61b9e,positive,5,0.3262845543910259,0.2189927598339247,0.0627081458455808,0.3636539903390832,3
20260915,I2_2023,dfkai,3790d28ffb874321bf84c9872586b1f6,4ceacc590e88b90b41c61b9e,positive,5,0.3262845543910259,0.2189927598339247,0.0627081458455808,0.3636539903390832,3
20260911,r1_rev_avg_10,云淡风轻,369c9bc063214f4fb723a4bdc2b356f8,086c8833e6c9d0a4b32db220,negative,5,-0.3250408587372364,-0.1831868410212564,-0.1831868410212564,,1
20260909,QF-12,mk13579,bc919f74aebe43eca548552ddc412d64,9550bf664c3b34a663d782d2,positive,5,0.3244191466777683,0.2818166935460001,0.1250043369052863,0.5636763339127475,2
20260914,AI30-18-CloseToLow-20260804-134415,Ctest,e8df43ea69514282848e67d83c034e7f,c60c90354b9e9c06b7600a33,negative,4,0.3237937114218403,0.2349066531229541,0.1082373945900079,0.8503203673558934,3
20260911,r2_mom_ema_60,云淡风轻,369c9bc063214f4fb723a4bdc2b356f8,086c8833e6c9d0a4b32db220,negative,5,-0.3231551361600102,-0.1903482256307422,-0.1903482256307422,,1
20260915,小市值因子,弈星,d802583f47564b7aa8fd8f4ccb596640,6b3bbb21337cab6fe53bdc53,negative,5,0.323083478255629,0.2331326747240649,0.0332367610543702,0.1440942973862125,3
20260915,F-A01,退工学量化,2348cf150b7e44b08f440b3c70e8a7da,e03a0a5b17020aec1ce3646c,negative,3,0.3228509618362727,0.1696379522841597,0.0409136206710911,0.3316231826449325,3
20260915,local3-v2-L3-V2,陈博杨,703f98f326eb4746b8eca74c3d38cb59,3b94894e0ca83aa6ce4331b8,positive,5,-0.3227785430713241,-0.2840118559514876,-0.0810601622615713,-0.4537683439599979,3
20260915,F-A04,退工学量化,2348cf150b7e44b08f440b3c70e8a7da,e03a0a5b17020aec1ce3646c,positive,3,-0.3227101949561498,-0.2661145400106106,-0.0491854098605292,-0.2167818652749658,3
20260911,revp1-RevDistHigh20,小黑盒,a42cbffc80e741878001c22cbc241b43,57b188b4c911623a81f056cb,positive,4,0.3226981488104181,0.2623836649480166,0.0778445380404599,0.2982803790673475,2
20260909,sz_lowvol,αgo,36428a694b6841199ef99acf584eac3c,f6dc81729c7f426a260ce9ea,negative,5,0.3226047745986697,0.2905934433155569,0.1356393385821097,0.6189671210843708,2
20260910,vol120 低波动超慢版,忧郁小胖,4d852c9ecaad4163acbf9ce76e4ce802,68225c2b19a9737288658d8d,negative,5,0.3224542606200543,0.3230725908250156,0.1071987847439541,0.351135642639957,2
20260910,下行贝塔-克隆,多喝热水,ff9778867e8040deb6e9f001729ef20a,7f498f867e42d0b7e8c7c2e4,negative,5,0.32243674305794,0.3015648138227369,0.0973842719937707,0.3372558349139493,2
20260915,goal-smoothed-independent-full-B1202_c03_s05_v82_n02_rev60ema10,挖挖人土,74777d9b64674ac9929151f8c312c2a5,d23363c6dc4806a6a83e6242,positive,3,-0.322285777757192,-0.3204966030574999,-0.0967649833718686,-0.4072458038469554,3
