formula,net_excess,gross_excess,turnover,annual_cost,periods,coverage,rank_ic,ic_mean,ic_ir,absolute_max_drawdown,excess_max_drawdown,run,objective
"TsDiv(Rank(a_share_market_val),40)",-0.2528760130405426,-0.1739128589630127,0.522243082523346,0.0789631540775299,120,1.0,-0.0891863778233528,-0.0514991469681263,-0.6497472066297335,0.5860146284103394,0.6135661602020264,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(amount,40)",-0.3852756606817246,-0.310584511756897,0.4939890801906585,0.0746911489248275,120,1.0,-0.1107714548707008,-0.0504473857581615,-0.4670148470933817,0.7403709888458252,0.7943351864814758,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(amount,50)",-0.3874041728496551,-0.3144823980331421,0.4822868704795837,0.072921774816513,120,1.0,-0.1116981580853462,-0.0504371896386146,-0.4604869966305423,0.7432701587677002,0.7981120347976685,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(TsMinDiff(amount,40),40)",-0.3899875383853912,-0.312928991317749,0.509646475315094,0.0770585470676422,120,1.0,-0.1088737174868583,-0.050037957727909,-0.4695357085503351,0.7396730184555054,0.7974358797073364,eff40_s9811,aligned_ic_efficiency
Log(amount),-0.3376500858306884,-0.2824700331687927,0.3649474382400512,0.0551800526618957,120,1.0,-0.1117953509092331,-0.0695624053478241,-0.4575500371567654,0.7246917486190796,0.7613188624382019,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(amount,20)",-0.3840660527229309,-0.3019633197784424,0.543007493019104,0.0821027329444885,120,1.0,-0.1040792912244796,-0.0495997220277786,-0.4790235324567783,0.7294209003448486,0.7874681949615479,eff40_s9811,aligned_ic_efficiency
"TsDiv(Rank(a_share_market_val),20)",-0.2832299998283386,-0.1783094465732574,0.6939190030097961,0.1049205532550811,120,1.0,-0.0768536925315857,-0.0484793968498706,-0.6829326518135231,0.570016622543335,0.6062980890274048,eff40_s9811,aligned_ic_efficiency
amount,-0.3376500858306884,-0.2824700331687927,0.3649474382400512,0.0551800526618957,120,1.0,-0.1117953360080719,-0.0459300316870212,-0.4220960725898832,0.7246917486190796,0.7613188624382019,eff40_s9811,aligned_ic_efficiency
Abs(amount),-0.3376500858306884,-0.2824700331687927,0.3649474382400512,0.0551800526618957,120,1.0,-0.1117953360080719,-0.0459300316870212,-0.4220960725898832,0.7246917486190796,0.7613188624382019,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(Rank(a_share_market_val),20)",-0.394045375585556,-0.3039837598800659,0.5956456065177917,0.0900616157054901,120,1.0,-0.0822498798370361,-0.0602332465350627,-0.5216322976549235,0.7238591909408569,0.7870060205459595,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(Rank(a_share_market_val),50)",-0.3339928384065628,-0.2772431945800781,0.3753283321857452,0.0567496438264846,120,1.0,-0.095268078148365,-0.0593265332281589,-0.4480709031169303,0.7211470603942871,0.7608383893966675,eff40_s9811,aligned_ic_efficiency
Log(dpo),-0.3536158304214477,-0.2666844749450683,0.5749428272247314,0.0869313554763794,120,1.0,-0.1017235442996025,-0.0555104538798332,-0.3944997202147293,0.8431990146636963,0.8089452981948853,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(Rank(a_share_market_val),40)",-0.3455656593561172,-0.2821053886413574,0.4197107851505279,0.0634602707147598,120,1.0,-0.0932986289262771,-0.0598253682255744,-0.4655537344835231,0.7241132259368896,0.7656928300857544,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(Rank(Rank(a_share_market_val)),40)",-0.3455656593561172,-0.2821053886413574,0.4197107851505279,0.0634602707147598,120,1.0,-0.0932986289262771,-0.0598253682255744,-0.4655537344835231,0.7241132259368896,0.7656928300857544,eff40_s9811,aligned_ic_efficiency
"TsEMA(amount,10)",-0.2794305450439453,-0.2409062147140503,0.2547905445098877,0.038524330329895,120,1.0,-0.1075303107500076,-0.0427417606115341,-0.3854684874733032,0.6974871158599854,0.7099300026893616,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(turnover,40)",-0.3968775856018066,-0.3053650832176208,0.6052414178848267,0.0915125023841857,120,1.0,-0.0779625102877616,-0.0649872496724128,-0.5207480314725582,0.7107487320899963,0.7945243716239929,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(Rank(a_share_market_val),30)",-0.3539087246417999,-0.2809978365898132,0.482214868068695,0.0729108880519867,120,1.0,-0.0878423899412155,-0.0588379576802253,-0.4768257501339377,0.714800238609314,0.7625664472579956,eff40_s9811,aligned_ic_efficiency
"Greater(TsVar(TsCov(Constant(1.0),oper_net_profit_to_rev_ttm,40),50),Add(TsDelta(ratio_pcf_ocf_lyr,50),TsDiv(ratio_ps_lyr,40)))",-0.4083943315029144,-0.3207525515556335,0.5796414017677307,0.0876417799472808,120,1.0,-0.0829336419701576,-0.0612315833568573,-0.5082220350812272,0.7386550307273865,0.8000388145446777,eff40_s9811,aligned_ic_efficiency
turnover,-0.3982218827247619,-0.3180119597911834,0.530488908290863,0.0802099229335785,120,1.0,-0.0818716064095497,-0.0653970539569854,-0.4651339414125154,0.7332117557525635,0.8094866871833801,eff40_s9811,aligned_ic_efficiency
"TsPctChange(amount,20)",-0.3501056008815765,-0.2333892202377319,0.7719337344169617,0.1167163806438446,120,1.0,-0.0539530627429485,-0.0504537783563137,-0.6607851368336704,0.5902023315429688,0.6891927719116211,eff40_s9811,aligned_ic_efficiency
"TsMinMaxDiff(amount,10)",-0.2836544279336929,-0.2326975071430206,0.3370166718959808,0.0509569207906722,120,1.0,-0.0998402163386344,-0.0405314043164253,-0.3862839222151033,0.6857967376708984,0.6904075145721436,eff40_s9811,aligned_ic_efficiency
"TsPctChange(amount,50)",-0.3488403099060058,-0.2496966361999511,0.6557121276855469,0.0991436737060546,120,1.0,-0.0652393102645874,-0.0520689524710178,-0.5402139822251177,0.656417727470398,0.7230676412582397,eff40_s9811,aligned_ic_efficiency
"TsDiv(pb_ratio_lyr,50)",-0.4148734183788299,-0.3341338741779327,0.5339916944503784,0.0807395442008972,120,1.0,-0.0880237519741058,-0.0625419914722442,-0.4519945064394691,0.765448808670044,0.8139901757240295,eff40_s9811,aligned_ic_efficiency
"TsDiv(a_share_market_val,50)",-0.4025024439811706,-0.3210410928726196,0.538765549659729,0.081461351108551,120,1.0,-0.0893173664808273,-0.0646403282880783,-0.433542965331666,0.7603788375854492,0.8112623691558838,eff40_s9811,aligned_ic_efficiency
"TsWMA(amount,20)",-0.2414214216828346,-0.2105657422542572,0.2040719538927078,0.0308556794285774,120,1.0,-0.101551778614521,-0.0399248898029327,-0.362259278425959,0.672745943069458,0.6734634637832642,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(cal_5d_turnover_sum,50)",-0.3656270288944244,-0.2834698891639709,0.543367326259613,0.0821571397304535,120,1.0,-0.0800883322954177,-0.0591681189835071,-0.4468624405564689,0.7034955024719238,0.7749754190444946,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(vol5,40)",-0.3686330135822296,-0.2829404962062836,0.5667494535446167,0.085692517375946,120,1.0,-0.0769653841853141,-0.0585812851786613,-0.4567968060551097,0.6983768939971924,0.7743963003158569,eff40_s9811,aligned_ic_efficiency
"TsDiv(a_share_market_val,30)",-0.4145258229732513,-0.3147937953472137,0.6596033573150635,0.0997320276260375,120,1.0,-0.0783084034919738,-0.0619137436151504,-0.4655051820568083,0.736958384513855,0.8017169237136841,eff40_s9811,aligned_ic_efficiency
"TsStd(amount,20)",-0.2438613597035408,-0.2126627111434936,0.2063402682542801,0.0311986485600471,120,1.0,-0.0969996154308319,-0.0388638898730278,-0.3641338087068239,0.672249436378479,0.6693671941757202,eff40_s9811,aligned_ic_efficiency
"TsDiv(a_share_market_val,40)",-0.4055293490409851,-0.3162088894844055,0.5907437801361084,0.0893204595565795,120,1.0,-0.0847337990999221,-0.0634556636214256,-0.4447718616385663,0.7529844045639038,0.8072820901870728,eff40_s9811,aligned_ic_efficiency
"TsMax(amount,20)",-0.2490285999655723,-0.2153563892841339,0.2226998060941696,0.0336722106814384,120,1.0,-0.0973142609000206,-0.0389047525823116,-0.3704243696420863,0.670702338218689,0.6696076393127441,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(TsMinDiff(Rank(a_share_market_val),40),40)",-0.336634312748909,-0.2649835181236267,0.4738809168338775,0.0716507946252822,120,1.0,-0.0802603438496589,-0.0550715550780296,-0.4659590057537742,0.7048063278198242,0.7433487772941589,eff40_s9811,aligned_ic_efficiency
"TsVar(cal_10d_avg_turnover,10)",-0.2766149415493011,-0.1981129789352417,0.5191928744316101,0.0785019626140594,120,1.0,-0.0737887769937515,-0.0333946011960506,-0.4771156995172689,0.5839896202087402,0.6468631029129028,eff40_s9811,aligned_ic_efficiency
"TsPctChange(a_share_market_val,20)",-0.4021057489871978,-0.3056234836578369,0.6381102204322815,0.0964822653293609,120,1.0,-0.081999160349369,-0.0586688406765461,-0.4336486443025285,0.7517405152320862,0.7918202877044678,eff40_s9811,aligned_ic_efficiency
cal_20d_amt_std,-0.2451683687567711,-0.2140598559379577,0.205744132399559,0.0311085128188133,120,1.0,-0.0931024253368377,-0.0378033965826034,-0.3762497571451241,0.672360360622406,0.6690556406974792,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(volume,40)",-0.3543227421283722,-0.2752444839477539,0.5230043530464172,0.0790782581806183,120,1.0,-0.0705556720495224,-0.0399175025522708,-0.5251657011182926,0.669404923915863,0.736803412437439,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(Rank(amv5),40)",-0.3019956386089325,-0.2400379621982574,0.4097729921340942,0.061957676410675,120,1.0,-0.0843605771660804,-0.0521548353135585,-0.4138953432613927,0.665199339389801,0.7017239332199097,eff40_s9811,aligned_ic_efficiency
"TsEMA(amount,30)",-0.2180247888922691,-0.1944930946826935,0.1556328982114792,0.0235316942095756,120,1.0,-0.0992102697491645,-0.0378957763314247,-0.343153985939301,0.6491031646728516,0.6471844911575317,eff40_s9811,aligned_ic_efficiency
"Greater(volume,TsCorr(TsPctChange(cal_30d_vol_dec_ratio,10),TsStd(gross_profit,20),50))",-0.3135142515420914,-0.2562580847740173,0.3786783516407013,0.057256166768074,120,1.0,-0.0714792758226394,-0.0411034300923347,-0.4995958811299172,0.6505703926086426,0.7141538262367249,eff40_s9811,aligned_ic_efficiency
"TsDiv(a_share_market_val_in_circulation,50)",-0.3770753099441528,-0.2988470935821533,0.5173823833465576,0.0782282163619995,120,1.0,-0.0865518748760223,-0.0530777238309383,-0.4177844282370857,0.7422789335250854,0.7891216278076172,eff40_s9811,aligned_ic_efficiency
"TsPctChange(Rank(a_share_market_val),50)",-0.1954238354444503,-0.1397009360790252,0.3685376942157745,0.0557228993654251,120,1.0,-0.0819295793771743,-0.0275971889495849,-0.4615908971671848,0.5584315657615662,0.5403075218200684,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(amv3,30)",-0.2888886935949325,-0.2260835123062133,0.4153781831264496,0.0628051812887191,120,1.0,-0.0927400663495063,-0.036700814962387,-0.3463991617617069,0.730095386505127,0.7306886315345764,eff40_s9811,aligned_ic_efficiency
"TsDiv(pb_ratio_lf,30)",-0.4078472725868225,-0.3089799857139587,0.6538841724395752,0.0988672868728637,120,1.0,-0.0746438652276992,-0.0549680814146995,-0.4719021298721634,0.73311448097229,0.789890468120575,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(sws,20)",-0.3077717806577682,-0.2379997730255127,0.4614550769329071,0.0697720076322555,120,1.0,-0.0879928022623062,-0.0348602496087551,-0.3674821148643273,0.7214285731315613,0.7295371294021606,eff40_s9811,aligned_ic_efficiency
"Greater(volume,TsPctChange(ema120,10))",-0.3155262251615524,-0.2587783026695252,0.3753169476985931,0.0567479224920272,120,1.0,-0.0703040957450866,-0.0394687131047248,-0.5063402438717826,0.6494529843330383,0.7126990556716919,eff40_s9811,aligned_ic_efficiency
"TsDiv(a_share_market_val,20)",-0.4108584192752837,-0.2959301626682281,0.7601075172424316,0.1149282566070556,120,1.0,-0.0693905055522918,-0.0579653270542621,-0.469527986434097,0.7108259797096252,0.7863215804100037,eff40_s9811,aligned_ic_efficiency
"TsDiv(market_cap_3,20)",-0.4108584192752837,-0.2959301626682281,0.7601075172424316,0.1149282566070556,120,1.0,-0.0693905055522918,-0.0579653270542621,-0.469527986434097,0.7108259797096252,0.7863215804100037,eff40_s9811,aligned_ic_efficiency
"TsStd(amount,30)",-0.2266314301371574,-0.2023051643371582,0.1608880013227462,0.0243262657999992,120,1.0,-0.0948194414377212,-0.0375112481415271,-0.3503348819576935,0.6569937467575073,0.6534336805343628,eff40_s9811,aligned_ic_efficiency
"TsDiv(amount,50)",-0.3375898391246795,-0.2155209374427795,0.8073340058326721,0.1220689016819,120,1.0,-0.0587766431272029,-0.0488733798265457,-0.5523827616687605,0.5709080696105957,0.6618297696113586,eff40_s9811,aligned_ic_efficiency
vol5,-0.3577999343633652,-0.2884723734855652,0.4585156142711639,0.0693275608777999,120,1.0,-0.081194519996643,-0.0592405386269092,-0.3924147149894926,0.7144455909729004,0.7832135558128357,eff40_s9811,aligned_ic_efficiency
cal_5d_turnover_sum,-0.3577999343633652,-0.2884723734855652,0.4585156142711639,0.0693275608777999,120,1.0,-0.0811944380402565,-0.0592405386269092,-0.3924147149894926,0.7144455909729004,0.7832135558128357,eff40_s9811,aligned_ic_efficiency
"TsPctChange(turnover,20)",-0.3258467127084732,-0.2068620818853378,0.7869353890419006,0.1189846308231353,120,1.0,-0.0452882833778858,-0.0462871417403221,-0.6383851613576783,0.5580158233642578,0.6440210938453674,eff40_s9811,aligned_ic_efficiency
"Greater(volume,TsPctChange(amv20,30))",-0.309205052947998,-0.2528764736652374,0.3725435137748718,0.0563285792827606,120,1.0,-0.0690953284502029,-0.040160022675991,-0.4920828532877115,0.6424226760864258,0.7045191526412964,eff40_s9811,aligned_ic_efficiency
cal_20d_amt_ma,-0.2202845648288726,-0.1941640985012054,0.1727544069290161,0.0261204663276672,120,1.0,-0.0935243815183639,-0.0362009964883327,-0.3514944107445193,0.6446399688720703,0.6430091857910156,eff40_s9811,aligned_ic_efficiency
Inv(cal_30d_close_avg_ratio),-0.4115350138664245,-0.3117977321147919,0.6596381068229675,0.0997372817516326,120,1.0,-0.0748112723231315,-0.0544071793556213,-0.4322932866152735,0.7380692958831787,0.8000599145889282,eff40_s9811,aligned_ic_efficiency
"Greater(volume,TsPctChange(a_share_market_val,50))",-0.3096436928272247,-0.2531327962875366,0.373749315738678,0.0565108965396881,120,1.0,-0.0690353587269783,-0.0400679744780063,-0.4867139162521897,0.6426911950111389,0.7049217224121094,eff40_s9811,aligned_ic_efficiency
"Greater(volume,TsWMA(cal_5d_return,40))",-0.3111025317907333,-0.2546737861633301,0.3732059895992279,0.0564287456274032,120,1.0,-0.0680746436119079,-0.038404144346714,-0.4934794296968613,0.6450294256210327,0.7068586349487305,eff40_s9811,aligned_ic_efficiency
"TsPctChange(pb_ratio_lyr,30)",-0.3763369776248931,-0.297708249092102,0.5200312733650208,0.0786287285327911,120,1.0,-0.0806392878293991,-0.0566794276237487,-0.4277510561662148,0.7397502064704895,0.7813292145729065,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(TsPctChange(a_share_market_val,50),20)",-0.3691239543914795,-0.2703168511390686,0.6534861326217651,0.0988071032524108,120,1.0,-0.0715881213545799,-0.052512340247631,-0.423111533897251,0.7338862419128418,0.7674862742424011,eff40_s9811,aligned_ic_efficiency
"TsWMA(amount,40)",-0.2065004627108573,-0.1863959634304046,0.1329662650823593,0.0201044992804527,120,1.0,-0.0963139608502388,-0.0359653867781162,-0.3271129351844824,0.6409013867378235,0.6327692270278931,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(vol250,10)",-0.334745480632782,-0.2674038755893707,0.4453809857368469,0.0673416050434112,120,1.0,-0.0732050165534019,-0.0558476485311985,-0.4182494958906256,0.6791799068450928,0.7578375935554504,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(hma3,40)",-0.2646268409013748,-0.2096914565563201,0.3633292615413666,0.0549353843450546,120,1.0,-0.0909686163067817,-0.0348186828196048,-0.3403174758296818,0.7237545251846313,0.7186389565467834,eff40_s9811,aligned_ic_efficiency
"Greater(volume,hma20)",-0.3102749814748764,-0.2539187121391296,0.3727266490459442,0.0563562693357467,120,1.0,-0.0675452575087547,-0.0382840186357498,-0.4924167124418738,0.6431556940078735,0.7058796286582947,eff40_s9811,aligned_ic_efficiency
"Greater(volume,lma20)",-0.3102749814748764,-0.2539187121391296,0.3727266490459442,0.0563562693357467,120,1.0,-0.0675450786948204,-0.0382840186357498,-0.4924167124418738,0.6431556940078735,0.7058796286582947,eff40_s9811,aligned_ic_efficiency
"Greater(volume,ratio_pb_ttm)",-0.3089387487888336,-0.252647362947464,0.3722975254058838,0.0562913858413696,120,1.0,-0.0684154033660888,-0.0397568494081497,-0.4848808946037485,0.6399428844451904,0.704485297203064,eff40_s9811,aligned_ic_efficiency
volume,-0.3085563667058945,-0.2522818922996521,0.3721856772899627,0.0562744744062423,120,1.0,-0.0672267451882362,-0.0380154885351657,-0.4901643435743577,0.639985978603363,0.7039976119995117,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(ema3,40)",-0.2620265233755112,-0.2084867852926254,0.3540987968444824,0.0535397380828857,120,1.0,-0.0892854779958725,-0.0340856611728668,-0.3341076767499281,0.7182928919792175,0.7214666604995728,eff40_s9811,aligned_ic_efficiency
"Greater(volume,oper_du_roe_ttm)",-0.3085563667058945,-0.2522818922996521,0.3721856772899627,0.0562744744062423,120,1.0,-0.0672000870108604,-0.0380278266966342,-0.4900860952320963,0.639985978603363,0.7039976119995117,eff40_s9811,aligned_ic_efficiency
"TsDiv(amv30,10)",-0.3660466089248657,-0.2728920435905456,0.6161016225814819,0.09315456533432,120,1.0,-0.0758062228560447,-0.0552749745547771,-0.4068160125866574,0.7040050625801086,0.7542520761489868,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(ema5,40)",-0.2611436665534973,-0.2090222990512848,0.3447180390357971,0.0521213675022125,120,1.0,-0.0907719358801841,-0.0339568071067333,-0.3349194885414625,0.7148250341415405,0.7185750007629395,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(wma3,40)",-0.2599129674911499,-0.2058368039131164,0.3576465845108032,0.0540761635780334,120,1.0,-0.0892305523157119,-0.0342732667922973,-0.3343341379017118,0.7182044982910156,0.7170871496200562,eff40_s9811,aligned_ic_efficiency
"TsMax(amount,40)",-0.2156392283678054,-0.1940268874168396,0.1429387629032135,0.0216123409509658,120,1.0,-0.0908523276448249,-0.0361694730818271,-0.3490424633017483,0.6361838579177856,0.6319761276245117,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(ma3,40)",-0.2547566129922867,-0.200739916563034,0.3572532832622528,0.0540166964292526,120,1.0,-0.0899543240666389,-0.0340038202702999,-0.3321780277197652,0.7180113792419434,0.7116995453834534,eff40_s9811,aligned_ic_efficiency
"TsEMA(TsMinDiff(Rank(a_share_market_val),40),20)",-0.2614505953073501,-0.2132471787929535,0.3188056647777557,0.0482034165143966,120,1.0,-0.0871930122375488,-0.047350239008665,-0.3513838135377869,0.6605482697486877,0.6765027046203613,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(wma10,40)",-0.2522295918703079,-0.2004521262645721,0.3424435555934906,0.0517774656057357,120,1.0,-0.0900116115808487,-0.0327838584780693,-0.3263270488704267,0.7016363143920898,0.7046078443527222,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(amv5,10)",-0.3376024001598358,-0.2319813358783722,0.6985520124435425,0.1056210642814636,120,1.0,-0.0723808333277702,-0.0364100560545921,-0.3984066424654461,0.7094813585281372,0.7371577024459839,eff40_s9811,aligned_ic_efficiency
"TsPctChange(a_share_market_val,40)",-0.342235275220871,-0.2734592127799988,0.4548681378364563,0.0687760624408721,120,1.0,-0.0854421183466911,-0.0539896115660667,-0.3666787301265378,0.7250146865844727,0.7646505236625671,eff40_s9811,aligned_ic_efficiency
Abs(tapi),-0.3128298909187317,-0.2560157060623169,0.3757551908493042,0.0568141848564147,120,1.0,-0.0675492212176323,-0.0377116501331329,-0.4849410764015402,0.6447471380233765,0.7086869478225708,eff40_s9811,aligned_ic_efficiency
cal_10d_vol_std,-0.3004378474473953,-0.2329458689689636,0.4463755190372467,0.0674919784784317,120,1.0,-0.0718851462006568,-0.0338115058839321,-0.4604273821221687,0.6123566627502441,0.6772735118865967,eff40_s9811,aligned_ic_efficiency
"TsMinMaxDiff(amount,50)",-0.2033379885435104,-0.1843535935878753,0.1255581676959991,0.018984394955635,120,1.0,-0.0865380018949508,-0.0349191688001155,-0.3383627814271289,0.6182644367218018,0.6093859672546387,eff40_s9811,aligned_ic_efficiency
"TsWMA(cal_5d_return,40)",-0.3643902846336365,-0.2842173027992248,0.5302445888519287,0.0801729818344116,120,1.0,-0.0817819833755493,-0.0528061985969543,-0.3826240406904146,0.731657862663269,0.7679327726364136,eff40_s9811,aligned_ic_efficiency
"TsEMA(TsDiv(pb_ratio_lf,20),20)",-0.3757589126586914,-0.2879103112220764,0.5810092687606812,0.0878486014366149,120,1.0,-0.0737785845994949,-0.0533438548445701,-0.4365140894660824,0.7305788397789001,0.7697865962982178,eff40_s9811,aligned_ic_efficiency
"TsStd(davol5,10)",-0.2601013900279998,-0.1598500871658325,0.6630377173423767,0.1002513028621673,120,1.0,-0.0674510523676872,-0.0375493951141834,-0.4700026746480851,0.5119035243988037,0.5512434244155884,eff40_s9811,aligned_ic_efficiency
"TsWMA(amount,50)",-0.2016411386668682,-0.1843192970752716,0.1145624443888664,0.0173218415915966,120,1.0,-0.0937695875763893,-0.0348775796592235,-0.3186083931162138,0.6360376477241516,0.6254880428314209,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(TsMinDiff(vol250,10),40)",-0.3315228631496429,-0.2528358435630798,0.520416796207428,0.0786870195865631,120,1.0,-0.0684087127447128,-0.052066296339035,-0.4227105783076939,0.6695971488952637,0.7379522323608398,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(wma3,50)",-0.244963554239273,-0.1970062029361725,0.3171782493591308,0.0479573513031005,120,1.0,-0.0887137800455093,-0.0337388142943382,-0.3224685611904501,0.7093821167945862,0.7091704607009888,eff40_s9811,aligned_ic_efficiency
"TsVar(vol55,10)",-0.2679814043283463,-0.1836778146028518,0.5575634241104126,0.0843035897254943,120,1.0,-0.0639084130525589,-0.0343552120029926,-0.459828148263383,0.5699182748794556,0.6293545961380005,eff40_s9811,aligned_ic_efficiency
"TsEMA(roc,40)",-0.3373618664503097,-0.2652258718013763,0.477089911699295,0.0721359946489334,120,1.0,-0.0837898552417755,-0.0506293475627899,-0.3658175192163915,0.7227671146392822,0.746727466583252,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(Rank(wma20),40)",-0.242444694685936,-0.1914843267202377,0.3370394706726074,0.0509603679656982,120,1.0,-0.0813524797558784,-0.0408969670534133,-0.355243232426598,0.6107990741729736,0.6232579946517944,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(amv5,50)",-0.244646055650711,-0.1969340801239013,0.3155553936958313,0.0477119755268097,120,1.0,-0.0906547084450721,-0.0340461656451225,-0.3057405994915027,0.6980853080749512,0.6928310990333557,eff40_s9811,aligned_ic_efficiency
"TsDiv(ratio_pe_lyr,40)",-0.3992392995357513,-0.3094478702545166,0.5938586592674255,0.0897914292812347,120,1.0,-0.0794429406523704,-0.053278524428606,-0.4775987017402854,0.6965254545211792,0.7879137992858887,eff40_s9811,aligned_ic_efficiency
"TsDiv(ema120,10)",-0.3295810652017593,-0.2734134757518768,0.3714787662029266,0.0561675894498825,120,1.0,-0.0847103297710418,-0.0503852441906929,-0.3352678372678652,0.7260235548019409,0.7643705606460571,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(Rank(hma10),40)",-0.2613488988876343,-0.2039227706193924,0.3798024356365204,0.0574261282682418,120,1.0,-0.0798872038722038,-0.042615532875061,-0.3691820486603648,0.6182801127433777,0.6467562913894653,eff40_s9811,aligned_ic_efficiency
Inv(cal_5d_min_low_ratio),-0.382220321559906,-0.258545937538147,0.8179522752761841,0.123674384021759,120,1.0,-0.0602627135813236,-0.0452852882444858,-0.4382788611405251,0.6887149214744568,0.7584623694419861,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(ma5,40)",-0.2510267145395279,-0.1976170814037323,0.3532383143901825,0.0534096331357955,120,1.0,-0.0857962369918823,-0.0330549739301204,-0.32460609195663,0.7098641395568848,0.7050372362136841,eff40_s9811,aligned_ic_efficiency
"TsStd(amount,40)",-0.2142154063940048,-0.1950101083517074,0.1270191669464111,0.0192052980422973,120,1.0,-0.0913298055529594,-0.0358235165476799,-0.3371814145943073,0.6442599892616272,0.6363577842712402,eff40_s9811,aligned_ic_efficiency
"TsPctChange(a_share_market_val,50)",-0.3240993990182876,-0.2623471426963806,0.4084143936634063,0.061752256321907,120,1.0,-0.0807792320847511,-0.0522248446941375,-0.3352632353287239,0.7235352396965027,0.7458306550979614,eff40_s9811,aligned_ic_efficiency
cal_5d_min_low_ratio,-0.1458189970850944,-0.0111360213160514,0.8907604217529297,0.1346829757690429,120,1.0,0.060262843966484,0.0467305555939674,0.4363295295213124,0.2643077373504638,0.1190000772476196,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(TsPctChange(a_share_market_val,50),10)",-0.3802832845687866,-0.2563337123394012,0.8197723031044006,0.1239495722293853,120,1.0,-0.0614798516035079,-0.049159538000822,-0.4447348905917152,0.725377082824707,0.7612720131874084,eff40_s9811,aligned_ic_efficiency
"Ref(amount,10)",-0.236514613866806,-0.1812107062339782,0.3657665848731994,0.0553039076328277,120,1.0,-0.0872892811894416,-0.0331272594630718,-0.3300551372954064,0.6330815553665161,0.6200212240219116,eff40_s9811,aligned_ic_efficiency
"TsMinDiff(cal_10d_vol_std,40)",-0.3111052299499511,-0.2258924782276153,0.5635764002799988,0.0852127517223358,120,1.0,-0.0687364265322685,-0.0318981073796749,-0.4570568249171994,0.602726936340332,0.6706935167312622,eff40_s9811,aligned_ic_efficiency
"TsEMA(TsDiv(pb_ratio_lf,30),20)",-0.3442686318397522,-0.2693287861347198,0.4956339001655578,0.0749398457050323,120,1.0,-0.0773694366216659,-0.0528048239648342,-0.4011669503812174,0.7128278017044067,0.750816822052002,eff40_s9811,aligned_ic_efficiency
"TsDelta(Rank(a_share_market_val),10)",-0.3810218672275543,-0.2547912204265594,0.834858775138855,0.1262306468009948,120,1.0,-0.059709545224905,-0.0477458126842975,-0.4616343394222711,0.6397167444229126,0.7255321741104126,eff40_s9811,aligned_ic_efficiency
"TsMin(cal_30d_close_avg_ratio,30)",0.0257124111771583,0.103217513859272,0.5125998854637146,0.0775051026821136,120,1.0,0.0902090594172477,0.0438248440623283,0.3012049691972733,0.26190185546875,0.1094806194305419,eff40_s9811,aligned_ic_efficiency
"TsDiv(turnover,50)",-0.3156002866029739,-0.1914691811800003,0.8209729194641113,0.1241311054229736,120,1.0,-0.0503030978143215,-0.0438007712364196,-0.5322959602626041,0.5428997874259949,0.624501645565033,eff40_s9811,aligned_ic_efficiency
"TsMean(cal_20d_amt_ma,10)",-0.204823750770092,-0.1803666365146637,0.1617534011602401,0.0244571142554283,120,1.0,-0.0877595841884613,-0.0332184024155139,-0.3264311504964888,0.6272726058959961,0.6161062717437744,eff40_s9811,aligned_ic_efficiency
"TsSum(cal_20d_amt_ma,10)",-0.204823750770092,-0.1803666365146637,0.1617534011602401,0.0244571142554283,120,1.0,-0.0877595767378807,-0.0332184024155139,-0.3264311504964888,0.6272726058959961,0.6161062717437744,eff40_s9811,aligned_ic_efficiency
