formula,net_excess,gross_excess,turnover,annual_cost,periods,coverage,rank_ic,ic_mean,ic_ir,absolute_max_drawdown,excess_max_drawdown,run,objective
Inv(vol5),-0.025952553230524,0.017397578805685,0.2867072224617004,0.0433501320362091,120,1.0,,,,0.1812476515769958,0.2640959024429321,net_nosize_s9832,aligned_net_excess
"TsMax(TsIr(ev_to_ebitda_lyr,30),10)",-0.0259688356876373,0.0044321545958518,0.2010647505521774,0.0304009902834892,120,1.0,,,,0.1683164238929748,0.2469109296798706,net_nosize_s9832,aligned_net_excess
"TsSum(TsIr(pb_ratio_lf,30),50)",-0.026035054180026,0.000493201687932,0.1754514276981353,0.026528255867958,120,1.0,,,,0.160236656665802,0.27637380361557,net_nosize_s9832,aligned_net_excess
"TsVar(TsIr(vma250,30),40)",-0.0261298151314258,0.01373180732131,0.2636350691318512,0.0398616224527359,120,1.0,,,,0.209637701511383,0.1891788840293884,net_nosize_s9832,aligned_net_excess
"TsMax(TsDelta(gr_np_parent_lyr,40),10)",-0.0261323022387921,-0.0040496855042874,0.1460490524768829,0.0220826167345047,120,1.0,,,,0.2360639572143554,0.1265130043029785,net_nosize_s9832,aligned_net_excess
"TsMinMaxDiff(TsIr(cyr,30),40)",-0.0262682975649833,0.0385910305380821,0.4289638102054596,0.0648593281030655,120,1.0,,,,0.2603747844696045,0.0733692049980163,net_nosize_s9832,aligned_net_excess
"TsMax(Ref(TsStd(oper_roe_diluted_adj_lyr,40),20),10)",-0.0263434749573469,-0.0031447508186101,0.1534307152032852,0.0231987241387367,120,1.0,,,,0.2486732602119445,0.1233696937561035,net_nosize_s9832,aligned_net_excess
"TsMax(TsPctChange(TsSum(oper_gross_margin_lyr,40),10),10)",-0.0263787342913448,-0.004419082570821,0.1452357918024063,0.0219596517205238,120,1.0,,,,0.2116354703903198,0.106209397315979,net_nosize_s9832,aligned_net_excess
"TsMax(TsVar(adx,40),20)",-0.026386276692152,0.0136328794062137,0.264676958322525,0.0400191560983657,120,1.0,,,,0.2466275691986084,0.1188448667526245,net_nosize_s9832,aligned_net_excess
"TsEMA(ratio_peg_ttm,40)",-0.0264363507270813,-0.0108140565454959,0.1033220514655113,0.0156222941815853,120,1.0,,,,0.2828441858291626,0.0842048525810241,net_nosize_s9832,aligned_net_excess
"TsMax(TsMean(TsPctChange(TsCorr(oper_roic_lyr,ratio_ev_no_cash_lf,20),10),20),10)",-0.0264724887371063,0.0717433226108551,0.6495754718780518,0.0982158113479614,120,1.0,,,,0.2213382720947265,0.0569822192192077,net_nosize_s9832,aligned_net_excess
"TsMad(gr_total_asset_lyr,10)",-0.0265317087382078,0.0016532436758279,0.1864084154367447,0.0281849524140357,120,1.0,,,,0.2725680470466614,0.055923581123352,net_nosize_s9832,aligned_net_excess
"TsMin(TsWMA(ratio_peg_lyr,20),40)",-0.0265669537246227,-0.0146442635357379,0.0788537710905075,0.0119226901888847,120,1.0,,,,0.2806065678596496,0.1231387853622436,net_nosize_s9832,aligned_net_excess
"Sign(TsIr(gr_ocf_lyr,30))",-0.0266849760979413,-0.0217759448289871,0.0324671380221843,0.0049090312689542,120,1.0,,,,0.2637627720832824,0.1428431868553161,net_nosize_s9832,aligned_net_excess
"TsEMA(TsMaxDiff(oper_roe_diluted_lyr,10),40)",-0.026718924576044,-0.0170113518834114,0.0642035230994224,0.0097075726926326,120,1.0,,,,0.238706350326538,0.1801993250846862,net_nosize_s9832,aligned_net_excess
"TsEMA(TsIr(ratio_ev_ttm,30),50)",-0.0267774801135063,-0.0123699760437011,0.0952877253293991,0.0144075040698051,120,1.0,,,,0.2281869649887085,0.2458206415176391,net_nosize_s9832,aligned_net_excess
"TsSum(SLog1p(cal_30d_down_day_ratio),30)",-0.0267859518527984,0.0262958121299743,0.3510698676109314,0.0530817639827728,120,1.0,,,,0.3201167583465576,0.2001329064369201,net_nosize_s9832,aligned_net_excess
"TsPctChange(TsEMA(bs_fin_lease_payable,10),50)",-0.0268095164358615,0.0150831274688243,0.2770677506923675,0.0418926439046859,120,1.0,,,,0.2516294717788696,0.0559623837471008,net_nosize_s9832,aligned_net_excess
"TsVar(TsMean(ratio_pe_ttm,20),50)",-0.0268154356822371,-0.0051939338073134,0.1429993510246276,0.0216215018749237,120,1.0,,,,0.2998154759407043,0.1228571534156799,net_nosize_s9832,aligned_net_excess
"TsMax(TsPctChange(gr_oper_profit_lyr,30),10)",-0.0269121209621429,-0.0075396439433097,0.1281248480081558,0.0193724770188331,120,1.0,,,,0.2509301900863647,0.0810457468032836,net_nosize_s9832,aligned_net_excess
"TsStd(TsIr(ma250,30),40)",-0.026913869395852,0.0130459412187337,0.2642844617366791,0.0399598106145858,120,1.0,,,,0.2127854228019714,0.1862819194793701,net_nosize_s9832,aligned_net_excess
"Mul(marsi6,TsCorr(pb_ratio_lf,cal_5d_min_low_ratio,20))",-0.0269381399989128,0.0898407223820686,0.7723469734191895,0.1167788623809814,120,1.0,,,,0.2207225561141967,0.1100661158561706,net_nosize_s9832,aligned_net_excess
"TsMax(TsIr(ev_no_cash_lyr,30),10)",-0.0269396928548812,0.0036592689156532,0.2023740857839584,0.0305989617705345,120,1.0,,,,0.2179385423660278,0.2160537838935852,net_nosize_s9832,aligned_net_excess
"TsMax(TsMax(aroon_down,50),10)",-0.0269755241051316,-0.0244573500752449,0.0166545901447534,0.0025181740298867,120,1.0,,,,0.2466055154800415,0.1990493535995483,net_nosize_s9832,aligned_net_excess
"TsMax(TsMaxDiff(is_oper_cost,50),10)",-0.0270022766053676,-0.0096891903877258,0.1145045384764671,0.0173130862176418,120,1.0,,,,0.2716542482376098,0.1352809071540832,net_nosize_s9832,aligned_net_excess
"TsStd(TsDiv(cfs_fix_asset_depr,40),50)",-0.027023915952444,0.0144841088354587,0.2745239734649658,0.0415080247879028,120,1.0,,,,0.2263991236686706,0.0793886184692382,net_nosize_s9832,aligned_net_excess
"TsDelta(TsPctChange(gr_oper_profit_lyr,10),20)",-0.0270248136542737,0.0064332688786089,0.2212836146354675,0.0334580825328826,120,1.0,,,,0.2235310077667236,0.106269896030426,net_nosize_s9832,aligned_net_excess
"TsMax(TsMaxDiff(bs_total_hldr_eqy_exc_min_int,50),10)",-0.0270764967307448,-0.0128221666440367,0.0942746698856353,0.014254330086708,120,1.0,,,,0.225554883480072,0.1419755816459655,net_nosize_s9832,aligned_net_excess
"TsEMA(TsIr(ratio_ev_no_cash_ttm,30),40)",-0.0271340045034885,-0.0095901592075824,0.1160307228565216,0.017543845295906,120,1.0,,,,0.2574997544288635,0.2415120005607605,net_nosize_s9832,aligned_net_excess
"TsEMA(TsIr(ratio_ev_no_cash_ebit_lyr,30),40)",-0.0272499403595924,-0.0134517931938171,0.0912575870752334,0.0137981471657752,120,1.0,,,,0.2231892943382263,0.2401449680328369,net_nosize_s9832,aligned_net_excess
"TsMax(TsSum(adx,20),10)",-0.0272814435839652,0.046181249320507,0.4858643710613251,0.0734626929044723,120,1.0,,,,0.2373027801513672,0.1458126306533813,net_nosize_s9832,aligned_net_excess
"TsEMA(TsIr(TsSum(TsIr(TsKurt(macd_hist,20),40),10),50),50)",-0.0272965716943144,0.0103842056170105,0.2492114901542663,0.037680777311325,120,1.0,,,,0.2664940357208252,0.0398048758506774,net_nosize_s9832,aligned_net_excess
"TsMax(TsSum(cal_5d_down_day_ratio,30),10)",-0.0273710586190223,0.0395518836379051,0.4426120519638061,0.0669229422569274,120,1.0,,,,0.2913685441017151,0.128979206085205,net_nosize_s9832,aligned_net_excess
"TsMax(TsEMA(peg_ratio_ttm,20),10)",-0.02742743845582,-0.0104522001743316,0.1122700944542884,0.0169752382814884,120,1.0,,,,0.2835863828659057,0.0761898159980773,net_nosize_s9832,aligned_net_excess
Sign(oper_net_margin_lyr),-0.0275193373695015,-0.0260114374011755,0.0099728833884,0.001507899968326,120,1.0,,,,0.2284995317459106,0.1821053624153137,net_nosize_s9832,aligned_net_excess
"TsMax(TsDiv(oper_roe_adj_ttm,50),20)",-0.0275789446771144,0.022678947597742,0.3323934674263,0.0502578922748565,120,1.0,,,,0.286312997341156,0.0671208500862121,net_nosize_s9832,aligned_net_excess
"TsSum(ratio_pe_ttm,30)",-0.027597794803977,-0.0164270078390836,0.0738808661699295,0.0111707869648933,120,1.0,,,,0.3063479661941528,0.159048855304718,net_nosize_s9832,aligned_net_excess
"TsMax(TsMean(aroon_down,20),10)",-0.0276093530416488,0.0582828301191329,0.5680699944496155,0.0858921831607818,120,1.0,,,,0.2657932639122009,0.1498159170150756,net_nosize_s9832,aligned_net_excess
"Sign(TsMinDiff(book_to_market_ratio_ttm,20))",-0.0276273832440376,-0.0049195593595504,0.1501840204000473,0.0227078238844871,120,1.0,,,,0.2541438937187195,0.1349542140960693,net_nosize_s9832,aligned_net_excess
"TsMean(TsIr(ratio_ev_ttm,10),30)",-0.0276884894907474,-0.0140823702514171,0.0899875611066818,0.0136061192393302,120,1.0,,,,0.2277058362960815,0.2531009316444397,net_nosize_s9832,aligned_net_excess
"TsMax(TsMinMaxDiff(adxr,40),10)",-0.0277125286549329,0.0187413496524095,0.3072346448898315,0.0464538783073425,120,1.0,,,,0.2484751343727111,0.0965203046798706,net_nosize_s9832,aligned_net_excess
"TsMax(TsEMA(TsMax(di2,20),50),10)",-0.0277165133714675,0.0197870725393295,0.3141771554946899,0.0475035859107971,120,1.0,,,,0.2738479375839233,0.1772706508636474,net_nosize_s9832,aligned_net_excess
"TsMax(TsVar(TsEMA(fin_debt_to_asset_lyr,20),20),10)",-0.0277768461316823,-0.0024994506686925,0.1671785414218902,0.0252773954629898,120,1.0,,,,0.2430307269096374,0.133861243724823,net_nosize_s9832,aligned_net_excess
"TsMax(Rank(TsMax(cfd_ocf_to_debt_ttm,50)),10)",-0.0278781564652919,-0.0155324618518352,0.0816514194011688,0.0123456946134567,120,1.0,,,,0.2581596374511719,0.1055600643157959,net_nosize_s9832,aligned_net_excess
"TsMax(TsDiv(oper_gross_margin_lyr,50),10)",-0.0279780021563172,-0.0057695973291993,0.1468809843063354,0.0222084048271179,120,1.0,,,,0.2463605999946594,0.0705001354217529,net_nosize_s9832,aligned_net_excess
"Sign(TsSum(wma120,30))",-0.0280347963910549,-0.0270574012398719,0.0064642536453902,0.000977395151183,120,1.0,,,,0.2466237545013427,0.2077958583831787,net_nosize_s9832,aligned_net_excess
"TsMax(TsDiv(cfs_defer_exp_amort,40),10)",-0.028055338320136,0.0106671933084726,0.2561013996601105,0.0387225316286087,120,1.0,,,,0.2503755092620849,0.0487762093544006,net_nosize_s9832,aligned_net_excess
"TsVar(TsIr(ev_no_cash_lf,30),40)",-0.0280891860365867,-0.008736592233181,0.1279933452606201,0.0193525938034057,120,1.0,,,,0.2440166473388672,0.2215963006019592,net_nosize_s9832,aligned_net_excess
"TsMax(Sign(sp_ratio_ttm),10)",-0.0280921926062554,-0.0271475140750408,0.0062478738836944,0.0009446785312145,120,1.0,,,,0.2454344630241394,0.2100394368171692,net_nosize_s9832,aligned_net_excess
"TsMin(TsDelta(oper_roe_diluted_lyr,20),40)",-0.0280942036539316,-0.0184134017676115,0.0640264675021171,0.0096808018863201,120,1.0,,,,0.2428786754608154,0.1737275719642639,net_nosize_s9832,aligned_net_excess
"TsMax(TsMean(TsMean(TsRank(TsVar(br,30),20),30),50),10)",-0.0280992446154355,0.0155290181189775,0.2885467112064361,0.0436282627344131,120,1.0,,,,0.2560956478118896,0.1100050210952758,net_nosize_s9832,aligned_net_excess
"TsMax(Sign(ema250),10)",-0.0281109740462154,-0.0271123632788658,0.0066045685671269,0.0009986107673496,120,1.0,,,,0.2415691614151001,0.2082513570785522,net_nosize_s9832,aligned_net_excess
"TsMax(TsSkew(intangible_asset_amortization,10),10)",-0.0281313909620046,0.0229201356321573,0.3376423716545105,0.0510515265941619,120,1.0,,,,0.2662416100502014,0.0724365711212158,net_nosize_s9832,aligned_net_excess
"TsMax(TsSkew(cfs_intan_asset_amort,10),10)",-0.0281313909620046,0.0229201356321573,0.3376423716545105,0.0510515265941619,120,1.0,,,,0.2662416100502014,0.0724365711212158,net_nosize_s9832,aligned_net_excess
"TsMinMaxDiff(TsIr(cal_120d_avg_turnover,30),50)",-0.0281320434406399,0.0067768649384379,0.2308790236711502,0.0349089083790779,120,1.0,,,,0.2395365238189697,0.1292257308959961,net_nosize_s9832,aligned_net_excess
"TsMin(cal_5d_max_high_idx,40)",-0.0282031401973217,-0.0271550430357456,0.0069318595342338,0.0010480971615761,120,1.0,,,,0.2445409297943115,0.2103189826011657,net_nosize_s9832,aligned_net_excess
"TsMean(ratio_pcf_total_lyr,40)",-0.0282636574029922,-0.0205903775990009,0.0507492050528526,0.0076732798039913,120,1.0,,,,0.3834078311920166,0.2349838614463806,net_nosize_s9832,aligned_net_excess
"TsMax(gr_oper_profit_lyr,10)",-0.0282926667451858,-0.0211776208877563,0.0470571815967559,0.0071150458574295,120,1.0,,,,0.3407812714576721,0.1599447727203369,net_nosize_s9832,aligned_net_excess
"TsDiv(bs_total_liab,50)",-0.0283046940565109,0.0214878791570663,0.3293159604072571,0.0497925732135772,120,1.0,,,,0.2437420487403869,0.0743556022644043,net_nosize_s9832,aligned_net_excess
"TsCorr(TsStd(oper_roa_lyr,20),Abs(ratio_ev_no_cash_ebit_ttm),10)",-0.0283108143880963,0.0067016128823161,0.2315636724233627,0.0350124272704124,120,1.0,,,,0.2079560756683349,0.1339247822761535,net_nosize_s9832,aligned_net_excess
"TsMinMaxDiff(TsWMA(TsPctChange(Sign(TsIr(cal_20d_amt_std,50)),40),10),40)",-0.0283234901491552,-0.0273388954997062,0.0065118693746626,0.0009845946494489,120,1.0,,,,0.2407689094543457,0.2022179365158081,net_nosize_s9832,aligned_net_excess
"TsMax(TsPctChange(fin_debt_to_asset_lf,50),10)",-0.0283473403930664,0.0159233450889587,0.2927955389022827,0.0442706854820251,120,1.0,,,,0.2758862376213074,0.0849688649177551,net_nosize_s9832,aligned_net_excess
"TsMax(TsSum(ratio_peg_ttm,10),10)",-0.0283599081560969,-0.0106773985549807,0.1169478148221969,0.0176825096011161,120,1.0,,,,0.2827812433242798,0.0834906101226806,net_nosize_s9832,aligned_net_excess
"TsMax(TsMean(peg_ratio_ttm,10),10)",-0.0283599081560969,-0.0106773985549807,0.1169478148221969,0.0176825096011161,120,1.0,,,,0.2827812433242798,0.0834906101226806,net_nosize_s9832,aligned_net_excess
"TsMean(lwr1,50)",-0.0283732477784156,0.0311935356259346,0.3939602077007293,0.0595667834043502,120,1.0,,,,0.3103885650634765,0.1782270073890686,net_nosize_s9832,aligned_net_excess
"TsRank(is_total_profit,20)",-0.028412888726592,0.0174501798301935,0.3033271729946136,0.0458630685567855,120,1.0,,,,0.2139177918434143,0.1510543823242187,net_nosize_s9832,aligned_net_excess
"TsMax(TsMaxDiff(cfs_fix_asset_depr,40),10)",-0.0284148196578025,-0.0081554228067398,0.1339907199144363,0.0202593968510627,120,1.0,,,,0.2254220247268676,0.2223898768424987,net_nosize_s9832,aligned_net_excess
"TsMax(TsMinMaxDiff(TsMinDiff(sy,20),40),10)",-0.0284166440695524,0.0096811873465776,0.2519697844982147,0.03809783141613,120,1.0,,,,0.2780910134315491,0.0992458462715148,net_nosize_s9832,aligned_net_excess
"TsMax(TsCorr(Constant(-10.0),osc,20),10)",-0.0284169114086777,-0.0274524213373661,0.0063789025880396,0.0009644900713115,120,1.0,,,,0.2450236082077026,0.211759328842163,net_nosize_s9832,aligned_net_excess
"TsMean(TsIr(wma250,30),50)",-0.0284416400939226,0.0013908096402883,0.1973045617341995,0.0298324497342109,120,1.0,,,,0.2173897624015808,0.2320465445518493,net_nosize_s9832,aligned_net_excess
"TsMinDiff(TsIr(davol5,30),50)",-0.0284472113370895,0.0668806153535842,0.6304750442504883,0.0953278266906738,120,1.0,,,,0.2309533953666687,0.0273153185844421,net_nosize_s9832,aligned_net_excess
"TsMax(TsCov(Constant(-30.0),cal_20d_amt_ma,20),10)",-0.028448003270477,-0.0274500462412834,0.0066002449020743,0.0009979570291936,120,1.0,,,,0.2463698983192443,0.2114371657371521,net_nosize_s9832,aligned_net_excess
"TsMax(TsEMA(gr_net_profit_ttm,50),10)",-0.0284976230174303,-0.0178357652574777,0.0705149322748184,0.0106618577599525,120,1.0,,,,0.3465709090232849,0.1922782659530639,net_nosize_s9832,aligned_net_excess
"Ref(Sign(vol30),10)",-0.0285012449998408,-0.0274024066329002,0.007267449516803,0.0010988383669406,120,1.0,,,,0.2457684278488159,0.2073957920074463,net_nosize_s9832,aligned_net_excess
"TsVar(TsIr(ratio_ev_lyr,30),50)",-0.0285018475592136,-0.0128603066504001,0.1034493446350097,0.0156415409088134,120,1.0,,,,0.210942804813385,0.23590087890625,net_nosize_s9832,aligned_net_excess
"TsIr(TsEMA(cal_5d_vol_wgt_std,30),40)",-0.0285261253595352,0.0520585888624191,0.5329676866531372,0.0805847142219543,120,1.0,,,,0.2570780515670776,0.0718502402305603,net_nosize_s9832,aligned_net_excess
"TsEMA(TsIr(ev_no_cash_ttm,30),30)",-0.028532419270277,-0.0012179799377918,0.1806510537862777,0.0273144393324852,120,1.0,,,,0.2540870904922485,0.2443633675575256,net_nosize_s9832,aligned_net_excess
"Sign(TsMax(cal_30d_high_low_dist,40))",-0.0285569440618157,-0.027596275806427,0.0063536260277032,0.0009606682553887,120,1.0,,,,0.2466405630111694,0.2124569416046142,net_nosize_s9832,aligned_net_excess
"TsMax(TsMean(TsSum(TsMaxDiff(TsMed(long_term_loans,20),30),30),40),10)",-0.0285733290642499,-0.0145630048960447,0.0926608741283416,0.0140103241682052,120,1.0,,,,0.2790976166725158,0.1509405970573425,net_nosize_s9832,aligned_net_excess
"Sign(TsIr(rsi6,30))",-0.0286413754183799,-0.0276265512406826,0.0067118001170456,0.0010148241776973,120,1.0,,,,0.246204137802124,0.2081760168075561,net_nosize_s9832,aligned_net_excess
Sign(mass),-0.0286596193168312,-0.027690262645483,0.0064110890962183,0.0009693566713482,120,1.0,,,,0.2442376613616943,0.2115766406059265,net_nosize_s9832,aligned_net_excess
"TsEMA(TsMax(Sign(bbiboll_down),30),40)",-0.0287283320982009,-0.0277536799013614,0.0064461124129593,0.0009746521968394,120,1.0,,,,0.2462252974510193,0.2126400470733642,net_nosize_s9832,aligned_net_excess
"Sign(TsMinMaxDiff(TsMean(swl,10),20))",-0.028739045150578,-0.027784164994955,0.0063153449445962,0.0009548801556229,120,1.0,,,,0.2447335720062255,0.2117308974266052,net_nosize_s9832,aligned_net_excess
"TsMax(TsMin(gr_total_asset_lf,50),10)",-0.0287442965537309,-0.0121589382737874,0.1096915230154991,0.0165853582799434,120,1.0,,,,0.3789630532264709,0.2597437500953674,net_nosize_s9832,aligned_net_excess
"TsDiv(bs_accu_depr,50)",-0.0287553645014762,0.0188130328059196,0.3146058022975921,0.0475683973073959,120,1.0,,,,0.2466891407966613,0.0672704577445983,net_nosize_s9832,aligned_net_excess
"TsMax(Less(SLog1p(Constant(0.01)),TsMean(cyr,50)),10)",-0.0287884514361619,-0.0263164275884628,0.0163493640720844,0.0024720238476991,120,1.0,,,,0.2423897981643676,0.2048954367637634,net_nosize_s9832,aligned_net_excess
"Sign(TsWMA(lma10,50))",-0.0288423726260662,-0.0278748317062854,0.0063990801572799,0.0009675409197807,120,1.0,,,,0.246767520904541,0.2133837938308715,net_nosize_s9832,aligned_net_excess
"TsMax(TsRank(cal_vwap,10),20)",-0.0288620948575437,-0.0277227473258972,0.0075353672727942,0.0011393475316464,120,1.0,,,,0.2458168268203735,0.2089267373085022,net_nosize_s9832,aligned_net_excess
SLog1p(Sign(ratio_bm_lyr)),-0.0288881717931479,-0.0279321970045566,0.00632258458063,0.0009559747885912,120,1.0,,,,0.2448838949203491,0.2109751105308532,net_nosize_s9832,aligned_net_excess
"Add(gr_oper_profit_lyr,TsMean(oper_roe_lyr,20))",-0.0289327931284904,-0.022027620524168,0.0456691309809684,0.0069051726043224,120,1.0,,,,0.3507963418960571,0.1745548248291015,net_nosize_s9832,aligned_net_excess
"TsMax(TsDelta(oper_roic_lyr,50),10)",-0.0289332739055156,-0.0068862734735012,0.1458134949207306,0.0220470004320144,120,1.0,,,,0.2457029819488525,0.112592339515686,net_nosize_s9832,aligned_net_excess
"TsMax(peg_ratio_ttm,10)",-0.028969267719984,-0.0100241728127002,0.1252982467412948,0.0189450949072837,120,1.0,,,,0.2823477983474731,0.0881535410881042,net_nosize_s9832,aligned_net_excess
"TsSum(Less(Constant(-1.0),ratio_pe_lyr),30)",-0.0289716322939842,-0.0279207627475261,0.0069501954130828,0.0010508695464581,120,1.0,,,,0.246264636516571,0.2078840136528015,net_nosize_s9832,aligned_net_excess
"TsMax(Abs(Sign(bbiboll_up)),10)",-0.0289739797823131,-0.0280008181929588,0.0064362538978457,0.0009731615893542,120,1.0,,,,0.2456339597702026,0.2123749256134033,net_nosize_s9832,aligned_net_excess
"TsMax(TsVar(gr_oper_profit_lyr,30),10)",-0.0289749476104974,-0.0051679164916276,0.1574539095163345,0.0238070311188697,120,1.0,,,,0.2456526756286621,0.1205466985702514,net_nosize_s9832,aligned_net_excess
"TsMax(TsMaxDiff(fin_current_ratio_ttm,10),10)",-0.0289820966340601,-0.0277789141237735,0.007957556284964,0.0012031825102865,120,1.0,,,,0.2468919157981872,0.2117340564727783,net_nosize_s9832,aligned_net_excess
"Sign(TsIr(TsIr(rsi10,30),50))",-0.0290169229511171,-0.0280755633115768,0.0062259235419332,0.0009413596395403,120,1.0,,,,0.2490634322166443,0.209688127040863,net_nosize_s9832,aligned_net_excess
"Sign(TsStd(aroon_up,20))",-0.0290373889882117,-0.0280730411410331,0.0063779619522392,0.0009643478471785,120,1.0,,,,0.2451866269111633,0.2117389440536499,net_nosize_s9832,aligned_net_excess
"TsMinDiff(cfd_flow_per_share_lyr,10)",-0.0290457516655325,-0.0044089629873633,0.1629417240619659,0.0246367886781692,120,1.0,,,,0.2278646230697631,0.1649554371833801,net_nosize_s9832,aligned_net_excess
"TsRank(TsIr(cal_vwap,30),10)",-0.02905222524181,-0.0275554391741752,0.0098993787541985,0.0014967860676348,120,1.0,,,,0.2476916313171386,0.2097065448760986,net_nosize_s9832,aligned_net_excess
"TsMax(TsMax(cal_5d_max_high_idx,40),10)",-0.029069274739176,-0.0280682972073555,0.0066202217712998,0.0010009775318205,120,1.0,,,,0.2467607855796814,0.2117919921875,net_nosize_s9832,aligned_net_excess
"TsMinDiff(book_to_market_ratio_ttm,30)",-0.0290696116805076,0.0416939386725425,0.4680128991603851,0.0707635503530502,120,1.0,,,,0.2342792749404907,0.2051641941070556,net_nosize_s9832,aligned_net_excess
"TsMax(TsWMA(gr_np_parent_ttm,40),10)",-0.0290846787393093,-0.0181078764796257,0.072597898542881,0.0109768022596836,120,1.0,,,,0.3435660600662231,0.1910760998725891,net_nosize_s9832,aligned_net_excess
"TsMax(TsSum(gr_np_parent_ttm,30),10)",-0.029110996556282,-0.0180031532049179,0.0734645724296569,0.0111078433513641,120,1.0,,,,0.3517110347747803,0.2006300091743469,net_nosize_s9832,aligned_net_excess
"TsSum(Sign(ema30),20)",-0.0291534504834562,-0.0281853684782981,0.0064026587642729,0.000968082005158,120,1.0,,,,0.2472613453865051,0.2139597535133361,net_nosize_s9832,aligned_net_excess
"Sign(TsIr(cal_20d_amt_ma,30))",-0.0291534504834562,-0.0281853684782981,0.0064026587642729,0.000968082005158,120,1.0,,,,0.2472613453865051,0.2139597535133361,net_nosize_s9832,aligned_net_excess
"TsMax(TsCov(TsPctChange(Sign(ratio_sp_lyr),20),TsMean(SLog1p(ratio_ev_no_cash_ebit_lyr),30),10),10)",-0.0291552973866462,-0.0281052473187446,0.0069447755813598,0.0010500500679016,120,1.0,,,,0.2491294145584106,0.2109685540199279,net_nosize_s9832,aligned_net_excess
"TsMinMaxDiff(TsIr(ev_to_ebitda_lyr,30),50)",-0.0291765480816364,-0.0140256370604038,0.1002044379711151,0.0151509110212326,120,1.0,,,,0.214493989944458,0.232334554195404,net_nosize_s9832,aligned_net_excess
"TsMax(TsMaxDiff(is_n_income_attr_p,10),10)",-0.0291861430630087,-0.0280853015184402,0.0072806980460882,0.0011008415445685,120,1.0,,,,0.2453499436378479,0.2118926644325256,net_nosize_s9832,aligned_net_excess
"TsMax(TsPctChange(ratio_ep_ttm,40),10)",-0.0292054070949554,0.0295147275924682,0.3883606791496277,0.0587201346874237,120,1.0,,,,0.268803596496582,0.1076200008392334,net_nosize_s9832,aligned_net_excess
"TsMax(TsVar(maadtm,40),10)",-0.029233453130722,0.0313532209396362,0.4007055163383484,0.0605866740703582,120,1.0,,,,0.2913916707038879,0.1349332928657531,net_nosize_s9832,aligned_net_excess
"TsMin(TsMinMaxDiff(fin_current_ratio_ttm,10),40)",-0.0292474128674715,-0.0282576602697372,0.0065459827892482,0.0009897525977343,120,1.0,,,,0.2473222613334655,0.2128262519836425,net_nosize_s9832,aligned_net_excess
"TsMax(Pow(TsPctChange(TsCov(mass,Constant(5.0),10),40),TsMin(TsMin(cal_5d_min_low_idx,30),20)),10)",-0.029250887908414,-0.0282547438144683,0.0065882545895874,0.0009961440939456,120,1.0,,,,0.2482670545578003,0.2138452529907226,net_nosize_s9832,aligned_net_excess
"TsMed(Sign(ar),50)",-0.0292589023869484,-0.0282940815389156,0.0063810902647674,0.0009648208480328,120,1.0,,,,0.246410846710205,0.2127737998962402,net_nosize_s9832,aligned_net_excess
"TsPctChange(Inv(oper_total_asset_turnover_lyr),40)",-0.029261121623218,-0.0068584380671381,0.1481658965349197,0.0224026835560798,120,1.0,,,,0.2340267896652221,0.1503551602363586,net_nosize_s9832,aligned_net_excess
"Sign(TsIr(cal_vwap,30))",-0.0293134425256401,-0.0282086625695228,0.0073067457415163,0.0011047799561172,120,1.0,,,,0.2481368780136108,0.2105461955070495,net_nosize_s9832,aligned_net_excess
"Sign(TsMinMaxDiff(cal_vwap,30))",-0.0293134425256401,-0.0282086625695228,0.0073067457415163,0.0011047799561172,120,1.0,,,,0.2481368780136108,0.2105461955070495,net_nosize_s9832,aligned_net_excess
"TsMean(Sign(cal_vwap),30)",-0.0293134425256401,-0.0282086625695228,0.0073067457415163,0.0011047799561172,120,1.0,,,,0.2481368780136108,0.2105461955070495,net_nosize_s9832,aligned_net_excess
"Sign(TsIr(ps_ratio_lyr,30))",-0.0293166058313101,-0.0282114382088184,0.0073093096725642,0.0011051676224917,120,1.0,,,,0.2481898665428161,0.208474576473236,net_nosize_s9832,aligned_net_excess
"TsMax(Sign(bs_total_liab),10)",-0.0293942736323922,-0.028426313996315,0.0064018494449555,0.0009679596360772,120,1.0,,,,0.2456994652748108,0.2130992412567138,net_nosize_s9832,aligned_net_excess
"TsMax(TsMaxDiff(fixed_asset_depreciation,10),10)",-0.029399491051957,-0.02841920748353,0.0064833569340407,0.0009802835684269,120,1.0,,,,0.2448674440383911,0.2120047211647033,net_nosize_s9832,aligned_net_excess
"TsCorr(fixed_asset_depreciation,Constant(5.0),10)",-0.0294122740130871,-0.0284319904446601,0.0064833569340407,0.0009802835684269,120,1.0,,,,0.2448674440383911,0.2120525240898132,net_nosize_s9832,aligned_net_excess
"TsMed(TsMinDiff(total_assets,10),50)",-0.0294319619793444,-0.0284521333873271,0.0064803478308022,0.0009798285920172,120,1.0,,,,0.2456191182136535,0.2128024101257324,net_nosize_s9832,aligned_net_excess
Inv(Sign(ev_ttm)),-0.0294319619793444,-0.0284521333873271,0.0064803478308022,0.0009798285920172,120,1.0,,,,0.2456191182136535,0.2128024101257324,net_nosize_s9832,aligned_net_excess
"TsStd(TsIr(ev_to_ebitda_lyr,30),50)",-0.0295272757351398,-0.013809947669506,0.1039505824446678,0.0157173280656337,120,1.0,,,,0.214354932308197,0.2350512146949768,net_nosize_s9832,aligned_net_excess
