id,name,report,formula,handler,direction,cycle,platform_net_excess_pct,platform_periods_full_window,recent_start,recent_end,recent_periods,recent_stock_count_mean,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,fidelity,factor_id,run_id,platform_rank_ic,platform_ic_mean,platform_ic_ir,platform_ic_p_value,platform_monotonicity,platform_turnover_pct,platform_gross_excess_pct,platform_annual_cost_pct,platform_long_sharpe,platform_long_max_drawdown_pct,platform_long_monthly_win_rate_pct,raw_result,configured_cycle,reason
osr3-ret40-value-candidates.report:OSR3-RET40-BP-TSRANK756,OSR3-RET40-BP-TSRANK756,osr3-ret40-value-candidates.report.csv,"(RANK(1 - RETURNS(CLOSE,40)) + RANK(TS_RANK(ratio_bm_ttm,756))) / 2",reversal_bm_tsrank756,1,5,1.6427359999999993,241,2026-01-09 00:00:00,2026-08-24 00:00:00,31,4803.193548387097,0.05110848764153773,0.01201498945081964,5.673010675087466,31.046098105428545,9.388340067081591,-3.7153293919941253,,,,,,,,,,,,,,,,,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-REV2,OSR3-RET40-BP-REV2,osr3-ret40-value-candidates.report.csv,"(2 * RANK(1 - RETURNS(CLOSE,40)) + RANK(ratio_bm_ttm)) / 3",reversal_bm_rev2,1,5,2.477648000000002,241,2026-01-09 00:00:00,2026-08-24 00:00:00,31,5169.612903225807,0.051625681770461125,0.013001988194508802,6.655354923121931,34.68606892666174,10.48906724342251,-3.833712320300578,,,,,,,,,,,,,,,,,
positive-cycle10-candidates.report:OSR2-RET40,OSR2-RET40,positive-cycle10-candidates.report.csv,"RANK(1 - RETURNS(CLOSE,40))",reversal40,1,10,5.030975999999999,120,2026-01-09 00:00:00,2026-08-10 00:00:00,15,5171.466666666666,0.06870522082344889,0.027599979037023843,3.999440652413022,53.65140526411365,8.112092475933984,-4.112651823520961,,,,,,,,,,,,,,,,,
osr3-ret40-value-candidates.report:OSR3-RET40-BP-INTERACT,OSR3-RET40-BP-INTERACT,osr3-ret40-value-candidates.report.csv,"RANK(1 - RETURNS(CLOSE,40)) * (0.5 + 0.5 * RANK(ratio_bm_ttm))",reversal_bm_interact,1,5,2.726032,241,2026-01-09 00:00:00,2026-08-24 00:00:00,31,5169.612903225807,0.051956723622166,0.014133954247981237,5.7900668984704176,34.590574622026715,10.46018976570088,-4.670122867230462,,,,,,,,,,,,,,,,,
oversold-rebound-recovery-candidates.report:OSR2-DD120,OSR2-DD120,oversold-rebound-recovery-candidates.report.csv,"RANK(1 - CLOSE / TS_MAX(CLOSE,120))",drawdown120,1,5,4.791456,241,2026-01-09 00:00:00,2026-08-24 00:00:00,31,5145.032258064516,0.002069794927245624,-0.005979114608791979,-0.23322032120864372,20.377090207000954,6.162032078597089,-6.395252399805733,,,,,,,,,,,,,,,,,
combo-direct-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-EQ,COMBO-DIRECT-OSR2-CHIP-EQ,combo-direct-20260909-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1)) / 2",reversal_chip_eq,1,10,7.8760639999999995,120,2026-01-09 00:00:00,2026-08-10 00:00:00,15,5100.733333333334,0.05408825392423213,0.009503356338183219,-0.02791905833264155,42.28372672338523,6.3932994805758465,-6.421218538908488,,,,,,,,,,,,,,,,,
combo-direct-3factor-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-TURN-EQ,COMBO-DIRECT-OSR2-CHIP-TURN-EQ,combo-direct-3factor-20260909-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1) + RANK(1-MA(TURNOVER,21)/MA(TURNOVER,504))) / 3",reversal_chip_turn_eq,1,10,8.662416,120,2026-01-09 00:00:00,2026-08-10 00:00:00,15,5014.4,0.06028434406829717,0.014589231742162137,-1.1761692700602575,36.72081427073238,5.552187117734737,-6.728356387794994,,,,,,,,,,,,,,,,,
turnover-cost-cycle10-candidates.report:HT-WREV-LOWTURN-21D,HT-WREV-LOWTURN-21D,turnover-cost-cycle10-candidates.report.csv,"(RANK(-SUM(TURNOVER * RETURNS(CLOSE,1),21) / SUM(TURNOVER,21)) + RANK(1 - MA(TURNOVER,21) / MA(TURNOVER,504))) / 2",weighted_reversal_lowturn,1,10,2.7122639999999993,120,2026-01-09 00:00:00,2026-08-10 00:00:00,15,5014.4,0.07798668139229746,0.031559405112714385,1.2009853925281513,53.120876221072976,8.031876484626235,-6.830891092098082,,,,,,,,,,,,,,,,,
paper-derived-full.report:paper-derived-asset-growth,paper-derived-asset-growth,paper-derived-full.report.csv,RANK(gr_total_asset_lyr),asset_growth,0,5,0.76496,241,2026-01-09 00:00:00,2026-08-24 00:00:00,31,5186.8387096774195,0.009400134137983077,0.013539281545768259,-9.849349512226523,2.439743223625895,0.7377783508244706,-10.587127863050993,,,,,,,,,,,,,,,,,
oversold-rebound-recovery-candidates.report:OSR2-RET40,OSR2-RET40,oversold-rebound-recovery-candidates.report.csv,"RANK(1 - RETURNS(CLOSE,40))",reversal40,1,5,1.0300160000000016,241,2026-01-09 00:00:00,2026-08-24 00:00:00,31,5173.4838709677415,0.03975545232009221,0.009164744875434361,0.60124692273632,39.863689048873944,12.054779568379482,-11.453532645643163,,,,,,,,,,,,,,,,,
