id,name,report,formula,handler,direction,cycle,platform_net_excess_pct,platform_periods_full_window,recent_start,recent_end,recent_periods,recent_stock_count_mean,recent_rank_ic,recent_ic_mean,recent_gross_excess_pct,recent_turnover_pct,recent_annual_cost_pct,recent_net_excess_pct,fidelity
combo-direct-20260909-candidates.report:COMBO-DIRECT-OSR2-CHIP-EQ,COMBO-DIRECT-OSR2-CHIP-EQ,combo-direct-20260909-candidates.report.csv,"(RANK(1-RETURNS(CLOSE,40)) + RANK((SUM(VOLUME*(OPEN+CLOSE)/2,250)/SUM(VOLUME,250))/CLOSE-1)) / 2",reversal_chip_eq,1,10,7.8760639999999995,120,2026-06-12 00:00:00,2026-08-10 00:00:00,5,5114.0,0.1849765694642304,0.1686955227015242,42.8401192832823,43.45576948936268,6.570512346791636,36.26960693649066,
