name,date,label_offset,stock_count,rank_ic,benchmark,group_return,excess,turnover,selected_count
daily_vwap_mean_x1,2021-09-07,0,4423,-0.20661421016026568,-0.002453279703591356,-0.028168595058286946,-0.02571531535469559,,443
daily_vwap_mean_x1,2021-09-23,0,4437,0.2947299596259993,-0.04192667216162856,-0.012713763978012469,0.029212908183616094,0.7319819819819819,444
daily_vwap_mean_x1,2021-10-14,0,4455,0.07268245308251775,-0.0415048139094747,-0.006339288917997541,0.035165524991477154,0.8116591928251121,446
daily_vwap_mean_x1,2021-10-28,0,4481,0.07613581502843295,0.0682067471567863,0.065446472464799,-0.002760274691987308,0.8218262806236081,449
daily_vwap_mean_x1,2021-11-11,0,4488,0.03813232383731473,0.04731346256334857,0.05803045923608011,0.010716996672731544,0.7683741648106904,449
daily_vwap_mean_x1,2021-11-25,0,4519,0.29754301396413624,0.0034282044573014517,0.02793919734344042,0.02451099288613897,0.7831858407079646,452
daily_vwap_mean_x1,2021-12-09,0,4532,0.05184612204408894,0.021144581692205525,0.006371452619292134,-0.01477312907291339,0.8348017621145374,454
daily_vwap_mean_x1,2021-12-23,0,4550,-0.07541475466459831,-0.0005411760252227138,-0.030682627045262496,-0.030141451020039782,0.6967032967032967,455
daily_vwap_mean_x1,2022-01-07,0,4565,-0.06578693910257735,-0.027713494385127338,-0.040079000052560355,-0.012365505667433017,0.6914660831509847,457
daily_vwap_mean_x1,2022-01-21,0,4583,-0.0794107335993788,-0.038386715944980665,-0.05358709676932195,-0.015200380824341282,0.7189542483660131,459
daily_vwap_mean_x1,2022-02-11,0,4600,0.3339676662183908,0.028195386047964347,0.06560901712468095,0.03741363107671661,0.7347826086956522,460
daily_vwap_mean_x1,2022-02-25,0,4617,-0.04059061134098335,-0.03655700907536328,-0.05838709873667806,-0.021830089661314778,0.7467532467532467,462
daily_vwap_mean_x1,2022-03-11,0,4626,-0.08436268042110182,-0.018261231346385815,-0.03241571061815934,-0.014154479271773521,0.7365010799136069,463
daily_vwap_mean_x1,2022-03-25,0,4640,-0.17122470394820513,-0.03194106819869667,-0.061701677957815254,-0.02976060975911858,0.7133620689655172,464
daily_vwap_mean_x1,2022-04-12,0,4642,-0.11665763498861872,-0.16936193165920096,-0.18086698236605278,-0.011505050706851816,0.7569892473118279,465
daily_vwap_mean_x1,2022-04-26,0,4657,0.26638695342975127,0.12159831128246418,0.15464535764344814,0.03304704636098396,0.7918454935622318,466
