name,date,label_offset,stock_count,rank_ic,benchmark,group_return,excess,turnover,selected_count
daily_vwap_mean_x10,2021-09-07,1,4423,0.04985701395023743,-0.02694909971589701,-0.016933980802720183,0.010015118913176826,,443
daily_vwap_mean_x10,2021-09-23,1,4437,-0.16489390189178058,-0.033552457516919695,-0.07228369814377902,-0.03873124062685933,0.5157657657657657,444
daily_vwap_mean_x10,2021-10-14,1,4455,-0.07956510988456758,-0.019472461313223437,0.0015935704781175296,0.021066031791340967,0.773542600896861,446
daily_vwap_mean_x10,2021-10-28,1,4481,-0.0213782644737313,0.061898845187257585,0.06606875663802642,0.00416991145076883,0.643652561247216,449
daily_vwap_mean_x10,2021-11-11,1,4488,0.011913785404712858,0.034874771397564085,0.04494385679504995,0.010069085397485862,0.6391982182628062,449
daily_vwap_mean_x10,2021-11-25,1,4519,-0.0791818952772627,0.009620535881805099,-0.02365161550923954,-0.03327215139104464,0.4668141592920354,452
daily_vwap_mean_x10,2021-12-09,1,4532,0.12318215577488206,0.0007208266989338935,-0.005195108188958517,-0.00591593488789241,0.696035242290749,454
daily_vwap_mean_x10,2021-12-23,1,4550,0.0897061843639784,0.025403538383946808,0.015369126654119896,-0.010034411729826912,0.6,455
daily_vwap_mean_x10,2022-01-07,1,4565,-0.02710335568213136,-0.03925335279970501,-0.05549166485169349,-0.01623831205198848,0.6258205689277899,457
daily_vwap_mean_x10,2022-01-21,1,4583,0.1580884323735235,-0.03566104214093314,-0.0287129564518122,0.006948085689120937,0.6949891067538126,459
daily_vwap_mean_x10,2022-02-11,1,4600,-0.20666985686246137,0.02819344400635522,0.005462730136607492,-0.02273071386974773,0.558695652173913,460
daily_vwap_mean_x10,2022-02-25,1,4617,0.018238752864722433,-0.062267321726951916,-0.06838780861331217,-0.006120486886360257,0.803030303030303,462
daily_vwap_mean_x10,2022-03-11,1,4626,0.10726548375060603,0.004683636582630185,0.0012974027014949583,-0.003386233881135227,0.6522678185745141,463
daily_vwap_mean_x10,2022-03-25,1,4640,0.08099530729911432,-0.046880877545097795,-0.04640733458084835,0.0004735429642494446,0.603448275862069,464
daily_vwap_mean_x10,2022-04-12,1,4642,-0.007232108116782138,-0.12847456444764518,-0.08896383505908396,0.03951072938856122,0.6752688172043011,465
daily_vwap_mean_x10,2022-04-26,1,4657,-0.20423701767711855,0.09056507807571651,0.05646764060935009,-0.03409743746636642,0.8175965665236051,466
daily_vwap_mean_x10,2022-05-13,1,4640,0.011865582017942081,0.031826808042291405,0.02235565584178527,-0.009471152200506136,0.9116379310344828,464
daily_vwap_mean_x10,2022-05-27,1,4659,0.0786755802516496,0.04438631445006826,0.06089281983414827,0.016506505384080015,0.5407725321888412,466
daily_vwap_mean_x10,2022-06-13,1,4697,0.05594656751244113,0.06251539411849773,0.07854773515454243,0.0160323410360447,0.4595744680851064,470
daily_vwap_mean_x10,2022-06-27,1,4690,0.0011134083088902077,-0.038290031188626596,-0.04952322003325048,-0.011233188844623883,0.40085287846481876,469
daily_vwap_mean_x10,2022-07-11,1,4692,0.004400353895671985,0.04564021771446849,0.03705547458608136,-0.008584743128387126,0.5553191489361702,470
daily_vwap_mean_x10,2022-07-25,1,4700,0.07485986578479525,0.01940215932367356,0.041711451224998586,0.022309291901325027,0.625531914893617,470
daily_vwap_mean_x10,2022-08-08,1,4723,0.008532927749354654,0.026728895270305385,0.009089353595864918,-0.017639541674440467,0.5116279069767442,473
daily_vwap_mean_x10,2022-08-22,1,4730,0.09699539052052072,-0.03634458175587817,-0.04835369336495945,-0.012009111609081274,0.5116279069767442,473
daily_vwap_mean_x10,2022-09-05,1,4752,0.0949788438591758,-0.053014616349449824,-0.048229006419216916,0.004785609930232908,0.6680672268907564,476
daily_vwap_mean_x10,2022-09-20,1,4771,-0.0665713793284759,-0.046568222706441516,-0.04609699537786292,0.00047122732857859256,0.7573221757322176,478
daily_vwap_mean_x10,2022-10-11,1,4786,-0.11002324030250736,0.04920353343870773,0.03472031561459904,-0.01448321782410869,0.7807933194154488,479
daily_vwap_mean_x10,2022-10-25,1,4807,-0.06663083818723671,0.03961093498928128,0.02363874637665052,-0.015972188612630764,0.8378378378378378,481
daily_vwap_mean_x10,2022-11-08,1,4828,-0.01522982314934167,-0.002078005800982617,-0.013717746738527254,-0.011639740937544638,0.5320910973084887,483
daily_vwap_mean_x10,2022-11-22,1,4844,0.14099027343531986,0.028700348041864533,0.025137290711043318,-0.0035630573308212156,0.5422680412371135,485
